patient_id,type_id,trial_id,n_frames,n_partialout_head,n_partialout_foot,n_partialout_left,n_partialout_right,n_totalout,time_partialout_head,time_partialout_foot,time_partialout_left,time_partialout_right,time_totalout,csvpath
07,07,00,65,15,0,0,3,1,0.0,0,0.0,0.100372314453125,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_07_00__2023-10-21-14-31-47_2d.csv
07,08,00,79,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_08_00__2023-10-21-14-34-54_2d.csv
07,09,00,35,9,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_09_00__2023-10-21-14-37-42_2d.csv
07,10,01,139,9,0,13,0,0,0.0,0,1.3079595565795898,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_10_01__2023-10-21-14-42-36_2d.csv
08,00,00,134,32,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_00_00__2023-10-21-15-44-58_2d.csv
08,01,00,93,22,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_01_00__2023-10-21-15-48-30_2d.csv
08,02,00,73,29,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_02_00__2023-10-21-15-52-23_2d.csv
08,03,00,40,16,0,1,0,1,0.0,0,0.0,0.0,7.827354907989502,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_03_00__2023-10-21-15-56-17_2d.csv
08,04,02,74,24,0,1,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_04_02__2023-10-21-16-06-05_2d.csv
08,05,00,45,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_05_00__2023-10-21-16-09-10_2d.csv
08,06,00,102,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_06_00__2023-10-21-16-11-57_2d.csv
08,07,00,68,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_07_00__2023-10-21-16-15-15_2d.csv
08,08,00,99,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_08_00__2023-10-21-16-19-53_2d.csv
08,09,00,75,0,0,16,0,0,0.0,0,3.632236957550049,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_09_00__2023-10-21-16-22-58_2d.csv
08,10,00,245,7,0,10,0,1,0.0,0,2.1059720516204834,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_10_00__2023-10-21-16-25-43_2d.csv
09,00,00,104,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_00_00__2023-10-21-16-45-50_2d.csv
09,01,00,120,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_01_00__2023-10-21-16-49-31_2d.csv
09,02,00,61,13,0,0,12,0,0.0,0,0.0,4.0474958419799805,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_02_00__2023-10-21-16-53-19_2d.csv
09,03,00,66,23,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_03_00__2023-10-21-16-56-23_2d.csv
09,04,00,70,22,0,0,5,1,3.3116672039031982,0,0.0,6.512672662734985,5.285393953323364,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_04_00__2023-10-21-16-59-18_2d.csv
09,05,00,52,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_05_00__2023-10-21-17-04-33_2d.csv
09,06,00,104,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_06_00__2023-10-21-17-07-28_2d.csv
09,07,00,65,1,0,2,1,1,0.0,0,0.8697850704193115,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_07_00__2023-10-21-17-10-43_2d.csv
09,08,00,109,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_08_00__2023-10-21-17-14-27_2d.csv
09,09,00,77,1,0,0,9,0,0.0,0,0.0,9.159934997558594,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_09_00__2023-10-21-17-17-32_2d.csv
09,10,00,69,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_10_00__2023-10-21-17-21-47_2d.csv
10,00,01,47,9,0,9,0,0,0.0,0,2.7763991355895996,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_00_01__2023-10-22-14-41-35_2d.csv
10,01,00,48,11,0,8,0,0,1.6057848930358887,0,2.8099000453948975,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_01_00__2023-10-22-14-44-49_2d.csv
10,02,00,31,3,0,3,0,1,0.0,0,9.499988794326782,0.0,9.499988794326782,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_02_00__2023-10-22-14-48-17_2d.csv
10,03,00,6,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_03_00__2023-10-22-14-52-14_2d.csv
10,04,00,11,3,0,1,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_04_00__2023-10-22-14-54-37_2d.csv
10,05,00,150,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_05_00__2023-10-22-14-58-25_2d.csv
10,06,00,102,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_06_00__2023-10-22-15-02-13_2d.csv
10,07,00,98,0,0,3,0,0,0.0,0,0.16725516319274902,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_07_00__2023-10-22-15-04-56_2d.csv
10,08,00,88,0,0,2,0,0,0.0,0,0.20066285133361816,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_08_00__2023-10-22-15-08-15_2d.csv
10,09,00,105,0,0,6,0,0,0.0,0,0.3344719409942627,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_09_00__2023-10-22-15-11-01_2d.csv
10,10,00,107,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_10_00__2023-10-22-15-14-45_2d.csv
11,00,00,107,24,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_00_00__2023-10-22-15-39-25_2d.csv
11,01,00,121,30,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_01_00__2023-10-22-15-42-30_2d.csv
11,02,02,89,30,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_02_02__2023-10-22-15-50-41_2d.csv
11,03,00,60,25,0,10,0,0,0.0,0,1.538640022277832,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_03_00__2023-10-22-15-54-03_2d.csv
11,04,00,76,11,0,5,0,0,0.5995156764984131,0,0.7454793453216553,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_04_00__2023-10-22-15-56-32_2d.csv
11,05,00,322,30,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_05_00__2023-10-22-15-59-10_2d.csv
11,06,01,152,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_06_01__2023-10-22-16-05-52_2d.csv
11,07,00,130,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_07_00__2023-10-22-16-13-01_2d.csv
11,08,02,87,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_08_02__2023-10-22-16-22-32_2d.csv
11,09,00,50,0,0,9,0,1,0.0,0,1.2041268348693848,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_09_00__2023-10-22-16-26-05_2d.csv
11,10,00,106,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_10_00__2023-10-22-16-38-30_2d.csv
12,00,00,100,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_00_00__2023-10-22-16-41-17_2d.csv
12,01,00,111,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_01_00__2023-10-22-16-44-49_2d.csv
12,02,00,102,8,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_02_00__2023-10-22-16-48-05_2d.csv
12,03,00,109,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_03_00__2023-10-22-16-51-51_2d.csv
12,04,02,27,1,0,20,0,1,0.0,0,3.5123178958892822,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_04_02__2023-10-22-17-02-04_2d.csv
12,05,00,306,14,0,2,0,2,2.2746503353118896,0,0.0,0.0,4.382126808166504,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_05_00__2023-10-22-17-06-21_2d.csv
12,06,00,4,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_06_00__2023-10-22-17-09-24_2d.csv
12,07,00,159,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_07_00__2023-10-22-17-12-55_2d.csv
12,08,00,47,0,0,23,0,0,0.0,0,4.080761909484863,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_08_00__2023-10-22-17-17-11_2d.csv
12,09,00,91,0,0,16,0,0,0.0,0,2.631195306777954,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_09_00__2023-10-22-17-19-34_2d.csv
12,10,00,54,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_10_00__2023-10-22-17-22-57_2d.csv
13,00,00,95,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_00_00__2023-10-23-13-32-00_2d.csv
13,01,00,80,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_01_00__2023-10-23-13-35-05_2d.csv
13,02,01,54,12,0,4,0,0,0.0,0,2.9146931171417236,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_02_01__2023-10-23-13-39-10_2d.csv
13,03,00,90,21,0,4,0,0,0.0,0,0.5017540454864502,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_03_00__2023-10-23-13-42-33_2d.csv
13,04,00,39,12,0,0,0,1,0.0,0,0.0,0.0,6.790405988693237,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_04_00__2023-10-23-13-45-58_2d.csv
13,05,00,27,0,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_05_00__2023-10-23-13-48-48_2d.csv
13,06,00,71,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_06_00__2023-10-23-13-52-13_2d.csv
13,07,00,91,0,0,15,0,0,0.0,0,3.6126670837402344,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_07_00__2023-10-23-13-56-06_2d.csv
13,08,00,80,0,0,18,0,0,0.0,0,3.0775527954101562,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_08_00__2023-10-23-13-59-01_2d.csv
13,09,01,84,1,0,5,0,1,0.0,0,3.813194513320923,0.0,3.545687198638916,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_09_01__2023-10-23-14-03-26_2d.csv
13,10,00,294,0,0,0,0,2,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_10_00__2023-10-23-14-06-42_2d.csv
14,00,00,69,31,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_00_00__2023-10-23-14-25-39_2d.csv
14,01,00,55,22,0,4,0,0,0.0,0,1.4383618831634521,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_01_00__2023-10-23-14-28-21_2d.csv
14,02,00,32,10,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_02_00__2023-10-23-14-31-19_2d.csv
14,03,00,37,8,0,3,0,1,0.0,0,0.36788105964660645,0.0,5.385544061660767,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_03_00__2023-10-23-14-34-11_2d.csv
14,04,00,1,1,0,0,0,1,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_04_00__2023-10-23-14-38-12_2d.csv
14,05,00,20,12,0,2,0,1,2.3081116676330566,0,0.16724920272827148,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_05_00__2023-10-23-14-42-54_2d.csv
14,06,00,86,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_06_00__2023-10-23-14-46-19_2d.csv
14,07,00,62,3,0,6,0,0,0.0,0,3.4120631217956543,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_07_00__2023-10-23-14-49-07_2d.csv
14,08,00,61,4,0,17,0,0,0.5352156162261963,0,2.190321207046509,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_08_00__2023-10-23-14-53-15_2d.csv
14,09,00,55,2,0,20,0,0,0.0,0,4.716536045074463,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_09_00__2023-10-23-14-56-47_2d.csv
