-1.531441370723232998e-01 -1.798759688848957164e-02 1.102126558036385262e+01 0.000000000000000000e+00
-1.331639102806501107e-01 -4.376412577714770130e-02 1.069657567028037803e+01 0.000000000000000000e+00
-1.277337915075544561e-01 -1.021526541011809515e-02 1.108724653497189649e+01 0.000000000000000000e+00
-1.256170778303231372e-01 -1.878442184169842530e-02 1.087343295281994671e+01 0.000000000000000000e+00
-1.449136953872447175e-01 -2.653245296881813833e-02 1.102818733475165303e+01 0.000000000000000000e+00
-1.289307729220324494e-01 -4.281278668414681583e-03 1.113128164514096063e+01 0.000000000000000000e+00
-1.281035987049516933e-01 -3.339676342311537378e-03 1.114075825585576496e+01 0.000000000000000000e+00
-1.283010738778341542e-01 1.101809644187963207e-03 1.116643302916528491e+01 0.000000000000000000e+00
-1.583287050413281494e-01 -6.199704509037706627e-04 1.126180979125275883e+01 0.000000000000000000e+00
-1.300058095447125805e-01 -5.173821371167292016e-02 1.064050242729529572e+01 0.000000000000000000e+00
-9.202520979275609359e-02 -3.886941320720656984e-02 1.069254724432132342e+01 0.000000000000000000e+00
-1.351215695084264645e-01 -1.578887136589644802e-02 1.097787557138416226e+01 0.000000000000000000e+00
-1.381610866847869934e-01 -2.040534477471277544e-02 1.087258559562964777e+01 0.000000000000000000e+00
-1.099723310595764475e-01 -6.858395704575409070e-03 1.104642542626805302e+01 0.000000000000000000e+00
-1.278372253938359904e-01 -9.716832497173260794e-03 1.106856273372253874e+01 0.000000000000000000e+00
-1.394112603468901368e-01 -1.922759727310496131e-02 1.089668023643379158e+01 0.000000000000000000e+00
-1.180164223373254134e-01 -3.981989398077459032e-03 1.106194605694083677e+01 0.000000000000000000e+00
-1.278216950755633741e-01 -1.596802889097888442e-03 1.107591048129304134e+01 0.000000000000000000e+00
-1.327030964312437833e-01 -4.314202402768334971e-02 1.061137028240158031e+01 0.000000000000000000e+00
-1.388362549665959900e-01 -2.593601106934480607e-02 1.076015587433607301e+01 0.000000000000000000e+00
-1.199229670405152354e-01 -1.606273505966333490e-02 1.089074447530948220e+01 0.000000000000000000e+00
-1.257375666730697894e-01 -3.720833640046604385e-02 1.062748507482562843e+01 0.000000000000000000e+00
-1.270578500925863830e-01 -2.894401930070008774e-02 1.084442625883334621e+01 0.000000000000000000e+00
-1.278845725924480092e-01 -3.089054512579554948e-02 1.072874882073697300e+01 0.000000000000000000e+00
-1.353660755101735447e-01 -6.575311466454946199e-03 1.101815649768311367e+01 0.000000000000000000e+00
-1.463895001692579190e-01 -4.384581016988812335e-02 1.062884845371969789e+01 0.000000000000000000e+00
-1.319564044871351094e-01 -1.512864560362546171e-02 1.095796138516918816e+01 0.000000000000000000e+00
-1.299512193854172326e-01 -1.100274489613140699e-02 1.106808012240898798e+01 0.000000000000000000e+00
-1.307789246179851816e-01 -8.674487064919005758e-03 1.105749198443399450e+01 0.000000000000000000e+00
-1.391395353941031754e-01 -1.181034312763375692e-02 1.113931221200558497e+01 0.000000000000000000e+00
-1.437891218956091899e-01 -2.093394766700142420e-02 1.110954752349091912e+01 0.000000000000000000e+00
-1.268702336765530625e-01 -5.697823918458222101e-03 1.113671639103613309e+01 0.000000000000000000e+00
-1.365696941470699310e-01 -4.123123993429411022e-02 1.075739300717374647e+01 0.000000000000000000e+00
-1.291803463442526834e-01 -1.817127591846807999e-02 1.099965188450917708e+01 0.000000000000000000e+00
-1.108296588772166025e-01 -1.732594020584221975e-02 1.094827690195894476e+01 0.000000000000000000e+00
-1.292035572826637779e-01 -1.949260509201243552e-02 1.102750388100713330e+01 0.000000000000000000e+00
-1.277105205862494874e-01 -1.985029843938337576e-02 1.107224175239989172e+01 0.000000000000000000e+00
-1.444181929764817018e-01 -4.452105054383143079e-02 1.069379501409397371e+01 0.000000000000000000e+00
-1.014943875604505941e-01 -4.733052958960391049e-02 1.072523700719821704e+01 0.000000000000000000e+00
-1.337548037979692239e-01 -4.911640350211055051e-02 1.077050902334277893e+01 0.000000000000000000e+00
-8.354873338776690195e-02 -5.322046056729598865e-03 1.120999211484562430e+01 0.000000000000000000e+00
-1.121928638583180454e-01 -1.434117374983772883e-02 1.113417085183118971e+01 0.000000000000000000e+00
-1.445056033129741568e-01 -1.779473293251469454e-02 1.102468725583272402e+01 0.000000000000000000e+00
-1.295375158235229918e-01 -4.859133925554814937e-02 1.063060757290579161e+01 0.000000000000000000e+00
-1.389210974957617584e-01 -3.370441046204108310e-02 1.087385256009663337e+01 0.000000000000000000e+00
-1.231376010913939334e-01 -3.225802882976484126e-02 1.062572752829797018e+01 0.000000000000000000e+00
-1.255458280089275236e-01 -3.326074110729142219e-02 1.066202181546749728e+01 0.000000000000000000e+00
-9.656573357773670652e-02 -3.567670208786960506e-02 1.068739871935929742e+01 0.000000000000000000e+00
