,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,,,,,-74.519936,1217.908203,1111.308472,-2.155942,1227.268311,1031.614746,-89.757492,1290.974243,1036.175171,-13.160189,1302.897583,1030.926758,-68.784355,1143.137695,1036.606689,7.500349,1150.966309,1032.609497
2,,,,,-74.518608,1217.925293,1111.297363,-2.191449,1227.303833,1031.57666,-89.742882,1290.956299,1036.171997,-13.154346,1302.882935,1030.906372,-69.398972,1143.075806,1036.671997,7.492072,1150.970215,1032.592529
3,,,,,-74.521973,1217.970947,1111.27356,-2.199858,1227.376587,1031.586548,-89.75267,1290.965088,1036.167725,-13.165998,1302.922729,1030.901611,-69.398254,1143.104492,1036.657959,7.473739,1151.016968,1032.586914
4,,,,,-74.520638,1217.961914,1111.284302,-2.195635,1227.357666,1031.574097,-89.750183,1290.956055,1036.175049,-13.153325,1302.932251,1030.914185,-68.811752,1143.207397,1036.541138,7.487844,1151.021362,1032.572144
5,,,,,-74.545021,1217.925415,1111.315308,-2.193883,1227.353271,1031.624512,-89.756828,1290.971802,1036.182373,-13.168068,1302.931641,1030.946777,-69.404541,1143.093384,1036.686401,7.456998,1151.002808,1032.594604
6,,,,,-74.555222,1217.88855,1111.336548,-2.237664,1227.318359,1031.63208,-89.78138,1290.967651,1036.210205,-13.195867,1302.901978,1030.955688,-69.088791,1142.976685,1036.786377,7.44559,1150.969727,1032.628784
7,,,,,-74.531853,1217.879883,1111.340454,-2.214743,1227.232666,1031.626709,-89.758606,1290.948242,1036.221313,-13.175014,1302.894897,1030.966553,-69.456413,1143.042114,1036.735596,7.453118,1150.956055,1032.63208
8,,,,,-74.517647,1217.874756,1111.296387,-2.164732,1227.233398,1031.621704,-89.73185,1290.938843,1036.214844,-13.111567,1302.893555,1030.970459,-69.400513,1143.045532,1036.705078,7.472279,1150.965576,1032.594238
9,,,,,-74.513123,1217.88501,1111.294678,-2.159396,1227.229614,1031.591064,-89.702026,1290.899536,1036.219849,-13.104805,1302.876221,1030.939697,-69.114632,1142.788696,1036.886353,7.485571,1150.989136,1032.584351
10,,,,,-74.557182,1217.884766,1111.326294,-2.212355,1227.28479,1031.614136,-89.743858,1290.922852,1036.216797,-13.130097,1302.874023,1030.924805,-69.113968,1142.956055,1036.747925,7.451848,1150.985107,1032.582764
11,,,,,-74.616096,1217.871338,1111.328369,-2.273903,1227.250854,1031.635376,-89.781456,1290.917847,1036.247559,-13.164047,1302.88501,1030.970215,-69.505646,1143.059082,1036.716431,7.398091,1150.983521,1032.603394
12,,,,,-74.606438,1217.833252,1111.371094,-2.2426,1227.243896,1031.671265,-89.774498,1290.922974,1036.273193,-13.151341,1302.878296,1031.004639,-69.2724,1142.831299,1036.91333,7.419934,1150.961792,1032.645508
13,,,,,-74.560738,1217.817505,1111.365845,-2.180873,1227.199829,1031.669434,-89.736824,1290.943604,1036.266968,-13.099192,1302.872192,1030.996582,-69.395569,1143.001831,1036.780273,7.437726,1150.939453,1032.638062
14,,,,,-74.529213,1217.841553,1111.349243,-2.167191,1227.203979,1031.634399,-89.699997,1290.908447,1036.253296,-13.075424,1302.886597,1031.008545,-69.385239,1143.024292,1036.726929,7.453467,1150.944214,1032.578491
15,,,,,-74.53849,1217.822754,1111.33374,-2.202559,1227.215088,1031.625488,-89.712708,1290.878418,1036.244141,-13.09046,1302.859497,1030.966797,-69.35392,1143.048584,1036.668701,7.459861,1150.950195,1032.585327
16,,,,,-74.561569,1217.86084,1111.309326,-2.22445,1227.215576,1031.612671,-89.73671,1290.890869,1036.236816,-13.128052,1302.860352,1030.95752,-69.44075,1143.054077,1036.673706,7.435921,1150.996948,1032.568604
17,,,,,-74.583847,1217.857422,1111.343018,-2.216728,1227.231201,1031.665405,-89.744698,1290.919678,1036.249634,-13.122427,1302.884644,1030.982788,-69.438705,1143.019409,1036.737061,7.41442,1150.973511,1032.613037
18,,,,,-74.584457,1217.836304,1111.381592,-2.193583,1227.205688,1031.691162,-89.754837,1290.936035,1036.271851,-13.136745,1302.884155,1031.02063,-69.405823,1143.043213,1036.757446,7.434281,1150.968018,1032.644775
19,,,,,-74.556221,1217.843872,1111.375,-2.196091,1227.203247,1031.675537,-89.757225,1290.927612,1036.268799,-13.142826,1302.883179,1031.019165,-69.096931,1143.098389,1036.677734,7.426967,1150.925293,1032.624756
20,,,,,-74.582603,1217.824219,1111.36438,-2.225664,1227.164429,1031.654297,-89.764671,1290.921021,1036.264771,-13.15906,1302.864746,1030.995483,-69.081032,1143.053833,1036.704224,7.418739,1150.943115,1032.614746
21,,,,,-74.536095,1217.838257,1111.345947,-2.191284,1227.153687,1031.628906,-89.723785,1290.902466,1036.271118,-13.106462,1302.865356,1030.9823,-69.416107,1142.985107,1036.755615,7.460219,1150.95166,1032.61499
22,,,,,-74.535667,1217.846191,1111.317993,-2.157319,1227.22168,1031.616333,-89.693939,1290.881592,1036.247803,-13.082184,1302.881714,1030.964966,-69.385574,1143.03772,1036.698975,7.454136,1150.973022,1032.554688
23,,,,,-74.560318,1217.829712,1111.331299,-2.178588,1227.186279,1031.628418,-89.717598,1290.881836,1036.26062,-13.088187,1302.840454,1030.980835,-69.36541,1143.0177,1036.74353,7.447912,1150.968506,1032.594116
24,,,,,-74.586464,1217.844971,1111.361816,-2.24475,1227.210327,1031.667358,-89.77021,1290.907349,1036.268311,-13.143615,1302.882935,1030.997437,-69.464058,1143.039429,1036.748901,7.405703,1150.961914,1032.625122
25,,,,,-74.621254,1217.853271,1111.395264,-2.236354,1227.199219,1031.675293,-89.779869,1290.939697,1036.278198,-13.149336,1302.882935,1031.031372,-69.211594,1142.990234,1036.78125,7.39221,1150.953857,1032.647339
26,,,,,-74.564384,1217.821899,1111.372437,-2.174618,1227.196777,1031.684326,-89.744225,1290.93811,1036.275146,-13.11104,1302.875488,1031.012695,-69.403465,1143.003052,1036.765503,7.435611,1150.938599,1032.632935
27,,,,,-74.518372,1217.851562,1111.34668,-2.176341,1227.177124,1031.614502,-89.687935,1290.898071,1036.260132,-13.065021,1302.86084,1030.964355,-69.33876,1143.031372,1036.734009,7.472705,1150.973145,1032.600586
28,,,,,-74.529778,1217.843384,1111.32312,-2.171804,1227.195435,1031.623779,-89.703377,1290.891602,1036.247803,-13.103052,1302.848877,1030.944824,-69.386917,1143.02417,1036.711792,7.454186,1150.979126,1032.55249
29,,,,,-74.572502,1217.859497,1111.349243,-2.238253,1227.218994,1031.636963,-89.75602,1290.891479,1036.267334,-13.123505,1302.855225,1030.974121,-69.09108,1143.113892,1036.633667,7.425619,1150.993286,1032.595947
30,,,,,-74.621826,1217.857422,1111.359741,-2.238054,1227.231445,1031.672852,-89.778091,1290.911255,1036.275391,-13.158501,1302.860718,1030.994019,-69.329956,1143.008057,1036.741089,7.399459,1150.988281,1032.615845
31,,,,,-74.571861,1217.845703,1111.393433,-2.200714,1227.18457,1031.686401,-89.746643,1290.923584,1036.282715,-13.102507,1302.868652,1031.020508,-69.413124,1143.032715,1036.772461,7.425814,1150.949219,1032.630859
32,,,,,-74.559685,1217.84082,1111.383667,-2.179377,1227.174316,1031.688232,-89.740204,1290.938477,1036.274902,-13.102985,1302.875854,1031.00293,-69.393433,1143.026245,1036.766724,7.453836,1150.941895,1032.641113
33,,,,,-74.571548,1217.842529,1111.359253,-2.212728,1227.136597,1031.632812,-89.73085,1290.893921,1036.276245,-13.113267,1302.84021,1030.986572,-69.418182,1143.011475,1036.724365,7.433435,1150.952759,1032.584961
34,,,,,-74.56234,1217.864136,1111.339111,-2.210322,1227.192749,1031.628662,-89.734604,1290.891235,1036.25061,-13.124009,1302.851196,1030.963623,-69.417007,1143.010864,1036.702759,7.417924,1150.970215,1032.570801
35,,,,,-74.558067,1217.852539,1111.333984,-2.196736,1227.223755,1031.627808,-89.716133,1290.877319,1036.264282,-13.092021,1302.876465,1030.985352,-69.385605,1143.037231,1036.709839,7.458676,1150.963867,1032.597656
36,,,,,-74.559341,1217.856323,1111.341064,-2.18702,1227.174316,1031.643311,-89.729034,1290.907471,1036.280884,-13.100822,1302.890137,1030.993164,-69.266045,1143.008545,1036.743286,7.440309,1150.966919,1032.577148
37,,,,,-74.58036,1217.855957,1111.381592,-2.221325,1227.171509,1031.679077,-89.755669,1290.926514,1036.26709,-13.132571,1302.876953,1031.001465,-69.097984,1143.078003,1036.694824,7.41803,1150.948364,1032.63623
38,,,,,-74.609108,1217.843994,1111.393433,-2.249834,1227.20166,1031.665527,-89.782242,1290.947388,1036.291138,-13.135108,1302.875366,1031.009155,-69.215347,1142.977417,1036.780029,7.411982,1150.954712,1032.635132
39,,,,,-74.577217,1217.8396,1111.365479,-2.209335,1227.166626,1031.65686,-89.746696,1290.913452,1036.270752,-13.110271,1302.874512,1031.005371,-69.422623,1143.03418,1036.739136,7.438709,1150.963257,1032.611572
40,,,,,-74.548401,1217.842041,1111.327637,-2.16884,1227.164185,1031.617065,-89.701698,1290.897583,1036.242065,-13.071666,1302.858643,1030.969238,-69.337074,1143.014038,1036.699951,7.471975,1150.968994,1032.581055
41,,,,,-74.54657,1217.842041,1111.321167,-2.195347,1227.202881,1031.610474,-89.704453,1290.887695,1036.25061,-13.082215,1302.867065,1030.966431,-69.37896,1143.019409,1036.696289,7.472964,1150.971313,1032.572266
42,,,,,-74.590256,1217.858887,1111.356079,-2.232676,1227.202637,1031.636963,-89.756805,1290.907959,1036.255737,-13.134478,1302.849731,1030.972046,-69.234177,1143.186646,1036.598145,7.416164,1150.97876,1032.598755
43,,,,,-74.608017,1217.852783,1111.405884,-2.239798,1227.20105,1031.675293,-89.792206,1290.931641,1036.28894,-13.162246,1302.864502,1031.02356,-69.494118,1143.018677,1036.78894,7.405649,1150.976807,1032.654541
44,,,,,-74.592331,1217.85022,1111.382324,-2.194949,1227.218872,1031.694458,-89.764687,1290.967773,1036.264404,-13.114298,1302.891724,1031.023315,-69.426971,1143.01709,1036.775146,7.423212,1150.968018,1032.629761
