,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,,,,,-79.827385,1221.010376,1111.371216,-7.525321,1231.342529,1031.739014,-95.83577,1293.829834,1036.248901,-19.398808,1306.772217,1031.216064,-73.344437,1145.975464,1036.95874,3.061791,1155.113892,1032.70166
2,,,,,-79.769394,1220.949951,1111.387451,-7.493146,1231.302124,1031.75293,-95.811584,1293.822998,1036.262817,-19.377939,1306.748047,1031.215698,-73.299973,1145.966187,1036.979248,3.100945,1155.075195,1032.714966
3,,,,,-79.765556,1220.963013,1111.398682,-7.474441,1231.287964,1031.771973,-95.798851,1293.794312,1036.254517,-19.371214,1306.727539,1031.207153,-73.290176,1145.942627,1036.977905,3.111115,1155.055542,1032.725464
4,,,,,-79.796005,1221.000488,1111.362793,-7.494473,1231.304565,1031.740845,-95.810791,1293.832642,1036.268921,-19.374395,1306.754517,1031.181152,-73.301315,1145.960693,1036.969482,3.096126,1155.084595,1032.699341
5,,,,,-79.831665,1221.02124,1111.370728,-7.532785,1231.349121,1031.747925,-95.826454,1293.834473,1036.263672,-19.386049,1306.765381,1031.196533,-73.354301,1146.003906,1036.9729,3.057702,1155.122925,1032.699219
6,,,,,-79.855629,1221.013062,1111.370972,-7.537085,1231.347412,1031.759644,-95.829979,1293.827026,1036.285522,-19.394497,1306.781616,1031.223999,-73.35022,1145.989258,1036.963623,3.028648,1155.133301,1032.699707
7,,,,,-79.832382,1220.986572,1111.381592,-7.538154,1231.315674,1031.768677,-95.824905,1293.809692,1036.302002,-19.391125,1306.771973,1031.231201,-73.381699,1145.988403,1036.971436,3.056408,1155.092285,1032.71228
8,,,,,-79.796181,1220.939453,1111.391479,-7.487204,1231.258545,1031.755127,-95.789795,1293.779175,1036.292358,-19.376978,1306.755859,1031.245117,-73.358963,1145.969727,1036.975342,3.066522,1155.057251,1032.718018
9,,,,,-79.790054,1220.922974,1111.403198,-7.477083,1231.24292,1031.775757,-95.790688,1293.785034,1036.31604,-19.364384,1306.738403,1031.255737,-73.337906,1145.940186,1036.959351,3.090088,1155.037354,1032.737793
10,,,,,-79.802299,1220.941772,1111.395508,-7.497758,1231.244873,1031.754639,-95.78109,1293.780029,1036.312622,-19.372278,1306.757324,1031.249756,-73.354439,1145.972656,1036.949585,3.065406,1155.050903,1032.716675
11,,,,,-79.852753,1220.968384,1111.383057,-7.52869,1231.275513,1031.752441,-95.789734,1293.769165,1036.314087,-19.376654,1306.767578,1031.245361,-73.373596,1146.003296,1036.942749,3.028956,1155.094849,1032.710571
12,,,,,-79.864738,1220.990479,1111.398682,-7.53995,1231.298584,1031.773071,-95.809761,1293.781982,1036.326416,-19.391973,1306.77478,1031.281982,-73.414459,1145.99231,1036.960083,2.998037,1155.10498,1032.71167
13,,,,,-79.869362,1220.963623,1111.389648,-7.539221,1231.290649,1031.76416,-95.811363,1293.795288,1036.33374,-19.372339,1306.790039,1031.27832,-73.407913,1145.998169,1036.977905,3.005139,1155.089844,1032.71582
14,,,,,-79.8209,1220.924927,1111.406494,-7.520964,1231.248535,1031.782227,-95.787209,1293.772949,1036.339966,-19.381889,1306.774536,1031.309814,-73.418938,1145.9823,1036.982422,3.027113,1155.046265,1032.734985
15,,,,,-79.808563,1220.893677,1111.424438,-7.486732,1231.203979,1031.778687,-95.771561,1293.76416,1036.337646,-19.373102,1306.755981,1031.302612,-73.37323,1145.94873,1036.978271,3.061617,1155.025024,1032.737793
16,,,,,-79.808205,1220.921753,1111.406494,-7.499148,1231.2229,1031.766724,-95.762154,1293.754883,1036.351562,-19.368008,1306.747314,1031.290283,-73.378403,1145.942993,1036.958008,3.051615,1155.047852,1032.730469
17,,,,,-79.839355,1220.930298,1111.382568,-7.523976,1231.244629,1031.762573,-95.780128,1293.756836,1036.321899,-19.380604,1306.768433,1031.284058,-73.390991,1145.972412,1036.954712,3.030097,1155.08313,1032.711914
18,,,,,-79.871376,1220.966309,1111.389404,-7.547144,1231.296997,1031.749268,-95.790657,1293.762085,1036.341675,-19.384542,1306.792114,1031.288818,-73.421432,1145.997803,1036.949463,3.005049,1155.100586,1032.678711
19,,,,,-79.889542,1220.960815,1111.408569,-7.548392,1231.272339,1031.767212,-95.794693,1293.789062,1036.34375,-19.38184,1306.778198,1031.283325,-73.428955,1145.998657,1036.963135,3.013959,1155.102417,1032.72998
20,,,,,-79.851311,1220.934082,1111.410767,-7.522096,1231.239014,1031.774048,-95.798935,1293.763672,1036.338867,-19.393475,1306.782471,1031.302368,-73.407333,1145.976318,1036.970093,3.023282,1155.058472,1032.727661
21,,,,,-79.806198,1220.906372,1111.415649,-7.490591,1231.200928,1031.783081,-95.781235,1293.766602,1036.335571,-19.37479,1306.768677,1031.311157,-73.397865,1145.949463,1036.966064,3.043712,1155.033081,1032.731079
22,,,,,-79.799576,1220.902954,1111.402954,-7.488904,1231.200806,1031.768066,-95.769806,1293.744263,1036.337158,-19.366503,1306.744629,1031.296631,-73.385933,1145.939819,1036.962036,3.068598,1155.012329,1032.727295
23,,,,,-79.817345,1220.930054,1111.396851,-7.518183,1231.243286,1031.77063,-95.786819,1293.760254,1036.329712,-19.362549,1306.775879,1031.289429,-73.402687,1145.9646,1036.952759,3.025493,1155.081177,1032.719116
24,,,,,-79.861305,1220.976196,1111.391846,-7.522757,1231.255615,1031.746094,-95.802032,1293.762573,1036.330444,-19.389721,1306.778564,1031.276611,-73.421532,1146.00354,1036.955933,3.005412,1155.098267,1032.696655
25,,,,,-79.863121,1220.958496,1111.398804,-7.54968,1231.283447,1031.785278,-95.79763,1293.78186,1036.351196,-19.384243,1306.785522,1031.291382,-73.433121,1146.019165,1036.962891,2.999224,1155.102051,1032.715698
26,,,,,-79.857475,1220.944092,1111.421753,-7.524215,1231.272827,1031.793335,-95.794525,1293.776367,1036.340698,-19.382778,1306.778687,1031.288452,-73.435303,1145.990723,1036.963257,3.020406,1155.063965,1032.726196
27,,,,,-79.827522,1220.914062,1111.432373,-7.499088,1231.213013,1031.776123,-95.76693,1293.750854,1036.35083,-19.380621,1306.773438,1031.313232,-73.389664,1145.963379,1036.968018,3.034727,1155.03833,1032.746826
28,,,,,-79.80072,1220.893799,1111.422974,-7.486055,1231.19751,1031.77124,-95.762268,1293.74585,1036.335693,-19.357313,1306.75708,1031.290039,-73.374908,1145.953369,1036.961426,3.05281,1155.02063,1032.733398
29,,,,,-79.813744,1220.912842,1111.391846,-7.503527,1231.217529,1031.750732,-95.770126,1293.756592,1036.340454,-19.353256,1306.770264,1031.272461,-73.380722,1145.976685,1036.953003,3.044064,1155.048706,1032.713745
30,,,,,-79.859146,1220.944824,1111.387939,-7.517667,1231.266724,1031.766846,-95.783279,1293.762939,1036.326294,-19.366865,1306.783081,1031.272949,-73.406822,1145.993652,1036.944458,3.016533,1155.081665,1032.701538
31,,,,,-79.878937,1220.974609,1111.390625,-7.552291,1231.286743,1031.791748,-95.805115,1293.780884,1036.353394,-19.37381,1306.786743,1031.277954,-73.41584,1146.005493,1036.971436,3.010673,1155.108887,1032.705933
32,,,,,-79.863335,1220.957764,1111.404053,-7.589973,1231.490845,1031.788818,-95.792358,1293.78479,1036.348877,-19.388506,1306.779053,1031.298828,-73.424133,1145.984985,1036.978638,3.021406,1155.075806,1032.730225
33,,,,,-79.842255,1220.9021,1111.405273,-7.519096,1231.226318,1031.779175,-95.79953,1293.755005,1036.345581,-19.38452,1306.755371,1031.301636,-73.413589,1145.972046,1036.991211,3.038357,1155.046387,1032.743896
34,,,,,-79.810135,1220.898438,1111.408936,-7.50056,1231.20166,1031.771606,-95.799057,1293.763794,1036.335083,-19.368654,1306.755615,1031.285889,-73.391129,1145.947876,1036.966553,3.06015,1154.998657,1032.741211
35,,,,,-79.825134,1220.900146,1111.398682,-7.489788,1231.219727,1031.776001,-95.760559,1293.725708,1036.34314,-19.389833,1306.758179,1031.274048,-73.37738,1145.951904,1036.94397,3.065562,1155.026123,1032.722046
36,,,,,-79.834572,1220.93457,1111.394409,-7.512062,1231.239136,1031.764526,-95.778854,1293.765015,1036.33606,-19.375256,1306.764404,1031.274292,-73.39003,1145.960083,1036.961426,3.035053,1155.074219,1032.699707
37,,,,,-79.847855,1220.980957,1111.413818,-7.537158,1231.27063,1031.75354,-95.79599,1293.769287,1036.342773,-19.371414,1306.759521,1031.269897,-73.415535,1145.996704,1036.954834,3.012866,1155.092407,1032.71936
38,,,,,-79.866043,1220.966797,1111.428101,-7.544059,1231.2771,1031.786133,-95.817963,1293.773682,1036.346191,-19.38316,1306.789917,1031.292236,-73.417023,1145.987061,1036.967163,3.007119,1155.078735,1032.737671
39,,,,,-79.841248,1220.917114,1111.431274,-7.53523,1231.239014,1031.796753,-95.804779,1293.765015,1036.350586,-19.391487,1306.764648,1031.2948,-73.415344,1145.968262,1036.981079,3.038579,1155.040771,1032.729004
40,,,,,-79.822914,1220.890869,1111.411499,-7.505289,1231.192383,1031.770264,-95.771828,1293.757568,1036.34729,-19.378304,1306.734619,1031.288696,-73.386276,1145.963867,1036.978638,3.04783,1155.015381,1032.728027
41,,,,,-79.817879,1220.914917,1111.400024,-7.497176,1231.201904,1031.767212,-95.76857,1293.752441,1036.346558,-19.35499,1306.738525,1031.29248,-73.381805,1145.947876,1036.965454,3.062624,1155.036377,1032.735107
42,,,,,-79.83493,1220.944458,1111.372192,-7.509766,1231.243652,1031.750488,-95.773026,1293.749512,1036.328857,-19.354086,1306.755249,1031.272217,-73.394058,1145.979248,1036.949341,3.031812,1155.072388,1032.709839
43,,,,,-79.88134,1220.959351,1111.37793,-7.54195,1231.275391,1031.771362,-95.786324,1293.769897,1036.36145,-19.38195,1306.771851,1031.270996,-73.417366,1146.001221,1036.955566,3.013898,1155.097168,1032.709351
44,,,,,-79.877998,1220.978027,1111.42041,-7.547962,1231.27832,1031.776245,-95.808464,1293.785034,1036.353882,-19.363152,1306.788696,1031.303223,-73.41497,1146.01709,1036.973267,3.001598,1155.112305,1032.722656
