,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,,,,,-30.164904,1217.114502,1110.739624,41.590988,1224.741455,1030.50354,-44.426884,1290.464722,1035.334961,32.076416,1300.932861,1029.549438,-27.547401,1142.145996,1036.050415,49.370193,1148.033813,1031.868774
2,,,,,-30.223871,1217.152344,1110.718018,41.563438,1224.726318,1030.501343,-44.443043,1290.464722,1035.335327,32.046154,1300.976807,1029.513672,-27.563805,1142.188599,1036.040161,49.357357,1148.068848,1031.863403
3,,,,,-30.242569,1217.153442,1110.714722,41.557594,1224.791382,1030.500366,-44.44873,1290.459839,1035.328491,32.029316,1300.955566,1029.499512,-27.588142,1142.18396,1036.045044,49.331272,1148.038208,1031.870483
4,,,,,-30.181915,1217.106567,1110.718262,41.565815,1224.754761,1030.508545,-44.452824,1290.451172,1035.325439,32.047276,1300.905396,1029.514526,-27.569288,1142.160522,1036.046265,49.37212,1148.025024,1031.870972
5,,,,,-30.087254,1217.054443,1110.758301,41.583916,1224.700195,1030.510498,-44.419083,1290.419189,1035.348511,32.106102,1300.879517,1029.573364,-27.524292,1142.126953,1036.064941,49.388237,1147.995972,1031.884644
6,,,,,-30.092161,1217.046753,1110.757935,41.598042,1224.670654,1030.509033,-44.398193,1290.446777,1035.352295,32.116966,1300.856201,1029.561646,-27.495188,1142.115967,1036.078369,49.379482,1147.990601,1031.883667
7,,,,,-30.150122,1217.054321,1110.754517,41.585625,1224.716919,1030.520264,-44.405258,1290.426147,1035.36084,32.112926,1300.892578,1029.552124,-27.510286,1142.116821,1036.080566,49.354393,1147.9823,1031.902222
8,,,,,-30.243128,1217.106079,1110.73877,41.557159,1224.764404,1030.527954,-44.429054,1290.437134,1035.380615,32.093742,1300.953979,1029.557495,-27.548656,1142.155029,1036.086426,49.350121,1148.036865,1031.872314
9,,,,,-30.299179,1217.121948,1110.750488,41.544628,1224.761108,1030.520386,-44.429707,1290.425537,1035.383423,32.061199,1300.979858,1029.539062,-27.559795,1142.140381,1036.085938,49.309307,1147.999023,1031.909912
10,,,,,-30.255093,1217.074463,1110.750854,41.561111,1224.74231,1030.527222,-44.410576,1290.430054,1035.376343,32.090229,1300.923828,1029.549438,-27.577852,1142.131836,1036.105835,49.322517,1148.028564,1031.896362
11,,,,,-30.18589,1217.022827,1110.772583,41.579033,1224.695557,1030.521484,-44.398247,1290.407837,1035.373169,32.115749,1300.871582,1029.578247,-27.52437,1142.089111,1036.114258,49.335629,1147.950806,1031.909058
12,,,,,-30.187927,1217.00293,1110.766968,41.602215,1224.662354,1030.523438,-44.38348,1290.394409,1035.38501,32.148533,1300.859253,1029.593872,-27.484196,1142.071045,1036.143555,49.360275,1147.944336,1031.922729
13,,,,,-30.220926,1217.025635,1110.759399,41.56749,1224.704468,1030.539551,-44.370785,1290.388062,1035.392822,32.138863,1300.860596,1029.57373,-27.509689,1142.088989,1036.132812,49.358822,1148.026978,1031.875122
14,,,,,-30.262089,1217.044189,1110.768677,41.548172,1224.729248,1030.52063,-44.395069,1290.391846,1035.398438,32.131676,1300.920776,1029.577637,-27.526447,1142.12146,1036.120605,49.32666,1148.041626,1031.872437
15,,,,,-30.330425,1217.088257,1110.759033,41.546124,1224.748047,1030.527466,-44.410065,1290.406128,1035.392822,32.107555,1300.974976,1029.540283,-27.573877,1142.134888,1036.105835,49.323612,1148.045776,1031.860474
16,,,,,-30.298473,1217.055176,1110.745972,41.542896,1224.74646,1030.528687,-44.390495,1290.381348,1035.391968,32.116367,1300.946289,1029.543579,-27.573561,1142.122314,1036.104126,49.318233,1148.033447,1031.88147
17,,,,,-30.263645,1217.017334,1110.765259,41.572651,1224.689575,1030.543701,-44.38829,1290.39209,1035.393188,32.134758,1300.904663,1029.590698,-27.536345,1142.065552,1036.141357,49.329552,1148.028442,1031.895874
18,,,,,-30.24061,1217.010864,1110.767212,41.599007,1224.666992,1030.520142,-44.378281,1290.381958,1035.381836,32.167717,1300.878662,1029.59082,-27.507259,1142.074219,1036.122437,49.340065,1147.914307,1031.928833
19,,,,,-30.222198,1217.009033,1110.75293,41.603523,1224.672363,1030.530762,-44.363506,1290.390869,1035.383423,32.158485,1300.877075,1029.585083,-27.495951,1142.07251,1036.128296,49.368599,1148.005371,1031.876709
20,,,,,-30.237881,1217.031738,1110.752686,41.5723,1224.713135,1030.522217,-44.371674,1290.382324,1035.401367,32.144714,1300.926636,1029.576416,-27.506361,1142.108521,1036.124023,49.33699,1147.991089,1031.890137
21,,,,,-30.317179,1217.05603,1110.76355,41.537262,1224.772461,1030.525879,-44.402573,1290.387451,1035.387695,32.095463,1300.960938,1029.552979,-27.557617,1142.119507,1036.11084,49.318928,1147.974609,1031.916504
22,,,,,-30.32329,1217.06958,1110.757446,41.520729,1224.755371,1030.542603,-44.414631,1290.38269,1035.377563,32.094944,1300.96875,1029.564575,-27.57682,1142.133057,1036.11499,49.320736,1148.055542,1031.874146
23,,,,,-30.283415,1217.040405,1110.762207,41.561901,1224.730103,1030.532959,-44.398701,1290.401611,1035.399414,32.114746,1300.906372,1029.572266,-27.545773,1142.10437,1036.133423,49.322083,1147.944824,1031.932373
24,,,,,-30.217592,1217.001953,1110.767212,41.579659,1224.685425,1030.543335,-44.385563,1290.385864,1035.386841,32.159317,1300.88147,1029.603149,-27.487402,1142.04126,1036.149292,49.36594,1148.001343,1031.869629
25,,,,,-30.134403,1217.015991,1110.761108,41.605564,1224.666992,1030.539185,-44.356445,1290.390625,1035.390259,32.177853,1300.871704,1029.597656,-27.492325,1142.05896,1036.132935,49.389656,1148.005005,1031.88269
26,,,,,-30.233471,1217.022095,1110.765137,41.567066,1224.717529,1030.530151,-44.363213,1290.387573,1035.381592,32.133209,1300.914307,1029.585938,-27.522564,1142.0802,1036.119263,49.339939,1147.949341,1031.922607
27,,,,,-30.309477,1217.086426,1110.746826,41.546234,1224.766357,1030.531006,-44.387325,1290.383911,1035.379761,32.108021,1300.949463,1029.542725,-27.566599,1142.13208,1036.099487,49.320004,1147.989746,1031.892944
28,,,,,-30.312952,1217.08667,1110.754639,41.554729,1224.736572,1030.511719,-44.411938,1290.38562,1035.373535,32.082195,1300.971802,1029.54541,-27.57584,1142.12793,1036.088623,49.303871,1148.001953,1031.896851
29,,,,,-30.294245,1217.055664,1110.753296,41.566643,1224.74646,1030.546875,-44.396496,1290.39917,1035.390869,32.111023,1300.909302,1029.564331,-27.544418,1142.105225,1036.13916,49.334049,1148.044067,1031.87561
30,,,,,-30.229099,1217.018066,1110.776367,41.576492,1224.695068,1030.544556,-44.379471,1290.405151,1035.391479,32.153435,1300.908081,1029.616699,-27.535236,1142.073364,1036.136597,49.369408,1148.019043,1031.878052
31,,,,,-30.17647,1217.002686,1110.785522,41.586407,1224.675171,1030.540771,-44.367329,1290.409424,1035.399658,32.161629,1300.869263,1029.602905,-27.502247,1142.061768,1036.133545,49.355713,1147.997681,1031.874756
32,,,,,-30.173571,1217.023071,1110.768677,41.580757,1224.712158,1030.533447,-44.377674,1290.389771,1035.380737,32.150166,1300.87793,1029.56311,-27.511063,1142.091309,1036.118774,49.364273,1147.967651,1031.901123
33,,,,,-30.273548,1217.074463,1110.756836,41.557735,1224.733276,1030.53186,-44.387905,1290.375488,1035.384766,32.137577,1300.917236,1029.543091,-27.537277,1142.134644,1036.120117,49.332157,1147.982422,1031.910522
34,,,,,-30.328403,1217.088867,1110.755371,41.526978,1224.786133,1030.531006,-44.408432,1290.399658,1035.3927,32.091694,1300.969849,1029.559937,-27.572084,1142.133301,1036.101685,49.32621,1148.065063,1031.877075
35,,,,,-30.336308,1217.080078,1110.77124,41.544075,1224.729004,1030.525391,-44.396469,1290.421265,1035.399658,32.109566,1300.94812,1029.578247,-27.57501,1142.130005,1036.11145,49.32766,1148.070801,1031.870605
36,,,,,-30.256958,1217.026001,1110.766113,41.577526,1224.71228,1030.537109,-44.389168,1290.411499,1035.389282,32.141911,1300.891602,1029.613037,-27.53216,1142.098389,1036.148315,49.337681,1147.986572,1031.912354
37,,,,,-30.14953,1217.016846,1110.788086,41.595062,1224.677246,1030.526367,-44.376202,1290.403931,1035.390381,32.165215,1300.873047,1029.606079,-27.490685,1142.083984,1036.135498,49.395523,1148.026978,1031.888428
38,,,,,-30.157648,1216.989136,1110.774292,41.596954,1224.685547,1030.516968,-44.372353,1290.386597,1035.368408,32.157375,1300.870728,1029.564697,-27.48954,1142.087646,1036.117432,49.360565,1147.941772,1031.901245
39,,,,,-30.253571,1217.051758,1110.758057,41.563702,1224.713989,1030.513916,-44.384644,1290.36731,1035.375732,32.13097,1300.920044,1029.542847,-27.524414,1142.114136,1036.103882,49.327114,1147.956665,1031.904785
40,,,,,-30.28447,1217.048096,1110.786133,41.534855,1224.74707,1030.524292,-44.399021,1290.370239,1035.397827,32.102825,1300.942139,1029.531738,-27.5875,1142.126953,1036.114136,49.308949,1147.971558,1031.915649
41,,,,,-30.314016,1217.09729,1110.771484,41.525963,1224.740601,1030.541992,-44.407898,1290.402588,1035.418945,32.086273,1300.956665,1029.575562,-27.550379,1142.116577,1036.137451,49.289742,1148.013672,1031.912964
42,,,,,-30.226788,1217.041382,1110.777954,41.557007,1224.738647,1030.549316,-44.39716,1290.406494,1035.396973,32.144691,1300.902832,1029.593628,-27.535141,1142.108643,1036.135864,49.318977,1147.987427,1031.927734
43,,,,,-30.237404,1217.013794,1110.769775,41.583969,1224.660645,1030.532715,-44.377388,1290.397705,1035.396484,32.142715,1300.890625,1029.599487,-27.482655,1142.075562,1036.147095,49.3731,1148.012939,1031.884155
44,,,,,-30.177237,1217.00293,1110.77124,41.586884,1224.671997,1030.519775,-44.357182,1290.384277,1035.398804,32.166683,1300.866821,1029.58606,-27.508314,1142.088501,1036.121948,49.366501,1147.96936,1031.899658
45,,,,,-30.247007,1217.050171,1110.737793,41.568298,1224.693359,1030.507446,-44.387852,1290.373901,1035.377808,32.143524,1300.909424,1029.559814,-27.517912,1142.10022,1036.115601,49.345001,1148.044556,1031.844604
