,,yoshinari:LFHD,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
559,0,-3327.071289,-583.189148,1638.799805,-129.500198,1239.255981,1112.221802,-58.481461,1257.669678,1033.040527,-153.312286,1309.620972,1037.151245,-78.655075,1331.149414,1032.281616,-114.699844,1165.397705,1038.091187,-39.356022,1183.084961,1034.071777
560,0,-3325.297607,-582.604248,1637.751709,-129.695099,1239.771484,1112.226074,-58.872707,1258.655151,1032.996704,-154.001846,1310.011353,1037.154419,-79.393776,1331.868042,1032.290649,-114.476631,1166.008301,1038.113647,-39.235363,1184.144043,1034.059448
561,0,-3323.692139,-582.145447,1637.103027,-129.87851,1240.361816,1112.227905,-59.155403,1259.627441,1033.026367,-154.618073,1310.380737,1037.109131,-80.129951,1332.760986,1032.280273,-114.188301,1166.672485,1038.105225,-39.086006,1185.237915,1034.051147
562,0,-3321.656982,-581.731445,1636.497559,-130.042145,1240.966797,1112.213379,-59.494511,1260.662354,1033.011963,-155.193146,1310.729736,1037.162842,-80.975281,1333.769287,1032.315918,-113.895454,1167.350464,1038.099365,-38.9193,1186.443237,1033.986694
563,0,-3318.930176,-581.359802,1635.808594,-130.237778,1241.55896,1112.171143,-59.831791,1261.704712,1032.985352,-155.896957,1311.112183,1037.144653,-81.815887,1334.741089,1032.298706,-113.594238,1168.08667,1038.055664,-38.716694,1187.775513,1033.936279
564,0,-3315.703369,-581.223816,1635.22522,-130.538254,1242.16333,1112.194214,-60.193298,1262.797241,1032.966064,-156.663757,1311.602295,1037.119263,-82.692406,1335.661011,1032.280518,-113.363724,1168.825317,1038.028564,-38.61208,1189.083862,1033.952026
565,0,-3309.744385,-580.438354,1632.18457,-130.890671,1242.671509,1112.32666,-60.606197,1264.022095,1032.913208,-157.521225,1312.110107,1037.139404,-83.746155,1336.731934,1032.338745,-113.135185,1169.611938,1038.087036,-38.39304,1190.310669,1034.296875
566,0,-3306.413086,-581.233398,1633.164307,-131.227463,1243.35791,1112.381958,-61.120861,1265.26062,1032.946045,-158.382477,1312.580322,1037.099854,-84.698334,1337.808716,1032.392578,-112.902176,1170.446289,1038.10083,-38.351482,1191.623535,1034.353271
567,0,-3301.196289,-581.854004,1632.765137,-131.478653,1244.076416,1112.358032,-61.580376,1266.479858,1033.006958,-159.120392,1313.090332,1037.107666,-85.560844,1338.734619,1032.414185,-112.594322,1171.275146,1038.086914,-38.154343,1193.012329,1034.314453
568,0,-3295.538818,-582.828552,1632.610718,-131.519394,1244.742065,1112.357788,-61.927132,1267.635132,1032.912109,-159.740494,1313.521973,1037.092896,-86.563492,1339.780273,1032.343872,-112.199478,1172.056396,1038.07666,-37.970985,1194.288208,1034.217407
569,0,-3289.621826,-584.22583,1632.782349,-131.532776,1245.347656,1112.348877,-62.246567,1268.752563,1032.877686,-160.268814,1313.815918,1037.094116,-87.540535,1340.793701,1032.321167,-111.709877,1172.785278,1038.026001,-37.70203,1195.687378,1034.169312
570,0,-3283.087402,-585.86792,1632.828979,-131.636536,1245.947266,1112.327637,-62.564774,1269.815674,1032.714233,-160.982986,1314.269287,1037.094238,-88.523193,1341.789795,1032.242554,-111.299751,1173.599731,1038.007935,-37.435036,1197.111938,1034.117065
571,0,-3276.298828,-587.788391,1633.055664,-131.889023,1246.486328,1112.356445,-62.905685,1270.948486,1032.713135,-161.798874,1314.655884,1037.0979,-89.465584,1342.724854,1032.272949,-110.987785,1174.400391,1037.996216,-37.242664,1198.343994,1034.181763
572,0,-3267.69165,-589.434509,1631.618164,-132.158295,1247.067627,1112.361084,-63.339226,1272.092896,1032.595581,-162.586624,1315.0802,1037.101807,-90.480759,1343.682861,1032.200684,-110.67247,1175.246216,1038.013672,-37.110928,1199.744507,1034.218262
573,0,-3259.147461,-591.435608,1630.82605,-132.403168,1247.753418,1112.347168,-63.839809,1273.370728,1032.678223,-163.404922,1315.507202,1037.065186,-91.492378,1344.691406,1032.152344,-110.357201,1176.095947,1037.996338,-37.015514,1201.250732,1034.178589
574,0,-3249.502686,-593.375732,1629.015381,-132.702026,1248.445923,1112.322021,-64.377861,1274.595459,1032.690552,-164.222946,1315.911743,1037.024536,-92.543617,1345.660645,1032.180786,-110.070496,1176.868164,1037.972656,-37.011734,1202.481812,1034.107422
575,0,-3240.617188,-595.900879,1628.479736,-133.077026,1249.065674,1112.316284,-65.014114,1275.724609,1032.732178,-165.097794,1316.283813,1037.031982,-93.690834,1346.613647,1032.204956,-109.87326,1177.613892,1037.978516,-37.044388,1203.846558,1034.091309
576,0,-3230.551514,-598.194458,1626.965332,-133.521149,1249.66394,1112.304077,-65.602997,1276.929443,1032.762939,-166.045288,1316.703613,1037.071899,-94.892654,1347.549561,1032.290771,-109.676933,1178.475342,1037.916992,-37.101822,1205.340088,1034.148682
577,0,-3219.825684,-600.467346,1625.020752,-133.961456,1250.316772,1112.334229,-66.149498,1278.088379,1032.71521,-166.980774,1317.141479,1037.089355,-96.079346,1348.585571,1032.302856,-109.522675,1179.365723,1037.928345,-37.146133,1206.688843,1034.201416
578,0,-3208.539062,-602.805664,1622.718262,-134.316864,1250.972168,1112.39209,-66.659775,1279.299438,1032.72876,-167.824493,1317.548218,1037.088989,-97.125427,1349.556885,1032.237549,-109.310471,1180.235962,1037.94043,-37.044712,1208.177368,1034.282715
579,0,-3198.020752,-605.621033,1621.511108,-134.629211,1251.659058,1112.423218,-67.120056,1280.435303,1032.796875,-168.627716,1317.974976,1037.109619,-98.168999,1350.428833,1032.207031,-109.066154,1181.025269,1037.910034,-36.997074,1209.626099,1034.288696
580,0,-3185.515381,-608.033813,1618.448486,-134.858063,1252.358276,1112.398682,-67.585838,1281.593384,1032.792725,-169.341782,1318.307739,1037.103882,-99.150528,1351.264648,1032.102661,-108.806129,1181.844604,1037.86377,-37.00684,1210.916382,1034.206543
581,0,-3173.646973,-610.888306,1616.474854,-135.038742,1252.959595,1112.382812,-68.0933,1282.671875,1032.73584,-170.053207,1318.587646,1037.132568,-100.149712,1352.161499,1032.005249,-108.494499,1182.653687,1037.813232,-36.91143,1212.301514,1034.070068
582,0,-3159.573486,-613.485535,1612.435547,-135.297897,1253.476685,1112.365601,-68.548264,1283.682373,1032.671631,-170.802139,1318.916504,1037.115112,-101.145424,1353.072144,1032.013306,-108.189178,1183.455933,1037.775757,-36.908215,1213.614624,1034.089111
583,0,-3148.875977,-617.514893,1612.34375,-135.49678,1254.047241,1112.319946,-69.125938,1285.167358,1032.708496,-171.552628,1319.292847,1037.083984,-102.268799,1353.874146,1032.020386,-107.889053,1184.29834,1037.756104,-36.875614,1214.930664,1034.021729
584,0,-3134.730469,-620.885742,1609.023682,-135.768799,1254.665894,1112.308594,-69.615578,1286.393799,1032.687866,-172.346664,1319.710327,1037.074951,-103.360794,1354.713379,1032.009399,-107.610939,1185.111084,1037.802979,-36.912239,1216.318115,1033.997314
585,0,-3120.912842,-624.768433,1606.492676,-136.241714,1255.31604,1112.352905,-70.240814,1287.487549,1032.781006,-173.269714,1320.090698,1037.074097,-104.521393,1355.614136,1032.091797,-107.46785,1185.957275,1037.829468,-37.035419,1217.731079,1034.115234
586,0,-3106.921387,-629.023438,1604.298462,-136.623779,1256.015991,1112.37439,-70.75547,1288.387207,1032.774658,-174.089691,1320.45752,1037.087769,-105.613327,1356.509888,1032.100464,-107.307251,1186.803589,1037.882202,-37.074429,1219.134399,1034.151733
587,0,-3093.057373,-633.71698,1602.953003,-136.829041,1256.656982,1112.349854,-71.228355,1289.485107,1032.709717,-174.849335,1320.797729,1037.062866,-106.590385,1357.416504,1031.958984,-107.121284,1187.714355,1037.790649,-37.004963,1220.540894,1034.025269
588,0,-3076.325195,-637.920959,1599.515625,-137.105148,1257.184326,1112.322388,-71.861801,1290.680542,1032.64624,-175.572327,1321.046143,1037.058472,-107.521461,1358.219116,1031.963989,-106.95536,1188.486084,1037.730957,-37.014111,1221.879639,1034.009033
589,0,-3061.502441,-643.157104,1599.269531,-137.460297,1257.693237,1112.352295,-72.440094,1291.641968,1032.63623,-176.319199,1321.293213,1037.037231,-108.527359,1358.953857,1031.963989,-106.843864,1189.191528,1037.767578,-37.123631,1223.034058,1034.011841
590,0,-3045.886719,-648.551453,1599.881104,-137.874527,1258.126953,1112.375122,-73.116707,1292.550293,1032.753174,-177.155487,1321.497314,1037.066772,-109.568153,1359.699097,1032.048462,-106.799294,1189.889771,1037.796875,-37.253521,1224.205566,1034.146484
591,0,-3029.980713,-654.159729,1601.574219,-138.154831,1258.60376,1112.391235,-73.796021,1293.641113,1032.757324,-178.009857,1321.673584,1037.140625,-110.533096,1360.343384,1032.149536,-106.643776,1190.575928,1037.812622,-37.330429,1225.428467,1034.121216
592,0,-3013.385254,-659.881287,1603.835083,-138.37117,1259.17688,1112.35376,-74.173027,1294.378052,1032.734741,-178.628632,1321.934204,1037.107666,-111.364464,1361.062256,1032.168945,-106.449081,1191.364014,1037.812988,-37.404545,1226.606201,1034.046509
593,0,-2996.068359,-665.498413,1606.481079,-138.566635,1259.744873,1112.303345,-74.621025,1295.324097,1032.659546,-179.240417,1322.229492,1037.072754,-112.311104,1361.717407,1032.069946,-106.225197,1192.090698,1037.758179,-37.436886,1227.658569,1033.963013
594,0,-2978.908447,-671.160461,1610.052979,-138.824295,1260.256226,1112.292603,-75.111351,1296.220337,1032.758423,-179.900528,1322.479736,1037.036987,-113.237022,1362.343384,1032.030396,-106.071762,1192.813721,1037.688599,-37.568966,1228.822388,1033.995361
595,0,-2961.729248,-676.660339,1613.68689,-139.112183,1260.74939,1112.292603,-75.626656,1297.182373,1032.72998,-180.627884,1322.69165,1037.045776,-114.109055,1362.964111,1032.048828,-105.970291,1193.46814,1037.655518,-37.706825,1229.921875,1034.041504
596,0,-2944.433594,-682.096924,1616.85083,-139.435211,1261.194702,1112.305664,-76.315292,1298.282593,1032.622803,-181.337189,1322.880249,1037.064575,-115.007751,1363.589722,1032.063599,-105.855812,1194.094238,1037.667114,-37.797092,1230.973511,1034.088867
597,0,-2925.290039,-686.838257,1618.024048,-139.720535,1261.609253,1112.301392,-76.813698,1299.019531,1032.641357,-182.054245,1323.136963,1037.097778,-115.914207,1364.19043,1032.018433,-105.757103,1194.766479,1037.662964,-37.924854,1231.970215,1034.087036
598,0,-2910.112793,-692.254333,1622.66394,-140.042847,1262.033325,1112.334961,-77.300056,1299.777588,1032.696045,-182.718887,1323.366211,1037.089966,-116.789635,1364.769043,1031.990234,-105.711304,1195.466797,1037.668213,-38.119858,1233.016357,1034.109131
599,0,-2893.080811,-697.099487,1625.781006,-140.355545,1262.483276,1112.307739,-77.768692,1300.462769,1032.710693,-183.390167,1323.548096,1037.111572,-117.653252,1365.307129,1031.971558,-105.647156,1196.119019,1037.698486,-38.276169,1234.044067,1034.125366
600,0,-2879.328125,-702.119263,1631.454102,-140.615341,1262.905518,1112.317139,-78.272964,1301.275879,1032.694214,-184.039108,1323.72644,1037.114624,-118.608452,1365.839722,1031.976196,-105.533562,1196.740967,1037.672119,-38.364658,1235.069702,1034.131104
601,0,-2860.347656,-706.171936,1632.862915,-140.865494,1263.38147,1112.318115,-78.710602,1302.084839,1032.687378,-184.644608,1323.927246,1037.088989,-119.473259,1366.422363,1031.996338,-105.463043,1197.369873,1037.654663,-38.369812,1236.111816,1034.054199
602,0,-2843.531738,-710.07489,1635.735596,-141.119171,1263.900146,1112.305542,-79.166252,1302.864014,1032.655151,-185.253571,1324.152466,1037.072754,-120.288673,1367.032227,1032.036865,-105.419525,1198.007935,1037.644897,-38.494926,1237.160522,1033.977173
603,0,-2827.43042,-713.747131,1638.667358,-141.347198,1264.390869,1112.319702,-79.658615,1303.655273,1032.581787,-185.876038,1324.358765,1037.064331,-121.149818,1367.600708,1031.998413,-105.258301,1198.608765,1037.685303,-38.534382,1238.24353,1033.99292
604,0,-2810.905273,-716.709595,1640.585571,-141.57074,1264.815186,1112.351318,-80.124756,1304.424438,1032.540649,-186.429031,1324.49353,1037.112915,-121.945862,1368.158203,1031.973389,-105.145691,1199.227905,1037.672974,-38.655945,1239.229614,1034.013916
605,0,-2797.23877,-719.540466,1643.740601,-141.859985,1265.17627,1112.33374,-80.575539,1305.095459,1032.557617,-187.053085,1324.613281,1037.146118,-122.804062,1368.754761,1032.044434,-105.043343,1199.855957,1037.677979,-38.820637,1240.158936,1033.986694
606,0,-2780.013672,-721.767883,1643.66394,-142.177048,1265.529297,1112.339722,-81.037384,1305.771606,1032.539429,-187.646118,1324.745361,1037.132812,-123.572678,1369.192139,1031.965454,-104.970139,1200.513794,1037.671997,-38.980358,1241.101685,1033.963623
607,0,-2765.630615,-723.898743,1644.68042,-142.423126,1265.946289,1112.32312,-81.497665,1306.589478,1032.480225,-188.231796,1324.912476,1037.123535,-124.390488,1369.748047,1031.94812,-104.897621,1201.174072,1037.614136,-39.101578,1242.179199,1033.897461
608,0,-2750.00708,-725.729004,1644.154053,-142.714462,1266.41687,1112.299438,-81.979927,1307.409668,1032.496094,-188.867661,1325.13562,1037.100708,-125.283241,1370.329224,1031.955444,-104.839973,1201.836914,1037.587891,-39.304314,1243.224121,1033.848999
609,0,-2739.325928,-728.02533,1646.203491,-143.035568,1266.88269,1112.313599,-82.54351,1308.205444,1032.542603,-189.514297,1325.394653,1037.09668,-126.210777,1370.879395,1032.019287,-104.776932,1202.493286,1037.637573,-39.515682,1244.226196,1033.822754
610,0,-2720.80835,-729.225952,1642.586182,-143.350525,1267.390137,1112.30957,-83.109627,1309.018066,1032.470581,-190.164413,1325.652344,1037.094971,-127.161949,1371.44812,1032.057129,-104.731064,1203.223633,1037.622192,-39.734879,1245.256958,1033.782959
611,0,-2710.686768,-731.430359,1643.8302,-143.675476,1267.899902,1112.310425,-83.635315,1309.76123,1032.44458,-190.757492,1325.859131,1037.066162,-128.087708,1371.997681,1032.123291,-104.655586,1203.899292,1037.653076,-39.931145,1246.309204,1033.751587
612,0,-2696.326172,-732.822449,1641.817871,-143.898666,1268.287598,1112.268311,-84.107224,1310.421143,1032.40564,-191.283768,1325.991333,1037.028931,-128.962463,1372.506348,1032.146484,-104.574043,1204.55896,1037.625488,-40.093018,1247.315552,1033.69397
613,0,-2681.539795,-734.070496,1639.014526,-144.153229,1268.648804,1112.250122,-84.585297,1311.087036,1032.391602,-191.796478,1326.069214,1036.995483,-129.745377,1372.896973,1032.061646,-104.469841,1205.143188,1037.571533,-40.207146,1248.20813,1033.664917
614,0,-2667.899902,-735.016174,1636.696289,-144.420288,1268.976318,1112.266724,-85.081902,1311.761963,1032.411621,-192.361664,1326.183594,1037.027466,-130.535492,1373.309448,1032.016602,-104.375801,1205.668579,1037.589722,-40.309032,1249.061768,1033.759644
615,0,-2654.004639,-735.632202,1633.862915,-144.716324,1269.348022,1112.288086,-85.61013,1312.481079,1032.408691,-192.940659,1326.374023,1037.042236,-131.335785,1373.74939,1032.003052,-104.319473,1206.231812,1037.580322,-40.492924,1249.987915,1033.821533
616,0,-2640.396973,-735.981873,1631.153809,-144.949814,1269.761597,1112.276978,-86.127914,1313.195435,1032.358398,-193.482239,1326.552734,1037.06665,-132.136978,1374.229004,1031.951172,-104.238327,1206.850952,1037.600098,-40.664288,1251.006348,1033.802612
617,0,-2626.992432,-735.940002,1628.629028,-145.248383,1270.19873,1112.284912,-86.617355,1313.942749,1032.443359,-194.096832,1326.779663,1037.069458,-133.008698,1374.764771,1031.901978,-104.195724,1207.54895,1037.598389,-40.866837,1252.059814,1033.810913
618,0,-2612.9104,-735.510742,1625.639526,-145.579773,1270.668213,1112.254639,-87.1399,1314.733276,1032.466553,-194.702347,1326.976318,1037.07251,-133.892456,1375.283691,1031.9104,-104.200935,1208.24292,1037.616577,-41.120796,1253.130737,1033.668457
619,0,-2598.763672,-734.72052,1623.016479,-145.834625,1271.161133,1112.226929,-87.661537,1315.548706,1032.42395,-195.269699,1327.168335,1037.033936,-134.67804,1375.838623,1031.909058,-104.127563,1208.962646,1037.612671,-41.296486,1254.175659,1033.656006
620,0,-2584.657959,-733.615662,1620.68811,-145.996964,1271.691162,1112.186768,-88.128807,1316.299683,1032.364258,-195.810349,1327.320923,1037.015991,-135.524078,1376.316772,1031.836304,-104.019142,1209.662476,1037.56897,-41.387051,1255.117432,1033.639282
621,0,-2569.673584,-732.253662,1618.110596,-146.333359,1272.032349,1112.203003,-88.676651,1316.949463,1032.382935,-196.429718,1327.406128,1037.026855,-136.46228,1376.671387,1031.822021,-104.006607,1210.204224,1037.556885,-41.588329,1256.023438,1033.662354
622,0,-2554.753662,-730.62384,1616.218994,-146.705551,1272.360474,1112.213623,-89.299072,1317.620361,1032.38562,-197.09639,1327.474243,1037.072998,-137.371277,1377.111816,1031.926025,-104.032402,1210.712646,1037.49292,-41.850342,1256.928345,1033.741943
623,0,-2539.325439,-728.797302,1615.049683,-147.092606,1272.69104,1112.236694,-89.931725,1318.289917,1032.473877,-197.745758,1327.566406,1037.100586,-138.239471,1377.496948,1031.967773,-104.070816,1211.285767,1037.505615,-42.163738,1257.835571,1033.785156
624,0,-2523.327881,-727.155273,1616.013306,-147.384018,1273.107544,1112.25293,-90.471657,1318.963013,1032.480347,-198.328445,1327.674805,1037.069458,-139.098419,1377.944824,1031.94873,-104.033966,1211.945068,1037.476562,-42.409874,1258.833374,1033.748169
625,0,-2506.735107,-725.050049,1617.088867,-147.587189,1273.556396,1112.236206,-91.026466,1319.676514,1032.261841,-198.87735,1327.834106,1037.062988,-139.927322,1378.484009,1031.919312,-103.944962,1212.652588,1037.455933,-42.582691,1259.877197,1033.630493
626,0,-2489.960205,-722.799133,1617.998657,-147.829514,1273.984985,1112.238037,-91.544945,1320.471313,1032.310547,-199.4487,1328.026367,1037.018677,-140.779724,1379.03418,1031.89502,-103.886169,1213.403076,1037.411133,-42.819027,1260.985718,1033.506714
627,0,-2472.621826,-720.559814,1618.654907,-148.174362,1274.453613,1112.221558,-92.173592,1321.231079,1032.294312,-200.181961,1328.223145,1037.027588,-141.78804,1379.585815,1031.858398,-103.914986,1214.136597,1037.434448,-43.077854,1262.081787,1033.532837
628,0,-2455.258789,-718.34137,1620.024536,-148.64769,1274.848633,1112.240845,-92.849648,1322.028564,1032.387207,-200.919113,1328.380737,1037.055908,-142.739029,1379.99646,1031.96521,-103.982307,1214.743286,1037.460327,-43.421783,1263.001587,1033.688599
629,0,-2437.589844,-716.008606,1621.707275,-148.936844,1275.29895,1112.25647,-93.419281,1322.715332,1032.401611,-201.543289,1328.481201,1037.050171,-143.651962,1380.408813,1031.919067,-104.001564,1215.387939,1037.480103,-43.716537,1263.937988,1033.648438
630,0,-2419.772705,-713.768738,1623.182373,-149.224747,1275.644653,1112.225342,-93.953918,1323.375244,1032.405518,-202.082947,1328.507568,1037.061523,-144.508804,1380.796143,1031.922974,-103.975533,1215.986572,1037.447754,-43.918148,1264.926147,1033.627197
631,0,-2402.074219,-711.696838,1624.832275,-149.411865,1275.989136,1112.251953,-94.425064,1324.039429,1032.352051,-202.580338,1328.526367,1037.056152,-145.340927,1381.138306,1031.845337,-103.853081,1216.595337,1037.408081,-44.086021,1265.925415,1033.504517
632,0,-2383.701172,-709.671936,1626.0448,-149.709808,1276.268921,1112.256836,-94.94088,1324.576294,1032.421021,-203.131302,1328.53894,1037.077393,-146.145676,1381.470337,1031.886719,-103.800308,1217.147217,1037.437988,-44.308048,1266.786499,1033.537598
633,0,-2365.11792,-707.918579,1627.391846,-150.065247,1276.637085,1112.285278,-95.535629,1325.214355,1032.440918,-203.766739,1328.602905,1037.062744,-147.081573,1381.828979,1031.924927,-103.805252,1217.745361,1037.450073,-44.618988,1267.763794,1033.53894
634,0,-2346.854492,-706.368958,1629.001587,-150.370789,1277.062012,1112.288818,-96.142799,1326.001099,1032.379395,-204.370972,1328.77124,1037.071167,-147.935638,1382.245361,1031.92627,-103.787827,1218.408081,1037.439087,-44.867538,1268.67981,1033.562256
635,0,-2328.354004,-705.037415,1629.859131,-150.618927,1277.525635,1112.300171,-96.721275,1326.807495,1032.310059,-204.96965,1328.965332,1037.047729,-148.805099,1382.703857,1031.909668,-103.741676,1219.151367,1037.407837,-45.105858,1269.761475,1033.500732
636,0,-2310.617432,-703.833496,1630.751343,-150.858261,1278.010864,1112.28125,-97.271408,1327.571411,1032.244263,-205.506973,1329.195435,1037.025757,-149.619339,1383.229004,1031.80188,-103.684349,1219.931274,1037.354126,-45.29834,1270.820679,1033.455444
637,0,-2292.888916,-702.952393,1631.282227,-151.156372,1278.433838,1112.247559,-97.871391,1328.287842,1032.213135,-206.086426,1329.314453,1037.008301,-150.589432,1383.695312,1031.777344,-103.69191,1220.638184,1037.339355,-45.610023,1271.891235,1033.414185
638,0,-2275.32251,-702.375916,1631.554077,-151.584946,1278.728516,1112.270996,-98.493874,1328.916504,1032.247681,-206.717728,1329.359741,1037.019409,-151.445419,1384.062622,1031.81665,-103.752899,1221.215576,1037.395508,-45.949982,1272.754395,1033.493408
639,0,-2257.983643,-701.927795,1631.627808,-151.927872,1279.026855,1112.262451,-99.023415,1329.389893,1032.371582,-207.306824,1329.422974,1037.047607,-152.266968,1384.379028,1031.928955,-103.769493,1221.784424,1037.396851,-46.233871,1273.60791,1033.523315
640,0,-2240.51416,-701.683594,1631.417603,-152.109146,1279.443115,1112.217773,-99.539154,1330.159302,1032.271362,-207.769669,1329.475342,1037.014282,-152.960709,1384.705933,1031.908936,-103.692123,1222.392456,1037.34668,-46.401581,1274.508911,1033.420654
641,0,-2223.274414,-701.493835,1631.034912,-152.355988,1279.815796,1112.186279,-100.044556,1330.785522,1032.24292,-208.30571,1329.561157,1037.003418,-153.78746,1385.081299,1031.949585,-103.682884,1222.952026,1037.317139,-46.644333,1275.440063,1033.364014
642,0,-2206.093994,-701.379211,1630.391846,-152.688782,1280.230591,1112.192139,-100.646194,1331.423462,1032.288574,-208.915756,1329.671509,1037.005371,-154.727203,1385.446045,1031.929077,-103.739258,1223.5896,1037.304932,-47.002899,1276.338501,1033.306763
643,0,-2188.78418,-701.345886,1629.423218,-153.111923,1280.626953,1112.209961,-101.294518,1332.067261,1032.334595,-209.522873,1329.719116,1037.000244,-155.635635,1385.875854,1031.915039,-103.80983,1224.206665,1037.305298,-47.364956,1277.23291,1033.395874
644,0,-2171.606934,-701.398254,1628.142212,-153.494446,1280.94165,1112.212769,-101.91021,1332.618652,1032.398071,-210.115219,1329.762817,1037.019897,-156.528625,1386.164062,1031.902466,-103.89254,1224.792725,1037.314331,-47.715492,1278.087402,1033.428711
645,0,-2154.470947,-701.36792,1626.713501,-153.765961,1281.256836,1112.209106,-102.387924,1333.244263,1032.378906,-210.613754,1329.866089,1037.021606,-157.275391,1386.520874,1031.913574,-103.853905,1225.427246,1037.315674,-47.927505,1279.046265,1033.411865
646,0,-2137.328613,-701.518066,1624.747681,-153.858566,1281.709106,1112.137817,-102.839844,1333.976196,1032.224487,-211.025299,1330.019531,1036.994263,-158.116486,1386.911377,1031.789429,-103.765388,1226.138184,1037.258057,-48.091061,1279.982422,1033.26001
647,0,-2120.324463,-701.62085,1622.474609,-154.030136,1282.135498,1112.128296,-103.369331,1334.667969,1032.160645,-211.508652,1330.116577,1036.984741,-158.825638,1387.285278,1031.801758,-103.705894,1226.810791,1037.239502,-48.306423,1280.924072,1033.22168
648,0,-2103.376221,-701.96405,1619.690796,-154.40239,1282.444702,1112.141724,-104.03614,1335.340698,1032.23999,-212.145248,1330.165894,1037.00061,-159.778076,1387.552979,1031.821289,-103.751457,1227.394531,1037.283325,-48.652954,1281.828979,1033.243652
649,0,-2086.605957,-702.293091,1616.349243,-154.774643,1282.778442,1112.178711,-104.680542,1335.92041,1032.268433,-212.738983,1330.189087,1036.990112,-160.661667,1387.911377,1031.868896,-103.836052,1227.983521,1037.274414,-49.049019,1282.733521,1033.258911
650,0,-2070.052002,-702.757935,1612.861816,-155.100952,1283.152344,1112.198608,-105.25808,1336.475342,1032.261719,-213.284531,1330.224365,1036.983398,-161.62262,1388.245483,1031.84729,-103.906342,1228.606323,1037.259399,-49.388233,1283.709595,1033.220215
651,0,-2053.754883,-703.573486,1608.959106,-155.39711,1283.520996,1112.192993,-105.815872,1337.061646,1032.249634,-213.852936,1330.26416,1036.989136,-162.530212,1388.574097,1031.852173,-103.942055,1229.247192,1037.188843,-49.693802,1284.61731,1033.20752
652,0,-2037.423096,-704.529541,1604.36731,-155.693359,1283.927002,1112.185913,-106.442932,1337.741333,1032.227295,-214.428391,1330.307007,1036.99585,-163.472351,1388.86145,1031.815552,-103.986382,1229.905884,1037.175781,-49.983738,1285.520752,1033.203125
653,0,-2021.248779,-705.623657,1600.585205,-156.062469,1284.301514,1112.17041,-107.111938,1338.367554,1032.264038,-215.063782,1330.326782,1036.99646,-164.375488,1389.15686,1031.825684,-104.085388,1230.587646,1037.166016,-50.370487,1286.443481,1033.241455
654,0,-2005.129517,-706.88385,1598.084595,-156.46051,1284.644409,1112.173462,-107.796532,1338.970825,1032.318726,-215.765213,1330.372803,1037.023071,-165.262161,1389.496338,1031.876221,-104.188538,1231.174072,1037.177368,-50.783184,1287.360229,1033.307129
655,0,-1989.09314,-708.157654,1595.750732,-156.823715,1284.980225,1112.170654,-108.404549,1339.548828,1032.358276,-216.344574,1330.424805,1037.017334,-166.232635,1389.790283,1031.833984,-104.249504,1231.76416,1037.160278,-51.142078,1288.293945,1033.281128
656,0,-1972.950317,-709.511963,1593.8302,-157.033997,1285.317139,1112.172607,-108.977585,1340.153687,1032.305542,-216.88501,1330.466797,1036.990356,-167.118759,1390.124023,1031.794678,-104.213997,1232.381226,1037.161011,-51.458054,1289.313232,1033.180176
657,0,-1957.055908,-710.933472,1592.791138,-157.296143,1285.604492,1112.149658,-109.52961,1340.68811,1032.294189,-217.416,1330.507935,1036.97644,-167.929138,1390.420776,1031.741333,-104.222748,1233.020874,1037.080444,-51.743191,1290.229492,1033.177979
658,0,-1941.012329,-712.331726,1593.11438,-157.600067,1286.03418,1112.165405,-110.155128,1341.401855,1032.210571,-217.925766,1330.551392,1036.989136,-168.757019,1390.788696,1031.70813,-104.244522,1233.671143,1037.058838,-52.069298,1291.160645,1033.14624
659,0,-1924.931763,-713.755676,1594.949219,-157.983078,1286.416626,1112.173218,-110.820168,1342.108643,1032.176147,-218.511887,1330.59436,1036.931274,-169.688934,1391.07605,1031.69873,-104.331367,1234.303589,1037.086548,-52.438461,1292.08667,1033.09021
660,0,-1908.744873,-714.871399,1597.588745,-158.450882,1286.710083,1112.192871,-111.562302,1342.715332,1032.198242,-219.155197,1330.58728,1036.948242,-170.649216,1391.312988,1031.78186,-104.461403,1234.926636,1037.094971,-52.860878,1292.94043,1033.178467
661,0,-1892.755737,-715.824097,1600.715942,-158.861465,1287.069458,1112.178589,-112.236969,1343.274048,1032.230591,-219.707932,1330.598022,1036.959595,-171.517944,1391.609863,1031.776855,-104.629272,1235.531006,1037.124268,-53.296963,1293.871948,1033.236084
662,0,-1876.786011,-716.54126,1604.09082,-159.175262,1287.402344,1112.164795,-112.864769,1343.789062,1032.205688,-220.227386,1330.611694,1036.936035,-172.460266,1391.939941,1031.740356,-104.73407,1236.201294,1037.112915,-53.695164,1294.825439,1033.200806
663,0,-1860.928955,-716.707214,1607.333618,-159.486176,1287.7854,1112.156372,-113.483788,1344.36499,1032.162476,-220.79776,1330.629028,1036.941162,-173.358948,1392.264893,1031.706787,-104.842751,1236.882812,1037.05188,-54.091576,1295.722168,1033.167725
