,,yoshinari:LFHD,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
280,0,-3392.626465,-627.380493,1658.298462,-127.562416,1232.413574,1112.325195,-55.246002,1245.158203,1033.174683,-145.354462,1304.413208,1037.127808,-69.403908,1319.823975,1032.354126,-118.712471,1157.468262,1038.122681,-42.179031,1169.028809,1034.296021
281,0,-3398.138916,-625.548462,1657.393921,-127.375603,1232.337891,1112.457764,-55.171349,1245.176636,1033.080322,-145.287109,1304.406738,1037.124146,-69.344666,1319.850952,1032.285522,-118.634178,1157.528931,1038.0802,-42.025253,1169.094849,1034.240112
282,0,-3397.631104,-625.297913,1657.385864,-127.289963,1232.401978,1112.416748,-55.130341,1245.297974,1033.029419,-145.181458,1304.443481,1037.09021,-69.297905,1319.924683,1032.231201,-118.540703,1157.564819,1038.053345,-41.908928,1169.22644,1034.18689
283,0,-3397.241943,-625.219238,1657.397827,-127.356323,1232.613647,1112.235474,-55.11079,1245.376343,1033.049683,-145.212189,1304.49939,1037.102783,-69.300743,1320.014038,1032.244385,-118.490608,1157.64624,1038.051636,-41.979134,1169.265503,1034.171387
284,0,-3397.251465,-624.833313,1657.387451,-127.317619,1232.632935,1112.256836,-55.084492,1245.40918,1033.060791,-145.210388,1304.537842,1037.083984,-69.306702,1320.051758,1032.241333,-118.486771,1157.673218,1038.075806,-41.972725,1169.28894,1034.161865
285,0,-3396.766602,-624.784058,1657.467285,-127.366882,1232.558838,1112.291992,-55.098522,1245.354248,1033.108643,-145.261398,1304.525879,1037.111084,-69.337639,1320.028076,1032.296875,-118.490578,1157.647949,1038.100952,-41.968018,1169.227295,1034.220093
286,0,-3391.687988,-626.520996,1657.98999,-127.321335,1232.462158,1112.308838,-55.064022,1245.284912,1033.131836,-145.211868,1304.439209,1037.114746,-69.321617,1319.932617,1032.310547,-118.447708,1157.537476,1038.110229,-41.947147,1169.132568,1034.221436
287,0,-3396.266113,-624.375671,1657.705811,-127.245216,1232.377563,1112.286255,-55.012856,1245.198853,1033.078857,-145.177353,1304.332886,1037.122559,-69.233398,1319.837402,1032.253906,-118.3871,1157.450684,1038.060669,-41.866249,1169.062744,1034.157471
288,0,-3391.446045,-626.187866,1657.762939,-127.164261,1232.341187,1112.25293,-54.982452,1245.161987,1033.017822,-145.126511,1304.257324,1037.12207,-69.211121,1319.786133,1032.224854,-118.355164,1157.4104,1038.042969,-41.863873,1169.023926,1034.0802
289,0,-3391.024414,-626.095642,1657.804443,-127.298759,1232.330811,1112.236816,-55.058014,1245.157104,1033.085693,-145.12233,1304.22998,1037.135742,-69.253159,1319.783325,1032.280029,-118.413078,1157.398438,1038.050537,-41.910679,1169.027588,1034.15625
290,0,-3390.977295,-625.980896,1657.595459,-127.373573,1232.400635,1112.265137,-55.106705,1245.217773,1033.10498,-145.256622,1304.300171,1037.144531,-69.328606,1319.856323,1032.283936,-118.468124,1157.461182,1038.079834,-41.97086,1169.106445,1034.187866
291,0,-3390.803467,-625.873535,1657.604614,-127.402649,1232.494873,1112.273682,-55.150265,1245.325928,1033.10791,-145.343155,1304.423218,1037.121704,-69.420876,1319.965332,1032.280518,-118.498734,1157.560547,1038.097656,-41.987152,1169.203369,1034.206787
292,0,-3390.327148,-625.878296,1657.576904,-127.433075,1232.550049,1112.312134,-55.203224,1245.401245,1033.107666,-145.422668,1304.495972,1037.103394,-69.496315,1320.049683,1032.284668,-118.54464,1157.611206,1038.110107,-42.038425,1169.251221,1034.218506
293,0,-3382.029297,-625.506714,1657.681763,-127.515091,1232.547974,1112.305176,-55.25782,1245.375488,1033.135986,-145.471878,1304.488525,1037.108398,-69.537971,1320.051147,1032.318237,-118.597893,1157.609863,1038.129883,-42.097046,1169.256958,1034.258301
294,0,-3389.525635,-625.800232,1657.176636,-127.500488,1232.508667,1112.294556,-55.239475,1245.346802,1033.123535,-145.447418,1304.406372,1037.12915,-69.510338,1319.970703,1032.273071,-118.580643,1157.564087,1038.094971,-42.076775,1169.226562,1034.220947
295,0,-3381.354248,-625.333252,1657.740601,-127.453445,1232.428345,1112.270386,-55.188553,1245.284912,1033.098145,-145.388824,1304.305542,1037.125732,-69.476662,1319.899414,1032.28894,-118.546799,1157.488281,1038.068726,-42.032299,1169.166626,1034.190918
296,0,-3381.042236,-625.279114,1657.646729,-127.377602,1232.354126,1112.245361,-55.149521,1245.233276,1033.06189,-145.31926,1304.258423,1037.11438,-69.409653,1319.859863,1032.261475,-118.458458,1157.443359,1038.040527,-41.969746,1169.116577,1034.126831
297,0,-3381.212402,-625.249023,1657.570312,-127.32029,1232.343018,1112.261108,-55.120918,1245.22644,1033.053955,-145.314957,1304.268921,1037.115845,-69.425575,1319.852295,1032.261108,-118.420822,1157.419556,1038.058228,-41.961594,1169.094604,1034.199341
298,0,-3380.807373,-625.169617,1657.651367,-127.389832,1232.357422,1112.290161,-55.180874,1245.237427,1033.100586,-145.387894,1304.286865,1037.126587,-69.476524,1319.884399,1032.296143,-118.45433,1157.440918,1038.086182,-41.950897,1169.090332,1034.20166
299,0,-3380.522949,-625.117126,1657.828491,-127.414047,1232.353027,1112.312256,-55.19997,1245.269531,1033.098145,-145.446686,1304.291504,1037.13208,-69.535072,1319.916016,1032.294556,-118.491005,1157.456543,1038.096069,-41.989929,1169.131104,1034.204956
300,0,-3387.820068,-625.637634,1657.550537,-127.463043,1232.35498,1112.28894,-55.25779,1245.25647,1033.090088,-145.487442,1304.255737,1037.133423,-69.586464,1319.889648,1032.27002,-118.544998,1157.454468,1038.08728,-42.031502,1169.129883,1034.173218
301,0,-3387.744873,-625.597595,1657.52002,-127.568085,1232.341064,1112.263672,-55.326797,1245.227173,1033.109497,-145.542618,1304.180298,1037.127686,-69.643501,1319.851562,1032.298096,-118.580017,1157.418457,1038.08728,-42.096199,1169.123047,1034.171265
302,0,-3380.628174,-624.853027,1657.376099,-127.646042,1232.294434,1112.272095,-55.362473,1245.206177,1033.126465,-145.611496,1304.164917,1037.122314,-69.706406,1319.82959,1032.334595,-118.635803,1157.367798,1038.075439,-42.146954,1169.10437,1034.19165
303,0,-3387.264404,-625.322449,1657.585571,-127.651871,1232.237061,1112.281006,-55.406033,1245.162231,1033.131592,-145.644196,1304.144653,1037.143188,-69.734314,1319.786865,1032.324219,-118.668861,1157.327759,1038.079712,-42.166039,1169.052246,1034.225586
304,0,-3379.486572,-624.652039,1657.391724,-127.673637,1232.221436,1112.331177,-55.435829,1245.129028,1033.161011,-145.676804,1304.14978,1037.153809,-69.772652,1319.780518,1032.351318,-118.697067,1157.307739,1038.117676,-42.211273,1169.02771,1034.243286
305,0,-3378.588867,-624.484863,1657.545898,-127.737221,1232.227295,1112.340088,-55.449543,1245.171265,1033.201416,-145.703094,1304.165405,1037.1427,-69.788834,1319.804688,1032.370483,-118.71524,1157.331421,1038.118774,-42.201698,1169.06543,1034.275269
306,0,,,,-127.621429,1232.311768,1112.302002,-55.393333,1245.219971,1033.123535,-145.618332,1304.18042,1037.125732,-69.709488,1319.841187,1032.315674,-118.631912,1157.377075,1038.109497,-42.136448,1169.099731,1034.235474
307,0,,,,-127.461327,1232.28479,1112.254517,-55.265594,1245.237427,1033.064453,-145.493622,1304.169922,1037.107666,-69.601898,1319.852417,1032.244873,-118.512009,1157.398193,1038.073486,-42.029648,1169.124512,1034.141357
308,0,,,,-127.407166,1232.271851,1112.23645,-55.207592,1245.199951,1033.052979,-145.436844,1304.142578,1037.123657,-69.53788,1319.793945,1032.238892,-118.444778,1157.362427,1038.057983,-41.974945,1169.112915,1034.118042
309,0,,,,-127.420753,1232.244995,1112.259766,-55.224762,1245.182373,1033.051147,-145.476517,1304.126831,1037.124268,-69.569427,1319.791992,1032.244629,-118.468796,1157.322998,1038.058594,-41.965847,1169.063599,1034.12207
310,0,,,,-127.504509,1232.226196,1112.28833,-55.295326,1245.15918,1033.098267,-145.525955,1304.127563,1037.121094,-69.673676,1319.800293,1032.294678,-118.54747,1157.315308,1038.072876,-42.043354,1169.064453,1034.1698
311,0,,,,-127.643555,1232.21521,1112.328125,-55.426983,1245.146729,1033.132568,-145.688065,1304.135742,1037.140991,-69.780342,1319.812988,1032.330811,-118.650681,1157.310791,1038.100708,-42.153755,1169.065186,1034.210205
312,0,,,,-127.750458,1232.215942,1112.307007,-55.524265,1245.130127,1033.153809,-145.756088,1304.125732,1037.131836,-69.839378,1319.792114,1032.348877,-118.745659,1157.330566,1038.094604,-42.267227,1169.05542,1034.229858
313,0,-3382.665039,-622.844543,1657.406982,-127.723557,1232.248779,1112.283813,-55.555542,1245.156738,1033.108276,-145.784363,1304.097778,1037.134888,-69.881111,1319.807739,1032.291138,-118.754585,1157.320679,1038.089966,-42.275661,1169.094971,1034.174561
314,0,-3382.474609,-622.486023,1657.477173,-127.841293,1232.231689,1112.258423,-55.622173,1245.183716,1033.13269,-145.837692,1304.086304,1037.137329,-69.959351,1319.813721,1032.316406,-118.818718,1157.312866,1038.067993,-42.328522,1169.109009,1034.200806
315,0,-3382.398926,-622.181641,1657.233521,-127.89698,1232.225342,1112.277954,-55.66993,1245.18103,1033.132324,-145.880707,1304.095337,1037.127441,-70.04615,1319.817383,1032.320801,-118.858795,1157.300537,1038.103516,-42.39146,1169.089966,1034.192993
316,0,-3382.176025,-622.080994,1657.143677,-127.996414,1232.224854,1112.309082,-55.734715,1245.205688,1033.208862,-145.963943,1304.121338,1037.12207,-70.103104,1319.837769,1032.389038,-118.912239,1157.308716,1038.110718,-42.448395,1169.095947,1034.272095
317,0,-3382.522705,-621.750122,1657.023682,-127.929451,1232.281128,1112.318848,-55.699169,1245.219116,1033.18396,-145.955338,1304.194336,1037.111938,-70.098175,1319.904907,1032.378662,-118.895058,1157.374146,1038.126587,-42.407166,1169.136353,1034.274658
318,0,-3382.223877,-621.561462,1656.962646,-127.795593,1232.335327,1112.291504,-55.619755,1245.295166,1033.107544,-145.887695,1304.233643,1037.091187,-70.022751,1319.954468,1032.295166,-118.79509,1157.426514,1038.104248,-42.328129,1169.19458,1034.206543
319,0,-3382.51709,-621.174744,1656.941528,-127.829849,1232.419067,1112.118164,-55.500122,1244.988037,1033.078735,-145.8638,1304.213867,1037.099243,-69.976791,1319.953369,1032.266357,-118.742714,1157.458374,1038.092773,-42.249607,1169.231689,1034.161255
320,0,-3382.11377,-620.906189,1656.930908,-127.715576,1232.341431,1112.25708,-55.528679,1245.235474,1033.052246,-145.784592,1304.157104,1037.091309,-69.955032,1319.922119,1032.239624,-118.702759,1157.408203,1038.044922,-42.209648,1169.230835,1034.112305
321,0,-3381.939941,-620.761475,1657.006104,-127.80513,1232.295776,1112.252686,-55.599888,1245.201538,1033.092163,-145.839218,1304.135498,1037.10437,-70.004372,1319.904175,1032.291504,-118.767761,1157.395752,1038.053467,-42.279259,1169.205444,1034.143066
322,0,-3381.66626,-620.499268,1656.927368,-127.903549,1232.271851,1112.27356,-55.660442,1245.161011,1033.139282,-145.983063,1304.130249,1037.120117,-70.102501,1319.8927,1032.332642,-118.825592,1157.339966,1038.082764,-42.365494,1169.167603,1034.20752
323,0,-3381.182129,-620.317505,1656.939575,-127.953186,1232.269897,1112.304199,-55.682213,1244.920776,1033.164673,-146.07283,1304.154907,1037.126587,-70.185722,1319.92041,1032.360352,-118.884026,1157.37854,1038.115723,-42.415558,1169.179932,1034.237671
324,0,-3379.293945,-620.52948,1657.234985,-127.988441,1232.302856,1112.300659,-55.762074,1245.223145,1033.153931,-146.090912,1304.204102,1037.119507,-70.21521,1319.944336,1032.339111,-118.904861,1157.406738,1038.111572,-42.433121,1169.20105,1034.227661
325,0,-3378.979492,-620.223083,1657.23877,-127.964989,1232.379272,1112.268677,-55.73571,1245.001465,1033.098022,-146.109726,1304.216064,1037.104858,-70.230309,1319.979248,1032.268555,-118.927261,1157.440796,1038.087769,-42.460346,1169.266357,1034.172607
326,0,-3378.697754,-619.920105,1657.312866,-128.074417,1232.37854,1112.259644,-55.788086,1245.00061,1033.150879,-146.15213,1304.210693,1037.12207,-70.263794,1319.995239,1032.338135,-118.969711,1157.443481,1038.104736,-42.522228,1169.311035,1034.208618
327,0,-3378.257568,-619.53125,1657.188599,-128.097702,1232.36731,1112.27002,-55.831139,1244.983521,1033.123657,-146.182663,1304.192383,1037.125244,-70.303665,1319.97998,1032.303101,-119.014305,1157.421753,1038.08374,-42.551025,1169.305176,1034.202148
328,0,-3377.962891,-619.20813,1657.222412,-128.151764,1232.342529,1112.276733,-55.854919,1244.997681,1033.136841,-146.240723,1304.197388,1037.114624,-70.360947,1320.000366,1032.358276,-119.036583,1157.424683,1038.093018,-42.573189,1169.282593,1034.223389
329,0,-3376.518555,-618.414673,1655.790894,-128.129929,1232.359253,1112.299438,-55.872807,1245.031494,1033.137695,-146.276642,1304.227783,1037.11792,-70.39151,1319.993774,1032.334595,-119.029327,1157.446167,1038.101807,-42.582268,1169.271973,1034.214844
330,0,-3376.955078,-618.344177,1656.791138,-128.209961,1232.402222,1112.316528,-55.92733,1245.073486,1033.207031,-146.333008,1304.310547,1037.134399,-70.454636,1320.086304,1032.387573,-119.083595,1157.504028,1038.147949,-42.622238,1169.31958,1034.293213
331,0,-3376.710693,-617.987305,1656.934082,-128.150467,1232.448608,1112.296753,-55.877605,1245.165405,1033.154663,-146.27536,1304.327271,1037.135864,-70.415894,1320.132324,1032.33728,-119.05555,1157.548828,1038.15332,-42.57526,1169.38562,1034.242554
332,0,-3376.206787,-617.534424,1656.716431,-128.047195,1232.456909,1112.276855,-55.779255,1245.140015,1033.102173,-146.170288,1304.283203,1037.107178,-70.30069,1320.107422,1032.290894,-118.921783,1157.523438,1038.106934,-42.478977,1169.402222,1034.200928
333,0,-3375.77002,-617.106323,1656.59314,-127.923233,1232.434692,1112.248413,-55.694771,1245.071289,1033.045166,-146.031296,1304.247803,1037.076294,-70.223137,1320.049683,1032.243774,-118.841293,1157.467529,1038.064941,-42.396259,1169.365845,1034.128662
334,0,-3375.189697,-616.643799,1656.331543,-127.930733,1232.355957,1112.259399,-55.687836,1245.021484,1033.068726,-146.029694,1304.20166,1037.077393,-70.204865,1319.994995,1032.269409,-118.828613,1157.411377,1038.056274,-42.373116,1169.302368,1034.140991
335,0,-3374.844727,-616.282837,1656.364746,-127.96344,1232.293579,1112.273438,-55.711761,1244.962524,1033.091064,-146.121628,1304.179443,1037.109985,-70.234665,1319.974854,1032.321289,-118.878242,1157.388428,1038.075195,-42.412678,1169.220825,1034.166382
336,0,-3374.46167,-615.896851,1656.342773,-128.049805,1232.279907,1112.295166,-55.790855,1244.965942,1033.131714,-146.175171,1304.176758,1037.129639,-70.307297,1319.967651,1032.339478,-118.94529,1157.382202,1038.091431,-42.468136,1169.226929,1034.197998
337,0,-3373.941895,-615.455627,1656.206665,-128.123611,1232.327515,1112.298706,-55.857681,1244.991577,1033.159912,-146.243332,1304.218384,1037.145264,-70.354843,1320.003906,1032.33667,-119.027,1157.436768,1038.122559,-42.558586,1169.2677,1034.233765
338,0,-3373.488525,-615.060547,1656.19812,-128.207535,1232.404663,1112.286377,-55.892159,1245.062988,1033.183716,-146.267334,1304.256104,1037.11145,-70.3946,1320.025146,1032.356934,-119.076408,1157.501099,1038.129883,-42.594902,1169.349121,1034.262451
339,0,-3373.096924,-614.669617,1656.229736,-128.083893,1232.479614,1112.247925,-55.820377,1245.118042,1033.081055,-146.213638,1304.276978,1037.092041,-70.337212,1320.100708,1032.286377,-118.985634,1157.527588,1038.104614,-42.525906,1169.410645,1034.174438
340,0,-3372.637451,-614.279785,1656.243042,-128.086578,1232.45752,1112.254883,-55.803265,1245.125,1033.106323,-146.184067,1304.294067,1037.078979,-70.295609,1320.088867,1032.300537,-118.973404,1157.529907,1038.067627,-42.519947,1169.375854,1034.18811
341,0,-3372.273682,-613.907654,1656.306885,-128.059357,1232.437378,1112.284302,-55.78133,1245.084839,1033.108765,-146.165634,1304.32251,1037.077637,-70.298592,1320.089844,1032.324829,-118.976395,1157.493652,1038.06897,-42.490627,1169.341675,1034.200195
342,0,-3371.866211,-613.532715,1656.325806,-127.999382,1232.417236,1112.271729,-55.739933,1245.091919,1033.100586,-146.147888,1304.334961,1037.076782,-70.254738,1320.066406,1032.315796,-118.932289,1157.505615,1038.104004,-42.454102,1169.320557,1034.204224
343,0,-3371.468994,-613.174927,1656.375854,-127.973053,1232.434082,1112.275757,-55.721695,1245.114136,1033.116455,-146.118927,1304.328979,1037.08606,-70.230743,1320.084961,1032.30481,-118.909973,1157.530518,1038.110474,-42.434013,1169.343262,1034.193726
344,0,-3371.113281,-612.828125,1656.418823,-127.985832,1232.434814,1112.271362,-55.722038,1245.123901,1033.119751,-146.098938,1304.311157,1037.097534,-70.200539,1320.093262,1032.319458,-118.908607,1157.5271,1038.108276,-42.428799,1169.35376,1034.177002
345,0,-3369.546387,-612.019653,1654.839966,-127.971245,1232.420532,1112.250488,-55.703156,1245.066162,1033.100464,-146.085205,1304.251953,1037.098145,-70.196648,1320.04126,1032.293823,-118.897514,1157.516968,1038.074097,-42.435326,1169.341431,1034.176147
346,0,-3369.151123,-611.671875,1654.792358,-127.988022,1232.408325,1112.254639,-55.71188,1245.053345,1033.109009,-146.091583,1304.249023,1037.093872,-70.193779,1320.013916,1032.295654,-118.907394,1157.465942,1038.079712,-42.437778,1169.335449,1034.203979
347,0,-3369.806641,-611.762878,1656.058228,-127.996307,1232.373291,1112.254395,-55.712521,1245.021729,1033.116821,-146.109344,1304.269775,1037.092896,-70.237785,1320.019653,1032.324219,-118.90963,1157.445679,1038.062012,-42.453403,1169.28894,1034.192383
348,0,-3369.452393,-611.461975,1655.970825,-128.03717,1232.350342,1112.302979,-55.745197,1244.988892,1033.137451,-146.134216,1304.255371,1037.105835,-70.264359,1320.017944,1032.350708,-118.939751,1157.438721,1038.08728,-42.473061,1169.25769,1034.222412
349,0,-3369.128174,-611.197144,1655.845215,-128.046371,1232.386597,1112.290039,-55.767998,1245.065063,1033.150391,-146.157791,1304.274536,1037.109375,-70.257668,1320.022705,1032.3479,-118.962837,1157.473389,1038.113037,-42.497742,1169.269165,1034.247192
350,0,-3368.792236,-610.95282,1655.693481,-128.033356,1232.438965,1112.272583,-55.742889,1245.09021,1033.143799,-146.13356,1304.314941,1037.103271,-70.250748,1320.077026,1032.323608,-118.961273,1157.527344,1038.100098,-42.504063,1169.344604,1034.217163
351,0,-3368.677734,-610.786316,1655.793823,-128.008606,1232.493774,1112.264771,-55.719254,1245.119751,1033.126587,-146.093567,1304.321655,1037.087891,-70.180878,1320.091675,1032.304321,-118.921539,1157.547852,1038.110962,-42.457909,1169.366699,1034.19751
352,0,-3368.318848,-610.529053,1655.525146,-127.944839,1232.499512,1112.25,-55.681488,1245.110107,1033.09314,-146.060669,1304.327515,1037.086792,-70.18042,1320.100952,1032.282349,-118.87735,1157.554688,1038.093384,-42.442535,1169.390137,1034.175903
353,0,-3367.33374,-610.0495,1654.356689,-127.925041,1232.492065,1112.23584,-55.650921,1245.103149,1033.087158,-146.036652,1304.345215,1037.048584,-70.15863,1320.110962,1032.280396,-118.870888,1157.561401,1038.069946,-42.414253,1169.380005,1034.165161
354,0,-3368.20166,-610.304932,1655.521729,-127.952057,1232.464966,1112.274292,-55.667648,1245.106201,1033.088013,-146.056808,1304.349243,1037.067627,-70.172249,1320.102295,1032.299072,-118.882454,1157.517944,1038.087524,-42.420696,1169.338989,1034.210327
355,0,-3368.186279,-610.217346,1655.510132,-127.943558,1232.449829,1112.307129,-55.675117,1245.110107,1033.131226,-146.07196,1304.34314,1037.087524,-70.185974,1320.091187,1032.324707,-118.887474,1157.533691,1038.102295,-42.415981,1169.331909,1034.227905
356,0,-3368.316406,-610.205994,1655.634521,-127.963753,1232.443359,1112.283447,-55.683491,1245.101685,1033.133179,-146.061356,1304.315674,1037.093872,-70.188248,1320.075317,1032.301514,-118.907272,1157.531494,1038.094727,-42.422066,1169.345581,1034.217529
357,0,-3368.360352,-610.177063,1655.630005,-127.973419,1232.429199,1112.255371,-55.701157,1245.085693,1033.120483,-146.057022,1304.278809,1037.10791,-70.153381,1320.038208,1032.30481,-118.905479,1157.503784,1038.099365,-42.431526,1169.33252,1034.212891
358,0,-3368.528809,-610.208191,1655.752563,-127.9562,1232.437866,1112.253662,-55.684776,1245.061646,1033.105347,-146.036652,1304.244385,1037.089355,-70.148415,1320.026001,1032.307617,-118.882149,1157.473267,1038.085205,-42.422714,1169.314087,1034.167236
359,0,-3368.651855,-610.240601,1655.788696,-127.956551,1232.418701,1112.248291,-55.647621,1245.053467,1033.118042,-146.026871,1304.276367,1037.07251,-70.163559,1320.022705,1032.287964,-118.879318,1157.475098,1038.06665,-42.406883,1169.314575,1034.193604
360,0,-3368.85791,-610.297058,1655.906982,-127.935799,1232.435303,1112.282959,-55.642429,1245.040894,1033.109985,-146.026321,1304.309448,1037.080444,-70.134071,1320.049805,1032.312622,-118.861778,1157.490967,1038.081787,-42.401268,1169.285645,1034.20874
361,0,-3368.001221,-609.942078,1654.627563,-127.931755,1232.451782,1112.290283,-55.630127,1245.098511,1033.126465,-146.031891,1304.359131,1037.068359,-70.125145,1320.091064,1032.304565,-118.857857,1157.526611,1038.098511,-42.400799,1169.335815,1034.220215
362,0,-3369.117432,-610.373901,1655.890137,-127.93705,1232.505493,1112.283936,-55.667519,1245.14978,1033.140381,-146.009125,1304.410034,1037.071533,-70.150154,1320.132324,1032.312134,-118.875763,1157.581909,1038.112183,-42.405396,1169.377075,1034.216187
363,0,-3369.302002,-610.430542,1655.936401,-127.939102,1232.538574,1112.269531,-55.64817,1245.173584,1033.112427,-145.984619,1304.389526,1037.074463,-70.120544,1320.130493,1032.299927,-118.885033,1157.60083,1038.1073,-42.406605,1169.403564,1034.207642
364,0,-3369.572266,-610.532471,1656.084717,-127.908379,1232.518311,1112.247559,-55.631939,1245.150635,1033.105957,-145.951965,1304.361572,1037.070312,-70.10672,1320.11145,1032.295654,-118.858826,1157.582764,1038.102905,-42.398716,1169.394531,1034.184937
365,0,-3369.766357,-610.598694,1656.11792,-127.908752,1232.495605,1112.235962,-55.606213,1245.09314,1033.082764,-145.939575,1304.340698,1037.051514,-70.097168,1320.085083,1032.271362,-118.844711,1157.526733,1038.062744,-42.387794,1169.349976,1034.174805
366,0,-3370.196045,-610.741516,1656.45105,-127.89373,1232.442139,1112.251465,-55.605103,1245.077515,1033.096558,-145.944061,1304.347656,1037.050781,-70.095383,1320.059692,1032.293457,-118.847267,1157.512695,1038.083984,-42.370697,1169.326538,1034.196777
367,0,-3370.425049,-610.782593,1656.517578,-127.922562,1232.426147,1112.28772,-55.625305,1245.070923,1033.128052,-146.014069,1304.335327,1037.102173,-70.129402,1320.065918,1032.322266,-118.866188,1157.518433,1038.10376,-42.386772,1169.308472,1034.217285
368,0,-3369.401611,-610.330627,1654.953369,-127.951813,1232.452271,1112.288086,-55.664894,1245.098267,1033.126099,-146.023163,1304.349121,1037.097778,-70.12619,1320.06897,1032.341431,-118.89225,1157.529297,1038.112427,-42.413311,1169.30188,1034.234985
369,0,-3369.654053,-610.375122,1655.019897,-127.952827,1232.474976,1112.272827,-55.651741,1245.092285,1033.127686,-146.016891,1304.342285,1037.096436,-70.129539,1320.064575,1032.307373,-118.897491,1157.535889,1038.099121,-42.418255,1169.349609,1034.214355
370,0,-3369.838135,-610.362793,1655.000854,-128.034698,1232.570557,1112.09021,-55.642532,1245.109375,1033.114136,-145.997406,1304.323608,1037.101929,-70.09893,1320.071411,1032.286011,-118.881943,1157.536255,1038.081177,-42.397461,1169.349976,1034.178833
371,0,-3370.110107,-610.367554,1655.105225,-127.908241,1232.477173,1112.23877,-55.609818,1245.077881,1033.114258,-145.925385,1304.333618,1037.07373,-70.073868,1320.051514,1032.2948,-118.850334,1157.52771,1038.075806,-42.379589,1169.32666,1034.182251
372,0,-3370.267334,-610.319763,1655.07019,-127.873558,1232.472778,1112.261475,-55.589207,1245.062866,1033.088623,-145.917862,1304.368896,1037.050903,-70.084526,1320.066162,1032.275757,-118.842758,1157.510864,1038.07312,-42.360733,1169.301392,1034.174927
373,0,-3370.398438,-610.240662,1654.996826,-127.890961,1232.453613,1112.272095,-55.591782,1245.074829,1033.099487,-145.936142,1304.379639,1037.052246,-70.090195,1320.074097,1032.304932,-118.848389,1157.533813,1038.075806,-42.366749,1169.298218,1034.202271
374,0,-3370.618164,-610.16626,1655.068726,-127.904266,1232.485962,1112.278687,-55.622162,1245.115112,1033.104126,-145.975662,1304.381592,1037.078125,-70.087318,1320.100586,1032.310669,-118.847,1157.574341,1038.104248,-42.377007,1169.33252,1034.219849
375,0,-3370.929199,-610.094849,1655.233887,-127.918022,1232.530273,1112.265991,-55.644882,1245.146851,1033.110107,-145.994278,1304.39563,1037.08606,-70.10778,1320.119019,1032.275269,-118.878906,1157.58252,1038.088013,-42.416065,1169.38147,1034.208862
376,0,-3371.199951,-609.956909,1655.316528,-127.939972,1232.533081,1112.261963,-55.636379,1245.149292,1033.112427,-145.949905,1304.37854,1037.090454,-70.090164,1320.101196,1032.282104,-118.880333,1157.594604,1038.087646,-42.414116,1169.390381,1034.196167
377,0,-3371.398438,-609.769775,1655.29187,-127.909927,1232.503784,1112.244141,-55.631172,1245.099976,1033.106934,-145.923676,1304.335571,1037.060913,-70.093292,1320.092773,1032.299683,-118.869331,1157.548584,1038.093628,-42.412823,1169.359985,1034.193115
378,0,-3371.518555,-609.521606,1655.145264,-127.914024,1232.426392,1112.237427,-55.617737,1245.044189,1033.09668,-145.937225,1304.346191,1037.043213,-70.067673,1320.047607,1032.287231,-118.865974,1157.518555,1038.0625,-42.406796,1169.299438,1034.170288
379,0,-3371.6604,-609.248413,1655.026611,-127.874809,1232.425171,1112.267944,-55.595982,1245.032349,1033.115234,-145.932281,1304.342407,1037.062622,-70.088875,1320.029663,1032.307129,-118.856674,1157.512207,1038.07312,-42.389816,1169.270996,1034.200073
380,0,-3372.882812,-609.373657,1656.293945,-127.876999,1232.432495,1112.28833,-55.591187,1245.060913,1033.136963,-145.9151,1304.358398,1037.067505,-70.074806,1320.057861,1032.320679,-118.853561,1157.525879,1038.109131,-42.359432,1169.31189,1034.224976
381,0,-3373.101074,-609.061584,1656.252808,-127.890305,1232.468506,1112.277832,-55.605572,1245.105347,1033.114136,-145.942032,1304.371704,1037.077637,-70.068649,1320.078735,1032.2948,-118.853653,1157.561768,1038.108276,-42.379459,1169.337769,1034.217773
382,0,-3373.365234,-608.728455,1656.251465,-127.997551,1232.584351,1112.099731,-55.607925,1245.106201,1033.106079,-145.916458,1304.365845,1037.085938,-70.0616,1320.098022,1032.292358,-118.859421,1157.592163,1038.094727,-42.38554,1169.369385,1034.197144
383,0,-3372.775635,-608.002869,1655.121216,-127.892006,1232.504883,1112.244141,-55.614723,1245.113037,1033.093384,-145.9077,1304.362061,1037.062866,-70.053261,1320.082764,1032.284546,-118.867424,1157.582031,1038.096924,-42.387596,1169.361938,1034.177979
384,0,-3373.944336,-607.959229,1656.229492,-127.96183,1232.562256,1112.099976,-55.589622,1245.088501,1033.087524,-145.952713,1304.36499,1037.070923,-70.045189,1320.092163,1032.270752,-118.852249,1157.561523,1038.078735,-42.358795,1169.352783,1034.188232
385,0,-3374.293701,-607.536438,1656.231812,-127.867805,1232.472656,1112.261475,-55.586662,1245.069702,1033.099487,-145.943222,1304.358276,1037.07373,-70.05497,1320.07019,1032.314087,-118.84668,1157.541016,1038.074219,-42.361954,1169.311401,1034.210815
