,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,,,,,-184.599365,1231.282837,1112.995972,-112.507996,1246.345337,1033.854614,-204.480835,1302.849365,1037.941162,-129.050995,1320.650513,1033.396729,-173.279434,1156.848145,1038.685913,-97.044968,1170.733276,1035.023315
2,,,,,-184.553955,1231.311401,1112.981689,-112.515617,1246.369385,1033.826538,-204.472733,1302.845215,1037.950684,-129.039307,1320.679077,1033.375977,-173.29155,1156.861938,1038.690796,-97.041817,1170.771729,1035.009766
3,,,,,-184.590378,1231.317627,1112.99353,-112.53009,1246.394043,1033.831299,-204.505188,1302.87146,1037.942261,-129.055206,1320.699951,1033.393799,-173.303741,1156.875488,1038.700439,-97.054886,1170.792603,1035.02771
4,,,,,-184.629288,1231.289429,1113.011353,-112.546211,1246.368164,1033.868896,-204.539352,1302.861328,1037.962891,-129.070892,1320.678223,1033.417725,-173.342346,1156.877686,1038.689453,-97.073639,1170.761841,1035.05127
5,,,,,-184.552292,1231.264771,1113.017578,-112.508965,1246.341187,1033.858276,-204.510681,1302.889893,1037.943115,-129.041885,1320.64624,1033.380981,-173.301117,1156.859375,1038.707275,-97.036339,1170.735474,1035.044189
6,,,,,-184.579529,1231.236206,1113.022095,-112.503448,1246.294922,1033.888916,-204.484116,1302.885376,1037.953003,-129.04483,1320.660278,1033.42041,-173.29454,1156.834229,1038.719971,-97.037262,1170.713623,1035.072266
7,,,,,-184.567627,1231.255249,1113.000732,-112.513359,1246.317993,1033.87207,-204.49559,1302.841553,1037.959717,-129.02713,1320.65686,1033.395508,-173.274841,1156.849365,1038.687134,-97.035728,1170.723389,1035.040039
8,,,,,-184.547684,1231.275146,1113.008545,-112.502075,1246.342407,1033.845215,-204.440567,1302.810303,1037.98584,-128.99675,1320.65271,1033.380981,-173.289352,1156.86438,1038.694702,-97.052467,1170.752808,1035.0177
9,,,,,-184.607208,1231.262207,1113.030518,-112.551971,1246.337646,1033.909912,-204.52066,1302.826538,1038.020996,-129.021149,1320.657593,1033.435059,-173.315735,1156.870361,1038.724854,-97.061829,1170.76355,1035.055908
10,,,,,-184.614273,1231.248535,1113.040527,-112.565216,1246.318359,1033.899902,-204.523727,1302.8396,1037.990601,-129.041702,1320.676025,1033.42627,-173.336136,1156.869873,1038.721802,-97.088989,1170.739502,1035.041382
11,,,,,-184.608063,1231.215454,1113.065552,-112.530403,1246.284668,1033.920044,-204.531448,1302.852295,1037.996094,-129.027084,1320.676392,1033.420166,-173.322266,1156.853882,1038.738281,-97.068993,1170.714111,1035.072266
12,,,,,-184.59317,1231.162842,1113.068115,-112.531151,1246.242554,1033.952637,-204.520767,1302.848999,1038.005981,-129.029861,1320.640747,1033.462036,-173.301819,1156.815308,1038.745239,-97.066475,1170.647949,1035.084473
13,,,,,-184.548706,1231.2229,1113.063477,-112.501884,1246.273071,1033.890991,-204.456192,1302.833008,1037.969238,-128.995285,1320.683228,1033.421631,-173.285385,1156.85083,1038.718384,-97.058556,1170.691406,1035.01709
14,,,,,-184.576523,1231.234497,1113.077148,-112.510551,1246.270996,1033.920898,-204.446808,1302.812012,1038.008911,-128.996155,1320.651733,1033.447021,-173.284714,1156.836914,1038.734375,-97.069931,1170.695679,1035.040771
15,,,,,-184.598099,1231.230347,1113.069702,-112.550568,1246.300415,1033.933838,-204.45784,1302.810303,1038.021973,-128.994553,1320.660156,1033.43811,-173.319183,1156.86438,1038.75061,-97.094238,1170.72168,1035.050171
16,,,,,-184.615646,1231.231934,1113.055786,-112.552628,1246.304443,1033.91333,-204.487808,1302.845581,1038.005493,-129.019135,1320.671631,1033.424316,-173.34462,1156.890381,1038.725708,-97.113029,1170.740601,1035.031982
17,,,,,-184.627106,1231.208984,1113.084839,-112.559532,1246.265869,1033.973633,-204.520325,1302.85022,1038.011719,-129.049423,1320.668335,1033.470581,-173.356827,1156.864014,1038.761353,-97.112968,1170.692749,1035.098022
18,,,,,-184.592804,1231.187866,1113.089233,-112.530762,1246.261841,1033.938477,-204.523544,1302.883789,1037.987915,-129.028137,1320.662476,1033.45166,-173.32309,1156.839355,1038.734863,-97.080177,1170.64917,1035.067261
19,,,,,-184.561935,1231.213867,1113.061279,-112.523544,1246.254517,1033.908691,-204.504257,1302.829712,1037.995361,-128.999969,1320.657349,1033.446655,-173.300995,1156.831665,1038.71106,-97.059021,1170.662842,1035.028564
20,,,,,-184.57077,1231.23645,1113.0802,-112.544014,1246.268555,1033.915527,-204.445312,1302.825317,1038.000122,-128.978851,1320.657715,1033.453491,-173.301987,1156.838379,1038.723877,-97.053055,1170.66687,1035.046387
21,,,,,-184.552887,1231.259277,1113.056885,-112.531837,1246.294678,1033.89917,-204.467087,1302.828979,1038.016968,-128.999115,1320.657837,1033.39917,-173.283401,1156.852051,1038.720703,-97.081657,1170.716675,1035.004883
22,,,,,-184.641205,1231.231323,1113.05603,-112.556519,1246.299316,1033.940796,-204.498978,1302.830688,1038.00293,-129.028275,1320.676636,1033.450439,-173.338577,1156.884399,1038.724854,-97.106949,1170.717041,1035.051025
23,,,,,-184.629913,1231.234497,1113.073486,-112.550514,1246.283325,1033.944458,-204.530746,1302.841797,1038.02356,-129.04657,1320.670166,1033.470703,-173.350235,1156.861694,1038.744629,-97.098419,1170.697754,1035.074585
24,,,,,-184.583862,1231.200562,1113.064697,-112.54171,1246.274658,1033.928223,-204.525848,1302.888916,1037.989868,-129.0345,1320.662109,1033.45166,-173.319092,1156.839966,1038.734985,-97.091858,1170.670044,1035.046875
25,,,,,-184.607544,1231.1875,1113.066162,-112.533798,1246.260254,1033.947632,-204.485336,1302.866821,1037.999268,-129.017654,1320.656738,1033.468384,-173.314896,1156.835327,1038.733643,-97.076729,1170.664917,1035.053711
26,,,,,-184.567154,1231.210205,1113.042847,-112.509743,1246.2854,1033.900391,-204.432968,1302.811401,1038.001343,-128.979523,1320.660889,1033.449463,-173.291626,1156.856812,1038.712646,-97.04969,1170.665283,1035.013672
27,,,,,-184.56575,1231.209473,1113.030029,-112.50547,1246.286743,1033.9021,-204.4758,1302.798218,1038.002319,-128.975555,1320.626343,1033.417725,-173.305298,1156.843262,1038.705322,-97.069672,1170.692993,1034.996948
28,,,,,-184.626633,1231.228394,1113.062744,-112.55304,1246.295654,1033.94812,-204.507507,1302.804199,1038.008423,-129.016434,1320.646973,1033.450073,-173.349777,1156.860474,1038.713135,-97.098053,1170.700439,1035.041992
29,,,,,-184.607925,1231.223389,1113.065796,-112.560608,1246.30127,1033.943115,-204.499802,1302.826416,1038.00061,-129.018814,1320.65332,1033.429688,-173.336075,1156.868896,1038.727661,-97.097534,1170.684204,1035.051025
30,,,,,-184.616714,1231.200439,1113.072021,-112.551529,1246.282837,1033.932983,-204.558746,1302.889404,1038.007568,-129.041153,1320.66687,1033.44751,-173.358109,1156.851074,1038.729248,-97.104683,1170.676025,1035.060669
31,,,,,-184.605759,1231.180054,1113.072021,-112.533905,1246.263306,1033.944214,-204.486984,1302.862061,1037.993408,-129.014236,1320.640137,1033.45459,-173.322083,1156.851074,1038.750244,-97.088348,1170.657593,1035.064087
32,,,,,-184.537262,1231.207642,1113.058594,-112.507629,1246.279907,1033.906616,-204.422943,1302.822754,1037.990479,-128.982819,1320.660156,1033.432861,-173.270874,1156.841553,1038.715576,-97.057594,1170.661743,1034.994385
33,,,,,-184.595184,1231.220093,1113.046387,-112.527489,1246.278809,1033.904541,-204.434952,1302.800171,1038.002075,-128.989777,1320.645508,1033.428711,-173.313919,1156.843384,1038.715942,-97.064888,1170.702026,1035.028198
34,,,,,-184.587585,1231.229004,1113.059692,-112.524406,1246.288208,1033.923218,-204.47641,1302.80188,1038.020142,-128.996674,1320.654419,1033.426514,-173.315826,1156.854004,1038.729614,-97.084885,1170.713257,1035.02417
35,,,,,-184.578598,1231.233887,1113.05603,-112.54213,1246.287842,1033.900879,-204.479492,1302.827393,1037.992676,-129.02124,1320.67688,1033.418945,-173.319412,1156.849731,1038.731567,-97.104507,1170.696899,1035.033691
36,,,,,-184.644577,1231.187012,1113.062622,-112.54718,1246.272217,1033.958008,-204.525787,1302.862549,1038.005737,-129.051743,1320.681885,1033.466187,-173.364059,1156.866211,1038.751465,-97.09906,1170.691406,1035.074097
37,,,,,-184.587326,1231.192749,1113.077026,-112.528847,1246.248779,1033.931152,-204.496521,1302.884521,1037.984985,-129.020172,1320.651978,1033.455811,-173.323334,1156.827637,1038.735596,-97.086426,1170.65979,1035.067627
38,,,,,-184.550262,1231.193604,1113.054688,-112.505791,1246.259033,1033.905273,-204.483612,1302.82666,1037.987549,-128.986969,1320.657471,1033.439453,-173.289246,1156.845703,1038.714355,-97.064049,1170.661865,1035.016479
39,,,,,-184.576859,1231.21814,1113.031616,-112.514633,1246.286011,1033.911499,-204.422089,1302.809692,1038.002319,-128.965149,1320.645508,1033.449585,-173.288467,1156.85144,1038.708862,-97.071053,1170.707886,1035.012207
40,,,,,-184.569397,1231.229858,1113.05481,-112.523666,1246.289551,1033.902222,-204.430145,1302.802246,1038.018311,-128.975967,1320.654541,1033.400269,-173.300095,1156.857788,1038.717285,-97.075981,1170.710693,1035.030273
41,,,,,-184.613129,1231.222046,1113.062012,-112.542992,1246.306763,1033.912231,-204.512466,1302.82605,1038.016235,-129.015472,1320.671265,1033.425293,-173.341568,1156.857178,1038.71521,-97.10025,1170.685547,1035.011108
42,,,,,-184.644882,1231.193115,1113.082397,-112.556007,1246.269897,1033.963623,-204.525391,1302.847534,1038.01416,-129.043167,1320.657715,1033.45459,-173.350388,1156.860718,1038.726685,-97.125984,1170.695557,1035.071045
43,,,,,-184.588837,1231.202026,1113.077026,-112.53566,1246.271118,1033.957031,-204.521835,1302.87561,1038.00769,-129.017883,1320.662231,1033.46582,-173.311951,1156.85083,1038.74646,-97.090073,1170.666748,1035.057251
