,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
45,,,,,-67.385445,1219.798096,1111.156738,5.000908,1228.64978,1031.466431,-82.131599,1292.802979,1036.052368,-5.480707,1304.298218,1030.835938,-62.653778,1144.829834,1036.550171,14.180084,1152.230835,1032.457886
46,,,,,-67.408134,1219.827393,1111.153198,4.969429,1228.770996,1031.476318,-82.140617,1292.80481,1036.044189,-5.468134,1304.310303,1030.820923,-62.713223,1144.866455,1036.537476,14.147152,1152.249023,1032.450806
47,,,,,-67.43721,1219.857666,1111.133789,4.951446,1228.775269,1031.485352,-82.142281,1292.797607,1036.054565,-5.4704,1304.319336,1030.808228,-62.38501,1144.911987,1036.474487,14.143503,1152.302612,1032.464478
48,,,,,-67.40744,1219.840332,1111.142212,4.963031,1228.753662,1031.461304,-82.128738,1292.778809,1036.040771,-5.462943,1304.301025,1030.812866,-62.340641,1144.910645,1036.450439,14.152244,1152.292847,1032.421631
49,,,,,-67.39476,1219.800293,1111.130981,5.004184,1228.668457,1031.427124,-82.123444,1292.790649,1036.04834,-5.452879,1304.273438,1030.800537,-62.342007,1144.921265,1036.450195,14.189708,1152.261597,1032.439331
50,,,,,-67.353554,1219.7677,1111.141968,5.019264,1228.693237,1031.453003,-82.107483,1292.763672,1036.029663,-5.456553,1304.291504,1030.838135,-62.632179,1144.810791,1036.536011,14.190445,1152.200439,1032.422241
51,,,,,-67.372871,1219.779419,1111.16687,5.000286,1228.70813,1031.468262,-82.122025,1292.790527,1036.029419,-5.462953,1304.274536,1030.834229,-62.644577,1144.828125,1036.545044,14.178743,1152.21106,1032.43396
52,,,,,-67.410538,1219.800781,1111.151733,4.973281,1228.735474,1031.462891,-82.14045,1292.803955,1036.055908,-5.458758,1304.278687,1030.828125,-62.386879,1144.887817,1036.478027,14.152622,1152.232666,1032.443481
53,,,,,-67.430733,1219.829102,1111.138184,4.947963,1228.744995,1031.463623,-82.137344,1292.803467,1036.052979,-5.460073,1304.289185,1030.813721,-62.348198,1144.861328,1036.466675,14.125896,1152.259521,1032.437988
54,,,,,-67.399185,1219.847778,1111.11377,4.971395,1228.735229,1031.462524,-82.129105,1292.775146,1036.040283,-5.446313,1304.293823,1030.795776,-62.33197,1144.889648,1036.467773,14.126857,1152.26355,1032.432373
55,,,,,-67.379257,1219.807495,1111.12915,4.987175,1228.728882,1031.449097,-82.131645,1292.746216,1036.026978,-5.449451,1304.279175,1030.805664,-62.650784,1144.842896,1036.519409,14.164412,1152.250488,1032.437378
56,,,,,-67.354996,1219.748413,1111.14856,5.020132,1228.690918,1031.473633,-82.100319,1292.793091,1036.044556,-5.463418,1304.285522,1030.811035,-62.314861,1144.867798,1036.472412,14.174767,1152.176025,1032.448486
57,,,,,-67.361183,1219.763672,1111.154541,5.005469,1228.705811,1031.46106,-82.114052,1292.798828,1036.032593,-5.467723,1304.285034,1030.821533,-62.299011,1144.895996,1036.451294,14.193025,1152.174438,1032.419922
58,,,,,-67.392876,1219.789551,1111.141968,4.981612,1228.728516,1031.461914,-82.129311,1292.789673,1036.023804,-5.479217,1304.303101,1030.848022,-62.300087,1144.886719,1036.471802,14.166224,1152.211304,1032.415894
59,,,,,-67.42646,1219.836426,1111.138672,4.970647,1228.755127,1031.457642,-82.134346,1292.804565,1036.044312,-5.472443,1304.30957,1030.807129,-62.366924,1144.925049,1036.414795,14.151355,1152.27478,1032.425659
60,,,,,-67.434952,1219.845215,1111.124878,4.958771,1228.697754,1031.450806,-82.140526,1292.776489,1036.048218,-5.487926,1304.31189,1030.806519,-62.380875,1144.932983,1036.451416,14.11246,1152.274048,1032.42749
61,,,,,-67.411255,1219.830811,1111.130493,4.97211,1228.726196,1031.475464,-82.136444,1292.78833,1036.038452,-5.480925,1304.318115,1030.798828,-62.652946,1144.851318,1036.514038,14.149195,1152.269409,1032.44519
62,,,,,-67.365074,1219.780762,1111.128906,4.991299,1228.676025,1031.444458,-82.113365,1292.786499,1036.040649,-5.484309,1304.306763,1030.807373,-62.305576,1144.890503,1036.459351,14.163431,1152.220947,1032.440918
63,,,,,-67.37738,1219.776978,1111.158569,5.01202,1228.692017,1031.458618,-82.115105,1292.793823,1036.045044,-5.462475,1304.280151,1030.818604,-62.641064,1144.807983,1036.543579,14.19582,1152.207886,1032.440796
64,,,,,-67.380051,1219.787964,1111.142212,4.988125,1228.741211,1031.459961,-82.134949,1292.794678,1036.03772,-5.480682,1304.286865,1030.824219,-62.662155,1144.837036,1036.534302,14.164293,1152.234253,1032.425293
65,,,,,-67.406837,1219.832275,1111.149902,4.964435,1228.768311,1031.482178,-82.13308,1292.802002,1036.053345,-5.503087,1304.319702,1030.816528,-62.685349,1144.863281,1036.552246,14.141608,1152.265991,1032.425537
66,,,,,-67.427444,1219.872559,1111.144165,4.9458,1228.781616,1031.477905,-82.140648,1292.808594,1036.071411,-5.480021,1304.320435,1030.827271,-62.699059,1144.880981,1036.532837,14.13298,1152.279785,1032.449707
67,,,,,-67.422333,1219.844238,1111.13916,4.951022,1228.782837,1031.453857,-82.127068,1292.791504,1036.050659,-5.474833,1304.328857,1030.793823,-62.42614,1144.753906,1036.602173,14.139214,1152.286743,1032.437012
68,,,,,-67.384476,1219.808838,1111.142578,4.974409,1228.749146,1031.470947,-82.130081,1292.804443,1036.054932,-5.463725,1304.297485,1030.810059,-62.654205,1144.86145,1036.540894,14.168444,1152.263306,1032.465454
69,,,,,-67.360909,1219.755005,1111.165649,5.009746,1228.693237,1031.463135,-82.109688,1292.796265,1036.041504,-5.470953,1304.297852,1030.818848,-62.282127,1144.877563,1036.480469,14.200974,1152.230225,1032.464355
70,,,,,-67.367714,1219.793091,1111.174683,5.00321,1228.737061,1031.453491,-82.121559,1292.81189,1036.042603,-5.456634,1304.293457,1030.82251,-62.652641,1144.838623,1036.52356,14.187766,1152.228271,1032.430786
71,,,,,-67.418083,1219.834961,1111.139038,4.961534,1228.772583,1031.48291,-82.137444,1292.812134,1036.047974,-5.464882,1304.307495,1030.839111,-62.671593,1144.881714,1036.528442,14.152979,1152.272949,1032.437134
72,,,,,-67.423111,1219.859131,1111.148193,4.952909,1228.792969,1031.490601,-82.141479,1292.792969,1036.058716,-5.488015,1304.324585,1030.821533,-62.676884,1144.910645,1036.536987,14.137595,1152.305786,1032.419556
73,,,,,-67.407974,1219.849854,1111.143066,4.950686,1228.784058,1031.492798,-82.133987,1292.770996,1036.053101,-5.474557,1304.34375,1030.842407,-62.391956,1144.929932,1036.460938,14.133692,1152.299805,1032.434692
74,,,,,-67.409081,1219.813965,1111.141113,4.997103,1228.744141,1031.478149,-82.135864,1292.793213,1036.039062,-5.467652,1304.309814,1030.816528,-62.27153,1144.895264,1036.468628,14.157598,1152.259033,1032.430054
75,,,,,-67.355377,1219.796509,1111.154541,5.002119,1228.726685,1031.471924,-82.11834,1292.799072,1036.03064,-5.450203,1304.286743,1030.808716,-62.306881,1144.881836,1036.470337,14.202482,1152.218628,1032.450806
76,,,,,-67.369896,1219.785645,1111.163574,5.019317,1228.724976,1031.469849,-82.108917,1292.796753,1036.049805,-5.468913,1304.304565,1030.827026,-62.283779,1144.882568,1036.478271,14.193088,1152.217407,1032.460815
77,,,,,-67.392479,1219.804443,1111.162598,4.982643,1228.758179,1031.470459,-82.127174,1292.804321,1036.043335,-5.452788,1304.303467,1030.833618,-62.345547,1144.915771,1036.487427,14.158248,1152.240234,1032.447388
78,,,,,-67.419991,1219.854248,1111.134399,4.948751,1228.799927,1031.481934,-82.141708,1292.8125,1036.046387,-5.455923,1304.31665,1030.817139,-62.333027,1144.906738,1036.477783,14.138523,1152.288574,1032.426392
79,,,,,-67.417015,1219.852173,1111.151978,4.960304,1228.789429,1031.483398,-82.147308,1292.782104,1036.047241,-5.481191,1304.325073,1030.811646,-62.306007,1144.922241,1036.464722,14.134873,1152.279297,1032.435913
80,,,,,-67.417358,1219.813843,1111.140625,4.981638,1228.747314,1031.483521,-82.123184,1292.795898,1036.059204,-5.480108,1304.320923,1030.821167,-62.375828,1144.914551,1036.472656,14.151223,1152.261841,1032.442017
81,,,,,-67.362709,1219.776855,1111.172485,5.001465,1228.731079,1031.469727,-82.114677,1292.810059,1036.050781,-5.463349,1304.299194,1030.813965,-62.234932,1144.907715,1036.441528,14.185468,1152.232666,1032.437744
82,,,,,-67.383751,1219.771362,1111.15564,5.029386,1228.695557,1031.474976,-82.110756,1292.793213,1036.041992,-5.460281,1304.283813,1030.821289,-62.186859,1144.910522,1036.445435,14.193808,1152.202393,1032.432983
83,,,,,-67.389389,1219.798584,1111.136475,4.993002,1228.726562,1031.459229,-82.11557,1292.792603,1036.041138,-5.480692,1304.289062,1030.842773,-62.639439,1144.851807,1036.547485,14.164331,1152.232788,1032.433472
84,,,,,-67.420837,1219.828491,1111.128662,4.961455,1228.74939,1031.481445,-82.128738,1292.783569,1036.041016,-5.491262,1304.305542,1030.832031,-62.291477,1144.896729,1036.490112,14.130249,1152.271729,1032.43396
85,,,,,-67.443687,1219.861572,1111.134644,4.959456,1228.78186,1031.477905,-82.137451,1292.7854,1036.079956,-5.489065,1304.313721,1030.810181,-62.714912,1144.880981,1036.547363,14.138737,1152.29834,1032.43811
86,,,,,-67.416283,1219.826904,1111.128906,4.981196,1228.776245,1031.479248,-82.129959,1292.796875,1036.062012,-5.478285,1304.317139,1030.815918,-62.674702,1144.867432,1036.531982,14.122632,1152.279785,1032.444458
87,,,,,-67.370689,1219.790161,1111.149902,4.988185,1228.738037,1031.460449,-82.123138,1292.776001,1036.0448,-5.448815,1304.291504,1030.816528,-62.289299,1144.897827,1036.478394,14.164578,1152.229004,1032.455078
88,,,,,-67.354904,1219.764282,1111.172119,5.00459,1228.715454,1031.471558,-82.110634,1292.783325,1036.042847,-5.455655,1304.282959,1030.839478,-62.354073,1144.887451,1036.49353,14.175781,1152.196411,1032.463745
89,,,,,-67.403305,1219.784668,1111.152832,4.986417,1228.727539,1031.463745,-82.119835,1292.800659,1036.046753,-5.477084,1304.290649,1030.828491,-62.354507,1144.890137,1036.480957,14.15211,1152.206543,1032.438843
90,,,,,-67.427887,1219.828491,1111.146362,4.967341,1228.754395,1031.460693,-82.134712,1292.789917,1036.039551,-5.478284,1304.290161,1030.823853,-62.683201,1144.839722,1036.526489,14.143598,1152.263306,1032.410522
91,,,,,-67.411568,1219.847046,1111.120483,4.951507,1228.771606,1031.485962,-82.132851,1292.797241,1036.049805,-5.498168,1304.324097,1030.827393,-62.364872,1144.927856,1036.467163,14.133214,1152.286743,1032.410645
92,,,,,-67.421333,1219.850708,1111.136841,4.953112,1228.684448,1031.467041,-82.144745,1292.800049,1036.067261,-5.487169,1304.317627,1030.830566,-62.402008,1144.923096,1036.464722,14.124618,1152.282227,1032.437744
93,,,,,-67.391945,1219.807861,1111.159424,4.991866,1228.712158,1031.466675,-82.126114,1292.816528,1036.048828,-5.467252,1304.297729,1030.814697,-62.388325,1144.882812,1036.480591,14.152612,1152.234863,1032.455688
94,,,,,-67.359627,1219.777344,1111.16272,5.016062,1228.688477,1031.454468,-82.118088,1292.793579,1036.049561,-5.459875,1304.288452,1030.813354,-62.643311,1144.800659,1036.529663,14.169802,1152.202148,1032.458008
95,,,,,-67.375908,1219.777466,1111.143677,5.003864,1228.704956,1031.459595,-82.116676,1292.782104,1036.030518,-5.457417,1304.288574,1030.821899,-62.328098,1144.865845,1036.478882,14.18581,1152.191528,1032.426514
96,,,,,-67.4132,1219.810913,1111.132324,4.971345,1228.730103,1031.449707,-82.140244,1292.792114,1036.03186,-5.450391,1304.279663,1030.81189,-62.293686,1144.908569,1036.47229,14.164273,1152.240356,1032.408081
97,,,,,-67.443375,1219.849976,1111.134521,4.957229,1228.771729,1031.475952,-82.127586,1292.798096,1036.062622,-5.467739,1304.310059,1030.838623,-62.348202,1144.925415,1036.470093,14.133044,1152.282715,1032.425049
98,,,,,-67.431313,1219.849487,1111.140015,4.952493,1228.783813,1031.490967,-82.139076,1292.796753,1036.060913,-5.458999,1304.309082,1030.839722,-62.370487,1144.89624,1036.478027,14.126795,1152.290283,1032.439087
99,,,,,-67.397636,1219.809692,1111.1698,4.98999,1228.743774,1031.462524,-82.137444,1292.784424,1036.0354,-5.459426,1304.311768,1030.830688,-62.352535,1144.898682,1036.463501,14.146737,1152.245361,1032.4375
100,,,,,-67.383797,1219.788696,1111.154053,4.996794,1228.652466,1031.446777,-82.123039,1292.786621,1036.040283,-5.472237,1304.294556,1030.83667,-62.271919,1144.888184,1036.442749,14.181458,1152.202271,1032.450073
101,,,,,-67.35656,1219.760864,1111.162964,5.03387,1228.679565,1031.463135,-82.10939,1292.772949,1036.022827,-5.434904,1304.261841,1030.810059,-62.276417,1144.863647,1036.454956,14.196657,1152.209351,1032.462646
102,,,,,-67.395905,1219.791748,1111.139648,4.993383,1228.680298,1031.44519,-82.129181,1292.763916,1036.023438,-5.441675,1304.264893,1030.806519,-62.341454,1144.882202,1036.481689,14.174251,1152.224976,1032.440796
103,,,,,-67.438118,1219.834229,1111.122681,4.975244,1228.71167,1031.444824,-82.135948,1292.776123,1036.036865,-5.461327,1304.308838,1030.815186,-62.239365,1144.915894,1036.452148,14.141954,1152.292969,1032.421021
104,,,,,-67.412331,1219.839844,1111.143188,4.970272,1228.729004,1031.456055,-82.139778,1292.784424,1036.055908,-5.455815,1304.286011,1030.823364,-62.354126,1144.933716,1036.462036,14.117547,1152.265869,1032.412354
105,,,,,-67.411057,1219.816528,1111.154785,4.970159,1228.679688,1031.447754,-82.136559,1292.804443,1036.066895,-5.46363,1304.303589,1030.842285,-62.702782,1144.860718,1036.53772,14.136068,1152.240479,1032.432617
106,,,,,-67.36058,1219.77478,1111.150757,5.000862,1228.714966,1031.473022,-82.125069,1292.803223,1036.046265,-5.453292,1304.279053,1030.817749,-62.349941,1144.884521,1036.451172,14.179218,1152.226929,1032.440063
107,,,,,-67.360229,1219.747925,1111.15625,5.000171,1228.691162,1031.461914,-82.09359,1292.784546,1036.021606,-5.454341,1304.290039,1030.817993,-62.293926,1144.875122,1036.456055,14.188087,1152.197266,1032.441772
108,,,,,-67.385109,1219.78418,1111.153809,5.007734,1228.698486,1031.452637,-82.104141,1292.789795,1036.040894,-5.44965,1304.275757,1030.79895,-62.282364,1144.864136,1036.462402,14.171629,1152.21521,1032.43689
109,,,,,-67.409546,1219.827148,1111.118286,4.983976,1228.687622,1031.428467,-82.119537,1292.77832,1036.043335,-5.450169,1304.2854,1030.820801,-62.32563,1144.909058,1036.442505,14.146864,1152.255859,1032.41394
110,,,,,-67.429955,1219.843994,1111.134888,4.963409,1228.756592,1031.481445,-82.124153,1292.790405,1036.069458,-5.481676,1304.292114,1030.812744,-62.347885,1144.897217,1036.469849,14.119216,1152.267456,1032.412109
111,,,,,-67.391563,1219.820557,1111.128662,4.9689,1228.700439,1031.458374,-82.12841,1292.793945,1036.040894,-5.474777,1304.312256,1030.831177,-62.697433,1144.851685,1036.521362,14.138525,1152.249268,1032.429443
112,,,,,-67.377907,1219.796875,1111.157104,4.990775,1228.67627,1031.459229,-82.120239,1292.793701,1036.046997,-5.458492,1304.294189,1030.820435,-62.370537,1144.891846,1036.450806,14.153488,1152.229126,1032.447754
113,,,,,-67.368248,1219.770752,1111.151367,5.003331,1228.684082,1031.474121,-82.118393,1292.775391,1036.034302,-5.454332,1304.277466,1030.804688,-62.359818,1144.848145,1036.470825,14.171515,1152.203735,1032.427979
114,,,,,-67.385773,1219.772949,1111.143799,4.998832,1228.700439,1031.445923,-82.103302,1292.77832,1036.024902,-5.469255,1304.30249,1030.804565,-62.329224,1144.867554,1036.449463,14.169297,1152.221436,1032.422607
115,,,,,-67.388023,1219.843994,1111.116577,4.985186,1228.737793,1031.445435,-82.108681,1292.772827,1036.030029,-5.455769,1304.284058,1030.801636,-62.327198,1144.913696,1036.419067,14.160708,1152.249268,1032.408325
116,,,,,-67.431213,1219.856934,1111.118286,4.979955,1228.691284,1031.459229,-82.128723,1292.786011,1036.049194,-5.454664,1304.318726,1030.815308,-62.332962,1144.932373,1036.429321,14.12621,1152.27478,1032.404297
117,,,,,-67.427528,1219.851196,1111.132202,4.976283,1228.772827,1031.477661,-82.13121,1292.80835,1036.050171,-5.450922,1304.30188,1030.82251,-62.716179,1144.869873,1036.520874,14.138069,1152.280396,1032.421875
118,,,,,-67.412224,1219.809326,1111.14563,4.987139,1228.674438,1031.455933,-82.132896,1292.795898,1036.040405,-5.471469,1304.305664,1030.81189,-62.397274,1144.901245,1036.476318,14.149768,1152.231201,1032.447388
119,,,,,-67.393715,1219.78125,1111.143433,4.997405,1228.62793,1031.437744,-82.123428,1292.79834,1036.018311,-5.470431,1304.289062,1030.822876,-62.661007,1144.824707,1036.518921,14.177772,1152.206543,1032.432861
120,,,,,-67.363335,1219.778809,1111.130615,5.014366,1228.639282,1031.425781,-82.115524,1292.802856,1036.03186,-5.447441,1304.291626,1030.807251,-62.32618,1144.872192,1036.447998,14.173748,1152.2229,1032.404053
121,,,,,-67.405365,1219.815552,1111.117188,4.987547,1228.672974,1031.432983,-82.099754,1292.776978,1036.032227,-5.452425,1304.293823,1030.823975,-62.348576,1144.870361,1036.447876,14.155484,1152.244507,1032.421631
122,,,,,-67.401619,1219.854736,1111.100098,4.987326,1228.695312,1031.435303,-82.117592,1292.791748,1036.04541,-5.473945,1304.308228,1030.830933,-62.363407,1144.92395,1036.452271,14.124273,1152.28894,1032.416382
