,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,1516.7,-715.363,906.948,-350.625275,1275.947754,1113.375366,-402.125671,1328.290894,1033.792114,-401.513428,1220.044189,1038.720459,-456.56604,1274.90271,1033.91748,-294.140839,1323.706421,1037.641968,-346.057007,1381.267944,1033.948242
2,0,1516.71,-715.537,907.048,-350.638763,1275.954468,1113.370239,-402.132263,1328.300171,1033.776733,-401.533112,1220.071289,1038.746704,-456.584015,1274.904297,1033.925537,-294.147797,1323.726318,1037.635742,-346.072571,1381.28894,1033.953369
3,0,1516.69,-715.686,907.138,-350.670746,1275.967163,1113.366089,-402.153992,1328.320557,1033.770508,-401.577271,1220.081665,1038.746094,-456.612793,1274.933228,1033.928589,-294.16217,1323.739746,1037.647949,-346.095398,1381.283569,1033.94812
4,0,1516.69,-715.871,907.246,-350.673035,1275.973755,1113.36084,-402.249908,1328.289185,1033.79541,-401.568024,1220.112915,1038.757568,-456.630066,1274.929077,1033.927002,-294.162659,1323.716309,1037.639404,-346.087433,1381.278564,1033.949097
5,0,1516.73,-716.078,907.362,-350.64621,1275.953613,1113.358032,-402.136871,1328.318481,1033.779785,-401.555359,1220.085571,1038.745361,-456.586914,1274.92749,1033.942261,-294.154541,1323.706787,1037.643066,-346.05249,1381.268921,1033.953003
6,0,1516.79,-716.307,907.487,-350.643127,1275.946655,1113.36499,-402.135376,1328.312988,1033.790283,-401.531586,1220.063599,1038.746826,-456.566498,1274.920532,1033.946411,-294.125092,1323.717285,1037.648071,-346.064331,1381.256592,1033.944946
7,0,1516.81,-716.53,907.604,-350.628937,1275.952271,1113.389771,-402.117371,1328.287354,1033.807983,-401.526978,1220.045898,1038.775269,-456.552124,1274.896118,1033.952515,-294.132965,1323.695923,1037.659546,-346.054688,1381.261108,1033.968994
8,0,1516.8,-716.725,907.698,-350.632721,1275.952271,1113.403564,-402.223785,1328.258911,1033.824951,-401.543579,1220.033569,1038.768555,-456.553375,1274.905884,1033.96167,-294.136566,1323.703857,1037.681152,-346.069519,1381.259277,1033.983398
9,0,1516.79,-716.915,907.782,-350.667725,1275.967285,1113.392578,-402.221924,1328.265503,1033.827026,-401.573242,1220.052124,1038.772339,-456.586212,1274.917358,1033.986816,-294.160095,1323.695801,1037.672485,-346.082977,1381.256958,1033.97229
10,0,1516.73,-717.106,907.84,-350.682648,1275.966187,1113.389771,-402.174927,1328.31543,1033.812988,-401.5896,1220.057617,1038.786743,-456.576752,1274.911621,1033.982178,-294.170105,1323.712158,1037.682739,-346.099701,1381.270508,1034.006592
11,0,1516.77,-717.304,907.922,-350.666809,1275.954224,1113.396729,-402.160431,1328.32019,1033.818481,-401.575836,1220.03418,1038.77771,-456.572235,1274.885254,1033.996338,-294.153351,1323.699463,1037.695679,-346.09079,1381.251465,1034.000854
12,0,1516.84,-717.532,907.97,-350.640076,1275.95752,1113.39563,-402.146515,1328.290771,1033.817749,-401.560242,1220.009399,1038.785278,-456.544189,1274.899292,1033.985474,-294.134216,1323.686157,1037.673706,-346.052795,1381.264038,1033.986572
13,0,1516.9,-717.746,908.03,-350.625122,1275.948608,1113.412964,-402.138336,1328.277588,1033.842896,-401.527435,1219.998535,1038.795532,-456.52179,1274.877563,1033.990723,-294.109222,1323.669434,1037.688354,-346.033417,1381.25,1033.999268
14,0,1516.91,-717.906,908.084,-350.642548,1275.939819,1113.421143,-402.144287,1328.273193,1033.854492,-401.528809,1220.009399,1038.805298,-456.537415,1274.907227,1034.016968,-294.122192,1323.684082,1037.703979,-346.047028,1381.241455,1033.999023
15,0,1516.85,-718.021,908.131,-350.673981,1275.953491,1113.417969,-402.172424,1328.277832,1033.834106,-401.566742,1220.015137,1038.799561,-456.555176,1274.906372,1034.016724,-294.147583,1323.695312,1037.715942,-346.082489,1381.249512,1034.003296
16,0,1516.8,-718.142,908.152,-350.680664,1275.957397,1113.414917,-402.184967,1328.286377,1033.83374,-401.584595,1220.029663,1038.800171,-456.588135,1274.904419,1034.033203,-294.169006,1323.681641,1037.705322,-346.096741,1381.251587,1034.005859
17,0,1516.76,-718.266,908.154,-350.685577,1275.963013,1113.399658,-402.236053,1328.277832,1033.857666,-401.585114,1220.029663,1038.800537,-456.578064,1274.887939,1034.002686,-294.151947,1323.690063,1037.696899,-346.095825,1381.246216,1033.980225
18,0,1516.83,-718.387,908.179,-350.666168,1275.94751,1113.398315,-402.203125,1328.257324,1033.846191,-401.563049,1220.019531,1038.801758,-456.560364,1274.876709,1034.005249,-294.135406,1323.675781,1037.693481,-346.07486,1381.252319,1034.003174
19,0,1516.92,-718.514,908.185,-350.638763,1275.941162,1113.408325,-402.136749,1328.256592,1033.837036,-401.521301,1220.012451,1038.811646,-456.539124,1274.895752,1034.015625,-294.117279,1323.667725,1037.683838,-346.045044,1381.258789,1034.015381
20,0,1517,-718.635,908.178,-350.653351,1275.945801,1113.421143,-402.133911,1328.272827,1033.856689,-401.538483,1220.003174,1038.818726,-456.530396,1274.88623,1034.012939,-294.10788,1323.66272,1037.700317,-346.05899,1381.241089,1033.994019
21,0,1517.04,-718.725,908.18,-350.665405,1275.94165,1113.395752,-402.220947,1328.256592,1033.867798,-401.555908,1220.020874,1038.820435,-456.555145,1274.910278,1034.009033,-294.154327,1323.670532,1037.708496,-346.074982,1381.247192,1034.006592
22,0,1517.05,-718.771,908.163,-350.688416,1275.954346,1113.404907,-402.180481,1328.29126,1033.841919,-401.577942,1220.034058,1038.806763,-456.588226,1274.908691,1034.029175,-294.170166,1323.678711,1037.707764,-346.103027,1381.265259,1033.994019
23,0,1517.08,-718.818,908.148,-350.702637,1275.960571,1113.404907,-402.192474,1328.297974,1033.858521,-401.589661,1220.019043,1038.815796,-456.571503,1274.90686,1034.018311,-294.182587,1323.676025,1037.703979,-346.098267,1381.259399,1034.003174
24,0,1517.12,-718.869,908.116,-350.688782,1275.952637,1113.398193,-402.221558,1328.263672,1033.846313,-401.574249,1220.019287,1038.818481,-456.552887,1274.890747,1034.010864,-294.166779,1323.665894,1037.701172,-346.090698,1381.249268,1034.011963
25,0,1517.21,-718.94,908.103,-350.66153,1275.925049,1113.402954,-402.154449,1328.269775,1033.858765,-401.53772,1219.999634,1038.806274,-456.54657,1274.89209,1034.01062,-294.129486,1323.685547,1037.707397,-346.050934,1381.235962,1033.996582
26,0,1517.29,-719.016,908.091,-350.64325,1275.937134,1113.400024,-402.130035,1328.260376,1033.847656,-401.53183,1220.00415,1038.821533,-456.524933,1274.863525,1033.98877,-294.132904,1323.667114,1037.706421,-346.074066,1381.248901,1033.99646
27,0,1517.3,-719.042,908.075,-350.670654,1275.952759,1113.398926,-402.159454,1328.272827,1033.84314,-401.558258,1219.998657,1038.795288,-456.568329,1274.898315,1034.006104,-294.14801,1323.688965,1037.696899,-346.064606,1381.252075,1033.965698
28,0,1517.3,-719.058,908.054,-350.686035,1275.950317,1113.406616,-402.181885,1328.289429,1033.859253,-401.581451,1220.028442,1038.807007,-456.566193,1274.903442,1034.015015,-294.176147,1323.696777,1037.705933,-346.103455,1381.266479,1034.001953
29,0,1517.33,-719.092,908.044,-350.699463,1275.974487,1113.411865,-402.187134,1328.297485,1033.835571,-401.59201,1220.040161,1038.830811,-456.572327,1274.896973,1034.032593,-294.194611,1323.682251,1037.726807,-346.098755,1381.267456,1034.009399
30,0,1517.4,-719.14,908.017,-350.699341,1275.963257,1113.405151,-402.172913,1328.297607,1033.836426,-401.58847,1220.030396,1038.807251,-456.56781,1274.90271,1034.014771,-294.177216,1323.686279,1037.707886,-346.088715,1381.258057,1033.985718
31,0,1517.47,-719.186,908.002,-350.665253,1275.94104,1113.4104,-402.145935,1328.282471,1033.842285,-401.55188,1220.024658,1038.810059,-456.563873,1274.903809,1034.01355,-294.14502,1323.686279,1037.720459,-346.077393,1381.281738,1034.02002
32,0,1517.53,-719.239,907.992,-350.645081,1275.932373,1113.415894,-402.14035,1328.281494,1033.850952,-401.540466,1220.005737,1038.815308,-456.534851,1274.880493,1033.987915,-294.132172,1323.658569,1037.708252,-346.071442,1381.250977,1034.005005
33,0,1517.57,-719.27,907.941,-350.655457,1275.939697,1113.405029,-402.132538,1328.27832,1033.843018,-401.530365,1220.011841,1038.819336,-456.541931,1274.884399,1034.00769,-294.135986,1323.662476,1037.705444,-346.066284,1381.263062,1033.988647
34,0,1517.62,-719.303,907.917,-350.676971,1275.947876,1113.399658,-402.149506,1328.295654,1033.848633,-401.570404,1220.039917,1038.811279,-456.553253,1274.895508,1034.017578,-294.172791,1323.692383,1037.713745,-346.083099,1381.263794,1033.990112
35,0,1517.67,-719.337,907.888,-350.69455,1275.959473,1113.406494,-402.251007,1328.274658,1033.848877,-401.579742,1220.055298,1038.825195,-456.571442,1274.916504,1034.019531,-294.171997,1323.691406,1037.709351,-346.096405,1381.283936,1033.998779
36,0,1517.78,-719.393,907.87,-350.680756,1275.978027,1113.411133,-402.232819,1328.297363,1033.832153,-401.579987,1220.048096,1038.830688,-456.577332,1274.909546,1034.022339,-294.17746,1323.701294,1037.713989,-346.091248,1381.28479,1033.995117
37,0,1517.92,-719.468,907.859,-350.661255,1275.969482,1113.40564,-402.166992,1328.288086,1033.839233,-401.557465,1220.018188,1038.803711,-456.566803,1274.908447,1034.014404,-294.150757,1323.685181,1037.703003,-346.086121,1381.278809,1034.004028
38,0,1518.05,-719.515,907.837,-350.644714,1275.947632,1113.415283,-402.160278,1328.271484,1033.84082,-401.538513,1220.020508,1038.809082,-456.542358,1274.905762,1034.001465,-294.137878,1323.684204,1037.699951,-346.061218,1381.258667,1034.007202
39,0,1518.11,-719.566,907.822,-350.646942,1275.932007,1113.415283,-402.147461,1328.280396,1033.846802,-401.527924,1219.996582,1038.801758,-456.536865,1274.905884,1034.005249,-294.142029,1323.665527,1037.695923,-346.052246,1381.251831,1033.990723
