,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
44,,,,,-197.309814,1227.960327,1113.268555,-125.349808,1243.438599,1034.244873,-217.783691,1299.32373,1038.247925,-142.444092,1317.685303,1033.637329,-185.460953,1153.577026,1038.868286,-109.273392,1168.062378,1035.364014
45,,,,,-197.317902,1227.96521,1113.280762,-125.383972,1243.50769,1034.258545,-217.804794,1299.327881,1038.26001,-142.464218,1317.699463,1033.667603,-185.497726,1153.583374,1038.869873,-109.278023,1168.091309,1035.36853
46,,,,,-197.345779,1227.960693,1113.293457,-125.359047,1243.502808,1034.258545,-217.816147,1299.355225,1038.256104,-142.47023,1317.687744,1033.655273,-185.512238,1153.573853,1038.874023,-109.294182,1168.072998,1035.365601
47,,,,,-197.318512,1227.936279,1113.305664,-125.352516,1243.451538,1034.275269,-217.830688,1299.358521,1038.242798,-142.474274,1317.682739,1033.6698,-185.487915,1153.550293,1038.879028,-109.298325,1168.031372,1035.386108
48,,,,,-197.300217,1227.900513,1113.296265,-125.347137,1243.465454,1034.268433,-217.811752,1299.351685,1038.244629,-142.473526,1317.658691,1033.648193,-185.465012,1153.527588,1038.875488,-109.259712,1168.021729,1035.384155
49,,,,,-197.305511,1227.906128,1113.283447,-125.332939,1243.408813,1034.253662,-217.805878,1299.337646,1038.251221,-142.461899,1317.679077,1033.652466,-185.465546,1153.537476,1038.867188,-109.253929,1168.017334,1035.347778
50,,,,,-197.303391,1227.946655,1113.261108,-125.329819,1243.478516,1034.232666,-217.784683,1299.320312,1038.246582,-142.456711,1317.679077,1033.651001,-185.487885,1153.562256,1038.867676,-109.256638,1168.05835,1035.340698
51,,,,,-197.329224,1227.970581,1113.267944,-125.344513,1243.475098,1034.239502,-217.805313,1299.327637,1038.250366,-142.457901,1317.68457,1033.634644,-185.486237,1153.595459,1038.864868,-109.267754,1168.083984,1035.357422
52,,,,,-197.339508,1227.975342,1113.301025,-125.372139,1243.50293,1034.263062,-217.823196,1299.330078,1038.261475,-142.483673,1317.688721,1033.658325,-185.506958,1153.591675,1038.872681,-109.292625,1168.085205,1035.356445
53,,,,,-197.335037,1227.953979,1113.304199,-125.385689,1243.469971,1034.276367,-217.829498,1299.360596,1038.253052,-142.490814,1317.688721,1033.675537,-185.515289,1153.564087,1038.897217,-109.283524,1168.059937,1035.376831
54,,,,,-197.340469,1227.929199,1113.292847,-125.353966,1243.439209,1034.268677,-217.833984,1299.362915,1038.246704,-142.488388,1317.665771,1033.656616,-185.498642,1153.526367,1038.876587,-109.283821,1168.023682,1035.368408
55,,,,,-197.321548,1227.909058,1113.276123,-125.346573,1243.393311,1034.268799,-217.804672,1299.337036,1038.230103,-142.463074,1317.673828,1033.648926,-185.467377,1153.528198,1038.853149,-109.262749,1167.991577,1035.345215
56,,,,,-197.306778,1227.936768,1113.263062,-125.362411,1243.427734,1034.230225,-217.767914,1299.326294,1038.235718,-142.462143,1317.685425,1033.646851,-185.458374,1153.551636,1038.855713,-109.253395,1168.040527,1035.340088
57,,,,,-197.320953,1227.955811,1113.255005,-125.352997,1243.487915,1034.240234,-217.772491,1299.321289,1038.248901,-142.473923,1317.696777,1033.641724,-185.484467,1153.555664,1038.82959,-109.276665,1168.057617,1035.334595
58,,,,,-197.327652,1227.967529,1113.272949,-125.361427,1243.453003,1034.252686,-217.782791,1299.345093,1038.25,-142.484268,1317.683228,1033.621948,-185.509674,1153.566406,1038.850464,-109.290367,1168.07019,1035.327026
59,,,,,-197.340225,1227.954102,1113.301392,-125.365509,1243.43396,1034.287964,-217.819962,1299.363403,1038.251099,-142.491714,1317.684814,1033.654663,-185.525665,1153.577026,1038.873413,-109.291588,1168.066528,1035.357178
60,,,,,-197.356918,1227.928833,1113.301147,-125.372604,1243.438965,1034.273438,-217.833878,1299.361084,1038.241455,-142.513901,1317.693604,1033.657471,-185.515808,1153.534912,1038.877441,-109.296806,1168.03064,1035.365112
61,,,,,-197.329651,1227.911743,1113.283203,-125.343025,1243.431885,1034.268677,-217.819046,1299.354248,1038.246826,-142.470306,1317.677124,1033.64978,-185.482864,1153.524292,1038.872192,-109.282608,1168.018066,1035.361084
62,,,,,-197.302551,1227.930054,1113.268311,-125.346031,1243.426758,1034.249146,-217.79567,1299.33374,1038.243164,-142.456955,1317.676636,1033.641846,-185.470016,1153.546509,1038.848145,-109.258263,1168.032104,1035.337646
63,,,,,-197.308807,1227.953979,1113.255249,-125.332069,1243.442871,1034.232056,-217.780502,1299.318726,1038.24353,-142.4785,1317.689575,1033.649902,-185.488907,1153.568726,1038.852295,-109.271133,1168.072266,1035.336304
64,,,,,-197.326614,1227.965088,1113.273193,-125.350609,1243.501953,1034.250977,-217.80246,1299.338135,1038.262329,-142.483795,1317.677612,1033.622803,-185.514786,1153.571533,1038.852905,-109.281769,1168.096069,1035.368164
65,,,,,-197.347366,1227.939575,1113.286865,-125.362244,1243.469482,1034.273926,-217.823502,1299.351562,1038.262329,-142.496368,1317.67749,1033.664429,-185.51178,1153.562378,1038.864258,-109.317116,1168.067627,1035.364014
66,,,,,-197.341354,1227.923584,1113.296753,-125.367104,1243.443604,1034.275269,-217.843521,1299.379517,1038.249756,-142.497971,1317.684692,1033.660767,-185.511978,1153.526245,1038.876953,-109.30616,1168.032959,1035.360352
67,,,,,-197.335678,1227.921021,1113.293213,-125.343231,1243.453979,1034.258301,-217.824173,1299.366089,1038.242798,-142.483398,1317.664185,1033.656982,-185.490585,1153.505981,1038.866577,-109.295677,1168.00769,1035.365601
68,,,,,-197.314484,1227.92688,1113.262695,-125.364037,1243.429565,1034.227051,-217.798264,1299.322632,1038.224243,-142.4664,1317.661133,1033.647461,-185.472473,1153.545776,1038.852295,-109.269882,1168.021973,1035.341919
69,,,,,-197.312851,1227.963745,1113.258545,-125.334274,1243.494263,1034.234985,-217.766006,1299.334351,1038.23938,-142.455841,1317.670166,1033.664062,-185.483612,1153.560547,1038.856445,-109.25972,1168.061401,1035.341919
70,,,,,-197.334442,1227.979248,1113.264648,-125.338661,1243.439087,1034.248901,-217.777008,1299.327393,1038.250366,-142.474808,1317.688721,1033.64917,-185.48967,1153.573364,1038.846069,-109.288033,1168.072998,1035.367554
71,,,,,-197.341797,1227.972778,1113.290894,-125.3507,1243.443604,1034.269531,-217.816742,1299.344604,1038.239136,-142.49382,1317.689575,1033.659912,-185.53273,1153.574219,1038.870483,-109.317802,1168.058228,1035.349243
72,,,,,-197.346207,1227.943481,1113.311279,-125.367508,1243.41687,1034.277832,-217.831848,1299.346802,1038.243408,-142.512543,1317.698242,1033.676758,-185.529037,1153.535034,1038.882446,-109.306946,1168.032471,1035.349854
73,,,,,-197.347061,1227.917847,1113.302734,-125.35688,1243.452148,1034.279053,-217.822021,1299.364014,1038.229004,-142.489532,1317.679932,1033.664185,-185.511765,1153.53125,1038.869141,-109.28389,1168.001953,1035.376831
74,,,,,-197.325302,1227.937622,1113.274536,-125.334946,1243.430908,1034.253784,-217.789825,1299.346802,1038.232422,-142.471542,1317.685913,1033.645142,-185.478119,1153.543457,1038.855469,-109.28154,1168.031982,1035.343628
75,,,,,-197.303497,1227.948486,1113.263184,-125.330597,1243.450684,1034.241333,-217.773987,1299.30835,1038.242676,-142.45018,1317.681885,1033.631104,-185.461227,1153.552368,1038.846313,-109.262741,1168.051147,1035.353394
76,,,,,-197.327637,1227.962036,1113.25354,-125.326675,1243.447266,1034.22644,-217.781799,1299.303833,1038.247437,-142.46228,1317.682983,1033.645264,-185.482269,1153.563354,1038.838013,-109.264214,1168.069702,1035.354248
77,,,,,-197.361877,1227.948853,1113.275879,-125.368622,1243.470093,1034.242432,-217.809647,1299.319336,1038.258545,-142.4991,1317.705322,1033.650513,-185.524399,1153.567505,1038.857788,-109.320023,1168.067871,1035.337891
78,,,,,-197.364838,1227.92749,1113.289917,-125.36338,1243.416992,1034.268555,-217.830872,1299.335083,1038.248657,-142.501511,1317.681274,1033.668091,-185.519653,1153.524902,1038.881836,-109.32972,1168.035889,1035.357422
79,,,,,-197.349869,1227.923462,1113.300781,-125.373932,1243.439819,1034.253052,-217.824753,1299.352783,1038.221924,-142.502991,1317.689575,1033.670288,-185.508575,1153.530762,1038.876465,-109.297546,1168.01709,1035.372314
80,,,,,-197.33551,1227.917969,1113.284668,-125.342964,1243.443481,1034.250732,-217.798782,1299.335449,1038.249268,-142.472321,1317.678101,1033.640381,-185.489594,1153.537109,1038.869629,-109.270012,1168.018311,1035.357178
81,,,,,-197.330826,1227.943481,1113.266602,-125.325813,1243.429932,1034.244385,-217.775238,1299.316528,1038.246704,-142.463226,1317.690552,1033.662964,-185.473526,1153.541992,1038.846313,-109.251694,1168.047607,1035.360962
82,,,,,-197.309814,1227.977173,1113.259644,-125.335205,1243.436646,1034.234863,-217.770462,1299.305786,1038.241455,-142.449036,1317.672852,1033.619141,-185.47908,1153.569092,1038.861572,-109.256493,1168.063721,1035.329224
83,,,,,-197.339355,1227.958374,1113.269531,-125.360504,1243.444824,1034.237915,-217.805557,1299.328247,1038.242798,-142.468536,1317.688965,1033.652344,-185.503708,1153.570557,1038.853027,-109.284081,1168.072998,1035.338745
84,,,,,-197.34996,1227.947266,1113.300781,-125.360649,1243.468628,1034.262695,-217.840759,1299.348999,1038.26123,-142.493622,1317.678345,1033.673218,-185.511322,1153.551636,1038.870239,-109.301476,1168.04248,1035.35083
85,,,,,-197.342758,1227.915894,1113.309814,-125.362442,1243.414307,1034.274414,-217.846085,1299.362549,1038.241333,-142.502548,1317.686401,1033.657715,-185.525497,1153.546265,1038.900024,-109.311844,1168.03418,1035.376587
86,,,,,-197.325073,1227.928589,1113.296143,-125.35347,1243.418945,1034.258789,-217.817245,1299.36792,1038.234253,-142.457672,1317.677979,1033.660767,-185.494415,1153.535767,1038.876831,-109.285629,1168.036499,1035.371826
87,,,,,-197.294556,1227.92688,1113.264282,-125.337692,1243.478638,1034.248291,-217.784836,1299.314087,1038.241089,-142.456467,1317.685791,1033.634033,-185.467026,1153.54541,1038.847534,-109.254906,1168.043823,1035.338135
88,,,,,-197.30806,1227.950928,1113.253662,-125.326706,1243.438721,1034.236206,-217.768158,1299.305176,1038.245239,-142.45343,1317.669189,1033.632935,-185.471298,1153.550781,1038.853149,-109.244156,1168.066284,1035.35437
89,,,,,-197.3284,1227.966553,1113.257935,-125.339821,1243.430054,1034.253418,-217.79248,1299.302124,1038.243164,-142.47287,1317.670776,1033.628662,-185.484497,1153.564209,1038.865845,-109.27626,1168.073242,1035.336792
90,,,,,-197.350586,1227.946655,1113.292725,-125.378799,1243.446045,1034.264404,-217.82045,1299.343018,1038.238403,-142.47937,1317.685791,1033.653687,-185.515244,1153.561646,1038.893433,-109.315987,1168.050781,1035.340332
91,,,,,-197.344788,1227.932251,1113.31958,-125.379768,1243.411865,1034.279785,-217.827621,1299.373901,1038.257935,-142.495026,1317.687012,1033.679688,-185.534119,1153.538696,1038.887329,-109.328064,1168.029541,1035.376221
92,,,,,-197.340958,1227.930298,1113.307251,-125.379799,1243.427612,1034.268066,-217.826233,1299.350342,1038.239624,-142.488998,1317.687744,1033.683716,-185.510468,1153.546509,1038.878174,-109.299225,1168.035278,1035.378052
93,,,,,-197.321548,1227.944214,1113.278442,-125.358444,1243.430908,1034.244751,-217.788116,1299.356689,1038.246094,-142.444855,1317.67395,1033.651123,-185.477875,1153.568115,1038.864136,-109.266655,1168.058838,1035.372437
94,,,,,-197.293823,1227.953491,1113.266113,-125.345825,1243.472412,1034.224609,-217.761765,1299.304077,1038.240112,-142.430313,1317.671997,1033.62854,-185.456558,1153.562866,1038.848145,-109.254532,1168.057129,1035.33606
95,,,,,-197.312225,1227.968262,1113.264404,-125.347107,1243.491577,1034.240723,-217.774048,1299.286133,1038.234619,-142.440216,1317.680542,1033.652222,-185.469757,1153.573242,1038.845337,-109.258362,1168.070068,1035.338013
96,,,,,-197.337372,1227.967041,1113.296021,-125.355141,1243.437866,1034.267578,-217.806885,1299.344116,1038.24939,-142.481323,1317.699219,1033.671265,-185.51622,1153.559204,1038.871948,-109.311592,1168.072876,1035.364136
97,,,,,-197.350082,1227.932983,1113.328369,-125.382408,1243.429565,1034.288574,-217.841827,1299.358398,1038.262085,-142.504837,1317.685669,1033.677856,-185.532623,1153.553467,1038.901855,-109.309914,1168.027222,1035.372437
98,,,,,-197.345825,1227.937378,1113.311157,-125.363113,1243.42041,1034.302734,-217.818771,1299.359253,1038.261597,-142.491196,1317.663696,1033.658813,-185.505432,1153.545166,1038.897827,-109.28595,1168.027954,1035.385742
99,,,,,-197.304611,1227.93335,1113.289429,-125.336662,1243.432739,1034.271484,-217.794647,1299.335815,1038.260376,-142.447357,1317.6875,1033.665527,-185.48848,1153.541382,1038.881958,-109.277901,1168.044434,1035.359375
100,,,,,-197.293564,1227.96167,1113.270386,-125.326309,1243.45752,1034.233154,-217.760941,1299.30542,1038.249023,-142.435165,1317.686523,1033.643433,-185.466568,1153.546387,1038.861084,-109.245522,1168.054932,1035.335938
101,,,,,-197.299545,1227.953003,1113.264526,-125.343544,1243.460938,1034.254883,-217.760208,1299.307617,1038.252319,-142.445526,1317.677246,1033.62915,-185.471146,1153.558838,1038.855103,-109.261063,1168.068359,1035.345093
102,,,,,-197.332825,1227.961548,1113.274536,-125.355972,1243.468506,1034.25293,-217.805573,1299.334717,1038.250732,-142.489899,1317.68457,1033.650391,-185.488586,1153.567627,1038.868652,-109.293549,1168.058105,1035.346069
103,,,,,-197.351303,1227.936157,1113.321167,-125.377533,1243.426636,1034.288696,-217.82222,1299.333374,1038.262329,-142.503357,1317.668335,1033.656738,-185.530228,1153.547241,1038.891602,-109.283028,1168.05127,1035.377563
104,,,,,-197.348465,1227.92981,1113.320435,-125.387115,1243.411133,1034.287842,-217.835693,1299.352051,1038.269775,-142.494537,1317.684326,1033.66394,-185.517334,1153.551636,1038.915283,-109.302521,1168.021484,1035.393311
105,,,,,-197.329315,1227.938477,1113.318481,-125.359711,1243.442505,1034.27356,-217.817459,1299.346436,1038.261475,-142.481781,1317.671509,1033.670044,-185.481415,1153.56543,1038.895752,-109.264198,1168.044678,1035.385864
106,,,,,-197.307968,1227.947388,1113.282471,-125.341728,1243.476074,1034.23938,-217.771072,1299.321167,1038.243652,-142.452621,1317.684937,1033.647949,-185.458527,1153.584229,1038.863403,-109.244431,1168.05481,1035.355225
107,,,,,-197.298996,1227.954834,1113.265625,-125.339523,1243.440552,1034.240479,-217.771347,1299.296631,1038.239258,-142.438019,1317.672974,1033.643066,-185.471497,1153.552124,1038.849243,-109.246117,1168.053955,1035.36084
108,,,,,-197.331818,1227.953613,1113.285034,-125.365898,1243.462646,1034.235474,-217.805069,1299.319946,1038.245972,-142.475281,1317.674927,1033.647827,-185.502594,1153.559814,1038.850098,-109.269524,1168.057129,1035.351196
109,,,,,-197.347198,1227.940552,1113.318848,-125.382187,1243.427246,1034.2854,-217.822723,1299.337769,1038.264526,-142.499908,1317.68103,1033.672729,-185.507416,1153.550781,1038.899048,-109.288246,1168.043823,1035.364624
110,,,,,-197.349258,1227.948608,1113.347412,-125.360069,1243.433594,1034.28479,-217.843643,1299.386353,1038.262329,-142.503113,1317.686523,1033.68335,-185.521378,1153.543213,1038.89209,-109.308815,1168.022095,1035.385254
111,,,,,-197.339508,1227.941162,1113.317505,-125.359833,1243.438477,1034.272461,-217.833923,1299.364136,1038.244019,-142.493347,1317.695801,1033.675415,-185.492264,1153.544678,1038.890259,-109.281723,1168.044189,1035.362915
112,,,,,-197.321777,1227.953857,1113.28418,-125.335617,1243.455444,1034.245605,-217.78241,1299.335938,1038.234253,-142.447495,1317.675415,1033.64978,-185.485352,1153.572632,1038.870239,-109.248756,1168.064575,1035.356934
113,,,,,-197.30777,1227.962158,1113.262451,-125.34198,1243.426025,1034.22644,-217.778503,1299.298096,1038.234863,-142.461853,1317.684082,1033.642456,-185.484253,1153.569214,1038.853638,-109.247154,1168.067383,1035.338745
114,,,,,-197.330231,1227.957642,1113.270874,-125.354485,1243.454712,1034.244263,-217.794632,1299.314087,1038.24231,-142.481552,1317.675659,1033.623901,-185.493927,1153.563477,1038.8479,-109.259712,1168.073242,1035.353638
115,,,,,-197.351334,1227.950073,1113.2948,-125.379723,1243.440796,1034.270508,-217.832504,1299.348267,1038.233398,-142.502304,1317.677368,1033.657593,-185.520065,1153.566162,1038.863892,-109.292465,1168.058716,1035.365356
116,,,,,-197.343628,1227.928955,1113.327637,-125.397575,1243.419678,1034.265625,-217.849655,1299.368896,1038.256348,-142.494522,1317.685547,1033.683594,-185.522614,1153.559448,1038.912476,-109.316475,1168.04187,1035.387329
117,,,,,-197.345001,1227.939941,1113.328125,-125.369102,1243.438599,1034.280029,-217.846252,1299.364624,1038.261719,-142.493256,1317.69397,1033.675781,-185.511322,1153.543945,1038.896851,-109.292152,1168.049316,1035.401489
118,,,,,-197.338226,1227.928223,1113.288208,-125.363174,1243.469727,1034.240356,-217.795456,1299.346313,1038.251465,-142.464066,1317.688599,1033.664307,-185.493362,1153.551147,1038.87146,-109.252335,1168.067261,1035.348022
119,,,,,-197.310028,1227.936646,1113.266602,-125.352394,1243.459839,1034.2229,-217.770706,1299.303223,1038.230835,-142.442276,1317.674194,1033.645874,-185.480103,1153.557617,1038.862427,-109.249939,1168.0625,1035.34436
120,,,,,-197.321884,1227.943115,1113.266113,-125.351219,1243.425537,1034.235962,-217.793091,1299.311035,1038.244263,-142.452362,1317.675293,1033.621216,-185.489029,1153.54126,1038.859375,-109.24781,1168.063965,1035.345947
