,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,,,,,-174.584839,1227.519653,1112.944092,-102.535454,1242.171875,1033.738892,-194.15535,1299.282593,1037.913208,-118.582939,1316.545288,1033.289185,-163.836807,1153.037598,1038.618652,-87.55732,1166.452637,1034.812256
2,,,,,-174.549133,1227.52124,1112.921387,-102.532455,1242.186401,1033.72168,-194.1091,1299.272583,1037.916748,-118.557678,1316.525757,1033.259521,-163.818237,1153.019531,1038.611572,-87.540367,1166.454834,1034.789062
3,,,,,-174.544312,1227.512451,1112.922607,-102.515793,1242.167114,1033.712524,-194.108505,1299.268066,1037.901489,-118.568199,1316.533447,1033.280029,-163.823166,1153.019043,1038.606445,-87.527344,1166.450073,1034.804443
4,,,,,-174.549026,1227.516846,1112.954956,-102.524368,1242.160767,1033.733154,-194.131744,1299.32251,1037.911987,-118.589378,1316.546997,1033.292114,-163.826523,1153.036133,1038.628418,-87.5364,1166.439453,1034.822754
5,,,,,-174.58374,1227.484375,1112.988281,-102.534134,1242.145874,1033.782715,-194.184128,1299.324585,1037.920532,-118.607964,1316.560425,1033.320923,-163.845642,1153.042725,1038.650391,-87.574257,1166.40625,1034.83728
6,,,,,-174.62326,1227.478394,1112.974731,-102.539108,1242.143677,1033.783203,-194.186951,1299.303101,1037.944092,-118.621284,1316.55835,1033.331421,-163.85202,1153.038086,1038.645386,-87.575447,1166.421387,1034.85498
7,,,,,-174.584091,1227.50061,1112.956177,-102.547012,1242.136597,1033.762573,-194.145523,1299.272705,1037.938843,-118.598343,1316.554688,1033.283691,-163.842712,1153.026489,1038.640503,-87.562088,1166.440552,1034.827881
8,,,,,-174.572464,1227.494263,1112.954346,-102.530708,1242.169678,1033.758911,-194.087708,1299.23645,1037.942261,-118.568733,1316.527588,1033.268433,-163.822372,1152.987183,1038.609375,-87.551674,1166.426025,1034.80603
9,,,,,-174.563217,1227.472412,1112.949829,-102.508202,1242.141724,1033.759766,-194.071579,1299.221558,1037.938354,-118.553383,1316.530884,1033.283936,-163.819138,1153.006836,1038.615967,-87.530342,1166.437866,1034.813599
10,,,,,-174.587006,1227.46167,1112.963623,-102.520325,1242.108643,1033.799438,-194.119278,1299.247192,1037.957886,-118.564743,1316.546631,1033.306274,-163.836136,1152.994751,1038.644653,-87.520477,1166.41687,1034.845703
11,,,,,-174.594131,1227.442383,1112.994873,-102.52536,1242.093506,1033.836182,-194.146606,1299.281494,1037.961304,-118.581024,1316.53125,1033.324585,-163.857727,1153.006592,1038.655029,-87.560196,1166.395508,1034.876343
12,,,,,-174.619919,1227.429199,1112.989136,-102.536171,1242.078979,1033.825928,-194.174438,1299.284058,1037.964233,-118.59671,1316.536743,1033.333252,-163.880432,1152.986206,1038.669678,-87.567719,1166.391479,1034.878052
13,,,,,-174.611984,1227.453979,1112.965576,-102.533516,1242.083496,1033.825562,-194.136856,1299.230835,1037.993042,-118.59256,1316.547729,1033.327637,-163.866562,1152.997314,1038.656372,-87.565132,1166.409546,1034.878662
14,,,,,-174.586929,1227.435181,1112.972046,-102.511574,1242.110962,1033.810547,-194.109863,1299.202759,1038.005615,-118.560158,1316.528809,1033.302734,-163.84906,1152.975952,1038.626709,-87.542656,1166.421387,1034.856445
15,,,,,-174.561569,1227.446411,1112.962524,-102.501358,1242.081055,1033.801514,-194.065536,1299.194214,1038.003662,-118.542755,1316.52356,1033.28418,-163.828033,1152.974487,1038.632324,-87.509949,1166.415405,1034.848511
16,,,,,-174.561722,1227.432983,1112.967773,-102.510078,1242.079224,1033.792114,-194.067932,1299.225342,1037.985596,-118.544754,1316.531372,1033.300171,-163.81636,1153.001099,1038.632812,-87.505089,1166.404785,1034.869385
17,,,,,-174.582031,1227.427734,1113.004639,-102.519905,1242.064209,1033.846191,-194.124619,1299.268555,1037.977295,-118.566223,1316.508545,1033.325562,-163.851303,1152.989502,1038.644775,-87.542244,1166.39502,1034.880493
18,,,,,-174.607864,1227.427002,1113.019897,-102.5354,1242.068237,1033.870239,-194.158524,1299.259888,1037.995972,-118.602928,1316.528076,1033.353027,-163.868149,1152.987061,1038.679932,-87.550011,1166.398682,1034.90271
19,,,,,-174.616043,1227.439453,1113.006226,-102.532837,1242.078613,1033.838623,-194.148422,1299.264038,1037.997437,-118.591324,1316.55249,1033.333984,-163.877029,1153.008179,1038.679321,-87.570267,1166.412109,1034.893799
20,,,,,-174.5793,1227.442261,1112.984253,-102.532288,1242.097778,1033.791992,-194.093475,1299.210815,1038.002441,-118.563934,1316.529053,1033.302734,-163.847321,1152.993652,1038.64563,-87.552948,1166.415405,1034.854004
21,,,,,-174.566788,1227.435913,1112.96521,-102.499161,1242.088867,1033.776733,-194.075729,1299.200562,1038.005249,-118.538445,1316.539551,1033.285645,-163.824844,1152.985229,1038.623535,-87.521477,1166.419922,1034.856567
22,,,,,-174.556412,1227.426514,1112.966675,-102.493095,1242.089478,1033.802246,-194.061676,1299.211792,1037.985962,-118.540184,1316.537476,1033.302612,-163.826569,1152.973633,1038.647461,-87.508362,1166.388672,1034.85376
23,,,,,-174.57692,1227.418457,1113.010742,-102.498215,1242.060913,1033.831055,-194.11232,1299.25415,1037.988403,-118.564377,1316.53125,1033.320068,-163.839615,1152.974854,1038.651855,-87.536461,1166.376465,1034.88855
24,,,,,-174.601379,1227.412109,1113.011963,-102.513939,1242.072754,1033.866699,-194.140289,1299.2771,1038.001465,-118.590393,1316.536865,1033.345337,-163.848419,1152.982056,1038.663696,-87.556541,1166.375244,1034.899414
25,,,,,-174.617477,1227.424438,1113.019531,-102.541359,1242.076416,1033.854126,-194.152969,1299.257446,1038.012451,-118.609756,1316.543091,1033.332397,-163.887558,1152.987427,1038.659302,-87.570358,1166.410645,1034.896118
26,,,,,-174.600723,1227.452515,1113.011597,-102.527725,1242.099976,1033.811157,-194.141739,1299.223267,1038.021729,-118.59462,1316.547119,1033.313843,-163.872955,1152.993896,1038.646362,-87.560204,1166.422852,1034.871704
27,,,,,-174.578903,1227.443848,1112.989258,-102.519775,1242.094482,1033.799927,-194.076294,1299.199463,1038.003418,-118.560005,1316.530884,1033.30127,-163.836395,1152.967529,1038.631958,-87.545792,1166.416992,1034.861328
28,,,,,-174.549316,1227.446777,1112.970581,-102.501373,1242.07666,1033.7948,-194.074112,1299.232544,1037.981079,-118.534492,1316.54126,1033.297241,-163.820755,1152.971558,1038.624268,-87.50901,1166.396729,1034.848999
29,,,,,-174.571487,1227.415649,1112.984009,-102.497589,1242.056519,1033.839111,-194.111298,1299.262451,1037.984497,-118.551125,1316.540161,1033.321655,-163.829132,1152.973267,1038.654663,-87.523186,1166.390991,1034.872559
30,,,,,-174.614716,1227.399414,1113.012207,-102.522392,1242.053711,1033.855469,-194.15593,1299.264282,1038.002319,-118.565941,1316.526855,1033.343384,-163.843292,1152.96936,1038.655029,-87.559814,1166.377441,1034.897827
31,,,,,-174.622803,1227.429077,1113.001221,-102.538353,1242.064209,1033.840332,-194.153915,1299.269287,1037.990479,-118.576263,1316.525146,1033.334351,-163.867249,1152.981079,1038.658447,-87.584335,1166.397949,1034.896606
32,,,,,-174.616684,1227.441284,1112.988525,-102.541283,1242.098511,1033.832275,-194.13588,1299.235107,1038.006226,-118.592445,1316.542603,1033.314453,-163.858505,1152.987061,1038.658081,-87.564178,1166.415894,1034.869629
33,,,,,-174.586487,1227.439941,1112.984497,-102.513458,1242.102783,1033.80603,-194.101151,1299.206299,1037.990723,-118.564323,1316.533691,1033.296875,-163.843048,1152.976929,1038.625122,-87.536911,1166.431274,1034.858276
34,,,,,-174.557327,1227.426758,1112.980591,-102.50473,1242.097656,1033.803589,-194.065414,1299.208618,1037.98291,-118.542015,1316.528809,1033.295776,-163.829361,1152.974121,1038.621094,-87.529549,1166.41333,1034.8479
35,,,,,-174.555145,1227.427734,1113,-102.504242,1242.057251,1033.826172,-194.095215,1299.24353,1037.987183,-118.563774,1316.541626,1033.311157,-163.82962,1152.969727,1038.628052,-87.531006,1166.385864,1034.868896
36,,,,,-174.589828,1227.406372,1113.00061,-102.515297,1242.047607,1033.841431,-194.114395,1299.253662,1037.973022,-118.575058,1316.512085,1033.322144,-163.844894,1152.96521,1038.662842,-87.530609,1166.379028,1034.889404
37,,,,,-174.61058,1227.422363,1113.011719,-102.530525,1242.063721,1033.838623,-194.165955,1299.251221,1037.989502,-118.603226,1316.517944,1033.309448,-163.865067,1152.994751,1038.67334,-87.570663,1166.384521,1034.893311
38,,,,,-174.623276,1227.430176,1113.00354,-102.540146,1242.090698,1033.825195,-194.153336,1299.246582,1037.994385,-118.600578,1316.549683,1033.325439,-163.865738,1152.995483,1038.67395,-87.560966,1166.432739,1034.877197
39,,,,,-174.597351,1227.457886,1112.999146,-102.529015,1242.099609,1033.816406,-194.114883,1299.226196,1037.993652,-118.575859,1316.547241,1033.304321,-163.862549,1152.994751,1038.678345,-87.556564,1166.427002,1034.879639
40,,,,,-174.571732,1227.443115,1112.978271,-102.517685,1242.095703,1033.795166,-194.073532,1299.21228,1038.007202,-118.55098,1316.51416,1033.297974,-163.829254,1152.970947,1038.640015,-87.531815,1166.434204,1034.872803
41,,,,,-174.564606,1227.440918,1112.974854,-102.500244,1242.052124,1033.820312,-194.085266,1299.21814,1037.980347,-118.55513,1316.532837,1033.296997,-163.831558,1152.969238,1038.644165,-87.533394,1166.408569,1034.877563
42,,,,,-174.577194,1227.41687,1113.003784,-102.503387,1242.048828,1033.828003,-194.118362,1299.242676,1037.991089,-118.569786,1316.509399,1033.320312,-163.853271,1152.96814,1038.673096,-87.539764,1166.384644,1034.904175
43,,,,,-174.586731,1227.398315,1113.013916,-102.543419,1242.047363,1033.843994,-194.149658,1299.27002,1037.98938,-118.582092,1316.519653,1033.328735,-163.859253,1152.978027,1038.688721,-87.540825,1166.397583,1034.908447
