,,yoshinari:CentreOfMass,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,,,,,-161.680786,1226.146851,1112.872437,-89.546143,1240.302002,1033.640747,-180.746414,1298.022705,1037.911255,-104.980446,1314.667358,1033.214722,-151.598755,1151.560913,1038.481934,-75.202698,1164.348267,1034.683228
2,,,,,-161.71312,1226.165405,1112.863159,-89.580841,1240.318359,1033.659668,-180.757462,1298.028198,1037.893311,-104.994896,1314.669678,1033.218994,-151.607925,1151.550781,1038.472656,-75.213379,1164.367432,1034.684692
3,,,,,-161.707092,1226.177856,1112.834229,-89.587746,1240.340332,1033.633545,-180.747818,1298.000977,1037.918091,-104.968323,1314.677124,1033.211914,-151.602112,1151.552124,1038.469116,-75.233818,1164.394653,1034.675659
4,,,,,-161.703934,1226.171143,1112.800537,-89.562859,1240.334106,1033.606079,-180.714661,1297.961304,1037.897583,-104.957031,1314.644043,1033.183838,-151.608795,1151.544922,1038.460938,-75.213707,1164.400146,1034.638916
5,,,,,-161.691147,1226.164307,1112.822998,-89.53492,1240.297729,1033.622314,-180.696503,1297.966675,1037.886353,-104.945671,1314.640869,1033.201416,-151.55484,1151.544556,1038.468018,-75.191971,1164.384521,1034.671143
6,,,,,-161.662613,1226.14624,1112.850708,-89.527863,1240.269043,1033.623047,-180.718338,1298.000488,1037.896118,-104.936531,1314.649048,1033.20459,-151.552521,1151.524292,1038.465088,-75.199364,1164.34021,1034.669189
7,,,,,-161.679321,1226.12439,1112.87146,-89.552177,1240.259155,1033.660278,-180.744598,1297.993164,1037.915527,-104.97625,1314.664062,1033.213135,-151.601135,1151.538696,1038.48877,-75.219727,1164.345093,1034.700439
8,,,,,-161.711685,1226.143799,1112.903687,-89.581322,1240.266724,1033.675415,-180.751633,1298.02417,1037.937012,-105.00264,1314.657837,1033.253052,-151.613144,1151.530762,1038.489014,-75.233818,1164.343262,1034.722046
9,,,,,-161.73024,1226.158691,1112.888428,-89.582634,1240.263672,1033.655762,-180.737762,1297.990601,1037.922119,-104.999413,1314.676758,1033.231934,-151.620209,1151.532104,1038.48877,-75.248672,1164.365601,1034.698608
10,,,,,-161.712021,1226.17041,1112.861572,-89.574959,1240.249878,1033.638428,-180.717499,1297.957642,1037.921753,-104.973785,1314.658813,1033.236572,-151.596039,1151.531738,1038.483276,-75.237556,1164.375244,1034.700562
11,,,,,-161.677643,1226.161865,1112.884521,-89.533104,1240.232544,1033.633667,-180.701935,1297.956055,1037.929199,-104.952393,1314.647705,1033.217896,-151.569183,1151.514282,1038.475586,-75.236259,1164.349731,1034.678467
12,,,,,-161.659332,1226.13501,1112.878174,-89.528526,1240.194092,1033.656006,-180.698715,1297.966187,1037.925659,-104.940018,1314.631714,1033.218262,-151.565521,1151.498779,1038.459961,-75.202042,1164.334473,1034.703613
13,,,,,-161.665421,1226.118042,1112.91394,-89.535851,1240.166138,1033.661499,-180.723648,1297.97522,1037.94104,-104.968307,1314.627563,1033.240967,-151.576263,1151.484253,1038.470947,-75.216805,1164.320312,1034.731323
14,,,,,-161.681824,1226.137085,1112.924438,-89.583237,1240.197998,1033.693359,-180.731918,1297.986328,1037.937622,-104.976067,1314.637695,1033.249756,-151.593933,1151.50647,1038.498657,-75.263397,1164.317749,1034.737183
15,,,,,-161.705872,1226.142822,1112.923584,-89.595253,1240.220215,1033.696533,-180.737961,1297.970825,1037.940674,-104.991875,1314.644775,1033.265259,-151.628403,1151.535889,1038.495117,-75.256454,1164.347778,1034.740234
16,,,,,-161.710861,1226.172729,1112.900635,-89.575882,1240.240112,1033.681274,-180.712921,1297.947388,1037.95105,-104.985374,1314.641602,1033.246826,-151.606277,1151.50769,1038.484619,-75.251991,1164.361328,1034.739502
17,,,,,-161.668579,1226.156494,1112.881348,-89.566116,1240.208618,1033.642334,-180.690277,1297.930908,1037.91333,-104.942421,1314.640869,1033.242188,-151.583633,1151.510986,1038.473877,-75.208405,1164.358521,1034.695923
18,,,,,-161.641312,1226.143555,1112.899536,-89.545052,1240.191406,1033.652588,-180.701599,1297.950073,1037.921631,-104.957939,1314.628784,1033.237549,-151.554352,1151.489868,1038.480103,-75.216911,1164.321289,1034.710205
19,,,,,-161.6642,1226.114868,1112.927002,-89.540604,1240.168091,1033.679565,-180.719177,1297.950684,1037.931152,-104.9739,1314.631592,1033.26001,-151.572128,1151.492554,1038.504517,-75.212875,1164.304932,1034.743408
20,,,,,-161.687698,1226.122925,1112.927734,-89.57206,1240.170654,1033.683838,-180.727737,1297.968872,1037.937256,-104.995766,1314.62207,1033.238159,-151.608643,1151.515259,1038.502808,-75.232254,1164.302856,1034.732666
21,,,,,-161.701309,1226.133057,1112.92334,-89.584114,1240.210205,1033.688477,-180.751434,1297.978271,1037.94519,-105.004471,1314.639404,1033.260742,-151.633896,1151.521606,1038.501587,-75.258347,1164.321289,1034.745605
22,,,,,-161.693039,1226.152588,1112.903442,-89.587555,1240.218872,1033.672852,-180.729431,1297.939331,1037.94165,-104.991653,1314.657471,1033.250488,-151.625427,1151.518677,1038.500732,-75.252197,1164.360352,1034.705444
23,,,,,-161.700958,1226.156494,1112.87561,-89.569344,1240.219116,1033.661743,-180.709976,1297.94043,1037.93689,-104.964607,1314.636719,1033.244507,-151.609818,1151.517822,1038.484497,-75.251381,1164.340454,1034.713135
24,,,,,-161.666122,1226.133789,1112.907715,-89.55661,1240.19812,1033.6521,-180.695709,1297.945923,1037.919434,-104.95826,1314.624878,1033.234619,-151.563416,1151.491821,1038.473145,-75.230141,1164.343262,1034.714844
25,,,,,-161.636047,1226.106323,1112.911621,-89.522812,1240.166016,1033.668213,-180.709061,1297.967896,1037.935791,-104.966576,1314.628296,1033.241821,-151.562485,1151.491943,1038.482544,-75.20356,1164.30603,1034.728149
26,,,,,-161.67601,1226.106323,1112.917847,-89.570541,1240.170776,1033.671753,-180.732239,1297.966431,1037.923584,-104.975616,1314.633911,1033.266846,-151.579178,1151.497681,1038.501709,-75.246323,1164.283813,1034.722656
27,,,,,-161.69342,1226.140381,1112.920654,-89.589676,1240.200562,1033.675903,-180.746216,1297.9729,1037.934937,-105.0084,1314.630005,1033.253296,-151.608551,1151.522339,1038.487183,-75.246094,1164.324829,1034.744263
28,,,,,-161.709335,1226.151245,1112.922485,-89.596283,1240.231934,1033.685547,-180.742126,1297.960083,1037.936768,-105.006233,1314.641968,1033.244751,-151.630066,1151.526123,1038.491699,-75.266556,1164.341187,1034.721802
29,,,,,-161.702515,1226.161133,1112.909546,-89.584938,1240.230103,1033.655762,-180.722229,1297.942505,1037.929199,-104.978333,1314.630981,1033.236206,-151.602798,1151.522461,1038.484497,-75.246216,1164.342285,1034.716309
30,,,,,-161.6604,1226.136719,1112.891235,-89.546173,1240.195312,1033.645264,-180.705719,1297.947388,1037.918091,-104.949928,1314.623535,1033.233398,-151.567078,1151.510498,1038.46167,-75.218727,1164.33728,1034.694214
31,,,,,-161.668564,1226.100708,1112.903198,-89.550682,1240.178223,1033.660034,-180.698517,1297.947754,1037.924072,-104.949425,1314.619507,1033.241455,-151.560715,1151.489136,1038.484497,-75.219208,1164.307007,1034.7146
32,,,,,-161.664307,1226.099854,1112.911377,-89.559967,1240.151489,1033.658813,-180.720413,1297.969116,1037.941772,-104.973198,1314.619629,1033.25769,-151.569275,1151.474976,1038.487427,-75.218674,1164.287964,1034.721436
33,,,,,-161.679199,1226.109253,1112.914307,-89.581062,1240.175903,1033.665649,-180.738281,1297.976929,1037.925659,-104.982597,1314.623535,1033.245605,-151.610672,1151.490967,1038.500122,-75.234894,1164.308105,1034.720703
34,,,,,-161.71553,1226.13562,1112.912476,-89.589439,1240.209229,1033.672974,-180.731186,1297.968872,1037.93396,-104.991287,1314.653687,1033.252808,-151.61438,1151.511841,1038.491455,-75.257286,1164.328613,1034.72876
35,,,,,-161.694672,1226.144775,1112.909302,-89.571724,1240.214722,1033.673706,-180.708862,1297.937744,1037.941528,-104.981255,1314.64502,1033.223389,-151.616241,1151.522339,1038.482666,-75.260391,1164.321777,1034.702393
36,,,,,-161.671036,1226.142334,1112.888306,-89.566429,1240.215576,1033.6521,-180.697662,1297.930908,1037.917969,-104.951622,1314.630249,1033.21582,-151.586426,1151.512451,1038.489746,-75.236336,1164.322388,1034.695557
37,,,,,-161.651016,1226.120361,1112.897461,-89.537689,1240.179565,1033.654663,-180.701172,1297.95459,1037.919434,-104.953522,1314.640259,1033.235352,-151.560944,1151.479736,1038.469849,-75.207214,1164.304077,1034.706909
38,,,,,-161.635117,1226.102661,1112.923706,-89.53199,1240.162842,1033.668823,-180.702881,1297.956055,1037.927246,-104.960457,1314.626343,1033.255981,-151.548615,1151.471802,1038.487305,-75.206619,1164.287964,1034.734985
39,,,,,-161.679642,1226.107422,1112.906982,-89.55928,1240.178711,1033.656494,-180.730957,1297.977295,1037.935303,-104.981834,1314.635132,1033.264038,-151.594055,1151.489136,1038.498291,-75.23468,1164.299927,1034.720703
40,,,,,-161.686798,1226.1427,1112.932373,-89.582008,1240.206909,1033.687012,-180.751328,1297.977295,1037.937256,-104.994949,1314.633911,1033.25061,-151.602219,1151.520874,1038.488159,-75.241608,1164.335938,1034.728516
41,,,,,-161.696777,1226.1604,1112.911133,-89.57933,1240.229614,1033.672363,-180.719208,1297.946167,1037.949341,-104.992073,1314.638794,1033.25708,-151.600418,1151.513916,1038.50415,-75.258553,1164.332764,1034.721924
42,,,,,-161.662521,1226.151733,1112.897461,-89.57074,1240.226196,1033.648682,-180.699722,1297.946899,1037.928833,-104.948387,1314.641357,1033.247803,-151.585663,1151.517212,1038.479004,-75.209351,1164.333862,1034.691528
43,,,,,-161.646362,1226.125977,1112.89209,-89.524551,1240.182861,1033.662354,-180.687943,1297.963135,1037.920898,-104.956322,1314.624023,1033.222168,-151.553879,1151.494019,1038.47522,-75.193886,1164.322632,1034.69397
