patient_id,type_id,trial_id,n_frames,n_partialout_head,n_partialout_foot,n_partialout_left,n_partialout_right,n_totalout,time_partialout_head,time_partialout_foot,time_partialout_left,time_partialout_right,time_totalout,csvpath
13,08,00,180,1,0,18,0,1,0.0,0,3.0775527954101562,0.0,5.051056385040283,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_08_00__2023-10-23-13-59-01_2d.csv
13,09,01,183,9,0,6,0,2,0.0,0,3.813194513320923,0.0,9.834475040435791,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_09_01__2023-10-23-14-03-26_2d.csv
13,10,00,453,0,0,0,0,1,0.0,0,0.0,0.0,13.647741079330444,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\13_10_00__2023-10-23-14-06-42_2d.csv
14,00,00,318,31,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_00_00__2023-10-23-14-25-39_2d.csv
14,01,00,326,22,0,4,0,0,0.0,0,1.4383618831634521,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_01_00__2023-10-23-14-28-21_2d.csv
14,02,00,208,10,0,0,1,2,0.0,0,0.0,0.0,14.851198196411133,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_02_00__2023-10-23-14-31-19_2d.csv
14,03,00,133,8,0,4,0,2,0.0,0,0.36788105964660645,0.0,12.062460899353027,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_03_00__2023-10-23-14-34-11_2d.csv
14,04,00,127,4,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_04_00__2023-10-23-14-38-12_2d.csv
14,05,00,152,12,0,3,0,0,0.0,0,4.549289226531982,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_05_00__2023-10-23-14-42-54_2d.csv
14,06,00,264,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_06_00__2023-10-23-14-46-19_2d.csv
14,07,00,227,3,0,6,0,0,0.0,0,3.4120631217956543,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_07_00__2023-10-23-14-49-07_2d.csv
14,08,00,221,4,0,18,0,1,0.0,0,2.190321207046509,0.0,7.626063585281372,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_08_00__2023-10-23-14-53-15_2d.csv
14,09,00,219,2,0,20,0,1,0.0,0,4.716536045074463,0.0,4.181279182434082,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_09_00__2023-10-23-14-56-47_2d.csv
14,10,00,164,12,0,0,3,0,0.0,0,0.0,2.77634596824646,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\14_10_00__2023-10-23-14-59-54_2d.csv
15,00,05,278,21,0,9,0,0,0.0,0,0.9456229209899902,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_00_05__2023-10-23-15-33-19_2d.csv
15,01,00,288,35,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_01_00__2023-10-23-15-35-51_2d.csv
15,02,01,225,31,0,15,0,1,0.0,0,4.182205438613892,0.0,15.721632719039917,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_02_01__2023-10-23-15-39-21_2d.csv
15,03,00,179,20,0,12,0,0,0.0,0,2.798933506011963,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_03_00__2023-10-23-15-42-36_2d.csv
15,04,00,243,11,0,6,0,1,0.0,0,0.8363838195800781,0.0,3.71278715133667,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_04_00__2023-10-23-15-44-41_2d.csv
15,05,01,319,122,0,131,0,0,22.518024921417236,0,23.96723175048828,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_05_01__2023-10-23-15-50-41_2d.csv
15,06,00,261,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_06_00__2023-10-23-15-53-23_2d.csv
15,07,00,235,0,0,0,2,1,0.0,0,0.0,0.0,10.001560926437378,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_07_00__2023-10-23-15-55-47_2d.csv
15,08,00,324,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_08_00__2023-10-23-15-58-36_2d.csv
15,09,01,190,0,0,10,0,3,0.0,0,5.251854181289673,0.0,12.811722040176392,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_09_01__2023-10-23-16-08-04_2d.csv
15,10,02,444,0,0,1,0,1,0.0,0,0.0,0.0,4.126524448394775,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\15_10_02__2023-10-23-16-17-51_2d.csv
16,00,00,337,39,0,1,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_00_00_2023-10-23-16-30-13_2d.csv
16,01,00,345,46,0,5,0,0,7.057940483093262,0,1.0220699310302734,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_01_00_2023-10-23-16-33-22_2d.csv
16,02,00,283,33,0,0,4,1,0.0,0,0.0,-0.4709181785583496,3.679543972015381,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_02_00_2023-10-23-16-37-12_2d.csv
16,03,00,159,2,0,1,0,1,0.0,0,0.0,0.0,5.653067111968994,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_03_00_2023-10-23-16-39-41_2d.csv
16,04,00,78,4,0,0,1,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_04_00_2023-10-23-16-43-00_2d.csv
16,05,00,135,4,0,0,0,1,0.0,0,0.0,0.0,10.251754522323608,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_05_00_2023-10-23-16-52-57_2d.csv
16,06,00,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_06_00_2023-10-23-16-57-20_2d.csv
16,07,00,110,0,0,0,0,0,0.0,0,0.0,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_07_00_2023-10-23-16-59-45_2d.csv
16,08,01,222,0,0,9,0,0,0.0,0,1.7728757858276367,0.0,0.0,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_08_01_2023-10-23-17-04-29_2d.csv
16,09,00,232,0,0,8,0,1,0.0,0,5.78690505027771,0.0,3.880270004272461,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_09_00_2023-10-23-17-07-55_2d.csv
16,10,00,280,69,0,4,0,1,0.0,0,0.10037636756896973,0.0,11.239324808120728,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\16_10_00_2023-10-23-17-11-00_2d.csv
