,sim_paths,exp_time,last_x,odom_paths,skeleton_paths
50,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_141441_07_02_00_saitou\20231021_141444_od.csv,4434,7.243965573561203,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_06_00__2023-10-21-14-29-06.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\06_08_00__2023-10-21-13-40-17_skeleton.mp4
51,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_141844_07_03_00_saitou\20231021_141847_od.csv,3376,7.350747897771477,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_07_00__2023-10-21-14-31-47.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\06_09_00__2023-10-21-13-42-44_skeleton.mp4
52,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_142153_07_04_00_saitou\20231021_142156_od.csv,3300,7.33158344319947,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_08_00__2023-10-21-14-34-54.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\06_10_00__2023-10-21-13-46-03_skeleton.mp4
53,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_142522_07_05_00_saitou\20231021_142524_od.csv,3515,7.340664776319261,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_09_00__2023-10-21-14-37-42.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_00_00__2023-10-21-14-08-14_skeleton.mp4
54,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_142915_07_06_00_saitou\20231021_142918_od.csv,3337,7.347222065124738,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\07_10_01__2023-10-21-14-42-36.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_01_00__2023-10-21-14-11-05_skeleton.mp4
55,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_143158_07_07_00_saitou\20231021_143200_od.csv,3913,7.275013463558598,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_00_00__2023-10-21-15-44-58.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_02_00__2023-10-21-14-14-24_skeleton.mp4
56,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_143503_07_08_00_saitou\20231021_143506_od.csv,3239,7.289833201850394,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_01_00__2023-10-21-15-48-30.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_03_00__2023-10-21-14-18-31_skeleton.mp4
57,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_143752_07_09_00_saitou\20231021_143755_od.csv,3407,7.356426720521469,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_02_00__2023-10-21-15-52-23.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_04_00__2023-10-21-14-21-43_skeleton.mp4
58,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_144041_07_10_00_saitou\20231021_144044_od.csv,1046,0.26405309755972006,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_03_00__2023-10-21-15-56-17.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_05_00__2023-10-21-14-25-09_skeleton.mp4
59,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_144244_07_10_01_saitou\20231021_144247_od.csv,3259,7.351662672778304,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_04_02__2023-10-21-16-06-05.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_06_00__2023-10-21-14-29-06_skeleton.mp4
60,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_154511_08_00_00_fujii\20231021_154514_od.csv,3492,7.335513636170709,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_05_00__2023-10-21-16-09-10.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_07_00__2023-10-21-14-31-47_skeleton.mp4
61,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_154841_08_01_00_fujii\20231021_154844_od.csv,3401,7.307680200802498,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_06_00__2023-10-21-16-11-57.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_08_00__2023-10-21-14-34-54_skeleton.mp4
62,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_155232_08_02_00_fujii\20231021_155235_od.csv,3681,4.174350192117664,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_07_00__2023-10-21-16-15-15.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_09_00__2023-10-21-14-37-42_skeleton.mp4
63,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_155627_08_03_00_fujii\20231021_155630_od.csv,3932,7.415235555879952,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_08_00__2023-10-21-16-19-53.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\07_10_01__2023-10-21-14-42-36_skeleton.mp4
64,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_160100_08_04_00_fujii\20231021_160102_od.csv,5717,-0.0010472820865054244,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_09_00__2023-10-21-16-22-58.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_00_00__2023-10-21-15-44-58_skeleton.mp4
65,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_160425_08_04_01_fujii\20231021_160428_od.csv,511,0.8682890886091723,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\08_10_00__2023-10-21-16-25-43.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_01_00__2023-10-21-15-48-30_skeleton.mp4
66,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_160619_08_04_02_fujii\20231021_160622_od.csv,3126,7.29880312849957,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_00_00__2023-10-21-16-45-50.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_02_00__2023-10-21-15-52-23_skeleton.mp4
67,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_160921_08_05_00_fujii\20231021_160924_od.csv,3490,7.410799357262707,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_01_00__2023-10-21-16-49-31.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_03_00__2023-10-21-15-56-17_skeleton.mp4
68,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_161207_08_06_00_fujii\20231021_161210_od.csv,3338,7.334162266165398,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_02_00__2023-10-21-16-53-19.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_04_02__2023-10-21-16-06-05_skeleton.mp4
69,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_161546_08_07_00_fujii\20231021_161549_od.csv,3315,7.4543409742662465,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_03_00__2023-10-21-16-56-23.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_05_00__2023-10-21-16-09-10_skeleton.mp4
70,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_162000_08_08_00_fujii\20231021_162002_od.csv,3724,7.11411646366328,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_04_00__2023-10-21-16-59-18.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_06_00__2023-10-21-16-11-57_skeleton.mp4
71,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_162308_08_09_00_fujii\20231021_162310_od.csv,3251,7.274720612549736,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_05_00__2023-10-21-17-04-33.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_07_00__2023-10-21-16-15-15_skeleton.mp4
72,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_162554_08_10_00_fujii\20231021_162557_od.csv,3411,7.1419502121933895,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_06_00__2023-10-21-17-07-28.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_08_00__2023-10-21-16-19-53_skeleton.mp4
73,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_164603_09_00_00_otako\20231021_164606_od.csv,3328,7.330134208853946,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_07_00__2023-10-21-17-10-43.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_09_00__2023-10-21-16-22-58_skeleton.mp4
74,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_164942_09_01_00_otako\20231021_164944_od.csv,3328,7.201546590414239,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_08_00__2023-10-21-17-14-27.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\08_10_00__2023-10-21-16-25-43_skeleton.mp4
75,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_165328_09_02_00_otako\20231021_165331_od.csv,3266,7.317052880433646,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_09_00__2023-10-21-17-17-32.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_00_00__2023-10-21-16-45-50_skeleton.mp4
76,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_165640_09_03_00_otako\20231021_165644_od.csv,3194,7.442239884936579,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\09_10_00__2023-10-21-17-21-47.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_01_00__2023-10-21-16-49-31_skeleton.mp4
77,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_165927_09_04_00_otako\20231021_165930_od.csv,3190,7.310898545744515,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_00_01__2023-10-22-14-41-35.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_02_00__2023-10-21-16-53-19_skeleton.mp4
78,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_170443_09_05_00_otako\20231021_170445_od.csv,3419,7.235119652180042,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_01_00__2023-10-22-14-44-49.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_03_00__2023-10-21-16-56-23_skeleton.mp4
79,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_170737_09_06_00_otako\20231021_170740_od.csv,3396,7.282677354864262,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_02_00__2023-10-22-14-48-17.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_04_00__2023-10-21-16-59-18_skeleton.mp4
80,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_171051_09_07_00_otako\20231021_171054_od.csv,3590,7.270150983870962,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_03_00__2023-10-22-14-52-14.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_05_00__2023-10-21-17-04-33_skeleton.mp4
81,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_171437_09_08_00_otako\20231021_171440_od.csv,3212,7.344336614204261,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_04_00__2023-10-22-14-54-37.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_06_00__2023-10-21-17-07-28_skeleton.mp4
82,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_171742_09_09_00_otako\20231021_171744_od.csv,3420,7.444989444475326,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_05_00__2023-10-22-14-58-25.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_07_00__2023-10-21-17-10-43_skeleton.mp4
83,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231021\20231021_172202_09_10_00_otako\20231021_172204_od.csv,3386,7.412625425939818,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_06_00__2023-10-22-15-02-13.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_08_00__2023-10-21-17-14-27_skeleton.mp4
84,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_143747_10_00_00_shindo\20231022_143750_od.csv,2662,5.662604045207288,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_07_00__2023-10-22-15-04-56.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_09_00__2023-10-21-17-17-32_skeleton.mp4
85,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_144142_10_00_01_shindo\20231022_144145_od.csv,3376,7.235502646285315,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_08_00__2023-10-22-15-08-15.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\09_10_00__2023-10-21-17-21-47_skeleton.mp4
86,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_144456_10_01_00_shindo\20231022_144459_od.csv,3401,7.441314922420166,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_09_00__2023-10-22-15-11-01.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_00_01__2023-10-22-14-41-35_skeleton.mp4
87,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_144825_10_02_00_shindo\20231022_144827_od.csv,3140,7.33183731087908,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\10_10_00__2023-10-22-15-14-45.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_01_00__2023-10-22-14-44-49_skeleton.mp4
88,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_145222_10_03_00_shindo\20231022_145224_od.csv,3174,7.337917264350427,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_00_00__2023-10-22-15-39-25.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_02_00__2023-10-22-14-48-17_skeleton.mp4
89,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_145447_10_04_00_shindo\20231022_145449_od.csv,3080,7.333246208584263,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_01_00__2023-10-22-15-42-30.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_03_00__2023-10-22-14-52-14_skeleton.mp4
90,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_145833_10_05_00_shindo\20231022_145836_od.csv,3358,7.238887743586577,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_02_02__2023-10-22-15-50-41.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_04_00__2023-10-22-14-54-37_skeleton.mp4
91,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_150225_10_06_00_shindo\20231022_150227_od.csv,3220,7.247968905951203,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_03_00__2023-10-22-15-54-03.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_05_00__2023-10-22-14-58-25_skeleton.mp4
92,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_150504_10_07_00_shindo\20231022_150506_od.csv,3704,7.334439476897489,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_04_00__2023-10-22-15-56-32.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_06_00__2023-10-22-15-02-13_skeleton.mp4
93,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_150823_10_08_00_shindo\20231022_150825_od.csv,3647,7.404070820809586,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_05_00__2023-10-22-15-59-10.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_07_00__2023-10-22-15-04-56_skeleton.mp4
94,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_151108_10_09_00_shindo\20231022_151111_od.csv,3503,7.337840427157653,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_06_01__2023-10-22-16-05-52.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_08_00__2023-10-22-15-08-15_skeleton.mp4
95,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_151453_10_10_00_shindo\20231022_151456_od.csv,3423,7.356059326496051,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_07_00__2023-10-22-16-13-01.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_09_00__2023-10-22-15-11-01_skeleton.mp4
96,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_153933_11_00_00_fukui\20231022_153936_od.csv,3348,7.2405541642052285,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_08_02__2023-10-22-16-22-32.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\10_10_00__2023-10-22-15-14-45_skeleton.mp4
97,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_154238_11_01_00_fukui\20231022_154241_od.csv,3325,7.340365434750263,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_09_00__2023-10-22-16-26-05.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_00_00__2023-10-22-15-39-25_skeleton.mp4
98,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_154530_11_02_00_fukui\20231022_154532_od.csv,594,0.13532789901090403,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\11_10_00__2023-10-22-16-38-30.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_01_00__2023-10-22-15-42-30_skeleton.mp4
99,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_154643_11_02_01_fukui\20231022_154645_od.csv,3386,7.3453035699541775,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_00_00__2023-10-22-16-41-17.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_02_02__2023-10-22-15-50-41_skeleton.mp4
100,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_155048_11_02_02_fukui\20231022_155051_od.csv,3286,7.3529795689092285,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_01_00__2023-10-22-16-44-49.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_03_00__2023-10-22-15-54-03_skeleton.mp4
101,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_155411_11_03_00_fukui\20231022_155413_od.csv,3270,7.36059653785272,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_02_00__2023-10-22-16-48-05.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_04_00__2023-10-22-15-56-32_skeleton.mp4
102,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_155639_11_04_00_fukui\20231022_155642_od.csv,3340,7.234920323259384,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_03_00__2023-10-22-16-51-51.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_05_00__2023-10-22-15-59-10_skeleton.mp4
103,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_155918_11_05_00_fukui\20231022_155921_od.csv,3671,7.2603506617235425,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_04_02__2023-10-22-17-02-04.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_06_01__2023-10-22-16-05-52_skeleton.mp4
104,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_160324_11_06_00_fukui\20231022_160326_od.csv,2844,-0.025287707216964276,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_05_00__2023-10-22-17-06-21.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_07_00__2023-10-22-16-13-01_skeleton.mp4
105,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_160600_11_06_01_fukui\20231022_160602_od.csv,3319,7.439624917106523,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_06_00__2023-10-22-17-09-24.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_08_02__2023-10-22-16-22-32_skeleton.mp4
106,C:/Users/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results\20231022\20231022_161321_11_07_00_fukui\20231022_161324_od.csv,4249,7.3508963932943026,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/results/ras_csv\12_07_00__2023-10-22-17-12-55.csv,C:/Users/hayashide/kazu_ws/sotsuron_experiment/sotsuron_experiment/analysis/mp4/skeleton\11_09_00__2023-10-22-16-26-05_skeleton.mp4
