1.989989999999999926e+00,7.048630000000000173e-01
1.979849999999999888e+00,7.036720000000000752e-01
1.969819999999999904e+00,7.024190000000000156e-01
1.960139999999999993e+00,7.010639999999999095e-01
1.950550000000000006e+00,6.997999999999999776e-01
1.941099999999999826e+00,6.987380000000000813e-01
1.931859999999999911e+00,6.978690000000000726e-01
1.922599999999999865e+00,6.971739999999999604e-01
1.913519999999999888e+00,6.963980000000000725e-01
1.904730000000000034e+00,6.957200000000000051e-01
1.896059999999999857e+00,6.952269999999999284e-01
1.887569999999999970e+00,6.947340000000000737e-01
1.878959999999999964e+00,6.943409999999999860e-01
1.870279999999999943e+00,6.939089999999999980e-01
1.861670000000000158e+00,6.934609999999999941e-01
1.852970000000000006e+00,6.929750000000000076e-01
1.844359999999999999e+00,6.927409999999999402e-01
1.835700000000000109e+00,6.926369999999999472e-01
1.827099999999999946e+00,6.926820000000000199e-01
1.818339999999999845e+00,6.927340000000000719e-01
1.809400000000000119e+00,6.930979999999999919e-01
1.800609999999999822e+00,6.934280000000000443e-01
1.791520000000000001e+00,6.939420000000000588e-01
1.782399999999999984e+00,6.946339999999999737e-01
1.773130000000000095e+00,6.954339999999999966e-01
1.763789999999999969e+00,6.962820000000000675e-01
1.754220000000000113e+00,6.973869999999999791e-01
1.744430000000000147e+00,6.986710000000000420e-01
1.734589999999999854e+00,7.000859999999999861e-01
1.724520000000000053e+00,7.016339999999999799e-01
1.714289999999999869e+00,7.032269999999999355e-01
1.703900000000000192e+00,7.050279999999999880e-01
1.693450000000000122e+00,7.070919999999999428e-01
1.682630000000000070e+00,7.092330000000000023e-01
1.671699999999999964e+00,7.116839999999999833e-01
1.660579999999999945e+00,7.142549999999999732e-01
1.649519999999999875e+00,7.167879999999999807e-01
1.638490000000000002e+00,7.193330000000000002e-01
1.627910000000000190e+00,7.217859999999999276e-01
1.617410000000000014e+00,7.241199999999999859e-01
1.607190000000000119e+00,7.264690000000000314e-01
1.596809999999999841e+00,7.289229999999999876e-01
1.586549999999999905e+00,7.314819999999999656e-01
