1.943963367956627275e+00,5.020130534714914994e-01
1.831773955769104845e+00,5.213058768037368562e-01
1.753871327221164345e+00,5.009095255301161398e-01
1.665683624207318525e+00,4.787455692902193860e-01
1.577524002645805501e+00,5.095323069971999796e-01
1.502702391270428484e+00,4.900412244126419736e-01
1.423851744255982155e+00,5.073529060328876295e-01
1.337073054679719375e+00,4.951002256257377443e-01
1.267958993249272304e+00,5.180571509393445684e-01
1.206037207714449888e+00,5.257999745993440222e-01
1.132413789484283395e+00,5.393001024325980719e-01
1.066132499914795639e+00,5.345580603204846959e-01
9.839459739806255545e-01,5.562802740289936043e-01
9.309179164719247890e-01,5.599606517469879474e-01
8.777842091103088551e-01,5.492238443334294118e-01
8.268154701951552221e-01,5.528044308052637579e-01
7.559160206248155545e-01,5.693224658311415443e-01
6.878133829652848252e-01,5.619876333611240060e-01
6.256569014320102484e-01,5.356943249284986663e-01
5.734317236576313981e-01,5.419504823919154557e-01
5.238316613006778200e-01,5.432174133079996636e-01
4.584800052863887698e-01,5.423775674591120310e-01
3.900041220469725456e-01,5.560069691422406812e-01
3.366060580305757499e-01,5.868641061159678429e-01
3.019909886715013148e-01,5.827361371207226970e-01
2.269533721580404562e-01,5.957079627159511670e-01
1.703012475590132135e-01,6.216515170480003682e-01
1.057161356469272090e-01,6.324544794635686973e-01
4.975694425365140283e-02,6.328455365091227858e-01
-4.108893541653499404e-02,6.350087854584984814e-01
-1.041041116558724389e-01,6.410814926569909922e-01
-1.513353010540784138e-01,6.470428624157236186e-01
-1.834445965039054605e-01,6.521803211947234669e-01
-2.530092821779842405e-01,6.610900288106071887e-01
-3.173628691758821896e-01,6.613349242915829151e-01
-4.062532756652111887e-01,6.924361998324091161e-01
-4.448229462274754242e-01,7.019054779361553198e-01
-5.338733494672526225e-01,7.235691779035229310e-01
-5.851038637619655480e-01,7.340981331803055898e-01
-6.455238379861496512e-01,7.438168087372478698e-01
-7.303256381005543973e-01,7.607733563575382885e-01
-8.141849194078872864e-01,7.539281489021421034e-01
-8.554871930073920661e-01,7.526748885832370561e-01
-9.099283946882158469e-01,7.646071998800321179e-01
-9.576227338724060401e-01,7.771870936583751277e-01
-1.046604752566709928e+00,8.247929158805489269e-01
-1.147878096883107268e+00,8.768312002912395098e-01
-1.200367752275899536e+00,8.796942972813639461e-01
-1.253331405872381676e+00,9.262849351726931690e-01
-1.325716077346360544e+00,9.150060726025828206e-01
-1.373337983005387786e+00,9.426066458356106015e-01
-1.471197144811538626e+00,9.514289339435888504e-01
-1.541526166960910160e+00,9.614550388714684370e-01
-1.627791340755886829e+00,9.895929568177852520e-01
-1.749179008394517565e+00,1.043314264218613951e+00
-1.807637403929890141e+00,9.914111470273716531e-01
-1.925390306037630506e+00,1.020515077260915282e+00
-1.998813354322459102e+00,1.052508636831164468e+00
