4.816706602105480517e-01 6.268048974844973864e-02 6.350823743281488909e+00 0.000000000000000000e+00
1.220112032334917940e+00 4.269518986357730833e-02 7.183105424254717875e+00 0.000000000000000000e+00
1.570125152845756933e+00 6.175629367409620624e-02 6.575356176037514544e+00 0.000000000000000000e+00
1.754030761256390125e+00 5.062248958079958866e-02 6.397019190726404680e+00 0.000000000000000000e+00
1.724626638579589200e+00 1.187162723322147256e-02 6.256225236946952428e+00 0.000000000000000000e+00
1.698946077301428659e+00 1.173213295779115296e-02 6.031698693367773423e+00 0.000000000000000000e+00
1.699419569546240849e+00 -1.221949453937905793e-02 5.909427994263625195e+00 0.000000000000000000e+00
1.558308500454915535e+00 3.430646187194259962e-03 5.436859272958752598e+00 0.000000000000000000e+00
1.523174342844939577e+00 -2.556713163554043093e-03 5.163162525494893629e+00 0.000000000000000000e+00
1.486932242615252697e+00 3.371102833197369558e-03 4.901485056505946680e+00 0.000000000000000000e+00
1.532859064055426046e+00 2.593090840435346989e-02 4.918256985879467358e+00 0.000000000000000000e+00
1.519034169121423306e+00 6.913092895032354676e-03 4.668481267735869800e+00 0.000000000000000000e+00
1.526323734105780705e+00 2.788006404717313994e-02 4.285423223344152710e+00 0.000000000000000000e+00
1.604418480116557078e+00 4.972774508594961229e-02 4.247967975570294819e+00 0.000000000000000000e+00
1.753546351992999908e+00 4.499278152816865023e-02 4.087671990225653751e+00 0.000000000000000000e+00
1.617604267955911945e+00 4.280776943725247974e-02 3.670396342344151464e+00 0.000000000000000000e+00
1.649366442462024684e+00 5.707822936445331591e-02 3.472488672683339939e+00 0.000000000000000000e+00
1.838154299077383813e+00 2.257097880612618165e-02 3.589023839820645545e+00 0.000000000000000000e+00
1.953532514358527594e+00 4.375970130738010555e-02 3.452923156556018558e+00 0.000000000000000000e+00
2.145070500006081460e+00 2.345477034162223029e-01 3.677225538356575729e+00 0.000000000000000000e+00
1.558158979092302499e+00 6.492220244805323170e-02 2.802148349687249240e+00 0.000000000000000000e+00
1.748251987846941802e+00 3.243468088933288557e-02 3.090039947170935886e+00 0.000000000000000000e+00
1.858619689788789442e+00 7.216203550629862740e-02 3.240721441671519987e+00 0.000000000000000000e+00
1.876098685456044635e+00 2.066620460800863424e-01 3.260031353665921561e+00 0.000000000000000000e+00
1.814371902006979065e+00 7.322350045193345980e-02 3.176203362206499126e+00 0.000000000000000000e+00
1.484533235004441787e+00 4.628661225612393931e-02 2.668869978463102921e+00 0.000000000000000000e+00
1.257629586165252000e+00 7.826429884547628224e-02 2.363826438302765620e+00 0.000000000000000000e+00
1.138003543225123426e+00 9.348884569312129744e-02 2.468196471865305774e+00 0.000000000000000000e+00
1.100024544588149134e+00 9.639146278645960297e-02 2.512927140209251675e+00 0.000000000000000000e+00Z
1.087775127890222793e+00 6.825047287071266122e-02 2.581679075861167849e+00 0.000000000000000000e+00
9.608250244623991465e-01 5.596621546948582493e-02 2.525417817495541062e+00 0.000000000000000000e+00
8.750735686000197244e-01 8.939689262057896879e-02 2.445899013844793135e+00 0.000000000000000000e+00
7.232953513701637638e-01 2.050305014181580399e-01 2.200816170814746897e+00 0.000000000000000000e+00
nan nan nan nan
5.385759595803073507e-01 1.578961659943523554e-01 1.271120220827247627e+00 0.000000000000000000e+00
6.085035201006685490e-01 1.784946189398023408e-01 1.494217552693780648e+00 0.000000000000000000e+00
7.168587617074886342e-01 1.238969191075905418e-01 2.407839040092365934e+00 0.000000000000000000e+00
-3.111725662066963660e-02 8.028653281359232619e-02 2.388364580838742146e+00 0.000000000000000000e+00
-4.147435899778472712e-01 6.216924959552154462e-02 2.127837675369666393e+00 0.000000000000000000e+00
-9.708720158878688666e-01 5.027976783568774422e-02 2.256534567237376443e+00 0.000000000000000000e+00
nan nan nan nan
