start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1702961727.0173352,1702961734.0673547,1702961730.542345,424,7.236213509003711,-4.302093283542938,-3.3746604590815794,0.0
1702961738.5506718,1702961738.8008864,1702961738.675779,16,4.11400282478089,-0.39857990888869443,-0.6964063859368258,3.1222106842228214
1702961741.4173758,1702961742.0508072,1702961741.7340915,39,3.8899469273550986,-0.41297612981068926,-0.34739356411515926,0.22405589742579135
1702961743.7339158,1702961744.0173354,1702961743.8756256,18,3.69443288279785,-0.47456216524474887,-0.3099355240146806,0.19551404455724875
1702961746.7174163,1702961746.9339726,1702961746.8256946,14,3.259063603449507,-0.47397547735312356,-0.3129723115184726,0.4353692793483428
1702961748.2007766,1702961748.7007942,1702961748.4507854,31,2.901324584710682,-0.5462706754931026,-0.35736243453264205,0.3577390187388252
1702961752.0173168,1702961752.2506192,1702961752.1339679,15,2.210738906305873,-0.5915590796449538,-0.38771948673585394,0.6905856784048088
1702961753.8674026,1702961754.0842514,1702961753.975827,14,1.9209033437179468,-0.549503022085862,-0.38613586107894243,0.2898355625879263
1702961755.967233,1702961756.3673878,1702961756.1673102,25,1.4157315353339568,-0.6066378322866272,-0.408263058482103,0.50517180838399
1702961756.417432,1702961756.6175919,1702961756.5175118,13,1.4264461849077417,-0.616759990696428,0.21410330377618111,0.010714649573784873
1702961757.917498,1702961758.2506669,1702961758.0840826,21,0.9748820026939368,-0.5837699274682988,-0.3473821138167828,0.4515641822138049
1702961761.600634,1702961761.8673458,1702961761.73399,17,0.07831066515947474,-0.5480364968045327,-0.34030924040491806,0.896571337534462
