timestamp,orien_x,orien_y,orien_z,orien_w,ang_vel_x,ang_vel_y,ang_vel_z,lin_acc_x,lin_acc_y,lin_acc_z,orien_cov_01,orien_cov_02,orien_cov_03,orien_cov_04,orien_cov_05,orien_cov_06,orien_cov_07,orien_cov_08,orien_cov_09,ang_vel_cov_01,ang_vel_cov_02,ang_vel_cov_03,ang_vel_cov_04,ang_vel_cov_05,ang_vel_cov_06,ang_vel_cov_07,ang_vel_cov_08,ang_vel_cov_09,lin_acc_cov_01,lin_acc_cov_02,lin_acc_cov_03,lin_acc_cov_04,lin_acc_cov_05,lin_acc_cov_06,lin_acc_cov_07,lin_acc_cov_08,lin_acc_cov_09,lin_acc_y_calib,lin_acc_x_calib,lin_acc_z_calib
1707028608.091885,-0.6889386177062988,0.1487085521221161,-0.21739612519741056,0.6752690672874451,-0.003214420439828128,-0.0024909955963507598,-0.0003387781893606205,0.9790462255477904,-9.764791488647461,0.0727944001555443,1.3214700738481465e-09,1.5578144461101051e-10,4.516122528761601e-10,1.5578142729551395e-10,3.975133777812265e-10,-6.369237357531414e-10,4.516122528761601e-10,-6.369236664911553e-10,1.461944325156329e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.813745489498356,0.009154008518741708,0.0727944001555443
1707028608.099408,-0.6888770461082457,0.14875082671642303,-0.21736575663089752,0.6753323078155518,0.004189930132171959,0.001817975109041564,-0.002437776065571994,0.9790462255477904,-9.800712585449217,0.08947557210922241,1.3214606542180298e-09,1.5572099621259717e-10,4.51572808175047e-10,1.557210135280937e-10,3.9767351149320773e-10,-6.371101197578738e-10,4.515727735440539e-10,-6.371101890198599e-10,1.46192451622829e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.849490712325078,0.00560376338508517,0.08947557210922241
1707028608.1244829,-0.6888494491577148,0.14873801171779633,-0.21737493574619293,0.6753603219985962,-0.0042880127453565455,-0.0025096678931166238,0.0012671746036657917,0.9838108420372008,-9.709671974182129,0.05850567668676376,1.3214168806427823e-09,1.5568968979485688e-10,4.515591981947683e-10,1.556897071103534e-10,3.9768680979454876e-10,-6.371205090557966e-10,4.515591981947683e-10,-6.371205090557966e-10,1.4618724312147043e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.759366755437448,0.01934300881897799,0.05850567668676376
1707028608.1671102,-0.6889452338218689,0.14865823090076447,-0.21747486293315887,0.6752480268478394,0.001521573723978728,0.0012493263524219992,0.0002293608865861092,0.9909808039665222,-9.774274826049805,0.13480553030967712,1.3214970860227455e-09,1.55738796543038e-10,4.518632583139715e-10,1.5573877922754143e-10,3.9714338025120756e-10,-6.366033298052064e-10,4.518632929449646e-10,-6.366033990671927e-10,1.4621580676455912e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.824361943935862,0.020092872513503224,0.13480553030967712
1707028608.172125,-0.6888888478279114,0.14863628149032593,-0.21748775243759155,0.6753062605857849,0.007368241331547053,-0.00549326143985644,0.001783096280254908,0.9814742803573608,-9.805502891540527,0.14910830557346344,1.3214069069167767e-09,1.5569651210049274e-10,4.517899098706376e-10,1.5569647746949964e-10,3.9719671198054383e-10,-6.366527828633184e-10,4.5178997913262364e-10,-6.366529213872907e-10,1.4620504345191125e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.854497540190234,0.0075464824423377985,0.14910830557346344
1707028608.1921854,-0.6887961030006409,0.1486489176750183,-0.21746301651000977,0.6754060387611389,-0.0027667560519889596,0.002752775496178806,0.005067008971800178,0.9456703662872313,-9.63576602935791,0.010823803953826427,1.3212045233932432e-09,1.5560148465549347e-10,4.5155247978211167e-10,1.556014673399969e-10,3.974613620296271e-10,-6.369136927651494e-10,4.5155247978211167e-10,-6.369136927651494e-10,1.4618206232490634e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.682053066500975,-0.011306266438830481,0.010823803953826427
1707028608.204723,-0.6888909935951233,0.14872433245182037,-0.21738080680370328,0.6753190755844116,-2.0436769041905528e-05,-0.001390496390508242,-0.003016921812356964,0.9767324924468994,-9.788793563842772,0.09903715550899504,1.321385989796959e-09,1.5568745609580348e-10,4.5160103243440356e-10,1.5568743878030696e-10,3.975350914138849e-10,-6.369883571862202e-10,4.5160103243440356e-10,-6.36988218662248e-10,1.4619249318002071e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.83740137092001,0.004479369633424657,0.09903715550899504
1707028608.2323053,-0.6887689232826233,0.1486605852842331,-0.2174411863088608,0.6754381656646729,-0.00645165199934724,-0.001499924226293214,0.005555303732286065,0.9504808783531189,-9.654903411865234,0.03944814205169678,1.3211601957221067e-09,1.5559119925055006e-10,4.514579718020085e-10,1.555911819350535e-10,3.9760719314146816e-10,-6.370430741552797e-10,4.5145800643300156e-10,-6.370430741552797e-10,1.4617157606020307e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.701572194855167,-0.008410741640067831,0.03944814205169678
1707028608.2348127,-0.6887996792793274,0.1486583799123764,-0.2174408435821533,0.6754074096679688,-0.007516326616093486,-0.0004654950515562352,0.005562721572393537,0.971921980381012,-9.683447837829588,0.03705568984150887,1.3211881775645117e-09,1.556102116657485e-10,4.51493503200904e-10,1.556102116657485e-10,3.975553505448341e-10,-6.369907813557355e-10,4.514935378318971e-10,-6.369907813557355e-10,1.4617523309307183e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.732095985393709,0.010104206941125238,0.03705568984150887
1707028608.2448428,-0.6887832880020142,0.14862370491027832,-0.21747881174087524,0.6754195094108582,0.003644375846228481,0.00285762004200466,-0.0013582023104737103,0.9957225918769836,-9.807746887207031,0.08947518467903137,1.3212017529137972e-09,1.5560505164778027e-10,4.5156016786257437e-10,1.5560505164778027e-10,3.974641325090731e-10,-6.369039960870884e-10,4.515602371245605e-10,-6.369039960870884e-10,1.4617587030334443e-09,6.090633096098318e-10,0.0,0.0,0.0,6.280380462878344e-10,0.0,0.0,-0.0,6.368115313355767e-10,0.009366241283714771,0.0,0.0,0.0,0.006357183679938316,0.0,0.0,-0.0,0.007645312696695326,-9.858138774322883,0.02150324824615979,0.08947518467903137
