timestamp,gravity_x,gravity_y,gravity_z,trunk_x,trunk_y,trunk_z,nose_x,nose_y,nose_z,l_eye_x,l_eye_y,l_eye_z,r_eye_x,r_eye_y,r_eye_z,l_ear_x,l_ear_y,l_ear_z,r_ear_x,r_ear_y,r_ear_z,l_shoulder_x,l_shoulder_y,l_shoulder_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,r_elbow_x,r_elbow_y,r_elbow_z,l_hand_x,l_hand_y,l_hand_z,r_hand_x,r_hand_y,r_hand_z,l_base_x,l_base_y,l_base_z,r_base_x,r_base_y,r_base_z,l_knee_x,l_knee_y,l_knee_z,r_knee_x,r_knee_y,r_knee_z,l_foot_x,l_foot_y,l_foot_z,r_foot_x,r_foot_y,r_foot_z,timestamp_datetime_round,t,x,y,theta,pan
1702977175.2591033,,,,4.368184540904616,-0.5985732231189776,-2.664959762790244,4.846390829757467,-0.6906768236247011,-2.685166817300886,4.890246319773807,-0.7138694424290519,-2.67785353879978,,,,4.86057772666388,-0.73112097885569,-2.6430446694219207,5.121561070163636,-0.5437176031830283,-2.8338053922689195,4.820411566206936,-0.7245362423357107,-2.810998460763618,4.918060898367121,-0.41572955572858766,-2.875604637536244,4.827734063293113,-0.8399260324471877,-3.0464320893320758,4.808348183687653,-0.4428856769972558,-3.0584290311723654,4.693618580967557,-0.8888275639125052,-3.160309952493728,3.023735294028368,-0.5861599581306552,-1.4694335982719027,4.650116502352615,-0.7538561426486232,-3.178493956762303,3.084149196691787,-0.5001709517629916,-1.7947419960988091,3.0291903434043497,-0.7284767364459802,-1.7085016880053598,,,,3.963074842909544,-0.7606309281785892,-2.712004574732247,,,,2023-12-19 18:12:55.260000+09:00,1702977175.2618163,0.000377569618849082,-0.6051070245890418,0.005373774400526655,-0.015348682744451829
1702977175.299702,,,,4.36407107943874,-0.6041840926937736,-2.6649506602586013,4.845675712202399,-0.6931721132472604,-2.6830665421264674,4.8899881891541535,-0.7149354380915229,-2.6780282766431727,5.211310773946272,-0.664435741631868,-2.9201248338294086,4.859895749464067,-0.73557437868997,-2.6370827008464603,5.1174585862183815,-0.5422082774406685,-2.8290602102289024,4.819690378587279,-0.7308843328133211,-2.810861752223841,4.916057517551407,-0.4143487255223276,-2.878334374690216,4.827516723636505,-0.8385687104348057,-3.0505262363430536,4.8228048064651485,-0.4606524743010404,-3.0652259387437524,4.659562984172814,-0.8958135978205425,-3.159147271592821,2.2096338283825183,-0.545589845096163,-0.8698441347950814,4.639128869136447,-0.7612279003893964,-3.1729445121695736,3.081407552479828,-0.5102754120500526,-1.7976620019507756,2.2374323238440876,-0.678048781916516,-1.0387405664515665,3.4080719060839844,-0.5067706370001649,-2.0247038361979257,3.8674378574409913,-0.7527049741000656,-2.6410203348741956,,,,2023-12-19 18:12:55.300000+09:00,1702977175.303733,0.0002906302772580476,-0.6049709962479037,0.005357910976336079,-0.015348681662694147
1702977175.373708,,,,4.664291669607548,-0.6055585310011329,-2.9165670995463024,4.85310983823234,-0.69073873675822,-2.6842924504847216,5.012665217762894,-0.7161009309653138,-2.7490124170010755,5.233657094230703,-0.6608476938792789,-2.921254722207491,4.881609109765707,-0.7316563994508494,-2.6569186687536526,5.133786055231568,-0.5419713735240036,-2.836040583588038,4.8313838246276894,-0.6977313543136899,-2.818624493957658,4.906358040172001,-0.42407441681082814,-2.8720798895881012,4.692231146723518,-0.8465836722357784,-3.065147817907514,4.82298447540727,-0.474678496632207,-3.0616882433311154,4.010186055100606,-0.7993678976839841,-2.669036161650067,1.6465922299999425,-0.49834699648402436,-0.5019229695441694,4.654558758277257,-0.7717961097798253,-3.1505831736133847,4.264698771262508,-0.5286100439977609,-2.8248531254807214,3.0210970030062043,-0.7251484147981883,-1.719080186483319,3.893408544882778,-0.49753262278753074,-2.433747655841429,3.985722240404826,-0.7630344408742787,-2.7218549568280554,1.2753786505159368,-0.48954270302900466,-0.21188855644237128,2023-12-19 18:12:55.370000+09:00,1702977175.3748953,0.0005529519167965609,-0.604786824310433,0.005241668345796201,-0.015348680053467841
1702977175.430686,,,,4.6652039161287675,-0.6060791712933111,-2.933661761616022,4.867966144886912,-0.6903636636910278,-2.6966601548413234,5.145611332067542,-0.7212330483405363,-2.8534781611133018,5.2392275978893945,-0.6648212582245924,-2.9262405396225777,4.885890231682872,-0.7336823693113499,-2.658763581355484,5.13124710755375,-0.5363080097731594,-2.835665921034997,4.83573046760928,-0.7075268716019096,-2.82809161643378,4.910946590426792,-0.4076755871760696,-2.8780447275412597,4.761485296823206,-0.8206358098835125,-3.088397407093111,4.8182162616726485,-0.4756956473051365,-3.06084673852911,3.1831243036102777,-0.7292522507320222,-1.9500146294246383,1.3735490639468426,-0.48951887402069566,-0.2797984511163098,4.580459507451162,-0.7825078024293283,-3.118161175460817,4.333608921057704,-0.5265971111380393,-2.910295948605516,1.891465155517338,-0.6482632686541945,-0.7475938254485399,3.3391824520038385,-0.4834477241043386,-1.9606818069756173,4.157299570148947,-0.7729992537036428,-2.8737465285883683,1.2753786505159368,-0.48954270302900466,-0.21188855644237128,2023-12-19 18:12:55.430000+09:00,1702977175.4334671,0.001201882814035193,-0.6046150341456006,0.005117501909114323,-0.015348678976217174
1702977175.4606872,,,,4.63412625102827,-0.6074301144084356,-2.9055589274931983,4.8728299011566305,-0.6904081185445584,-2.700301950300973,5.158595248447835,-0.7220971175851696,-2.8671824625542564,5.245122315250452,-0.6651942573958535,-2.9308495411099584,4.875809428086418,-0.7361694039270098,-2.645368973993488,5.142086041447712,-0.5415504428235445,-2.8436640306282466,4.821681875642881,-0.7106165657450568,-2.813962957561052,4.906584061444906,-0.41097524000916286,-2.873570487550646,4.750991537823383,-0.8256435732622103,-3.0539684424808984,4.818542475561137,-0.48862020779305126,-3.0543356885153536,3.6834228989514584,-0.7792514446958526,-2.3312726530920216,1.4321162749506529,-0.4840127871900301,-0.33476854862013317,4.576402249481385,-0.77901328999213,-3.114367580735023,4.2317864831614225,-0.5291081247070245,-2.8202994219206676,2.3111263709032053,-0.6863344449916177,-1.1315218131390288,2.5691710367201726,-0.48801547966703723,-1.3058136523056711,4.199689233319936,-0.7754611468921465,-2.9112726550004875,1.2753786505159368,-0.48954270302900466,-0.21188855644237128,2023-12-19 18:12:55.460000+09:00,1702977175.463742,0.0014934662148690457,-0.6045310644589633,0.005069532582127092,-0.015348678579593066
1702977175.4915805,,,,4.641099989667804,-0.613139627804998,-2.9144784598335987,5.002299832299342,-0.6964327698057845,-2.7805888961363534,5.089029444377493,-0.7190590050486818,-2.788008346780374,5.251101987763502,-0.6569114275574657,-2.904931705327659,4.8836181219562,-0.7396073105434,-2.643244741518833,5.15210192102233,-0.5455296014159693,-2.8445288784483025,4.827226087057479,-0.7245502998110113,-2.82042007244322,4.9129536351865974,-0.41847347571714427,-2.8759700051293637,4.771816742473122,-0.8328766116693952,-3.0500146755548783,4.826368390275922,-0.4910647571846443,-3.0484278145099317,4.037273698205905,-0.8116868677017811,-2.606930409957198,1.349258570759361,-0.4857689558221492,-0.2639628169788212,4.577541790299914,-0.7789834868591153,-3.120423396847449,4.246645127035336,-0.5305464581456044,-2.8410770229241753,1.8883902495153515,-0.6555343341970946,-0.7590126575643507,2.060111151559414,-0.4938275690924037,-0.8722875961027285,4.227276474701917,-0.7770633498012366,-2.9356947010848358,1.2753786505159368,-0.48954270302900466,-0.21188855644237128,2023-12-19 18:12:55.490000+09:00,1702977175.4937742,0.0015036402129147799,-0.6043605844945193,0.004998150532237771,-0.015348678255082432
1702977175.5229597,,,,4.628671362991525,-0.6124346374798506,-2.903181098109416,5.024524725432801,-0.6991531564755729,-2.792677736294915,5.0378146560686305,-0.7168297530759805,-2.7452022517969157,5.243009708737939,-0.6559949572705548,-2.893707190772937,4.8904503517973925,-0.7390178818989853,-2.6428779876350115,5.155907346472079,-0.5450254327073779,-2.845966817468875,4.831528753045643,-0.7279167969718218,-2.8234636381962144,4.9159852353367555,-0.4175176569616059,-2.877883573124267,4.781226690775675,-0.8358719778170378,-3.0465304876552946,4.827365954756198,-0.49560759992052944,-3.045302058589647,4.256839044041071,-0.8361335314768583,-2.7808532019798244,1.3065282397172664,-0.4866641126641997,-0.22759188513969,4.5882213596346,-0.7782429804454996,-3.1288319861563694,4.178927964737074,-0.5260579323193308,-2.782529685136251,1.6418847115071207,-0.6390171445088132,-0.5433632499040438,1.7270592457364653,-0.4976301226157882,-0.5886536201183507,4.245402644368352,-0.7781160756380864,-2.951741182311317,1.2753786505159368,-0.48954270302900466,-0.21188855644237128,2023-12-19 18:12:55.520000+09:00,1702977175.5218198,0.001006272983830858,-0.6040446847161538,0.004880658036318772,-0.01534867798957373
1702977175.5548356,,,,4.6220866843581065,-0.6098146754885276,-2.8939930961793356,5.003604649625065,-0.7002697988955522,-2.7778195850516005,5.001083382859473,-0.7157126896293865,-2.722529260438838,5.230399839216056,-0.6579141371702553,-2.8888315712282653,4.894956929091493,-0.7374530905014663,-2.643632523787419,5.155736687508287,-0.5434166537935485,-2.846414121256576,4.834318345252261,-0.727335904971572,-2.824354377026718,4.916457896317793,-0.4157335427802821,-2.8785344751050315,4.785247191627556,-0.8361128385180396,-3.0425580399090726,4.824309775100206,-0.4990493020345521,-3.0423976700964954,4.396055167981752,-0.8530279347647336,-2.8912589240377566,1.4075820967430244,-0.4827149374061511,-0.317289909746402,4.603612128416916,-0.7751459936575488,-3.1368074521820626,4.133943620146111,-0.5210411401478732,-2.736265749050031,1.6576700795876096,-0.6404513510296113,-0.5543462256577355,2.2698069274938932,-0.5648028360705574,-1.0544234667050483,4.232222330084226,-0.7800159839811043,-2.9559927761432907,2.1234087037264424,-0.575155196402892,-1.0111879701271274,2023-12-19 18:12:55.550000+09:00,1702977175.5477612,0.0009655792567256038,-0.6039974448467477,0.00494281192341756,-0.015348677772339338
1702977175.6034698,,,,4.628954124392433,-0.6119662994500351,-2.8982578592672046,4.940120507419654,-0.6968471820999883,-2.741487803663954,5.000785348569657,-0.7172680022771347,-2.730372347360208,5.200790699283072,-0.6616219133233309,-2.8773878549333847,4.893479646901782,-0.7366265602743214,-2.6472129783487173,5.1484668235117885,-0.547012308783331,-2.843653852705494,4.830179184826177,-0.7340725589891345,-2.818162767862886,4.908646255150461,-0.4203924379186714,-2.8703396119725673,4.789809628134714,-0.843800543292133,-3.026987232224669,4.81301129278049,-0.4890228930180111,-3.0391525706248506,4.534902960211142,-0.8709661735296946,-2.9933626895048397,1.980843253129933,-0.49625570015013926,-0.7576749709021195,4.608077226633911,-0.7730212167551167,-3.1389357461293637,4.168744525497831,-0.5204056976775658,-2.765462842329045,2.6349737820888586,-0.7040813116742136,-1.379053260990296,2.5054586446017746,-0.5546012157761753,-1.2555423820175402,3.981260687421976,-0.7717825013420284,-2.7323668154027176,2.0895766281588157,-0.5637316344746647,-0.982806882082071,2023-12-19 18:12:55.600000+09:00,1702977175.5993474,0.0006381974605976716,-0.6038203807656473,0.004945755887025233,-0.01534867759460211
1702977175.6362014,4.597148557639555,-0.6614419212538187,-2.9147829053937695,4.632137711254743,-0.6209962503938602,-2.903399066175651,4.913086417197795,-0.6946855470449316,-2.726995048602195,4.970188505994128,-0.7174518885713976,-2.706435402969929,5.180993760189203,-0.6623798957627719,-2.863832169117162,4.8911788051281775,-0.7387483061924599,-2.6454151508584847,5.1427230983969805,-0.5512731137870658,-2.838600926826883,4.822945174721808,-0.7466323944160852,-2.8099442217520707,4.893537488484811,-0.4272238868929141,-2.8580496491500655,4.782444668787944,-0.8513781932404064,-3.0057750674306445,4.789689576372621,-0.48970909235984805,-3.0205913686192853,4.568745340201495,-0.8788866592741159,-3.016349693253844,2.0006780182974886,-0.4789506977378165,-0.7947450688537722,4.5814921599129095,-0.7783491301212635,-3.117916062836144,4.230462889039822,-0.5317974405983531,-2.8275991494553274,3.3251378800733793,-0.748019048820138,-1.9615769790975024,2.0972085870861616,-0.5246870087637483,-0.9043916841538326,3.6984017935316165,-0.7616705257242927,-2.4788506916769797,1.8050438772461448,-0.5284647313922068,-0.7185811880755905,2023-12-19 18:12:55.640000+09:00,1702977175.6418135,0.0006667980769408468,-0.6039042101543263,0.005008711684067642,-0.015348677449180741
