timestamp,orien_x,orien_y,orien_z,orien_w,ang_vel_x,ang_vel_y,ang_vel_z,lin_acc_x,lin_acc_y,lin_acc_z,orien_cov_01,orien_cov_02,orien_cov_03,orien_cov_04,orien_cov_05,orien_cov_06,orien_cov_07,orien_cov_08,orien_cov_09,ang_vel_cov_01,ang_vel_cov_02,ang_vel_cov_03,ang_vel_cov_04,ang_vel_cov_05,ang_vel_cov_06,ang_vel_cov_07,ang_vel_cov_08,ang_vel_cov_09,lin_acc_cov_01,lin_acc_cov_02,lin_acc_cov_03,lin_acc_cov_04,lin_acc_cov_05,lin_acc_cov_06,lin_acc_cov_07,lin_acc_cov_08,lin_acc_cov_09,lin_acc_x_calib,lin_acc_y_calib,lin_acc_z_calib
1707035044.8436584,0.0,0.0,0.0,0.0,0.0005326322180158476,0.0002663161090079238,0.0005326322180158476,-2.583984375,-0.1136474609375,9.6289306640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00716682931375523,-0.1136474609375,9.969615319565987
1707035044.8447828,0.0,0.0,0.0,0.0,0.0002663161090079238,0.0018642127630554663,0.0010652644360316951,-2.595947265625,-0.117236328125,9.6528564453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001832808259840668,-0.117236328125,9.995827949726369
1707035044.8811142,0.0,0.0,0.0,0.0,0.0005326322180158476,0.001331580545039619,0.0007989483270237714,-2.5947509765625,-0.1232177734375,9.65166015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026771021262828043,-0.1232177734375,9.994361872337825
1707035044.8824174,0.0,0.0,0.0,0.0,0.001331580545039619,0.0005326322180158476,0.0,-2.6138916015625,-0.1208251953125,9.6504638671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611675967466475,-0.1208251953125,9.998180954887149
1707035044.8834777,0.0,0.0,0.0,0.0,0.0005326322180158476,0.0015978966540475428,-0.0002663161090079238,-2.5875732421875,-0.1208251953125,9.640893554687501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00681019004178518,-0.1208251953125,9.982099851124078
1707035044.92117,0.0,0.0,0.0,0.0,0.0005326322180158476,0.001331580545039619,0.0002663161090079238,-2.5827880859375,-0.12919921875,9.621752929687501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006456664374943077,-0.12919921875,9.962373314039976
1707035044.9222507,0.0,0.0,0.0,0.0,0.0010652644360316951,0.002929477199087161,0.0002663161090079238,-2.6138916015625,-0.1244140625,9.6480712890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01673854319676682,-0.1244140625,9.995870583632161
1707035044.9233215,0.0,0.0,0.0,0.0,0.0007989483270237714,0.0015978966540475428,0.0005326322180158476,-2.6031250000000004,-0.1208251953125,9.649267578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006030980788274132,-0.1208251953125,9.994227743410194
1707035045.102771,0.0,0.0,0.0,0.0,-0.0005326322180158476,0.0010652644360316951,0.0002663161090079238,-2.6318359375,-0.136376953125,9.649267578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033755435848119575,-0.136376953125,10.00168914567542
1707035045.1207895,0.0,0.0,0.0,0.0,0.001331580545039619,0.0010652644360316951,0.0002663161090079238,-2.648583984375,-0.122021484375,9.6767822265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04277752412885549,-0.122021484375,10.032610899762487
