start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1702984271.5162406,1702984271.6996284,1702984271.6079345,12,3.9288851071868365,-0.4962933207805605,-0.8044220057527935,0.0
1702984272.7162986,1702984273.0829458,1702984272.8996222,23,3.192904590040635,-0.5084185384509032,-1.2432749200598912,0.7359805171462015
1702984273.2663693,1702984273.6996062,1702984273.4829879,27,3.050043073689124,-0.5015773403686622,-0.7788614951103254,0.1428615163515108
1702984274.3662446,1702984274.699627,1702984274.5329356,21,2.186908663996129,-0.4861585908089139,-1.2947565620750194,0.8631344096929952
1702984276.1329541,1702984276.7661572,1702984276.4495556,39,1.4782961073168006,-0.5544782864480994,-1.7189838827083646,0.7086125566793284
1702984277.9827507,1702984278.78291,1702984278.3828304,49,0.6207821181393697,-0.6891831435162566,-0.9081675196815695,0.8575139891774309
1702984279.7829986,1702984280.3662567,1702984280.0746276,36,-0.38972123043333523,-0.761404089789091,-1.0104139741295548,1.0105033485727049
1702984281.4162345,1702984282.482869,1702984281.9495516,65,-1.3746830115288535,-0.8460785612135489,-0.9380786912168952,0.9849617810955182
1702984283.2328794,1702984283.849587,1702984283.541233,38,-2.4618653071688805,-0.8426802499542074,-1.4495561189215709,1.087182295640027
1702984287.5496037,1702984287.9996114,1702984287.7746077,28,-3.4983819968590297,-0.5142281159756953,-1.1242626475621489,1.0365166896901492
