start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1703137890.416359,1703137890.6330445,1703137890.5247016,14,6.687764904731592,-0.591663435178617,-0.851107883315527,0.0
1703137893.2162888,1703137893.416259,1703137893.316274,13,5.412950731773614,-0.7381026533305294,-0.8543943126235045,1.2748141729579787
1703137894.932919,1703137895.1496518,1703137895.0412855,14,4.395652364980701,-0.6218609614178223,-0.6707491352886229,1.0172983667929127
1703137898.3164525,1703137898.7497413,1703137898.5330968,27,2.572992567406071,-0.8020713001843066,-0.575552410374267,1.8226597975746297
1703137899.816396,1703137900.1830518,1703137899.999724,23,1.9388719178622273,-0.8582535979982223,-0.5944947883790072,0.6341206495438438
1703137901.4497037,1703137902.2162826,1703137901.832993,47,0.8464994508561983,-0.9643106812850327,-0.862409391164052,1.092372467006029
1703137904.566393,1703137904.7829268,1703137904.6746597,14,-0.9386335472061555,-1.0269189156176328,-0.7595954129510121,1.7851329980623538
1703137905.53292,1703137905.9330168,1703137905.7329683,25,-1.6119062434307134,-1.0937344108938203,-0.8977052041105802,0.6732726962245579
1703137906.032984,1703137906.1996708,1703137906.1163273,11,-1.669585992024585,-1.0951345674864568,-0.5769864992887312,0.057679748593871594
1703137906.799838,1703137906.9997556,1703137906.899797,13,-2.3775793150107707,-0.997053176803062,-1.1796599933000211,0.7079933229861857
1703137910.1164143,1703137910.2997367,1703137910.2080755,12,-3.5635405836825775,0.7895871548594359,1.3383815865979216,1.1859612686718068
