1.698047577883511305e+09,1.142686903102934366e+02,-4.521472107104599445e+02,1.014432744510978591e+04,0.000000000000000000e+00,1.698047578264188766e+09,9.798079255292635459e-04,4.030929658509047032e-04,1.516540925621829704e-04,-6.767947846597621719e-07
1.698047577917010307e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.698047578226310253e+09,-1.918510676469808995e-03,-1.580442191612308096e-03,5.941824129099184532e-04,-6.767947846597621719e-07
1.698047578173872709e+09,1.158895960757681962e+02,-4.523662791242785488e+02,1.023695561377245940e+04,0.000000000000000000e+00,1.698047578251374483e+09,1.296207906486268602e-03,2.780498193332799810e-04,5.632899932832239074e-05,-6.767947846597621719e-07
1.698047578842602730e+09,1.141028553723198371e+02,-4.567113842730320812e+02,1.027353478043912583e+04,0.000000000000000000e+00,1.698047578276345968e+09,-4.954506049556772762e-04,-1.868138993039875084e-04,4.005308546773190593e-04,-6.767947846597621719e-07
1.698047578184638262e+09,1.129336261399349297e+02,-4.510856396640733124e+02,1.024300596307385422e+04,0.000000000000000000e+00,1.698047578451385736e+09,-1.235075960019399455e-03,-1.105869383957563002e-03,5.368320930135466254e-04,-6.767947846597621719e-07
1.698047578251513243e+09,1.145332540526015350e+02,-4.472172510228895135e+02,1.015488622754491371e+04,0.000000000000000000e+00,1.698047578626405239e+09,1.457646211114937973e-03,-6.796765787158474492e-05,-3.991926030684446789e-05,-6.767947846597621719e-07
1.698047578418761253e+09,1.157652578461396899e+02,-4.586705399668244922e+02,1.024157811876247797e+04,0.000000000000000000e+00,1.698047578776415110e+09,2.566251343729036849e-03,1.256617411841685992e-03,-4.120305145660954865e-04,-6.767947846597621719e-07
1.698047578586013317e+09,1.130887480104811402e+02,-4.556257522347393660e+02,1.022628021457086288e+04,0.000000000000000000e+00,1.698047578951273918e+09,2.363628253347543895e-03,4.901794378663494990e-04,-3.314127611570675007e-04,-6.767947846597621719e-07
1.698047578786792278e+09,1.134098909287198751e+02,-4.526643611580637980e+02,1.025113670159680987e+04,0.000000000000000000e+00,1.698047579176345587e+09,1.830924832149860570e-03,6.208363156029433460e-04,-1.192011910234243389e-05,-6.767947846597621719e-07
1.698047578920533180e+09,1.141320694785811298e+02,-4.580570272991533898e+02,1.023972577345310128e+04,0.000000000000000000e+00,1.698047579301263332e+09,-1.093502136365914756e-03,-1.061832156568372817e-03,5.969995652528019975e-04,-6.767947846597621719e-07
1.698047579121292353e+09,1.130023443399639120e+02,-4.582434965480487676e+02,1.022197749500998361e+04,0.000000000000000000e+00,1.698047579501327991e+09,6.523913089695465573e-06,-3.313869274450292782e-04,2.864989166418043919e-04,-6.767947846597621719e-07
1.698047579288565397e+09,1.100475494317567779e+02,-4.525440265368774817e+02,1.019518582834331755e+04,0.000000000000000000e+00,1.698047579676252842e+09,1.406887553990765483e-03,8.375655322508683467e-04,-4.447181246962718425e-04,-6.767947846597621719e-07
1.698047579388764381e+09,1.107947632558160080e+02,-4.574990750683737133e+02,1.026736452095808818e+04,0.000000000000000000e+00,1.698047579826229572e+09,3.251681313408943952e-03,9.664771260919737591e-04,-4.650641384779918277e-04,-6.767947846597621719e-07
1.698047579623047352e+09,1.093639508183897249e+02,-4.604701150231143174e+02,1.024064762974052428e+04,0.000000000000000000e+00,1.698047580121712685e+09,1.219106137453990213e-03,1.510414969495611792e-04,4.332776348264578460e-05,-6.767947846597621719e-07
