2.174478501992177515e-03,4.173764188907657800e-04,-2.172868585252187099e-03
2.287841527157719046e-03,-1.338815176219660427e-04,-2.127143515728991807e-03
5.611836854562401999e-04,-1.217410173053363348e-04,-2.208289169462202516e-03
1.539401392932765456e-03,2.882912743493501852e-05,-2.328304659137304857e-03
1.627951585190717809e-03,-1.773709159334876289e-04,-2.035063053470649932e-03
9.097410856940824075e-04,-2.393447097177288179e-04,-2.003672353079396194e-03
1.547752752877579185e-03,1.500402951197242246e-04,-2.240676916319975231e-03
1.655936038444105751e-03,5.779005445157031498e-05,-2.027194479620949685e-03
1.278048910334644850e-03,4.870572943290982530e-04,-2.075114864381972114e-03
1.246875211620368518e-03,9.052815346396431801e-04,-2.505133474939425994e-03
1.380881238059822325e-03,-3.765917885138080805e-05,-2.188182963543870881e-03
3.174830662752980981e-04,-4.518963468519174927e-04,-2.227854355687865478e-03
1.345761547652257750e-03,1.096576076304175799e-03,-2.411774354443368962e-03
1.987165751783120937e-03,-6.757752831711208701e-04,-2.339339030251467739e-03
1.256239828102911904e-03,1.318899233967273511e-04,-2.297870942617658441e-03
1.792424084122168360e-03,-9.081467984461514013e-04,-2.064508646060684172e-03
1.327818104440825486e-03,-8.979667354809095069e-05,-2.206405547622493184e-03
8.988163755234701568e-04,-3.331400544957223864e-04,-2.105312130289177259e-03
8.365154358529469647e-04,-3.874511765225029688e-04,-2.029306700812851579e-03
6.675475743968262154e-04,-4.908192968100433175e-04,-2.019004425886090741e-03
1.478348415776653546e-03,-1.119740399361068123e-04,-2.348245543661670043e-03
1.582339602956450708e-03,-7.017835906811536063e-04,-2.157824403322781016e-03
1.166919118871678762e-03,7.041657370121600463e-04,-2.106846495993173075e-03
8.369795996301665486e-04,-3.093721059400857836e-04,-2.211564649387475281e-03
1.593320300064121620e-03,-2.000508090127284559e-04,-2.041859037196090861e-03
1.303462547915384961e-03,-4.036299300430794637e-04,-2.183360070723985337e-03
1.267193652327081033e-03,4.924827629023903822e-04,-2.290450087186522623e-03
8.561320345000233978e-04,1.336557343859005008e-04,-2.075776021237957670e-03
1.353811010061323206e-03,-4.739197584948588813e-05,-2.179287063396193914e-03
1.440243432241417043e-03,-5.078175525032941262e-05,-2.210724750663564143e-03
1.479406294991630899e-03,4.803141238379621519e-04,-2.238303594703768083e-03
9.729668834541349565e-04,-6.886396721006410966e-05,-2.045565948423213286e-03
1.003643918643354338e-03,1.920375046058188178e-04,-2.131164278216682827e-03
9.065231293113318323e-04,-8.533516336608685908e-04,-2.068560841709441399e-03
1.251838162338259064e-03,4.365772135514084406e-04,-2.114254622315795123e-03
4.814721643916219929e-04,7.844737007820564573e-04,-2.355958015617120888e-03
