0.000000000000000000e+00 -3.607461761091145247e-01 -2.714967665257337348e-01 5.115664005279541904e+00 0.000000000000000000e+00
6.647396087646484375e-02 -3.616581019033162647e-01 -2.721830798419483388e-01 5.128595829010010654e+00 0.000000000000000000e+00
1.331090927124023438e-01 -3.641080954612562204e-01 -2.740269395223580151e-01 5.163338661193848544e+00 0.000000000000000000e+00
2.000019550323486328e-01 -3.624942692604111727e-01 -2.824400921858934987e-01 5.140453338623047763e+00 0.000000000000000000e+00
2.664070129394531250e-01 -3.645381330343404613e-01 -2.840325837690068078e-01 5.169436931610108310e+00 0.000000000000000000e+00
3.334779739379882812e-01 -3.620274116746184934e-01 -2.820763366433907682e-01 5.133832931518555576e+00 0.000000000000000000e+00
3.999509811401367188e-01 -3.652846545888048246e-01 -2.846142415620854238e-01 5.180023193359375888e+00 0.000000000000000000e+00
4.666168689727783203e-01 -3.660994024499223398e-01 -2.852490583868363405e-01 5.191576957702637607e+00 0.000000000000000000e+00
5.332748889923095703e-01 -3.632539047920044784e-01 -2.830319678312896436e-01 5.151225566864014560e+00 0.000000000000000000e+00
5.998370647430419922e-01 -3.612396315305713701e-01 -2.814625319149440252e-01 5.122661590576172763e+00 0.000000000000000000e+00
6.668717861175537109e-01 -3.655326096332902064e-01 -2.848074375697500216e-01 5.183539390563965732e+00 0.000000000000000000e+00
7.333278656005859375e-01 -3.633198109334733195e-01 -2.830833190890903461e-01 5.152160167694092685e+00 0.000000000000000000e+00
7.999808788299560547e-01 -3.651858626277662556e-01 -2.845372670746270094e-01 5.178622245788575107e+00 0.000000000000000000e+00
8.668758869171142578e-01 -3.639181445463798847e-01 -2.835495151509813128e-01 5.160645008087159091e+00 0.000000000000000000e+00
9.332010746002197266e-01 -3.629751823396394905e-01 -2.828147991701109309e-01 5.147273063659668857e+00 0.000000000000000000e+00
1.000119924545288086e+00 -3.617182580701977512e-01 -2.818354573249112205e-01 5.129448890686036044e+00 0.000000000000000000e+00
1.066538095474243164e+00 -3.624587942709980859e-01 -2.824124515853936312e-01 5.139950275421143466e+00 0.000000000000000000e+00
1.133362054824829102e+00 -3.653424905905019449e-01 -2.846593049107676854e-01 5.180843353271485263e+00 0.000000000000000000e+00
1.200211048126220703e+00 -3.655066170581088292e-01 -2.847871852624643263e-01 5.183170795440674716e+00 0.000000000000000000e+00
1.266718149185180664e+00 -3.616003667783662112e-01 -2.817436014525390719e-01 5.127777099609375888e+00 0.000000000000000000e+00
1.333362102508544922e+00 -3.635318874815570700e-01 -2.832485601007991849e-01 5.155167579650879794e+00 0.000000000000000000e+00
1.400110960006713867e+00 -3.619388755162065152e-01 -2.820073530404370032e-01 5.132577419281006748e+00 0.000000000000000000e+00
1.466444969177246094e+00 -3.653449116324334889e-01 -2.846611912835032565e-01 5.180877685546875888e+00 0.000000000000000000e+00
1.533628940582275391e+00 -3.674549841780730963e-01 -2.863052699210091867e-01 5.210800170898438388e+00 0.000000000000000000e+00
1.600183963775634766e+00 -3.659293242542338565e-01 -2.851165407021648557e-01 5.189165115356446201e+00 0.000000000000000000e+00
1.666471004486083984e+00 -3.616987888579985544e-01 -2.818202877441629006e-01 5.129172801971436435e+00 0.000000000000000000e+00
1.733563899993896484e+00 -3.632373610054724922e-01 -2.830190776175968148e-01 5.150990962982178623e+00 0.000000000000000000e+00
1.800207853317260742e+00 -3.646924072063094102e-01 -2.841527876316546353e-01 5.171624660491944248e+00 0.000000000000000000e+00
1.866607904434204102e+00 -3.675561971810430983e-01 -2.766219731764107403e-01 5.212235450744629794e+00 0.000000000000000000e+00
1.933484077453613281e+00 -3.660393471597879755e-01 -2.754803952378251930e-01 5.190725326538086826e+00 0.000000000000000000e+00
2.000141859054565430e+00 -3.651168293071359039e-01 -2.747861103620748979e-01 5.177643299102784091e+00 0.000000000000000000e+00
2.066948890686035156e+00 -3.636184397306084781e-01 -2.833159979260946315e-01 5.156394958496094638e+00 0.000000000000000000e+00
2.133467912673950195e+00 -3.646246516578095509e-01 -2.744156985623170675e-01 5.170663833618164951e+00 0.000000000000000000e+00
2.200270891189575195e+00 -3.645905889428565083e-01 -2.743900630391118423e-01 5.170180797576905185e+00 0.000000000000000000e+00
2.266723871231079102e+00 -3.655964646142337293e-01 -2.751470828230809795e-01 5.184444904327393466e+00 0.000000000000000000e+00
2.333350896835327148e+00 -3.612446417423463285e-01 -2.718719106481365944e-01 5.122732639312745029e+00 0.000000000000000000e+00
2.400372028350830078e+00 -3.617830209418656517e-01 -2.722770936313929080e-01 5.130367279052735263e+00 0.000000000000000000e+00
2.466727018356323242e+00 -3.641769606539746462e-01 -2.740787673126090507e-01 5.164315223693848544e+00 0.000000000000000000e+00
2.533434867858886719e+00 -3.645432777484449161e-01 -2.743544567398524814e-01 5.169509887695313388e+00 0.000000000000000000e+00
2.600352048873901367e+00 -3.613866425767457979e-01 -2.719787801589910736e-01 5.124746322631836826e+00 0.000000000000000000e+00
2.666733980178833008e+00 -3.628551053849531360e-01 -2.730839419890945807e-01 5.145570278167725498e+00 0.000000000000000000e+00
2.733605861663818359e+00 -3.623336734789543989e-01 -2.726915135010953284e-01 5.138175964355469638e+00 0.000000000000000000e+00
2.800139188766479492e+00 -3.651925877442426804e-01 -2.748431259926586434e-01 5.178717613220215732e+00 0.000000000000000000e+00
2.866741180419921875e+00 -3.616420288749376266e-01 -2.721709833166846559e-01 5.128367900848389560e+00 0.000000000000000000e+00
2.933628082275390625e+00 -3.631950936484182324e-01 -2.733398163969207872e-01 5.150391578674317294e+00 0.000000000000000000e+00
3.000055789947509766e+00 -3.611620236864335753e-01 -2.718097324837582818e-01 5.121561050415039951e+00 0.000000000000000000e+00
3.066709041595458984e+00 -3.632181271723499694e-01 -2.733571513755935767e-01 5.150718212127686435e+00 0.000000000000000000e+00
3.133779048919677734e+00 -3.628969356094364218e-01 -2.731154233226260053e-01 5.146163463592530185e+00 0.000000000000000000e+00
3.199980020523071289e+00 -3.657077989175007704e-01 -2.752308727710893188e-01 5.186023712158204013e+00 0.000000000000000000e+00
3.266906023025512695e+00 -3.639918181973790245e-01 -2.739394295132330237e-01 5.161689758300782138e+00 0.000000000000000000e+00
3.333610057830810547e+00 -3.639349237119885450e-01 -2.738966108505842545e-01 5.160882949829102451e+00 0.000000000000000000e+00
3.400263071060180664e+00 -3.665869397688799602e-01 -2.758925122125506224e-01 5.198490619659424716e+00 0.000000000000000000e+00
3.466813087463378906e+00 -3.618244476593603376e-01 -2.723082712864657862e-01 5.130954742431641513e+00 0.000000000000000000e+00
3.533519029617309570e+00 -3.641190237755303483e-01 -2.740351641472758004e-01 5.163493633270264560e+00 0.000000000000000000e+00
3.600239992141723633e+00 -3.614599463463387119e-01 -2.720339484122856200e-01 5.125785827636719638e+00 0.000000000000000000e+00
3.666892051696777344e+00 -3.646267700694996172e-01 -2.744172928742241724e-01 5.170693874359131748e+00 0.000000000000000000e+00
3.733569145202636719e+00 -3.660922065752925669e-01 -2.755201771158889423e-01 5.191474914550782138e+00 0.000000000000000000e+00
3.800431966781616211e+00 -3.623401968419365238e-01 -2.823200455209736170e-01 5.138268470764161044e+00 0.000000000000000000e+00
3.866832971572875977e+00 -3.629037279770775948e-01 -2.827591249747912205e-01 5.146259784698487216e+00 0.000000000000000000e+00
3.933446884155273438e+00 -3.657098164524437145e-01 -2.849455095741428301e-01 5.186052322387696201e+00 0.000000000000000000e+00
4.000334978103637695e+00 -3.627835501456441181e-01 -2.826654875281688906e-01 5.144555568695069248e+00 0.000000000000000000e+00
4.066859006881713867e+00 -3.621118791375622648e-01 -2.821421500921639791e-01 5.135030746459961826e+00 0.000000000000000000e+00
4.133633852005004883e+00 -3.632151681211003291e-01 -2.830017858675210607e-01 5.150676250457764560e+00 0.000000000000000000e+00
4.200211048126220703e+00 -3.640449129919602900e-01 -2.836482877233837407e-01 5.162442684173584873e+00 0.000000000000000000e+00
4.266857147216796875e+00 -3.627444435933337430e-01 -2.826350173685657219e-01 5.144001007080079013e+00 0.000000000000000000e+00
4.333725929260253906e+00 -3.662228419628469345e-01 -2.853452371967274415e-01 5.193327426910401279e+00 0.000000000000000000e+00
4.400223970413208008e+00 -3.589993271043659950e-01 -2.797169821440389503e-01 5.090892314910889560e+00 0.000000000000000000e+00
4.466871976852416992e+00 -3.622336709969501412e-01 -2.822370451206099862e-01 5.136757850646973544e+00 0.000000000000000000e+00
4.533899068832397461e+00 -3.587332478709767125e-01 -2.795096645404791524e-01 5.087119102478028232e+00 0.000000000000000000e+00
4.600100040435791016e+00 -3.657410209928942391e-01 -2.849698228227341978e-01 5.186494827270508701e+00 0.000000000000000000e+00
4.667178153991699219e+00 -3.620280841862661414e-01 -2.820768606358173280e-01 5.133842468261719638e+00 0.000000000000000000e+00
4.733563899993896484e+00 -3.614834170028413673e-01 -2.816524791695640961e-01 5.126118659973145419e+00 0.000000000000000000e+00
4.800191164016723633e+00 -3.633347070664685874e-01 -2.830949255213381921e-01 5.152371406555176669e+00 0.000000000000000000e+00
