timestamp,orien_x,orien_y,orien_z,orien_w,ang_vel_x,ang_vel_y,ang_vel_z,lin_acc_x,lin_acc_y,lin_acc_z,orien_cov_01,orien_cov_02,orien_cov_03,orien_cov_04,orien_cov_05,orien_cov_06,orien_cov_07,orien_cov_08,orien_cov_09,ang_vel_cov_01,ang_vel_cov_02,ang_vel_cov_03,ang_vel_cov_04,ang_vel_cov_05,ang_vel_cov_06,ang_vel_cov_07,ang_vel_cov_08,ang_vel_cov_09,lin_acc_cov_01,lin_acc_cov_02,lin_acc_cov_03,lin_acc_cov_04,lin_acc_cov_05,lin_acc_cov_06,lin_acc_cov_07,lin_acc_cov_08,lin_acc_cov_09,lin_acc_x_calib,lin_acc_y_calib,lin_acc_z_calib
1707028614.00898,0.0,0.0,0.0,0.0,0.0010652644360316951,0.0,0.0021305288720633903,-2.5660400390625,-0.16748046875,9.634912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016431697428653802,-0.16748046875,9.970748358913312
1707028614.010094,0.0,0.0,0.0,0.0,0.0015978966540475428,0.002663161090079238,0.0010652644360316951,-2.5780029296875,-0.16269531250000002,9.634912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048768477906455665,-0.16269531250000002,9.973846132621755
1707028614.0111675,0.0,0.0,0.0,0.0,0.0,0.004793689962142629,0.0010652644360316951,-2.6330322265625004,-0.12919921875,9.68994140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03402570148534734,-0.12919921875,10.041248200015442
1707028614.0518868,0.0,0.0,0.0,0.0,0.0002663161090079238,0.001331580545039619,0.0007989483270237714,-2.61748046875,-0.1280029296875,9.654052734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028297718081270684,-0.1280029296875,10.002556545280438
1707028614.0529706,0.0,0.0,0.0,0.0,0.0007989483270237714,-0.0007989483270237714,0.0007989483270237714,-2.5791992187500004,-0.1638916015625,9.640893554687501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005270249681066819,-0.1638916015625,9.979933334811607
1707028614.0540245,0.0,0.0,0.0,0.0,0.0002663161090079238,0.0007989483270237714,0.0005326322180158476,-2.538525390625,-0.1614990234375,9.638500976562499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04393718370860622,-0.1614990234375,9.96708993427529
1707028614.069107,0.0,0.0,0.0,0.0,0.001331580545039619,0.002929477199087161,0.001331580545039619,-2.572021484375,-0.1591064453125,9.6755859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021186703218361913,-0.1591064453125,10.011583734536762
1707028614.070196,0.0,0.0,0.0,0.0,0.0005326322180158476,0.0018642127630554663,0.0010652644360316951,-2.572021484375,-0.13278808593750002,9.6552490234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01592048791400602,-0.13278808593750002,9.991940490152148
1707028614.0712657,0.0,0.0,0.0,0.0,0.0007989483270237714,0.0007989483270237714,0.0015978966540475428,-2.5540771484375,-0.1375732421875,9.639697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029225656550039947,-0.1375732421875,9.97227252506007
1707028614.1090672,0.0,0.0,0.0,0.0,0.0015978966540475428,0.0023968449810713144,0.0010652644360316951,-2.5827880859375,-0.13876953125000002,9.640893554687501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018037947896645257,-0.13876953125000002,9.980862666924141
