,t,x,y,z,vx,vy,vz
0,1703151638.3081355,9.67656647225597,-0.9506130784175082,0.6434794512978789,0.0,0.0,0.0
1,1703151638.5093963,9.729838197340062,-0.9010558847712296,0.6425226690304617,0.26469001279051857,0.24623370464143307,-0.004753942362493768
2,1703151638.5960753,9.749536283162298,-0.8827896198447418,0.6421742972216371,0.22725331351957462,0.21073465044429576,-0.00401910361273962
3,1703151638.6824267,9.734941161690045,-0.8968169350757258,0.6458354876021173,-0.16902010130639408,-0.16244457066733234,0.04239874057829599
4,1703151638.7445455,9.718333659418018,-0.9129066140663149,0.6491948768305966,-0.26735079625236496,-0.25901477652207433,0.054080100092374815
5,1703151638.805358,9.705439077000632,-0.9249300934468291,0.6515925711820013,-0.2120384473492111,-0.19771403346431177,0.03942767365652063
6,1703151638.9009075,9.697407736775892,-0.9326813660403647,0.651909747372606,-0.08405416262435546,-0.08112303910569982,0.003319493180420256
7,1703151638.9772139,9.692652392356695,-0.9377993573923392,0.6518390872751983,-0.06231912351372219,-0.06707163710757083,-0.0009260055528390522
8,1703151639.0302584,9.689301635028146,-0.9414740540915155,0.6517089399007424,-0.06316872987466134,-0.06927565932149123,-0.0024535481190643346
9,1703151639.1001973,9.695346690680525,-0.9445751178145548,0.6506099986970134,0.08643338425061232,-0.044339613689678266,-0.015712875578466828
10,1703151639.1536703,9.70206775726999,-0.9462556156845261,0.649589216131194,0.1256908556213181,-0.03142703800577824,-0.019089683518724317
11,1703151639.2065036,9.710699860821409,-0.9483940926039208,0.6482971832170392,0.1633837086545017,-0.0404759150398918,-0.024454888424456603
12,1703151639.3119578,9.719291451930145,-0.9452637567655594,0.6521603251712591,0.08147224654761662,0.02968431457829665,0.03663336042873452
13,1703151639.3876803,9.725631070802937,-0.9422447616689184,0.655252162986083,0.0837217809549218,0.03986921789095806,0.04083118772199007
14,1703151639.444307,9.730151997655403,-0.9405338766480928,0.6578354332570764,0.07983723456278198,0.030213346328106152,0.04561921953058211
15,1703151639.490044,9.733296633009607,-0.9389537678406333,0.6598056536737682,0.06875469358916837,0.034547693025582735,0.04307714116095679
