Frame,hayashide_CentreOfMass_X,hayashide_CentreOfMass_Y,hayashide_CentreOfMass_Z,hayashide_LHeadAngles_X,hayashide_LHeadAngles_Y,hayashide_LHeadAngles_Z,hayashide_LNeckAngles_X,hayashide_LNeckAngles_Y,hayashide_LNeckAngles_Z,hayashide_RHeadAngles_X,hayashide_RHeadAngles_Y,hayashide_RHeadAngles_Z,hayashide_RNeckAngles_X,hayashide_RNeckAngles_Y,hayashide_RNeckAngles_Z,robot_X,robot_Y,robot_Z
154,,,,,,,,,,,,,,,,-1541.112915,36.49427,1147.572021
155,,,,,,,,,,,,,,,,-1541.100708,36.492268,1147.552246
156,,,,19.116,9.8497,119.39,,,,19.116,-9.8497,-119.39,,,,-1541.108643,36.47826,1147.575439
157,,,,18.7822,10.2909,112.757,,,,18.7822,-10.2909,-112.757,,,,-1541.123779,36.480949,1147.593018
158,,,,,,,,,,,,,,,,-1541.143677,36.502373,1147.614136
159,,,,,,,,,,,,,,,,-1541.131226,36.503071,1147.619873
160,,,,,,,,,,,,,,,,-1541.129517,36.513954,1147.579834
161,,,,,,,,,,,,,,,,-1541.117065,36.506626,1147.572144
162,,,,,,,,,,,,,,,,-1541.097656,36.503651,1147.546387
163,,,,,,,,,,,,,,,,-1541.116455,36.513859,1147.557251
164,,,,,,,,,,,,,,,,-1541.158936,36.501205,1147.594482
165,,,,,,,,,,,,,,,,-1541.146362,36.511024,1147.611084
166,,,,,,,,,,,,,,,,-1541.098022,36.508942,1147.592163
167,,,,,,,,,,,,,,,,-1541.060425,36.489914,1147.567871
168,,,,,,,,,,,,,,,,-1541.112915,36.482414,1147.54187
169,,,,,,,,,,,,,,,,-1541.140503,36.486649,1147.555908
170,,,,,,,,,,,,,,,,-1541.150513,36.487984,1147.601685
171,,,,,,,,,,,,,,,,-1541.133667,36.518631,1147.611206
172,,,,,,,,,,,,,,,,-1541.116333,36.512455,1147.592407
173,,,,,,,,,,,,,,,,-1541.11731,36.499092,1147.564453
174,,,,,,,,,,,,,,,,-1541.119873,36.480785,1147.54541
175,,,,,,,,,,,,,,,,-1541.107788,36.498493,1147.548706
176,,,,,,,,,,,,,,,,-1541.110718,36.5084,1147.583496
177,,,,,,,,,,,,,,,,-1541.118164,36.515324,1147.609741
178,,,,,,,,,,,,,,,,-1541.132324,36.503407,1147.609253
179,,,,,,,,,,,,,,,,-1541.117065,36.486073,1147.585693
180,,,,,,,,,,,,,,,,-1541.092896,36.471325,1147.561646
181,,,,,,,,,,,,,,,,-1541.103882,36.47456,1147.550293
182,,,,,,,,,,,,,,,,-1541.120117,36.493645,1147.579956
183,,,,,,,,,,,,,,,,-1541.147461,36.499229,1147.59668
184,,,,,,,,,,,,,,,,-1541.134155,36.497929,1147.615967
185,,,,,,,,,,,,,,,,-1541.128052,36.489201,1147.595703
186,,,,,,,,,,,,,,,,-1541.119873,36.487217,1147.567261
187,,,,,,,,,,,,,,,,-1541.11145,36.494362,1147.552856
188,,,,,,,,,,,,,,,,-1541.12146,36.495548,1147.572876
189,,,,,,,,,,,,,,,,-1541.156616,36.501003,1147.600464
190,,,,,,,,,,,,,,,,-1541.125244,36.508301,1147.607178
191,,,,,,,,,,,,,,,,-1541.101196,36.497246,1147.596924
192,,,,,,,,,,,,,,,,-1541.094849,36.498306,1147.565186
193,,,,,,,,,,,,,,,,-1541.100098,36.47345,1147.546997
194,,,,,,,,,,,,,,,,-1541.119263,36.49044,1147.561035
195,,,,,,,,,,,,,,,,-1541.13855,36.49897,1147.586914
196,,,,,,,,,,,,,,,,-1541.13916,36.520802,1147.608398
197,,,,,,,,,,,,,,,,-1541.126587,36.497185,1147.606201
198,,,,,,,,,,,,,,,,-1541.119629,36.503548,1147.584473
199,,,,,,,,,,,,,,,,-1541.133789,36.495197,1147.551025
200,,,,,,,,,,,,,,,,-1541.129639,36.504498,1147.555054
201,,,,,,,,,,,,,,,,-1541.095947,36.512215,1147.578613
202,,,,,,,,,,,,,,,,-1541.134277,36.509178,1147.614136
203,,,,,,,,,,,,,,,,-1541.115601,36.489845,1147.597778
204,,,,,,,,,,,,,,,,-1541.114258,36.482563,1147.588013
205,,,,,,,,,,,,,,,,-1541.091797,36.460278,1147.550049
206,,,,,,,,,,,,,,,,-1541.113525,36.477364,1147.546631
207,,,,,,,,,,,,,,,,-1541.12085,36.507412,1147.565552
208,,,,,,,,,,,,,,,,-1541.113525,36.515228,1147.60083
209,,,,,,,,,,,,,,,,-1541.141479,36.513268,1147.59668
210,,,,,,,,,,,,,,,,-1541.166626,36.495178,1147.599243
211,,,,,,,,,,,,,,,,-1541.099976,36.485325,1147.572632
212,,,,,,,,,,,,,,,,-1541.085205,36.500988,1147.560547
213,,,,,,,,,,,,,,,,-1541.104248,36.499931,1147.571045
214,,,,,,,,,,,,,,,,-1541.141235,36.51284,1147.585693
215,,,,,,,,,,,,,,,,-1541.112305,36.519428,1147.622803
216,,,,,,,,,,,,,,,,-1541.091675,36.493404,1147.599243
217,,,,,,,,,,,,,,,,-1541.129272,36.484718,1147.570679
218,,,,,,,,,,,,,,,,-1541.115234,36.489872,1147.539917
219,,,,,,,,,,,,,,,,-1541.104736,36.511574,1147.559448
220,,,,,,,,,,,,,,,,-1541.139038,36.510632,1147.581665
221,,,,,,,,,,,,,,,,-1541.154297,36.515373,1147.608276
222,,,,,,,,,,,,,,,,-1541.105713,36.49427,1147.603516
223,,,,,,,,,,,,,,,,-1541.098755,36.476154,1147.58374
224,,,,,,,,,,,,,,,,-1541.097412,36.478512,1147.550537
225,,,,,,,,,,,,,,,,-1541.101196,36.514797,1147.557495
226,,,,,,,,,,,,,,,,-1541.119385,36.534512,1147.576416
227,,,,,,,,,,,,,,,,-1541.132812,36.528667,1147.610962
228,,,,,,,,,,,,,,,,-1541.127075,36.499325,1147.590088
229,,,,,,,,,,,,,,,,-1541.099487,36.48064,1147.583374
230,,,,,,,,,,,,,,,,-1541.104492,36.478874,1147.56543
231,,,,,,,,,,,,,,,,-1541.140015,36.501488,1147.570557
232,,,,,,,,,,,,,,,,-1541.13269,36.529881,1147.586914
233,,,,,,,,,,,,,,,,-1541.140503,36.515202,1147.619019
234,,,,,,,,,,,,,,,,-1541.169312,36.517654,1147.629883
235,,,,,,,,,,,,,,,,-1541.144653,36.475964,1147.605591
236,,,,,,,,,,,,,,,,-1541.098022,36.471794,1147.579956
237,,,,,,,,,,,,,,,,-1541.098511,36.505779,1147.576416
238,,,,,,,,,,,,,,,,-1541.130981,36.532471,1147.567749
239,,,,,,,,,,,,,,,,-1541.136475,36.540325,1147.604858
240,,,,,,,,,,,,,,,,-1541.12439,36.518494,1147.607422
241,,,,,,,,,,,,,,,,-1541.107788,36.497158,1147.605713
242,,,,,,,,,,,,,,,,-1541.100098,36.488522,1147.578491
243,,,,,,,,,,,,,,,,-1541.113892,36.488297,1147.563599
244,,,,,,,,,,,,,,,,-1541.116089,36.523411,1147.566284
245,,,,,,,,,,,,,,,,-1541.169312,36.52734,1147.585938
246,,,,,,,,,,,,,,,,-1541.139893,36.525234,1147.613403
247,,,,,,,,,,,,,,,,-1541.123657,36.496601,1147.60437
248,,,,,,,,,,,,,,,,-1541.117432,36.492912,1147.569824
249,,,,,,,,,,,,,,,,-1541.083496,36.482922,1147.548584
250,,,,,,,,,,,,,,,,-1541.069092,36.509094,1147.553467
251,,,,,,,,,,,,,,,,-1541.129517,36.538605,1147.584229
252,,,,,,,,,,,,,,,,-1541.131348,36.544098,1147.594482
253,,,,,,,,,,,,,,,,-1541.129517,36.508209,1147.611084
254,,,,,,,,,,,,,,,,-1541.088501,36.476105,1147.592407
255,,,,,,,,,,,,,,,,-1541.090576,36.482159,1147.546997
256,,,,,,,,,,,,,,,,-1541.116699,36.494522,1147.554199
257,,,,,,,,,,,,,,,,-1541.114136,36.507301,1147.565674
258,,,,,,,,,,,,,,,,-1541.151367,36.542545,1147.591431
259,,,,,,,,,,,,,,,,-1541.149658,36.514248,1147.600952
260,,,,,,,,,,,,,,,,-1541.109741,36.489605,1147.590576
261,,,,,,,,,,,,,,,,-1541.087769,36.479309,1147.566772
262,,,,,,,,,,,,,,,,-1541.087402,36.493687,1147.552856
263,,,,,,,,,,,,,,,,-1541.09375,36.52261,1147.576172
264,,,,,,,,,,,,,,,,-1541.119507,36.532574,1147.597534
265,,,,,,,,,,,,,,,,-1541.126831,36.524277,1147.619629
266,,,,,,,,,,,,,,,,-1541.115234,36.482597,1147.58667
267,,,,,,,,,,,,,,,,-1541.083496,36.460384,1147.560059
268,,,,,,,,,,,,,,,,-1541.092773,36.470901,1147.565186
269,,,,,,,,,,,,,,,,-1541.114624,36.500538,1147.553223
270,,,,,,,,,,,,,,,,-1541.13855,36.516628,1147.585205
271,,,,,,,,,,,,,,,,-1541.146606,36.536892,1147.60083
272,,,,,,,,,,,,,,,,-1541.135132,36.514126,1147.60083
273,,,,,,,,,,,,,,,,-1541.092041,36.47797,1147.576416
274,,,,,,,,,,,,,,,,-1541.086792,36.481934,1147.559937
275,,,,,,,,,,,,,,,,-1541.089355,36.488213,1147.561157
276,,,,,,,,,,,,,,,,-1541.135132,36.529129,1147.579956
277,,,,,,,,,,,,,,,,-1541.145508,36.54184,1147.59021
278,,,,,,,,,,,,,,,,-1541.126465,36.508629,1147.605957
279,,,,,,,,,,,,,,,,-1541.08374,36.465164,1147.581665
280,,,,,,,,,,,,,,,,-1541.08728,36.464329,1147.556274
281,,,,,,,,,,,,,,,,-1541.103394,36.474289,1147.564941
282,,,,,,,,,,,,,,,,-1541.114014,36.515366,1147.584351
283,,,,,,,,,,,,,,,,-1541.129028,36.52626,1147.596802
284,,,,,,,,,,,,,,,,-1541.121216,36.503548,1147.578613
285,,,,,,,,,,,,,,,,-1541.116455,36.476719,1147.58374
286,,,,,,,,,,,,,,,,-1541.082764,36.474575,1147.554077
287,,,,,,,,,,,,,,,,-1541.075073,36.475208,1147.571533
288,,,,,,,,,,,,,,,,-1541.100708,36.518635,1147.580933
289,,,,,,,,,,,,,,,,-1541.140869,36.537079,1147.592285
290,,,,,,,,,,,,,,,,-1541.150391,36.523193,1147.601318
291,,,,,,,,,,,,,,,,-1541.117432,36.491222,1147.599731
292,,,,,,,,,,,,,,,,-1541.04834,36.470051,1147.563599
293,,,,,,,,,,,,,,,,-1541.079834,36.466492,1147.570679
294,,,,,,,,,,,,,,,,-1541.122803,36.488514,1147.581421
295,,,,,,,,,,,,,,,,-1541.174194,36.527069,1147.598267
296,,,,,,,,,,,,,,,,-1541.147827,36.527893,1147.607056
297,,,,,,,,,,,,,,,,-1541.113403,36.496262,1147.594482
298,,,,,,,,,,,,,,,,-1541.097656,36.463913,1147.570557
299,,,,,,,,,,,,,,,,-1541.083984,36.465313,1147.57373
300,,,,,,,,,,,,,,,,-1541.094604,36.490482,1147.570801
301,,,,,,,,,,,,,,,,-1541.117554,36.51458,1147.576172
302,,,,,,,,,,,,,,,,-1541.13269,36.523525,1147.602661
303,,,,,,,,,,,,,,,,-1541.130249,36.505302,1147.594116
304,,,,,,,,,,,,,,,,-1541.096069,36.484608,1147.571777
305,,,,,,,,,,,,,,,,-1541.085938,36.479691,1147.565796
306,,,,,,,,,,,,,,,,-1541.103271,36.492363,1147.580811
307,,,,,,,,,,,,,,,,-1541.118408,36.512463,1147.579346
308,,,,,,,,,,,,,,,,-1541.177734,36.544292,1147.603027
309,,,,,,,,,,,,,,,,-1541.143066,36.515907,1147.596436
310,,,,,,,,,,,,,,,,-1541.100708,36.497669,1147.58728
311,,,,,,,,,,,,,,,,-1541.075073,36.471031,1147.569092
312,,,,,,,,,,,,,,,,-1541.083862,36.475929,1147.577759
313,,,,,,,,,,,,,,,,-1541.119995,36.499352,1147.591553
314,,,,,,,,,,,,,,,,-1541.144165,36.517841,1147.592651
315,,,,,,,,,,,,,,,,-1541.130493,36.527901,1147.59436
316,,,,,,,,,,,,,,,,-1541.11377,36.504173,1147.579468
317,,,,,,,,,,,,,,,,-1541.092285,36.480522,1147.573608
318,,,,,,,,,,,,,,,,-1541.097168,36.468628,1147.570312
319,,,,,,,,,,,,,,,,-1541.117554,36.501717,1147.593994
320,,,,,,,,,,,,,,,,-1541.155151,36.52409,1147.599365
321,,,,,,,,,,,,,,,,-1541.131104,36.530392,1147.580444
322,,,,,,,,,,,,,,,,-1541.122192,36.507336,1147.573853
323,,,,,,,,,,,,,,,,-1541.092285,36.492996,1147.572632
324,,,,,,,,,,,,,,,,-1541.068115,36.459389,1147.566895
325,,,,,,,,,,,,,,,,-1541.085815,36.480309,1147.577637
326,,,,,,,,,,,,,,,,-1541.128052,36.519527,1147.580444
327,,,,,,,,,,,,,,,,-1541.159546,36.530022,1147.606934
328,,,,,,,,,,,,,,,,-1541.120483,36.518024,1147.571167
329,,,,,,,,,,,,,,,,-1541.11731,36.480602,1147.564941
330,,,,,,,,,,,,,,,,-1541.081421,36.461586,1147.565796
331,,,,,,,,,,,,,,,,-1541.092041,36.475529,1147.565918
332,,,,,,,,,,,,,,,,-1541.154907,36.504818,1147.588989
333,,,,,,,,,,,,,,,,-1541.169922,36.530788,1147.596558
334,,,,,,,,,,,,,,,,-1541.120605,36.521946,1147.584106
335,,,,,,,,,,,,,,,,-1541.104614,36.491467,1147.567261
336,,,,,,,,,,,,,,,,-1541.085205,36.479698,1147.573364
337,,,,,,,,,,,,,,,,-1541.101074,36.471432,1147.588501
338,,,,,,,,,,,,,,,,-1541.130005,36.511459,1147.605957
339,,,,,,,,,,,,,,,,-1541.134521,36.521118,1147.604004
340,,,,,,,,,,,,,,,,-1541.14624,36.525997,1147.591064
341,,,,,,,,,,,,,,,,-1541.111938,36.490139,1147.556152
342,,,,,,,,,,,,,,,,-1541.091919,36.478676,1147.570679
343,,,,,,,,,,,,,,,,-1541.095947,36.459961,1147.570312
344,,,,,,,,,,,,,,,,-1541.129272,36.492962,1147.596313
345,,,,,,,,,,,,,,,,-1541.161377,36.525795,1147.593628
346,,,,,,,,,,,,,,,,-1541.156982,36.540512,1147.576904
347,,,,,,,,,,,,,,,,-1541.132568,36.511383,1147.575806
348,,,,,,,,,,,,,,,,-1541.06543,36.499722,1147.569824
349,,,,,,,,,,,,,,,,-1541.059448,36.475121,1147.582764
350,,,,,,,,,,,,,,,,-1541.110718,36.485291,1147.585571
351,,,,,,,,,,,,,,,,-1541.138428,36.503262,1147.595459
352,,,,,,,,,,,,,,,,-1541.115845,36.518341,1147.587524
353,,,,,,,,,,,,,,,,-1541.113525,36.520264,1147.585571
354,,,,,,,,,,,,,,,,-1541.11145,36.485355,1147.554321
355,,,,,,,,,,,,,,,,-1541.107544,36.464333,1147.578979
356,,,,,,,,,,,,,,,,-1541.10144,36.461304,1147.583374
357,,,,,,,,,,,,,,,,-1541.128784,36.508522,1147.588135
358,,,,,,,,,,,,,,,,-1541.155518,36.538261,1147.601562
359,,,,,,,,,,,,,,,,-1541.133667,36.53952,1147.592896
360,,,,,,,,,,,,,,,,-1541.090332,36.51638,1147.573242
361,,,,,,,,,,,,,,,,-1541.090942,36.489983,1147.575928
362,,,,,,,,,,,,,,,,-1541.102661,36.481323,1147.5896
363,,,,,,,,,,,,,,,,-1541.105225,36.503365,1147.612061
364,,,,,,,,,,,,,,,,-1541.130859,36.54208,1147.606445
365,,,,,,,,,,,,,,,,-1541.112183,36.534935,1147.588013
366,,,,,,,,,,,,,,,,-1541.104492,36.505466,1147.558838
367,,,,,,,,,,,,,,,,-1541.112305,36.490421,1147.569824
368,,,,,,,,,,,,,,,,-1541.107422,36.477749,1147.584717
369,,,,,,,,,,,,,,,,-1541.128418,36.493553,1147.602051
370,,,,,,,,,,,,,,,,-1541.120361,36.52177,1147.600464
371,,,,,,,,,,,,,,,,-1541.134521,36.511475,1147.59668
372,,,,,,,,,,,,,,,,-1541.137085,36.513039,1147.573608
373,,,,,,,,,,,,,,,,-1541.103516,36.487396,1147.56543
374,,,,,,,,,,,,,,,,-1541.07605,36.472118,1147.570557
375,,,,,,,,,,,,,,,,-1541.088257,36.481598,1147.596802
376,,,,,,,,,,,,,,,,-1541.136719,36.509262,1147.608643
377,,,,,,,,,,,,,,,,-1541.157715,36.530792,1147.592651
378,,,,,,,,,,,,,,,,-1541.114502,36.51432,1147.577148
379,,,,,,,,,,,,,,,,-1541.112183,36.506931,1147.563843
380,,,,,,,,,,,,,,,,-1541.110107,36.481735,1147.560547
381,,,,,,,,,,,,,,,,-1541.107422,36.473824,1147.58313
382,,,,,,,,,,,,,,,,-1541.134888,36.507469,1147.590332
383,,,,,,,,,,,,,,,,-1541.153687,36.523411,1147.602783
384,,,,,,,,,,,,,,,,-1541.116943,36.523823,1147.587524
