Frame,hayashide_CentreOfMass_X,hayashide_CentreOfMass_Y,hayashide_CentreOfMass_Z,hayashide_LHeadAngles_X,hayashide_LHeadAngles_Y,hayashide_LHeadAngles_Z,hayashide_LNeckAngles_X,hayashide_LNeckAngles_Y,hayashide_LNeckAngles_Z,hayashide_RHeadAngles_X,hayashide_RHeadAngles_Y,hayashide_RHeadAngles_Z,hayashide_RNeckAngles_X,hayashide_RNeckAngles_Y,hayashide_RNeckAngles_Z,hayashide_LThoraxAngles_X,hayashide_LThoraxAngles_Y,hayashide_LThoraxAngles_Z,hayashide_RThoraxAngles_X,hayashide_RThoraxAngles_Y,hayashide_RThoraxAngles_Z,robot_X,robot_Y,robot_Z
555,,,,-7.62788,-15.2339,-83.2223,-56.8512,-8.62248,2.12273,-7.62788,15.2339,83.2223,-56.8512,-8.62248,2.12273,-2.02236,-72.2227,-93.3698,-2.02236,72.2227,93.3698,-1537.780884,29.828283,1142.640137
556,,,,-7.5635,-15.085,-83.1787,-57.0816,-8.66549,2.10364,-7.5635,15.085,83.1787,-57.0816,-8.66549,2.10364,-2.1025,-72.3055,-93.4074,-2.1025,72.3055,93.4074,-1537.775513,29.829844,1142.613403
557,,,,-7.52751,-14.906,-83.1262,-57.3361,-8.80367,2.04362,-7.52751,14.906,83.1262,-57.3361,-8.80367,2.04362,-2.43442,-72.3745,-93.7508,-2.43442,72.3745,93.7508,-1537.769897,29.826553,1142.605103
558,,,,-7.49995,-14.7905,-83.0828,-57.4687,-8.92458,2.03646,-7.49995,14.7905,83.0828,-57.4687,-8.92458,2.03646,-2.72107,-72.3861,-93.996,-2.72107,72.3861,93.996,-1537.738159,29.810352,1142.608032
559,,,,-7.36014,-14.7616,-83.148,-57.5291,-8.94875,1.96362,-7.36014,14.7616,83.148,-57.5291,-8.94875,1.96362,-3.12421,-72.4029,-94.3623,-3.12421,72.4029,94.3623,-1537.751953,29.811823,1142.610474
560,,,,-7.2876,-14.6376,-83.1353,-57.679,-9.01926,1.9443,-7.2876,14.6376,83.1353,-57.679,-9.01926,1.9443,-3.37671,-72.4226,-94.563,-3.37671,72.4226,94.563,-1537.778931,29.829855,1142.646729
561,,,,-7.1528,-14.5824,-83.142,-57.7785,-9.04141,1.92516,-7.1528,14.5824,83.142,-57.7785,-9.04141,1.92516,-3.60766,-72.4622,-94.6899,-3.60766,72.4622,94.6899,-1537.782715,29.834843,1142.643188
562,,,,-7.15049,-14.4745,-83.1501,-57.8683,-9.05982,1.97096,-7.15049,14.4745,83.1501,-57.8683,-9.05982,1.97096,-3.66304,-72.4408,-94.707,-3.66304,72.4408,94.707,-1537.785645,29.834194,1142.630249
563,,,,-7.05425,-14.4315,-83.1913,-58.0082,-9.05192,1.97568,-7.05425,14.4315,83.1913,-58.0082,-9.05192,1.97568,-3.87528,-72.5292,-94.854,-3.87528,72.5292,94.854,-1537.757446,29.813711,1142.585815
564,,,,-6.97586,-14.3898,-83.2454,-58.0991,-9.04944,2.00482,-6.97586,14.3898,83.2454,-58.0991,-9.04944,2.00482,-4.10655,-72.5676,-95.0109,-4.10655,72.5676,95.0109,-1537.768799,29.815237,1142.596924
565,,,,-7.04776,-14.3203,-83.2269,-58.227,-9.22126,2.1048,-7.04776,14.3203,83.2269,-58.227,-9.22126,2.1048,-4.56253,-72.6065,-95.4212,-4.56253,72.6065,95.4212,-1537.75769,29.816853,1142.599487
566,,,,-6.99847,-14.2786,-83.2099,-58.3601,-9.27233,2.11205,-6.99847,14.2786,83.2099,-58.3601,-9.27233,2.11205,-4.76542,-72.6924,-95.5706,-4.76542,72.6924,95.5706,-1537.752686,29.824535,1142.619263
567,,,,-6.97424,-14.2429,-83.2638,-58.4756,-9.28227,2.1312,-6.97424,14.2429,83.2638,-58.4756,-9.28227,2.1312,-5.00248,-72.7584,-95.799,-5.00248,72.7584,95.799,-1537.786377,29.813116,1142.647827
568,,,,-6.90267,-14.2311,-83.3389,-58.5101,-9.20447,2.11228,-6.90267,14.2311,83.3389,-58.5101,-9.20447,2.11228,-5.03309,-72.7762,-95.8224,-5.03309,72.7762,95.8224,-1537.78064,29.829489,1142.626465
569,,,,-7.03013,-14.2344,-83.3664,-58.553,-9.2081,2.27869,-7.03013,14.2344,83.3664,-58.553,-9.2081,2.27869,-5.01709,-72.8152,-95.7836,-5.01709,72.8152,95.7836,-1537.768311,29.820135,1142.589355
570,,,,-7.02755,-14.2594,-83.4179,-58.6064,-9.18997,2.30597,-7.02755,14.2594,83.4179,-58.6064,-9.18997,2.30597,-5.14678,-72.884,-95.9144,-5.14678,72.884,95.9144,-1537.767212,29.816185,1142.58252
571,,,,-7.00183,-14.3226,-83.4428,-58.6326,-9.21322,2.27102,-7.00183,14.3226,83.4428,-58.6326,-9.21322,2.27102,-5.37791,-72.9628,-96.1667,-5.37791,72.9628,96.1667,-1537.768188,29.80657,1142.594238
572,,,,-6.96994,-14.4453,-83.4846,-58.5334,-9.13116,2.24692,-6.96994,14.4453,83.4846,-58.5334,-9.13116,2.24692,-5.28808,-72.9891,-96.0877,-5.28808,72.9891,96.0877,-1537.770386,29.805916,1142.624023
573,,,,-6.959,-14.5261,-83.5092,-58.4859,-9.15363,2.23313,-6.959,14.5261,83.5092,-58.4859,-9.15363,2.23313,-5.47791,-73.0134,-96.2828,-5.47791,73.0134,96.2828,-1537.803467,29.817511,1142.655029
574,,,,-6.99732,-14.6288,-83.5102,-58.4335,-9.15648,2.25139,-6.99732,14.6288,83.5102,-58.4335,-9.15648,2.25139,-5.49839,-73.0619,-96.3194,-5.49839,73.0619,96.3194,-1537.785889,29.826572,1142.651733
575,,,,-6.95836,-14.743,-83.5561,-58.3969,-9.11171,2.26094,-6.95836,14.743,83.5561,-58.3969,-9.11171,2.26094,-5.57901,-73.1347,-96.3748,-5.57901,73.1347,96.3748,-1537.776978,29.816484,1142.611816
576,,,,-6.92577,-14.9323,-83.6028,-58.2228,-8.99841,2.25497,-6.92577,14.9323,83.6028,-58.2228,-8.99841,2.25497,-5.40515,-73.1566,-96.1918,-5.40515,73.1566,96.1918,-1537.769409,29.805283,1142.590088
577,,,,-6.97767,-15.0944,-83.562,-58.1005,-9.04927,2.29569,-6.97767,15.0944,83.562,-58.1005,-9.04927,2.29569,-5.46383,-73.1964,-96.2266,-5.46383,73.1964,96.2266,-1537.75769,29.814106,1142.586792
578,,,,-6.95427,-15.2029,-83.5148,-58.023,-9.11243,2.26056,-6.95427,15.2029,83.5148,-58.023,-9.11243,2.26056,-5.60674,-73.227,-96.3461,-5.60674,73.227,96.3461,-1537.764893,29.814531,1142.622314
579,,,,-6.96023,-15.3197,-83.5011,-57.8995,-9.13122,2.26405,-6.96023,15.3197,83.5011,-57.8995,-9.13122,2.26405,-5.64715,-73.2206,-96.3676,-5.64715,73.2206,96.3676,-1537.770386,29.821289,1142.636597
580,,,,-6.92948,-15.3494,-83.4525,-57.8544,-9.1673,2.23786,-6.92948,15.3494,83.4525,-57.8544,-9.1673,2.23786,-5.66093,-73.2105,-96.3467,-5.66093,73.2105,96.3467,-1537.765747,29.818447,1142.647461
581,,,,-7.03163,-15.3268,-83.3776,-57.9176,-9.24896,2.31921,-7.03163,15.3268,83.3776,-57.9176,-9.24896,2.31921,-5.64064,-73.2536,-96.3131,-5.64064,73.2536,96.3131,-1537.761841,29.812925,1142.611572
582,,,,-7.04304,-15.3009,-83.3277,-57.9716,-9.26489,2.32604,-7.04304,15.3009,83.3277,-57.9716,-9.26489,2.32604,-5.54968,-73.2892,-96.211,-5.54968,73.2892,96.211,-1537.756958,29.801674,1142.585938
583,,,,-7.04757,-15.2722,-83.2825,-57.9931,-9.30556,2.30493,-7.04757,15.2722,83.2825,-57.9931,-9.30556,2.30493,-5.54518,-73.2855,-96.2102,-5.54518,73.2855,96.2102,-1537.767578,29.822094,1142.577637
584,,,,-7.02337,-15.2336,-83.2825,-58.0261,-9.35116,2.27238,-7.02337,15.2336,83.2825,-58.0261,-9.35116,2.27238,-5.71489,-73.2733,-96.385,-5.71489,73.2733,96.385,-1537.759033,29.829002,1142.597534
585,,,,-7.03862,-15.195,-83.2763,-58.0427,-9.35602,2.27877,-7.03862,15.195,83.2763,-58.0427,-9.35602,2.27877,-5.67877,-73.2525,-96.3556,-5.67877,73.2525,96.3556,-1537.7771,29.818779,1142.633911
586,,,,-7.01402,-15.1799,-83.2847,-58.04,-9.31969,2.24699,-7.01402,15.1799,83.2847,-58.04,-9.31969,2.24699,-5.59059,-73.2388,-96.2824,-5.59059,73.2388,96.2824,-1537.770508,29.821781,1142.640991
587,,,,-7.03991,-15.1195,-83.2693,-58.0801,-9.29516,2.26749,-7.03991,15.1195,83.2693,-58.0801,-9.29516,2.26749,-5.41286,-73.2257,-96.1112,-5.41286,73.2257,96.1112,-1537.780396,29.820908,1142.630371
588,,,,-7.01581,-15.1324,-83.2869,-58.0363,-9.25582,2.24412,-7.01581,15.1324,83.2869,-58.0363,-9.25582,2.24412,-5.34042,-73.1977,-96.0451,-5.34042,73.1977,96.0451,-1537.75354,29.828798,1142.580933
589,,,,-7.02311,-15.0845,-83.3404,-58.0634,-9.21355,2.28599,-7.02311,15.0845,83.3404,-58.0634,-9.21355,2.28599,-5.32085,-73.1724,-96.0208,-5.32085,73.1724,96.0208,-1537.746216,29.8291,1142.568604
590,,,,-7.02636,-15.0452,-83.3538,-58.0671,-9.15968,2.26202,-7.02636,15.0452,83.3538,-58.0671,-9.15968,2.26202,-5.14616,-73.1426,-95.8858,-5.14616,73.1426,95.8858,-1537.76001,29.817268,1142.617432
591,,,,-6.98613,-14.9725,-83.3527,-58.096,-9.14922,2.2077,-6.98613,14.9725,83.3527,-58.096,-9.14922,2.2077,-5.11097,-73.1014,-95.8676,-5.11097,73.1014,95.8676,-1537.756226,29.822954,1142.648682
592,,,,-7.00268,-14.9275,-83.3725,-58.0882,-9.13058,2.22179,-7.00268,14.9275,83.3725,-58.0882,-9.13058,2.22179,-5.05284,-73.0484,-95.8201,-5.05284,73.0484,95.8201,-1537.777466,29.817976,1142.658081
593,,,,-7.02996,-14.8839,-83.422,-58.1292,-9.08831,2.24631,-7.02996,14.8839,83.422,-58.1292,-9.08831,2.24631,-5.01212,-73.0418,-95.8123,-5.01212,73.0418,95.8123,-1537.791748,29.819294,1142.627075
594,,,,-7.0203,-14.8217,-83.4859,-58.1583,-9.0153,2.23242,-7.0203,14.8217,83.4859,-58.1583,-9.0153,2.23242,-4.92733,-73.0067,-95.77,-4.92733,73.0067,95.77,-1537.751709,29.816832,1142.60437
595,,,,-7.08438,-14.7331,-83.5182,-58.2478,-8.96894,2.30526,-7.08438,14.7331,83.5182,-58.2478,-8.96894,2.30526,-4.78001,-73.0076,-95.643,-4.78001,73.0076,95.643,-1537.76123,29.818855,1142.585815
596,,,,-7.04846,-14.6511,-83.5358,-58.2465,-8.94471,2.27111,-7.04846,14.6511,83.5358,-58.2465,-8.94471,2.27111,-4.72844,-72.9259,-95.5975,-4.72844,72.9259,95.5975,-1537.778687,29.836479,1142.614502
597,,,,-7.13715,-14.529,-83.556,-58.3486,-8.96449,2.38647,-7.13715,14.529,83.556,-58.3486,-8.96449,2.38647,-4.72954,-72.8996,-95.587,-4.72954,72.8996,95.587,-1537.782349,29.816685,1142.637451
598,,,,-7.15508,-14.4419,-83.5806,-58.4415,-8.97862,2.40157,-7.15508,14.4419,83.5806,-58.4415,-8.97862,2.40157,-4.81405,-72.8983,-95.6918,-4.81405,72.8983,95.6918,-1537.805054,29.814234,1142.66687
599,,,,-7.23099,-14.3896,-83.5873,-58.4603,-9.03428,2.43647,-7.23099,14.3896,83.5873,-58.4603,-9.03428,2.43647,-4.91743,-72.8562,-95.8314,-4.91743,72.8562,95.8314,-1537.790771,29.822514,1142.653931
600,,,,-7.29492,-14.3741,-83.5832,-58.4031,-9.07269,2.46312,-7.29492,14.3741,83.5832,-58.4031,-9.07269,2.46312,-4.93249,-72.7805,-95.8681,-4.93249,72.7805,95.8681,-1537.745117,29.805817,1142.614502
601,,,,-7.28758,-14.4349,-83.6055,-58.287,-9.06619,2.41759,-7.28758,14.4349,83.6055,-58.287,-9.06619,2.41759,-4.96596,-72.7228,-95.9357,-4.96596,72.7228,95.9357,-1537.744873,29.825012,1142.578979
602,,,,-7.40858,-14.5042,-83.6033,-58.1981,-9.10318,2.51575,-7.40858,14.5042,83.6033,-58.1981,-9.10318,2.51575,-4.96634,-72.6989,-95.9426,-4.96634,72.6989,95.9426,-1537.734375,29.838388,1142.577393
603,,,,-7.464,-14.5298,-83.6128,-58.1965,-9.13698,2.54165,-7.464,14.5298,83.6128,-58.1965,-9.13698,2.54165,-5.06691,-72.7153,-96.072,-5.06691,72.7153,96.072,-1537.759033,29.826712,1142.612671
604,,,,-7.55986,-14.6202,-83.6183,-58.0875,-9.15282,2.61089,-7.55986,14.6202,83.6183,-58.0875,-9.15282,2.61089,-5.04779,-72.6935,-96.0674,-5.04779,72.6935,96.0674,-1537.78186,29.813738,1142.654053
605,,,,-7.46409,-14.6843,-83.6322,-58.0273,-9.11587,2.48891,-7.46409,14.6843,83.6322,-58.0273,-9.11587,2.48891,-5.07396,-72.6999,-96.1248,-5.07396,72.6999,96.1248,-1537.771606,29.818323,1142.636353
606,,,,-7.4305,-14.7591,-83.6624,-57.9524,-9.07551,2.45173,-7.4305,14.7591,83.6624,-57.9524,-9.07551,2.45173,-5.07207,-72.6996,-96.1369,-5.07207,72.6996,96.1369,-1537.770264,29.810688,1142.621582
607,,,,-7.33873,-14.8002,-83.6777,-57.8825,-9.02842,2.35421,-7.33873,14.8002,83.6777,-57.8825,-9.02842,2.35421,-5.04402,-72.6752,-96.1197,-5.04402,72.6752,96.1197,-1537.743896,29.807888,1142.584717
608,,,,-7.23979,-14.8432,-83.6464,-57.8444,-9.00143,2.22851,-7.23979,14.8432,83.6464,-57.8444,-9.00143,2.22851,-4.97738,-72.6904,-96.0677,-4.97738,72.6904,96.0677,-1537.752075,29.802296,1142.581909
609,,,,-7.08824,-14.9152,-83.6124,-57.7422,-8.98588,2.06425,-7.08824,14.9152,83.6124,-57.7422,-8.98588,2.06425,-4.98308,-72.6699,-96.0633,-4.98308,72.6699,96.0633,-1537.753418,29.818371,1142.581421
610,,,,-6.98229,-14.9854,-83.6027,-57.7368,-8.94251,1.98304,-6.98229,14.9854,83.6027,-57.7368,-8.94251,1.98304,-4.96177,-72.7414,-96.0214,-4.96177,72.7414,96.0214,-1537.771973,29.820143,1142.63623
611,,,,-6.87731,-15.0385,-83.6055,-57.7115,-8.90031,1.88826,-6.87731,15.0385,83.6055,-57.7115,-8.90031,1.88826,-4.95732,-72.7739,-96.0125,-4.95732,72.7739,96.0125,-1537.78833,29.802801,1142.645996
612,,,,-6.81708,-15.1032,-83.6052,-57.6466,-8.85271,1.84401,-6.81708,15.1032,83.6052,-57.6466,-8.85271,1.84401,-4.87058,-72.7803,-95.9101,-4.87058,72.7803,95.9101,-1537.769775,29.807983,1142.617188
613,,,,-6.8031,-15.186,-83.6013,-57.5994,-8.81422,1.84662,-6.8031,15.186,83.6013,-57.5994,-8.81422,1.84662,-4.77729,-72.821,-95.8006,-4.77729,72.821,95.8006,-1537.747803,29.810303,1142.579224
614,,,,-6.76342,-15.2621,-83.6126,-57.5003,-8.78395,1.82075,-6.76342,15.2621,83.6126,-57.5003,-8.78395,1.82075,-4.75253,-72.8004,-95.7603,-4.75253,72.8004,95.7603,-1537.751221,29.815138,1142.579834
615,,,,-6.73023,-15.3405,-83.6387,-57.4612,-8.7417,1.82474,-6.73023,15.3405,83.6387,-57.4612,-8.7417,1.82474,-4.74999,-72.8395,-95.7346,-4.74999,72.8395,95.7346,-1537.750977,29.823782,1142.607178
616,,,,-6.81033,-15.4055,-83.6257,-57.4118,-8.75618,1.91004,-6.81033,15.4055,83.6257,-57.4118,-8.75618,1.91004,-4.70256,-72.8554,-95.67,-4.70256,72.8554,95.67,-1537.781128,29.818193,1142.634888
617,,,,-6.81011,-15.4543,-83.6577,-57.3518,-8.7086,1.95258,-6.81011,15.4543,83.6577,-57.3518,-8.7086,1.95258,-4.6372,-72.8444,-95.5756,-4.6372,72.8444,95.5756,-1537.801025,29.825659,1142.64856
618,,,,-6.81359,-15.4968,-83.717,-57.3159,-8.66598,1.95842,-6.81359,15.4968,83.717,-57.3159,-8.66598,1.95842,-4.6677,-72.8451,-95.6309,-4.6677,72.8451,95.6309,-1537.745483,29.793068,1142.622437
619,,,,-6.91283,-15.5008,-83.7392,-57.3232,-8.65051,2.08195,-6.91283,15.5008,83.7392,-57.3232,-8.65051,2.08195,-4.58416,-72.8541,-95.5355,-4.58416,72.8541,95.5355,-1537.74353,29.80965,1142.601685
620,,,,-6.89482,-15.5756,-83.8027,-57.2683,-8.56,2.09641,-6.89482,15.5756,83.8027,-57.2683,-8.56,2.09641,-4.49898,-72.8733,-95.4526,-4.49898,72.8733,95.4526,-1537.750488,29.821545,1142.592773
621,,,,-6.93172,-15.6414,-83.8548,-57.1707,-8.51123,2.12488,-6.93172,15.6414,83.8548,-57.1707,-8.51123,2.12488,-4.4425,-72.8387,-95.4226,-4.4425,72.8387,95.4226,-1537.743408,29.827097,1142.580811
622,,,,-6.94038,-15.6917,-83.8811,-57.0934,-8.45998,2.15981,-6.94038,15.6917,83.8811,-57.0934,-8.45998,2.15981,-4.33317,-72.8139,-95.2971,-4.33317,72.8139,95.2971,-1537.777222,29.834681,1142.627075
623,,,,-7.02183,-15.7812,-83.8579,-56.9962,-8.45157,2.21842,-7.02183,15.7812,83.8579,-56.9962,-8.45157,2.21842,-4.17335,-72.8118,-95.142,-4.17335,72.8118,95.142,-1537.779053,29.81835,1142.661621
624,,,,-6.99468,-15.8167,-83.8016,-56.9607,-8.47691,2.11831,-6.99468,15.8167,83.8016,-56.9607,-8.47691,2.11831,-4.13626,-72.8191,-95.1472,-4.13626,72.8191,95.1472,-1537.768188,29.810629,1142.646729
625,,,,-7.08346,-15.8939,-83.7359,-56.8567,-8.51644,2.129,-7.08346,15.8939,83.7359,-56.8567,-8.51644,2.129,-4.002,-72.7999,-95.0466,-4.002,72.7999,95.0466,-1537.752441,29.810184,1142.618774
626,,,,-7.02551,-15.8997,-83.6592,-56.8169,-8.58639,1.97076,-7.02551,15.8997,83.6592,-56.8169,-8.58639,1.97076,-4.06895,-72.7721,-95.1664,-4.06895,72.7721,95.1664,-1537.733154,29.813591,1142.572266
627,,,,-6.99901,-15.9005,-83.5379,-56.7912,-8.63793,1.84172,-6.99901,15.9005,83.5379,-56.7912,-8.63793,1.84172,-3.92221,-72.7637,-95.0605,-3.92221,72.7637,95.0605,-1537.73938,29.833405,1142.586304
628,,,,-6.91894,-15.8761,-83.4583,-56.8477,-8.66605,1.70176,-6.91894,15.8761,83.4583,-56.8477,-8.66605,1.70176,-3.8831,-72.8062,-95.0507,-3.8831,72.8062,95.0507,-1537.752319,29.809437,1142.622559
629,,,,-6.89699,-15.8468,-83.3996,-56.861,-8.67119,1.63344,-6.89699,15.8468,83.3996,-56.861,-8.67119,1.63344,-3.74668,-72.8004,-94.9364,-3.74668,72.8004,94.9364,-1537.790161,29.822552,1142.649414
630,,,,-6.84278,-15.7893,-83.3848,-56.9057,-8.63696,1.52694,-6.84278,15.7893,83.3848,-56.9057,-8.63696,1.52694,-3.62778,-72.7943,-94.8732,-3.62778,72.7943,94.8732,-1537.778076,29.81345,1142.643188
631,,,,-6.86126,-15.7505,-83.3513,-56.9093,-8.66027,1.47917,-6.86126,15.7505,83.3513,-56.9093,-8.66027,1.47917,-3.57299,-72.7629,-94.8666,-3.57299,72.7629,94.8666,-1537.749512,29.817589,1142.622681
632,,,,-7.00373,-15.761,-83.2984,-56.9018,-8.71259,1.55711,-7.00373,15.761,83.2984,-56.9018,-8.71259,1.55711,-3.46231,-72.7693,-94.7899,-3.46231,72.7693,94.7899,-1537.744385,29.803732,1142.589722
633,,,,-7.03124,-15.7397,-83.2681,-56.9108,-8.72012,1.57277,-7.03124,15.7397,83.2681,-56.9108,-8.72012,1.57277,-3.36652,-72.7617,-94.6929,-3.36652,72.7617,94.6929,-1537.770386,29.819908,1142.594849
634,,,,-6.94409,-15.6994,-83.2247,-56.9376,-8.71478,1.49219,-6.94409,15.6994,83.2247,-56.9376,-8.71478,1.49219,-3.30163,-72.7564,-94.6068,-3.30163,72.7564,94.6068,-1537.760864,29.846165,1142.617798
635,,,,-7.09257,-15.6332,-83.143,-57.0457,-8.81687,1.60183,-7.09257,15.6332,83.143,-57.0457,-8.81687,1.60183,-3.26862,-72.8006,-94.5764,-3.26862,72.8006,94.5764,-1537.789917,29.836081,1142.648926
636,,,,-7.14043,-15.6819,-83.1184,-56.9858,-8.82493,1.63257,-7.14043,15.6819,83.1184,-56.9858,-8.82493,1.63257,-3.18604,-72.7931,-94.4927,-3.18604,72.7931,94.4927,-1537.772705,29.806778,1142.654175
637,,,,-7.14251,-15.6663,-83.0981,-56.988,-8.85525,1.62219,-7.14251,15.6663,83.0981,-56.988,-8.85525,1.62219,-3.22107,-72.7802,-94.5271,-3.22107,72.7802,94.5271,-1537.760986,29.795588,1142.642334
638,,,,-7.17343,-15.6739,-83.0623,-56.9882,-8.89408,1.6382,-7.17343,15.6739,83.0623,-56.9882,-8.89408,1.6382,-3.22526,-72.79,-94.5258,-3.22526,72.79,94.5258,-1537.737549,29.812231,1142.606079
639,,,,-7.22625,-15.6738,-83.0247,-57.0182,-8.93346,1.667,-7.22625,15.6738,83.0247,-57.0182,-8.93346,1.667,-3.21082,-72.8215,-94.5181,-3.21082,72.8215,94.5181,-1537.730835,29.813402,1142.592285
640,,,,-7.29772,-15.6418,-82.9671,-57.069,-8.96564,1.71161,-7.29772,15.6418,82.9671,-57.069,-8.96564,1.71161,-3.08598,-72.8466,-94.3977,-3.08598,72.8466,94.3977,-1537.75415,29.821459,1142.610352
641,,,,-7.30138,-15.6366,-82.9727,-57.1237,-8.93467,1.73484,-7.30138,15.6366,82.9727,-57.1237,-8.93467,1.73484,-3.01009,-72.8975,-94.3167,-3.01009,72.8975,94.3167,-1537.784668,29.829811,1142.631958
642,,,,-7.3233,-15.6657,-83.0058,-57.1361,-8.87483,1.78162,-7.3233,15.6657,83.0058,-57.1361,-8.87483,1.78162,-2.89989,-72.9389,-94.2067,-2.89989,72.9389,94.2067,-1537.774536,29.818949,1142.64563
643,,,,-7.36358,-15.6553,-83.0341,-57.1765,-8.86838,1.79119,-7.36358,15.6553,83.0341,-57.1765,-8.86838,1.79119,-2.92574,-72.9643,-94.2812,-2.92574,72.9643,94.2812,-1537.760986,29.811344,1142.629028
644,,,,-7.37633,-15.6293,-83.0677,-57.2323,-8.79058,1.83753,-7.37633,15.6293,83.0677,-57.2323,-8.79058,1.83753,-2.74836,-72.9959,-94.1027,-2.74836,72.9959,94.1027,-1537.753418,29.809631,1142.605835
645,,,,-7.41644,-15.6291,-83.0959,-57.2333,-8.74815,1.86665,-7.41644,15.6291,83.0959,-57.2333,-8.74815,1.86665,-2.64377,-72.9962,-94.027,-2.64377,72.9962,94.027,-1537.745728,29.827219,1142.59021
646,,,,-7.49423,-15.6448,-83.1125,-57.2235,-8.74014,1.94909,-7.49423,15.6448,83.1125,-57.2235,-8.74014,1.94909,-2.59159,-73.0001,-93.9774,-2.59159,73.0001,93.9774,-1537.767822,29.82469,1142.600586
647,,,,-7.49305,-15.6579,-83.1205,-57.2775,-8.67662,1.95462,-7.49305,15.6579,83.1205,-57.2775,-8.67662,1.95462,-2.42497,-73.0713,-93.8244,-2.42497,73.0713,93.8244,-1537.784302,29.830662,1142.626465
648,,,,-7.55016,-15.6867,-83.115,-57.2585,-8.68056,2.01062,-7.55016,15.6867,83.115,-57.2585,-8.68056,2.01062,-2.37527,-73.0815,-93.7711,-2.37527,73.0815,93.7711,-1537.796021,29.818748,1142.639282
649,,,,-7.52988,-15.7184,-83.1156,-57.2226,-8.67728,1.99471,-7.52988,15.7184,83.1156,-57.2226,-8.67728,1.99471,-2.3919,-73.0776,-93.7801,-2.3919,73.0776,93.7801,-1537.771484,29.823292,1142.625
650,,,,-7.56851,-15.795,-83.1193,-57.1431,-8.64022,2.02615,-7.56851,15.795,83.1193,-57.1431,-8.64022,2.02615,-2.25329,-73.0779,-93.6468,-2.25329,73.0779,93.6468,-1537.751343,29.807076,1142.603516
651,,,,-7.56914,-15.8296,-83.0927,-57.1119,-8.62541,2.0122,-7.56914,15.8296,83.0927,-57.1119,-8.62541,2.0122,-2.13524,-73.0872,-93.5312,-2.13524,73.0872,93.5312,-1537.74353,29.816103,1142.585327
652,,,,-7.68239,-15.9387,-83.0495,-57.0189,-8.66246,2.09499,-7.68239,15.9387,83.0495,-57.0189,-8.66246,2.09499,-2.05591,-73.1066,-93.449,-2.05591,73.1066,93.449,-1537.741333,29.826958,1142.602539
653,,,,-7.67399,-16.0094,-83.0107,-56.9651,-8.67301,2.06975,-7.67399,16.0094,83.0107,-56.9651,-8.67301,2.06975,-2.01169,-73.1287,-93.3983,-2.01169,73.1287,93.3983,-1537.766235,29.854143,1142.609985
654,,,,-7.70205,-16.0139,-82.9621,-56.9898,-8.69705,2.08573,-7.70205,16.0139,82.9621,-56.9898,-8.69705,2.08573,-1.93824,-73.163,-93.3167,-1.93824,73.163,93.3167,-1537.794067,29.830734,1142.631104
655,,,,-7.71449,-16.0261,-82.9259,-56.979,-8.70096,2.07405,-7.71449,16.0261,82.9259,-56.979,-8.70096,2.07405,-1.83906,-73.1698,-93.2248,-1.83906,73.1698,93.2248,-1537.783691,29.816908,1142.639038
656,,,,-7.85186,-16.0886,-82.8875,-56.8963,-8.75964,2.15556,-7.85186,16.0886,82.8875,-56.8963,-8.75964,2.15556,-1.80192,-73.1507,-93.209,-1.80192,73.1507,93.209,-1537.766846,29.804514,1142.631714
657,,,,-7.8858,-16.0929,-82.8542,-56.9201,-8.77048,2.14792,-7.8858,16.0929,82.8542,-56.9201,-8.77048,2.14792,-1.72026,-73.1827,-93.1568,-1.72026,73.1827,93.1568,-1537.752563,29.818289,1142.605103
658,,,,-7.98475,-16.0869,-82.8436,-56.9225,-8.77654,2.24403,-7.98475,16.0869,82.8436,-56.9225,-8.77654,2.24403,-1.6092,-73.1803,-93.0434,-1.6092,73.1803,93.0434,-1537.741455,29.827238,1142.600098
659,,,,-8.05589,-16.0266,-82.7975,-56.9287,-8.82122,2.28265,-8.05589,16.0266,82.7975,-56.9287,-8.82122,2.28265,-1.52891,-73.1302,-92.9693,-1.52891,73.1302,92.9693,-1537.790894,29.839972,1142.614502
660,,,,-8.06853,-16.0566,-82.7767,-56.8789,-8.84263,2.27222,-8.06853,16.0566,82.7767,-56.8789,-8.84263,2.27222,-1.53158,-73.1122,-92.9769,-1.53158,73.1122,92.9769,-1537.777466,29.841124,1142.635742
661,,,,-8.06477,-16.0054,-82.7681,-56.938,-8.85493,2.24906,-8.06477,16.0054,82.7681,-56.938,-8.85493,2.24906,-1.54306,-73.1201,-93.0094,-1.54306,73.1201,93.0094,-1537.769775,29.834423,1142.63623
662,,,,-8.15492,-16.0508,-82.7567,-56.9226,-8.81932,2.3197,-8.15492,16.0508,82.7567,-56.9226,-8.81932,2.3197,-1.31836,-73.1547,-92.8037,-1.31836,73.1547,92.8037,-1537.740479,29.804337,1142.626831
663,,,,-8.19399,-16.054,-82.7617,-56.9741,-8.79177,2.34903,-8.19399,16.054,82.7617,-56.9741,-8.79177,2.34903,-1.21604,-73.2103,-92.7246,-1.21604,73.2103,92.7246,-1537.709229,29.804283,1142.584351
664,,,,-8.22613,-16.0799,-82.7561,-56.9432,-8.8071,2.36296,-8.22613,16.0799,82.7561,-56.9432,-8.8071,2.36296,-1.22535,-73.2049,-92.7438,-1.22535,73.2049,92.7438,-1537.747314,29.804617,1142.589844
