,,yoshinari:LFHD,,,yoshinari:RFHD,,,yoshinari:LBHD,,,yoshinari:RBHD,,,yoshinari:C7,,,yoshinari:T10,,,yoshinari:CLAV,,,yoshinari:STRN,,,yoshinari:RBAK,,,yoshinari:LSHO,,,yoshinari:LUPA,,,yoshinari:LELB,,,yoshinari:LFRM,,,yoshinari:LWRA,,,yoshinari:LWRB,,,yoshinari:LFIN,,,yoshinari:RSHO,,,yoshinari:RUPA,,,yoshinari:RELB,,,yoshinari:RFRM,,,yoshinari:RWRA,,,yoshinari:RWRB,,,yoshinari:RFIN,,,yoshinari:LASI,,,yoshinari:RASI,,,yoshinari:LPSI,,,yoshinari:RPSI,,,yoshinari:LTHI,,,yoshinari:LKNE,,,yoshinari:LTIB,,,yoshinari:LANK,,,yoshinari:LHEE,,,yoshinari:LTOE,,,yoshinari:RTHI,,,yoshinari:RKNE,,,yoshinari:RTIB,,,yoshinari:RANK,,,yoshinari:RHEE,,,yoshinari:RTOE,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
10,0,-3394.585449,-560.209839,1646.808472,-3338.638184,-662.855774,1649.917847,,,,,,,,,,,,,-3382.675781,-652.386475,1336.981323,-3344.877197,-662.827881,1180.242432,,,,-3482.565186,-505.849426,1398.304932,-3448.903564,-457.166138,1181.087402,-3490.679443,-432.186859,1082.580444,-3481.775879,-424.929504,1023.012390,-3406.691406,-447.201019,853.898254,,,,-3461.343750,-397.540283,779.278259,-3461.775635,-823.346741,1406.062012,-3457.283203,-895.171692,1173.805054,-3435.902344,-910.402039,1096.843140,-3392.649414,-923.023804,973.250366,-3352.935791,-918.123840,868.959229,,,,-3385.116699,-965.450195,808.150269,-3384.907227,-557.029053,986.835571,-3381.308105,-796.255554,1005.418396,,,,,,,-3456.645264,-499.170166,844.651550,-3457.033691,-551.866455,503.865662,-3488.046631,-550.278687,397.593811,,,,,,,-3370.031494,-679.661499,152.218231,-3410.853027,-872.302124,659.908691,-3423.861816,-863.553284,537.864990,-3465.232422,-875.817200,350.483490,-3503.754883,-846.010925,208.863846,,,,-3370.447998,-798.250793,148.703583,-127.729538,1232.053223,1112.525513,-55.392639,1244.660767,1033.067993,-145.145599,1304.385132,1037.085571,-69.082169,1319.311890,1032.253784,-119.312263,1157.305420,1038.047974,-42.742977,1168.434448,1034.204468
11,0,-3394.678955,-558.779785,1646.884766,-3338.901123,-661.368225,1650.789917,,,,,,,,,,,,,-3383.843994,-651.289856,1337.249878,-3344.479492,-661.887695,1180.045166,,,,-3481.304199,-504.441437,1398.551270,-3449.270508,-455.661743,1180.970215,-3497.868164,-430.611572,1082.092529,-3483.995850,-423.984131,1022.419189,-3409.498535,-445.874664,852.783569,,,,-3465.530273,-398.254028,777.912598,-3462.110596,-822.030701,1406.270630,-3459.546387,-894.359314,1173.951904,-3438.782471,-910.015076,1097.243652,-3397.485840,-924.061279,973.009460,-3358.714600,-920.672791,868.734253,,,,-3392.290771,-967.325378,807.834595,-3385.136719,-555.841431,986.540161,-3381.073730,-796.059692,1006.177185,,,,,,,-3456.169678,-498.253296,844.154907,-3457.461914,-550.932373,504.114624,-3488.126221,-549.700073,397.690491,,,,,,,-3370.135742,-679.592224,152.207993,-3410.871094,-872.005859,660.030579,-3423.728516,-863.387085,538.093933,-3464.776855,-875.760132,351.082458,-3504.127930,-846.087219,208.752426,,,,-3370.636719,-798.672180,148.655914,-127.750175,1232.042725,1112.559082,-55.402180,1244.631958,1033.121704,-145.151184,1304.406982,1037.080322,-69.104584,1319.339111,1032.298950,-119.347870,1157.315918,1038.087402,-42.756256,1168.408936,1034.255005
12,0,-3394.652100,-557.189270,1646.609131,-3337.922119,-659.485413,1650.161255,,,,,,,,,,,,,-3382.510986,-650.484253,1336.655884,-3344.960449,-660.788269,1179.841553,,,,-3480.517090,-503.055756,1398.490967,-3447.675293,-454.328278,1180.796997,-3487.664307,-429.178589,1082.883667,-3486.148682,-422.581024,1022.958862,-3408.593994,-444.942322,852.353638,,,,-3465.295166,-397.200439,777.277405,-3461.569092,-820.781433,1406.237305,-3460.605713,-893.717529,1174.467285,-3439.924805,-909.938965,1097.896118,-3399.981445,-924.960388,973.210999,-3361.941895,-923.605957,868.644592,,,,-3396.032227,-969.369934,808.628357,-3384.428711,-554.848083,986.361755,-3379.660645,-794.601257,1006.849304,,,,,,,-3456.531494,-497.012634,843.795532,-3456.737061,-550.468262,504.336609,-3489.052979,-549.152344,397.449097,,,,,,,-3370.126953,-679.404907,152.309998,-3411.177979,-871.764343,659.948975,-3423.275391,-863.198669,538.366455,-3464.544189,-875.853333,351.584198,-3503.325195,-846.316406,209.350937,,,,-3369.865234,-798.605957,149.538589,-127.749710,1232.024536,1112.582397,-55.411133,1244.600464,1033.150757,-145.191620,1304.414673,1037.105835,-69.116890,1319.345947,1032.327515,-119.348640,1157.315430,1038.102905,-42.757912,1168.398193,1034.262695
13,0,-3400.358643,-552.381409,1645.337891,-3337.776611,-657.865662,1650.510864,,,,,,,,,,,,,-3378.568604,-649.745483,1337.160034,-3344.544922,-659.992798,1179.719360,,,,-3479.787598,-501.593903,1397.888306,-3445.308838,-453.386475,1180.696533,-3492.476807,-428.528015,1081.031982,-3488.293457,-421.647827,1022.593628,-3406.334473,-444.199432,852.210754,,,,-3464.969971,-396.026672,777.463562,-3461.522949,-818.985535,1406.863647,-3461.018066,-893.210022,1175.156616,-3440.825928,-910.030212,1098.088135,-3402.717041,-925.840576,973.900391,-3364.759766,-925.712219,868.617981,,,,-3401.753418,-970.974854,808.657532,-3384.253418,-554.011169,986.234192,-3379.287842,-793.687927,1006.242981,,,,,,,-3456.229004,-496.283630,843.537537,-3457.325684,-549.978455,504.196594,-3489.656250,-548.938721,397.295349,,,,,,,-3370.134521,-679.509644,152.240433,-3411.126465,-871.432373,660.228943,-3423.056396,-863.184937,538.208923,-3464.697510,-875.689880,351.767609,-3503.972412,-846.291992,209.336700,,,,-3369.663818,-798.788208,149.565659,-127.760056,1232.022583,1112.569702,-55.401035,1244.605103,1033.156860,-145.158035,1304.391968,1037.090332,-69.101662,1319.350220,1032.322632,-119.337227,1157.313965,1038.087280,-42.766674,1168.409424,1034.257202
14,0,-3391.410889,-553.340942,1646.143311,-3336.916992,-656.155579,1649.995483,,,,,,,,,,,,,-3376.913330,-648.502319,1337.676514,-3344.259033,-659.455078,1179.705688,,,,-3480.154297,-500.093353,1397.633911,-3444.786377,-452.409546,1180.304688,-3490.661377,-427.429932,1081.518188,-3490.822021,-420.223480,1020.721313,-3405.520996,-443.151794,852.184204,,,,-3462.286865,-393.128967,778.439453,-3461.270264,-817.590271,1406.857300,-3462.208252,-892.564453,1176.076538,-3441.982422,-909.844482,1098.400391,-3405.444092,-926.553284,974.603149,-3369.478271,-927.539673,869.005310,,,,-3406.139648,-972.715942,809.283020,-3384.083740,-553.337219,985.997375,-3382.216553,-792.640747,1005.779480,,,,,,,-3457.476074,-495.773071,843.142761,-3457.140625,-549.528076,504.037689,-3489.434570,-548.705322,397.315521,,,,,,,-3370.200439,-679.423767,152.374634,-3411.209473,-871.323303,660.298950,-3422.840332,-862.920959,538.673340,-3464.135010,-875.355530,352.099884,-3504.339600,-846.243774,209.556885,,,,-3369.462158,-798.742126,149.573914,-127.737152,1232.019287,1112.552002,-55.403797,1244.570435,1033.108276,-145.144257,1304.376953,1037.078613,-69.065346,1319.326416,1032.288208,-119.339890,1157.295654,1038.042480,-42.753220,1168.418335,1034.224487
15,0,-3391.208984,-551.936584,1645.736328,-3336.316162,-654.509277,1649.738770,,,,,,,,,,,,,-3376.712402,-646.831482,1337.260254,-3343.770508,-658.753662,1179.822266,,,,-3478.697021,-498.509308,1397.675659,-3444.468506,-451.419861,1180.154663,-3487.477783,-426.126160,1081.446167,-3485.807861,-418.986298,1020.650513,-3403.624756,-442.514221,852.033936,,,,-3461.549072,-392.689026,778.344849,-3461.154297,-816.525085,1406.663940,-3462.513428,-892.164551,1176.623779,-3443.852783,-910.040527,1099.219849,-3407.443359,-927.466125,974.542969,-3372.505615,-929.200256,868.813721,,,,-3408.656738,-974.154480,810.346619,-3384.632812,-552.482544,985.768433,-3382.026123,-791.755615,1005.870605,,,,,,,-3458.762207,-495.291687,842.564758,-3457.229492,-549.142090,503.939972,-3490.387207,-548.435425,396.961914,,,,,,,-3370.297852,-679.356628,152.267181,-3411.140869,-870.955078,660.577942,-3422.883301,-862.711670,538.760559,-3464.999268,-875.260681,351.964539,-3504.681396,-846.235901,209.341827,,,,-3369.660645,-798.824158,149.552505,-127.735031,1232.005371,1112.541870,-55.383678,1244.574463,1033.093262,-145.117538,1304.340820,1037.108032,-69.074181,1319.304688,1032.269531,-119.312225,1157.270874,1038.058350,-42.737469,1168.402954,1034.211670
16,0,-3392.211670,-550.116455,1645.284546,-3335.598389,-652.473938,1649.674683,,,,,,,,,,,,,-3376.571533,-645.498535,1337.359253,-3343.424805,-657.999268,1179.431885,,,,-3478.244385,-497.388885,1397.353271,-3443.441895,-450.604614,1180.087646,-3482.770264,-425.051758,1081.518188,-3478.191650,-418.047791,1020.898682,-3402.293457,-441.633453,851.505798,,,,-3461.065430,-392.211853,777.890381,-3461.901367,-815.086121,1406.712891,-3463.477295,-891.808716,1177.024414,-3445.124268,-910.135498,1099.816528,-3409.479248,-928.816345,974.570618,-3373.529785,-930.701660,869.484802,,,,-3411.341064,-975.845276,810.652588,-3383.628174,-552.085083,984.622803,-3381.845947,-790.537537,1005.247925,,,,,,,-3459.417725,-494.863098,842.476257,-3457.605713,-548.678589,503.564240,-3490.995117,-548.249634,396.733276,,,,,,,-3370.275391,-679.344055,152.308197,-3411.127686,-870.494324,660.764954,-3422.748535,-862.459229,538.930725,-3465.367920,-874.769958,352.255249,-3504.077637,-846.207581,209.789627,,,,-3369.542725,-798.851501,149.680374,-127.721069,1231.987915,1112.540649,-55.380291,1244.591675,1033.107544,-145.115524,1304.363403,1037.101929,-69.074631,1319.302979,1032.271240,-119.304367,1157.277466,1038.063232,-42.732426,1168.407104,1034.208496
17,0,-3379.512695,-548.318970,1644.584595,-3335.319336,-651.516357,1649.566772,,,,,,,,,,,,,-3379.698486,-644.229980,1336.757080,-3343.685303,-657.031982,1179.508423,,,,-3477.376465,-496.380341,1397.527954,-3443.225830,-449.588776,1179.491211,-3482.781250,-424.011658,1080.885620,-3476.665039,-417.494415,1020.906433,-3400.276123,-441.090302,851.654175,,,,-3461.894287,-392.962860,776.841919,-3462.458252,-814.096008,1406.752075,,,,-3446.536133,-910.207458,1100.309937,-3411.832764,-929.543884,975.000610,-3375.248047,-931.192017,869.889832,,,,-3414.999268,-977.116455,811.093994,-3382.926270,-551.641296,984.798462,-3380.861572,-789.895081,1005.328064,,,,,,,-3460.138916,-494.492218,842.305054,-3457.634521,-548.323547,503.680817,-3491.025635,-547.926697,396.855621,,,,,,,-3370.262939,-679.286865,152.328583,-3410.635742,-869.891235,661.110657,-3422.691406,-862.144287,539.062866,-3467.399902,-874.216919,352.010101,-3503.744873,-845.982788,209.921890,,,,-3369.541016,-799.095825,149.799408,-127.738152,1231.990112,1112.557983,-55.383793,1244.568970,1033.136841,-145.157227,1304.387451,1037.082397,-69.095406,1319.327515,1032.296997,-119.333710,1157.297119,1038.072144,-42.742928,1168.379639,1034.233032
18,0,-3390.104736,-547.128418,1644.601562,-3334.660889,-650.043274,1649.241821,,,,,,,,,,,,,-3381.602783,-643.529114,1336.384399,-3342.977539,-656.167419,1179.710449,,,,-3477.551270,-495.143280,1397.330811,-3443.614502,-448.596039,1179.457153,-3485.501709,-423.699524,1079.848511,-3477.438721,-417.142181,1020.662292,-3399.917480,-440.917633,851.303589,,,,-3456.899658,-392.409210,776.247192,-3460.323730,-812.974121,1408.367798,-3464.232666,-891.164124,1178.329468,-3448.306152,-909.997314,1100.881958,-3410.059570,-930.512268,976.174683,-3377.111816,-932.534912,870.050781,,,,-3417.147461,-978.412292,811.776306,-3385.130615,-551.133606,985.099548,-3376.011963,-790.081055,1006.314148,,,,,,,-3460.765381,-494.135223,842.558472,-3457.482178,-548.076843,503.702576,-3493.570801,-548.886414,395.609711,,,,,,,-3370.193604,-679.247131,152.442764,-3410.593506,-869.349426,661.291016,-3422.446289,-861.728088,539.523254,-3465.765381,-874.541016,352.762665,-3504.126709,-845.970825,209.957474,,,,-3369.521973,-798.817383,149.595383,-127.754837,1232.008179,1112.601807,-55.406570,1244.585327,1033.163574,-145.168869,1304.398438,1037.117310,-69.117897,1319.329346,1032.330078,-119.333878,1157.310059,1038.102295,-42.763222,1168.386719,1034.271606
19,0,-3386.437988,-545.910767,1644.803101,-3333.972900,-648.668030,1648.790771,,,,,,,,,,,,,-3381.822510,-643.194153,1336.728882,-3342.378906,-655.712097,1179.700928,,,,-3476.773193,-494.368866,1396.961548,-3442.932373,-447.864044,1179.174927,-3485.893555,-423.380493,1080.201782,-3478.049561,-416.848572,1020.066162,-3402.542969,-440.314331,850.480103,,,,-3459.075684,-392.730713,775.935303,-3460.787354,-811.822571,1407.813721,-3465.892578,-890.475647,1178.474243,-3448.484863,-909.890869,1101.664917,-3413.914062,-930.200562,976.496582,-3380.504639,-933.343445,870.171204,,,,-3418.028564,-979.124695,812.683838,-3384.394287,-550.755920,985.033691,-3375.063477,-789.298645,1006.266724,,,,,,,-3461.281982,-493.853271,842.255676,-3458.289062,-547.801697,503.591583,-3494.264160,-548.570007,395.272247,,,,,,,-3370.206055,-679.159790,152.410263,-3411.128174,-868.906799,661.430237,-3422.476318,-861.529907,539.571289,-3466.496826,-874.704712,352.755798,-3503.880371,-845.839172,210.051437,,,,-3369.531738,-798.885376,149.662338,-127.751961,1232.022827,1112.598267,-55.418884,1244.591553,1033.163086,-145.175705,1304.403564,1037.120972,-69.100700,1319.349487,1032.321655,-119.351692,1157.320312,1038.114868,-42.781513,1168.384888,1034.279175
20,0,-3387.570312,-544.476746,1644.097900,-3333.750000,-647.525879,1648.958252,,,,,,,,,,,,,-3380.912842,-642.836426,1336.625977,-3343.196777,-655.156311,1179.397217,,,,-3480.789307,-492.149475,1395.825684,-3441.419678,-447.390442,1179.007690,-3480.681396,-422.994385,1080.750732,-3478.407227,-416.638245,1019.364380,-3403.097656,-439.991119,849.457703,,,,-3458.475098,-392.710693,775.129578,-3460.983154,-810.926880,1408.107666,-3466.276611,-889.894775,1178.787109,-3448.298096,-909.835815,1101.995850,-3410.398926,-930.931580,977.582764,-3381.507812,-934.285645,870.590027,,,,-3419.827637,-979.916504,813.349365,-3383.916992,-550.169922,985.174255,-3374.628662,-788.551514,1006.419800,,,,,,,-3461.918945,-493.396729,842.154053,-3459.530029,-547.460388,503.391876,-3493.929688,-547.876526,395.482117,,,,,,,-3370.251709,-679.193542,152.416641,-3411.081543,-868.547485,661.603149,-3422.753174,-861.406799,539.564880,-3464.983643,-874.248718,353.261780,-3503.513672,-846.139954,210.292191,,,,-3369.266357,-798.964355,149.919220,-127.755508,1232.027710,1112.561523,-55.413906,1244.576660,1033.127075,-145.159897,1304.378662,1037.091675,-69.090874,1319.332153,1032.302979,-119.336952,1157.313965,1038.066528,-42.775875,1168.411133,1034.241821
21,0,-3385.329346,-543.313660,1644.283813,-3332.962402,-645.709961,1648.116577,,,,,,,,,,,,,-3378.769043,-642.360718,1336.909424,-3343.301514,-654.764648,1179.538940,,,,-3477.684326,-491.951843,1396.257690,-3439.229980,-446.947296,1178.742432,-3477.338623,-421.966888,1080.886108,-3478.598145,-416.369110,1018.988037,-3402.795898,-439.814880,849.374756,,,,-3457.107422,-392.446930,775.299927,-3460.557373,-810.052551,1408.608032,-3467.468262,-889.341003,1179.023193,-3448.305664,-909.768372,1102.504639,-3413.884521,-930.262268,977.710876,-3382.114502,-935.068726,870.770447,,,,-3419.308838,-980.902405,815.082275,-3384.056152,-549.691345,984.863281,-3373.429443,-788.049011,1006.708618,,,,,,,-3461.907715,-492.880798,842.367188,-3459.753662,-547.239868,503.270325,-3493.833984,-547.520386,395.795227,,,,,,,-3370.346436,-679.118591,152.419098,-3411.341553,-868.199036,661.898865,-3422.623047,-861.117493,540.039917,-3466.301270,-874.227234,353.226135,-3504.064941,-845.955872,210.142288,,,,-3369.398193,-799.115967,149.775253,-127.724823,1232.004639,1112.536011,-55.390244,1244.597412,1033.091675,-145.112762,1304.367432,1037.098511,-69.084419,1319.330078,1032.271851,-119.310577,1157.291626,1038.050293,-42.747993,1168.410400,1034.200195
22,0,-3384.838135,-542.181091,1644.119141,-3332.494141,-645.015259,1648.179199,,,,,,,,,,,,,-3378.265625,-641.580017,1336.643188,-3343.674805,-654.120239,1179.174316,,,,-3476.428711,-491.019623,1396.241333,-3438.785156,-446.617645,1178.527710,-3477.831055,-421.617615,1079.792969,-3478.789551,-416.211639,1018.672607,-3399.833252,-439.978912,848.990906,,,,-3455.725098,-392.614441,775.018921,-3461.867676,-808.859497,1408.738159,-3468.604980,-888.855713,1179.152100,-3448.420898,-909.408508,1102.943726,-3413.981201,-930.171143,978.081970,-3381.869629,-935.290649,871.397217,,,,-3420.510498,-981.228210,815.220764,-3384.000488,-549.168823,984.812134,-3374.516357,-787.734314,1006.784912,,,,,,,-3461.337402,-492.743835,842.738159,-3460.002197,-547.119934,503.300415,-3493.643799,-547.018677,395.567932,,,,,,,-3370.557617,-679.092102,152.248245,-3411.636230,-868.003601,662.142090,-3423.264160,-861.158997,540.009949,-3468.942871,-873.927490,352.965881,-3504.505859,-845.943115,210.325333,,,,-3369.699707,-799.332458,149.742706,-127.727791,1232.009644,1112.541016,-55.390263,1244.593994,1033.106079,-145.114182,1304.353394,1037.091309,-69.060768,1319.316772,1032.274170,-119.301804,1157.266479,1038.048218,-42.737259,1168.409180,1034.207886
23,0,-3384.673096,-541.258362,1644.263550,-3332.203857,-643.954895,1648.083984,,,,,,,,,,,,,-3378.294922,-640.516296,1337.161743,-3343.441162,-653.675415,1179.300049,,,,-3475.539551,-490.180450,1396.277344,-3437.796387,-446.211090,1178.642456,-3478.424561,-421.213135,1079.259888,-3476.420410,-415.875061,1018.481995,-3397.691162,-440.418304,849.014099,,,,-3454.123047,-392.446198,775.176697,-3466.311035,-806.381165,1408.737305,-3469.051025,-888.453430,1179.605713,-3448.362061,-908.990356,1103.060181,-3414.485352,-930.174011,978.575439,-3379.545166,-935.603516,872.173462,,,,-3419.603271,-981.407837,816.079712,-3383.753174,-548.869690,984.814941,-3375.480225,-787.458618,1007.076965,,,,,,,-3461.311768,-492.193726,842.704102,-3461.123779,-546.792358,503.125427,-3492.588379,-546.172424,396.387695,,,,,,,-3370.362061,-679.004639,152.387405,-3411.850342,-867.717224,662.360474,-3423.703613,-860.881958,540.401978,-3468.494873,-874.159180,353.629578,-3503.696045,-845.965271,210.695114,,,,-3369.402588,-799.387634,149.966476,-127.738686,1232.015381,1112.557007,-55.393353,1244.572510,1033.135498,-145.152222,1304.376953,1037.100830,-69.081520,1319.348145,1032.284180,-119.334366,1157.287720,1038.072144,-42.754642,1168.413940,1034.232544
24,0,-3383.666504,-539.892700,1643.251343,-3335.216309,-642.077942,1647.942261,,,,,,,,,,,,,-3377.446289,-639.707581,1336.989868,-3343.014893,-653.274292,1179.522095,,,,-3475.590820,-489.283691,1395.861084,-3436.993408,-445.973206,1178.681030,-3478.880127,-421.145844,1078.636597,-3473.598145,-415.644928,1018.098938,-3397.581787,-440.469086,848.528931,,,,-3450.849609,-392.061005,775.823059,-3464.976318,-805.917480,1409.274048,-3468.751709,-887.995850,1179.920654,-3448.307617,-908.600281,1103.537842,-3414.157715,-930.150391,978.784363,-3378.721191,-935.649109,873.036072,,,,-3418.136719,-981.228943,816.982849,-3384.057861,-548.324036,984.674072,-3376.475342,-787.239136,1006.992554,,,,,,,-3461.810059,-491.711914,842.421692,-3461.043945,-546.444702,503.134064,-3493.021240,-546.510010,396.152649,,,,,,,-3370.223389,-679.020264,152.455154,-3412.163818,-867.644348,662.682434,-3423.517822,-860.514954,540.816833,-3468.775391,-874.183716,353.970642,-3504.316406,-845.963501,210.590210,,,,-3369.452881,-799.499573,149.951187,-127.748817,1232.009888,1112.585815,-55.409321,1244.577759,1033.145508,-145.171112,1304.398682,1037.104004,-69.117439,1319.338135,1032.315552,-119.359009,1157.305420,1038.088379,-42.761761,1168.391235,1034.261719
25,0,-3384.297852,-539.411682,1644.300293,-3331.674072,-642.164429,1648.272339,,,,,,,,,,,,,-3377.196289,-638.766113,1336.589355,-3344.209473,-652.627991,1179.498413,,,,-3475.145020,-488.642151,1395.785156,-3435.925049,-445.747345,1178.750244,-3478.943115,-420.765137,1078.611694,-3471.787842,-415.385529,1018.105957,-3397.428955,-440.825409,848.389282,,,,-3441.752686,-394.126038,776.810181,,,,-3468.376709,-887.579895,1180.168945,-3448.622559,-907.912476,1104.111938,-3413.490234,-929.578613,979.280762,-3378.583008,-934.580688,873.885132,,,,-3416.579346,-980.670105,817.708801,-3384.309570,-547.938171,984.471985,-3380.092529,-786.322144,1007.085083,,,,,,,-3461.282959,-491.217194,842.288086,-3461.239502,-546.325623,503.248688,-3492.525635,-545.859375,396.638947,,,,,,,-3370.204590,-678.841980,152.498871,-3411.824219,-867.287964,663.099731,-3424.083008,-860.561401,540.903259,-3468.415039,-873.914185,354.263641,-3504.083252,-845.972778,210.555069,,,,-3369.380615,-799.478516,149.997757,-127.749130,1232.007202,1112.585815,-55.399765,1244.582031,1033.156494,-145.170715,1304.406250,1037.108276,-69.129669,1319.338867,1032.327393,-119.340721,1157.302002,1038.103271,-42.778664,1168.394409,1034.262939
26,0,-3384.051514,-538.527893,1644.170288,-3331.729980,-641.427429,1648.236938,,,,,,,,,,,,,-3377.217773,-638.066528,1336.742798,-3343.415283,-652.368347,1179.517822,,,,-3473.392090,-488.500610,1397.070312,-3435.189697,-445.478943,1178.605103,-3478.542969,-420.763977,1078.374878,-3474.125488,-414.331329,1017.171387,-3394.281982,-441.827728,848.303040,,,,-3441.512451,-394.745453,776.417053,,,,-3468.395020,-887.153320,1180.403076,-3448.058350,-907.459412,1104.525391,-3413.205566,-929.177185,979.691345,-3376.166992,-933.852173,874.927612,,,,-3414.196777,-979.855103,818.154114,-3384.374023,-547.647339,984.635437,-3380.660645,-786.029419,1007.272949,,,,,,,-3461.655762,-490.755066,842.129028,-3461.825684,-546.214661,503.230042,-3492.371582,-545.626770,396.684174,,,,,,,-3370.349854,-678.958130,152.452332,-3412.250488,-867.184387,663.333862,-3424.544434,-860.481323,541.008667,-3468.739258,-874.092957,354.063812,-3504.451172,-846.111877,210.839874,,,,-3369.375000,-799.547852,150.010910,-127.744583,1232.015015,1112.565918,-55.420444,1244.587158,1033.140503,-145.156662,1304.389282,1037.103516,-69.110710,1319.351440,1032.304932,-119.352615,1157.304810,1038.068481,-42.761742,1168.402832,1034.237549
27,0,-3383.996582,-537.770935,1644.208008,-3332.239746,-640.855164,1649.005493,,,,,,,,,,,,,-3377.553223,-637.736938,1336.583496,-3343.712158,-652.106689,1179.322021,,,,-3474.285400,-487.698395,1396.065674,-3433.915527,-445.350891,1178.687988,-3478.748047,-420.674469,1078.208984,-3468.342529,-415.345581,1017.978455,-3392.716064,-442.724304,848.043640,,,,-3449.975830,-395.959656,773.351807,,,,-3467.964355,-886.573853,1180.601440,-3448.153564,-906.701050,1104.768433,-3412.410400,-928.642517,980.083679,-3372.788086,-932.801270,876.050598,,,,-3412.113770,-979.359924,818.180725,-3384.846924,-547.469727,984.277100,-3378.473877,-786.199524,1007.433899,,,,,,,-3462.073730,-490.354858,842.246826,-3461.835449,-546.160400,503.205048,-3493.349365,-546.211060,396.169708,,,,,,,-3370.484863,-679.021790,152.470093,-3412.506348,-867.113708,663.164001,-3425.180176,-859.975952,540.595520,-3468.600098,-874.083191,354.340332,-3503.154785,-845.883240,211.176437,,,,-3369.303955,-799.432190,150.070221,-127.739403,1232.011719,1112.553711,-55.381378,1244.602783,1033.108765,-145.139954,1304.365845,1037.081909,-69.087288,1319.322754,1032.271729,-119.314445,1157.296509,1038.065796,-42.755558,1168.410645,1034.215576
28,0,-3383.851562,-537.020020,1643.963013,-3331.894287,-640.112610,1648.612427,,,,,,,,,,,,,-3378.026367,-637.116699,1336.430908,-3344.060547,-651.623352,1179.203369,,,,-3474.082764,-487.279572,1395.993408,-3433.644287,-445.170624,1178.509644,-3478.355225,-420.710999,1078.111084,-3467.369141,-415.319733,1017.800781,-3393.274902,-443.081207,847.934265,,,,-3435.300049,-396.282227,774.284851,-3461.264648,-804.613342,1409.609009,-3467.281006,-885.817688,1180.982666,-3447.516113,-905.658997,1105.767578,-3410.922607,-927.470398,981.113647,-3370.627930,-931.797119,876.617126,,,,-3410.502686,-978.354980,818.112061,-3385.145264,-547.184448,984.396179,-3382.060303,-784.705322,1008.015137,,,,,,,-3462.499512,-489.912048,842.067871,-3461.796387,-546.155212,503.381439,-3491.993164,-545.453735,396.528229,,,,,,,-3370.289062,-679.083557,152.482239,-3412.520020,-867.018738,663.419250,-3425.303223,-859.833069,540.813477,-3468.639404,-873.877380,354.345734,-3505.202393,-845.946167,210.708893,,,,-3369.224121,-799.521545,150.021637,-127.714798,1232.001099,1112.540527,-55.378521,1244.565552,1033.090210,-145.124847,1304.355591,1037.094482,-69.059212,1319.290405,1032.259033,-119.294846,1157.283447,1038.061890,-42.734394,1168.410400,1034.213501
