2.000000000000000000e+00,1.435045773583985274e-01,6.542243037807032868e-01,1.132590495818350529e-01,6.370482299149904382e-01,4.542312430528385597e-02,7.368431232876712089e-01,1.097379894208839746e+00,3.053521731280207097e-01,1.090697034667353016e+00,2.587288465411266558e-01,1.083484951517073469e+00,2.361826938068528614e-02,-1.663587451614215451e-01,-5.966971716125433645e+00,-1.253039209757757233e-01,-7.940120539996708970e+00,-1.108914009990086408e-01,-9.708445525498435313e-02,-1.045836926805139511e+00,4.574224250750678067e+01,-1.033265123919723694e+00,6.556458705536063292e+01,-1.066445002606805526e+00,-8.894047785052023869e-01
3.000000000000000000e+00,1.086570656166485800e-02,7.023061329477564563e-01,-5.095525206995350082e-02,6.724748715393341625e-01,6.520458612645917140e-02,7.406572023346303935e-01,1.072367699115663431e+00,1.198614822041780131e-01,1.110454653331191643e+00,6.223682008370391011e-02,1.088125469897716746e+00,3.866866519550243853e-02,4.959130285925588549e-02,9.250347285172755285e-01,7.078591857227409245e-02,-7.229857218379077965e-02,-9.498360312296517949e-02,-3.628237764047829716e-01,-1.189345150472072454e+00,-5.165013645554350497e-01,-1.179236949278132496e+00,-1.004641009712979205e+00,-1.051985197157250473e+00,-7.545723971698041765e-01
4.000000000000000000e+00,9.501935448034556919e-02,7.186095670601575502e-01,7.083351783049984807e-02,6.897618111771793847e-01,3.175607521298168950e-02,7.617308661257606861e-01,1.113130405297425796e+00,1.346362529939512109e-01,1.093993374895313231e+00,3.254488384887478658e-02,1.122481137633807080e+00,2.598932268289318517e-02,-8.611326847731974599e-02,5.761267014324673585e-01,-4.639810648114407743e-02,7.083512134207420319e-02,-4.188310212974691998e-02,-7.986356567797947559e-01,-1.111974574246220149e+00,-5.793827907524171650e-01,-1.113495858119237791e+00,2.923904435260031853e-01,-1.170989543976248104e+00,3.868985536694444782e-01
5.000000000000000000e+00,2.271980443589365767e-02,7.184735621542692741e-01,-3.350579189062539293e-02,6.760944454549491223e-01,-4.424793238095232895e-02,7.439335767195768279e-01,1.087597023315087341e+00,1.676918541905262627e-01,1.076907835470344965e+00,5.335526925925222763e-02,1.115484660742187772e+00,1.546356232292590491e-02,-3.521646522875598179e-02,7.868952698844668969e-01,1.828122404851694957e-02,8.575652928915281636e-01,4.424793798890536839e-02,-4.337552227247825076e-01,-1.066893794532148609e+00,-6.365682722261984949e-01,-1.060118543201952868e+00,-1.311016864599809928e-01,-1.125862207119942671e+00,-4.228678299395025597e-01
6.000000000000000000e+00,1.466422756162106752e-02,7.318565588454235549e-01,6.943595295134227796e-02,6.777493206458689023e-01,-6.999385100286589258e-03,7.776549083094556059e-01,1.105595203703108487e+00,3.296591073203246069e-01,1.109727594557599728e+00,2.780545178641379844e-01,1.134687089712395514e+00,3.391098591340422491e-02,-3.464477234734837652e-02,-4.411891875427051524e+00,1.039855341749733493e-02,-6.674779960137725787e+00,4.853297018839401039e-02,2.011836427820681561e-01,-1.077054406740729275e+00,2.634572518676617747e+01,-1.104502324382602652e+00,4.468057942396825410e+01,-1.173775883428175737e+00,-1.169262745370289291e+00
7.000000000000000000e+00,1.457338850979014722e-01,6.932895501202555044e-01,7.825483514556526299e-02,6.522572157851788122e-01,4.624815427762034303e-02,7.276269235127479362e-01,1.107118742687454915e+00,1.921019518302254647e-01,1.077301769010078569e+00,5.190409323021836357e-02,1.102848198581543482e+00,2.761876409054782322e-02,-1.774359800545177723e-01,1.040346901205472019e+00,-1.247367156655277143e-01,4.930395113251611061e-01,-8.492594598009074736e-02,2.354300735689914825e-01,-1.046548673671129359e+00,9.862872953863499603e-02,-1.029681081591585778e+00,1.791625514908852246e-01,-1.072264611360765896e+00,-9.018462174914221308e-02
8.000000000000000000e+00,1.006666758330426598e-01,7.301420003715125562e-01,2.095581314672621473e-02,6.834470872440010503e-01,2.709427736994227121e-02,7.560998323699422707e-01,1.099198949759107480e+00,1.875047193381252919e-01,1.075836287324898999e+00,5.331736958490308764e-02,1.104594156537816785e+00,2.781279693552097046e-02,-1.231373302350535631e-01,9.549236181105748011e-01,-8.346219848202328373e-02,8.224192279360184599e-02,-4.667934289294415479e-02,-4.274563980437134925e-01,-1.066850911703150384e+00,-1.956096565046956393e-01,-1.047949187592141174e+00,-8.155495059509556555e-01,-1.101337222776535896e+00,-8.411868532549107158e-01
9.000000000000000000e+00,nan,nan,nan,nan,-4.107977944329904707e-02,7.121537686563573777e-01,nan,nan,nan,nan,1.124916323244464555e+00,6.619058987744547151e-02,nan,nan,nan,nan,2.717588185923410990e-02,-9.727467713559498352e-02,nan,nan,nan,nan,-1.148566869918419497e+00,-1.330599095422696942e+00
0.000000000000000000e+00,-1.139454743257853897e-01,-7.573273265133865229e-01,-1.199131357097862616e-01,-8.058087167719613086e-01,4.542312430528385597e-02,7.368431232876712089e-01,1.101225235973744221e+00,7.987517418484978426e-01,1.087218125033686977e+00,6.975907940497273474e-01,1.083484951517073469e+00,2.361826938068528614e-02,-2.541335401914154857e-01,1.691891216271160348e+00,-3.881474677907969517e-01,2.409883883033272500e+00,-1.108914009990086408e-01,-9.708445525498435313e-02,-1.133231440891450337e+00,4.504208018606103536e+00,-1.144437860389461381e+00,8.537831147589168168e+00,-1.066445002606805526e+00,-8.894047785052023869e-01
1.000000000000000000e+01,-4.628712899448614998e-02,7.945785513089370644e-01,-1.010243759295743476e-01,6.986109243842251182e-01,-1.165278031756756677e-01,7.632481216216217002e-01,1.094854422570580077e+00,2.483719936056082433e-01,1.078154749795855905e+00,6.228345095387846642e-02,1.118536654135968700e+00,3.143711212718767328e-02,5.691203733707952267e-02,3.068209869495595044e-01,1.184555898878591612e-01,8.837010079224921766e-01,1.633346246155275017e-01,-2.481639323957586796e-01,-1.046831655755952717e+00,-1.058556740923850326e+00,-1.066417299753327441e+00,-3.961260084352100641e-01,-1.116506708802521342e+00,-1.189200441704511224e+00
1.100000000000000000e+01,2.642738517968994463e-02,7.656501010665821561e-01,1.905140607905227504e-02,6.885262504645299764e-01,-2.223057854368927153e-02,7.550956504854370310e-01,1.122303777685801141e+00,2.176103896086271916e-01,1.100779721268982936e+00,5.291710243035839534e-02,1.107470951453052077e+00,3.906143786488170538e-02,-1.052402867206169712e-01,8.868261913436320532e-01,-3.515846782061389508e-02,2.398799004057831918e-01,-8.400421557505834830e-03,-2.518329656960544005e-01,-1.104011464529730535e+00,-3.174581997018410817e-01,-1.071826424054661997e+00,-1.668252091494393241e-01,-1.105950745865310392e+00,-1.326778978231819561e+00
1.200000000000000000e+01,1.500804033037433094e-01,7.829695150324030850e-01,1.124641387939265963e-01,7.245024235421556602e-01,5.429510185579942277e-02,6.733459402131661831e-01,1.115262636959781339e+00,2.094859301855954703e-01,1.079215191825182218e+00,3.946589446996138367e-02,1.098262048030922644e+00,3.026089834490129291e-02,-1.573652452349957875e-01,6.983182658070123949e-01,-1.137298428281438845e-01,2.844940525668984699e-01,-9.074275691591296433e-02,-4.135541328294876640e-01,-1.100182948921147874e+00,-6.263696316271452069e-01,-1.072291176115959477e+00,-9.464673551257107853e-01,-1.067214213032747550e+00,-6.596673542617925712e-01
1.300000000000000000e+01,1.038757565170842639e-01,7.937241322485671935e-01,3.222040151283099563e-02,6.944074076177308985e-01,-6.963264493670873190e-02,7.232441940928270308e-01,1.124224597016769245e+00,2.940615880814708705e-01,1.077842066124487186e+00,8.842155041710866858e-02,1.130756479532334602e+00,1.832938819582404996e-02,-1.995252148272895765e-01,6.188474331190051414e-01,-1.423330778055970081e-01,1.016379406458647994e+00,7.410959604773267873e-02,2.719658896685842597e-01,-1.115782584608514982e+00,-9.719798232118845860e-01,-1.012387800532470683e+00,4.079754658761300945e-01,-1.140512446459662321e+00,-9.734491964991760504e-01
1.400000000000000000e+01,-1.246705257715017418e-01,8.671107534140997108e-01,-2.345262926673035431e-01,7.119439739054316263e-01,-1.016334276150632036e-02,7.563684644351464925e-01,1.056183948316956389e+00,2.811300562268844172e-01,1.107817342354769252e+00,5.826655058686750627e-02,1.134906724474326944e+00,1.665630030816712265e-02,2.029169766220242366e-01,5.164040075177123157e-02,3.058538494122801654e-01,5.870401245197450768e-01,3.236025029112749550e-03,-3.531087274092830075e-01,-9.598875184085167156e-01,-1.012392022588234797e+00,-9.930089470350527137e-01,-1.911387499442751547e-02,-1.161118536677517188e+00,-1.196358978443805121e+00
1.500000000000000000e+01,4.985077449280280598e-03,8.062657528824678232e-01,6.023561076627558658e-03,6.767565370626024146e-01,-6.590984324434383257e-02,7.394994615384615777e-01,1.162125068991860521e+00,2.851015945682027763e-01,1.106349011024269080e+00,4.692647178520744505e-02,1.162204223509312628e+00,1.864697919840896043e-02,-4.478718047390081725e-02,6.639709009536888529e-02,-8.912028737127886515e-04,2.239531437063032038e-01,8.199451029504853383e-02,5.552796070448053900e-01,-1.152074095234839168e+00,-1.082699429875554564e+00,-1.154841585856383190e+00,-9.230408790818209752e-01,-1.204820392879041746e+00,-1.096003109841912293e+00
1.600000000000000000e+01,-1.522678345262789834e-01,8.239608033370366957e-01,-2.478310899535113854e-01,6.460107661278340352e-01,-6.909686905737708051e-02,7.429154959016393001e-01,1.121920224227538343e+00,4.512132566919161980e-01,1.133440981297292760e+00,2.944232761797239695e-01,1.056463320316544996e+00,2.504121182130551737e-02,8.701481200017935347e-02,-1.584671694720321877e+00,3.063028259440498183e-02,-4.020696583644103761e+00,5.685329199452613530e-02,-4.819546212545193775e-01,-1.261495229663147422e+00,4.064464411418472700e+00,-1.169289991578847943e+00,1.576759133546175562e+01,-8.943706631764616333e-01,-6.055697411782783313e-01
1.700000000000000000e+01,7.951353681302658627e-01,6.998025417318000097e-01,3.886037608839103541e-01,7.463078534121039276e-01,-6.909686905737708051e-02,7.429154959016393001e-01,3.295911258931992494e-03,3.180108156151668485e-03,3.149164104971601593e-03,3.334968236821381302e-03,1.056463320316544996e+00,2.504121182130551737e-02,1.238097102722604675e-01,-4.522610984843378201e-01,1.418675233637333721e-01,-6.480600703455635658e-01,5.685329199452613530e-02,-4.819546212545193775e-01,-5.912434489125364401e-01,1.294817771369816128e-02,-7.375464287077555525e-01,9.338945150006638940e-02,-8.943706631764616333e-01,-6.055697411782783313e-01
1.800000000000000000e+01,5.437337133911510634e-01,4.761482510314110073e-01,1.347360428323957304e+00,3.048128410316228859e-02,2.930538763396537405e-01,7.283047411376751823e-01,5.866270991738521852e-03,1.067178266731507244e-02,7.868226354532223757e-03,9.283514436934588859e-03,6.199608613916435598e-03,7.479478245946625387e-03,2.970443862260261358e-01,2.707915829975275912e-01,6.510410305000433606e-01,2.413150118658986543e-01,1.459138759556067033e-01,3.502083571038024923e-01,-5.242867348675392947e-01,-9.510546031071194228e-01,-6.633561540585239946e-01,-4.319991793795159296e-01,-6.753618460748427310e-01,-1.000379008644710632e+00
