1.046666582225217690e+00,1.213594402559967422e+00
1.046543351127141364e+00,1.212081617377962717e+00
1.046480290017141268e+00,1.213238235429008105e+00
1.042892515113007512e+00,1.209987294534231372e+00
1.044307676365065829e+00,1.214823841905825264e+00
1.046950293883257332e+00,1.221205721231888086e+00
1.045452914612406525e+00,1.216603323753716159e+00
1.043789983642724684e+00,1.215424191583137636e+00
1.044858154450036825e+00,1.220843906895904718e+00
1.044294472488800807e+00,1.218844491404438957e+00
1.042309207488336442e+00,1.216766489126836381e+00
1.045381385000476726e+00,1.221462166816107642e+00
1.041964587806757381e+00,1.221013732421958542e+00
1.043530611244155359e+00,1.226854685659738875e+00
1.046720211109418264e+00,1.230833461920759708e+00
1.040988894315094671e+00,1.223053087047795584e+00
1.043060496738729137e+00,1.224007475670187306e+00
1.043431779264303971e+00,1.229338292339225314e+00
1.041897387083825510e+00,1.228366994212283236e+00
1.041982763202735196e+00,1.226675251605956918e+00
1.039418374637544273e+00,1.225676833284139677e+00
1.039855506116127204e+00,1.220261079987992714e+00
1.039727297662570216e+00,1.222990347811169665e+00
1.041536265248927506e+00,1.223474896722746896e+00
1.038583563322498460e+00,1.222728450096593589e+00
1.040631763037590973e+00,1.223906167948091595e+00
1.036815426025081921e+00,1.219994268547874183e+00
1.040429104737248478e+00,1.219232591426482992e+00
1.039360685716328447e+00,1.220964974714449758e+00
1.040785207578213356e+00,1.223519976343401483e+00
1.039823901458802435e+00,1.222185892000107410e+00
1.040571522253152192e+00,1.213930919049513557e+00
1.044070760664431274e+00,1.223898061580970031e+00
1.045584549478823844e+00,1.224605579858806914e+00
1.044444182706471880e+00,1.217527254916101365e+00
1.045627314256728946e+00,1.221223315839410573e+00
1.042541756683309506e+00,1.217543481412791229e+00
1.043507961108489868e+00,1.215003026299003475e+00
1.042078688855827329e+00,1.214362959691817290e+00
1.040623054681507620e+00,1.212290905509655348e+00
1.040919386410713132e+00,1.209168924521294430e+00
1.042994868533641650e+00,1.214695587884760508e+00
1.039852117757934069e+00,1.210664858053367210e+00
1.041427410703296141e+00,1.212261772367150714e+00
1.042674063449847033e+00,1.213039293158315379e+00
1.040504791925999317e+00,1.211494051611359923e+00
1.041308364265843389e+00,1.209469089351030258e+00
1.040545599803706756e+00,1.211219750798687711e+00
1.043061312567007404e+00,1.212760524829867181e+00
1.045463700608734170e+00,1.218234653484775221e+00
1.040427722405543154e+00,1.211224438989421115e+00
1.040186001709834995e+00,1.209161840508212071e+00
1.044225712805757711e+00,1.217420538327978141e+00
1.041446791558025442e+00,1.211581419964394835e+00
1.043412790617115116e+00,1.214663217803949147e+00
1.042093978748641847e+00,1.207543130735124981e+00
1.045017015265544913e+00,1.219437033698006490e+00
1.041586931262326043e+00,1.211277098074116987e+00
1.043877103446626764e+00,1.216782764109865633e+00
1.041966489080597302e+00,1.211946656621535778e+00
1.044187710089723886e+00,1.214017091133981152e+00
1.043693325000487393e+00,1.213870316255714288e+00
1.043192684654807634e+00,1.213718004710325760e+00
1.043158399697083683e+00,1.209099320064303429e+00
1.042353201949730801e+00,1.212265296899080136e+00
1.044113971397976792e+00,1.214324218543503475e+00
1.043786670774212721e+00,1.210926968654777669e+00
1.041961179520240144e+00,1.209103585729414787e+00
1.040355778793645491e+00,1.204069127396435013e+00
1.042829991916629950e+00,1.212503063654845059e+00
1.041253967648408940e+00,1.199670794150400566e+00
1.040441025768165106e+00,1.204957644645727521e+00
1.041471844819751080e+00,1.205154420128742521e+00
1.039184117378971095e+00,1.200837242635434121e+00
1.042561861742865581e+00,1.207179061239724627e+00
1.039384680708156594e+00,1.204288115522847091e+00
1.037613228541567789e+00,1.202414106173393504e+00
1.042452928496147901e+00,1.210405668481987052e+00
1.041364702172847156e+00,1.206075289441338461e+00
1.040304914796303049e+00,1.204485507083474571e+00
1.040962314133532018e+00,1.198876725908419205e+00
1.044554143590288753e+00,1.209745329482644349e+00
1.042975994170341147e+00,1.204692180904940679e+00
1.043487665890686644e+00,1.208265777269019958e+00
1.045102866916011841e+00,1.213694068742175114e+00
1.048430636788993509e+00,1.214166423233712822e+00
1.048287293287656796e+00,1.219805478726639913e+00
1.049634573950017469e+00,1.221973356087240559e+00
1.047623367938727901e+00,1.215850585182609800e+00
1.050704365558581266e+00,1.216618049815785030e+00
1.049346890895154427e+00,1.222594280844550463e+00
1.051786133199227979e+00,1.221836288255970571e+00
1.051564273854236786e+00,1.219031083874523747e+00
1.052306403229279264e+00,1.224336721000701234e+00
1.051690684253329344e+00,1.223040341527375174e+00
1.051759510110965801e+00,1.223623547712089588e+00
1.050487550648629309e+00,1.221899519748149698e+00
1.051217082461455732e+00,1.218582857336699687e+00
1.050050033357578627e+00,1.225182149066921022e+00
1.051135191893848742e+00,1.226203148243367069e+00
1.051137519697720846e+00,1.225130147604676312e+00
1.048951013801310506e+00,1.223577356679858896e+00
1.048799403612848957e+00,1.223817612806278321e+00
1.052304209979047167e+00,1.228702076345750127e+00
1.050430424384963146e+00,1.228483677365532545e+00
1.051490704567803691e+00,1.233163350066463826e+00
1.053158154024567583e+00,1.231393369137987692e+00
1.049794417596882523e+00,1.230718533517961566e+00
1.049291990094372018e+00,1.221176077794545067e+00
1.048629596027880195e+00,1.219151808162226791e+00
1.048120416135632560e+00,1.218716087326781272e+00
1.048804380376254786e+00,1.221318573095672599e+00
1.051248269219491549e+00,1.226600299795439719e+00
1.051076182179130791e+00,1.223329035524981512e+00
1.052037306256291327e+00,1.226714028174850091e+00
1.049711593268966903e+00,1.224276736438018487e+00
1.048832420421521805e+00,1.219509045598836439e+00
1.048688701214941066e+00,1.223655791203334564e+00
1.047647937238716853e+00,1.222715820083727367e+00
1.048482090839816694e+00,1.222126689131419974e+00
1.050076718734642700e+00,1.221853343435958417e+00
1.050420098968364524e+00,1.221289604788877936e+00
1.049984815218664158e+00,1.222272170908650812e+00
1.047324847069601939e+00,1.217114968745313552e+00
1.046923969184192948e+00,1.222690055315571067e+00
1.046129662195293131e+00,1.220443820574898419e+00
1.049247737599941832e+00,1.225947749424377564e+00
1.049603422359097538e+00,1.226582803186641923e+00
1.050702255940980878e+00,1.228983680665792777e+00
1.051221568196436085e+00,1.232382390836401109e+00
1.049278228439222138e+00,1.226501408341590382e+00
1.050636992979902873e+00,1.233211382119600463e+00
1.049255368411379230e+00,1.226621142946374254e+00
