1.703070429829114914e+09,-1.297175763622177014e-03,1.055511780205083995e-03,-9.652968213050530286e-05,-6.767947846597621719e-07
1.703070429829114914e+09,-1.085610924234925445e-03,-7.418765684771483674e-05,2.205198594924640649e-04,-6.767947846597621719e-07
1.703070429846531153e+09,-2.211007428288475074e-03,8.409611440323924453e-04,5.246313861502957419e-06,-6.767947846597621719e-07
1.703070429864654064e+09,-2.443952859590897697e-03,9.733877686441902172e-04,2.873258166627391200e-04,-6.767947846597621719e-07
1.703070429941643238e+09,-3.347660903827903711e-03,2.580828775103438211e-04,3.116788748956710129e-04,-6.767947846597621719e-07
1.703070429943030834e+09,-1.437478569431910325e-03,1.492106896722333311e-03,-1.628691643023232136e-04,-6.767947846597621719e-07
1.703070430003873587e+09,-2.192212749437594255e-03,2.655773067824748800e-04,-4.644001156506356599e-06,-6.767947846597621719e-07
1.703070430003873587e+09,-3.176377331569141260e-03,9.208009675419393013e-04,-3.791010049145512433e-05,-6.767947846597621719e-07
1.703070430037541628e+09,-2.336638971795118591e-03,1.225918327709040996e-03,-3.424529266700313793e-04,-6.767947846597621719e-07
1.703070430037541628e+09,-2.140692936335952812e-03,8.432833181339218854e-04,-1.584924920223766849e-04,-6.767947846597621719e-07
1.703070430081678629e+09,-1.693095536924288380e-03,1.644412811086207139e-03,8.005213478519321833e-05,-6.767947846597621719e-07
1.703070430081678629e+09,-2.077360366975006256e-03,1.360069657187099653e-03,-2.064708301401404599e-04,-6.767947846597621719e-07
1.703070430098774195e+09,-3.154428213680449122e-03,6.762702516756142427e-04,1.958265887441592917e-04,-6.767947846597621719e-07
1.703070430129461765e+09,-2.633484125742935333e-03,4.302765343790759811e-04,1.027247463761021866e-04,-6.767947846597621719e-07
1.703070430216829777e+09,-1.812855087189119141e-03,1.152665238554856407e-03,-3.029880081773640254e-04,-6.767947846597621719e-07
1.703070430218132496e+09,-3.404505122926448912e-04,8.463862063427019010e-04,-3.154956037621097528e-04,-6.767947846597621719e-07
1.703070430234221220e+09,-2.552516347096300819e-03,8.550900715605933889e-05,4.980670109591170099e-04,-6.767947846597621719e-07
1.703070430250354290e+09,-1.564554244521204618e-03,1.272940628968861117e-03,2.595094657003615729e-04,-6.767947846597621719e-07
1.703070430267449141e+09,-2.549187046569145743e-03,4.402963507000586885e-06,2.706882930347730360e-04,-6.767947846597621719e-07
1.703070430283696890e+09,-2.490580546874898715e-03,6.164818406316513065e-04,-8.825283512163485840e-05,-6.767947846597621719e-07
