start_timestamp,end_timestamp,mean_timestamp,cluster_size,mean_x,mean_y,adjacent_vel_x,stride
1702984116.5487418,1702984116.8487961,1702984116.698769,19,3.3757042431196553,-0.548623007166666,-1.9462553931364344,0.0
1702984117.498687,1702984117.8653364,1702984117.6820116,23,2.7911911412221744,-0.5198635561558606,-0.8994018876166657,0.584513101897481
1702984119.0654235,1702984119.682027,1702984119.3737254,38,2.0438260599091955,-0.5228017096040921,-1.3010465568435308,0.7473650813129789
1702984120.3653977,1702984120.7653832,1702984120.5653906,25,1.7056841246763113,-0.6179391385546953,-1.0193048876151964,0.33814193523288427
1702984122.6320684,1702984122.8986676,1702984122.765368,17,0.5285868635437146,-0.6751489964222683,-0.7657026120526217,1.1770972611325967
1702984124.6320417,1702984125.498966,1702984125.0655038,53,-0.3643902468069748,-0.7295470434818639,-0.9250567939816489,0.8929771103506894
1702984125.99878,1702984126.2486145,1702984126.1236973,16,-0.733960033682511,-0.7526153762811925,-0.7394145864241694,0.36956978687553615
1702984126.4653678,1702984127.1989133,1702984126.8321404,45,-1.251392340095881,-0.7769624214937539,-2.387195208291479,0.5174323064133701
1702984128.1153166,1702984128.4321027,1702984128.2737098,20,-2.1316494552038536,-0.8059227624413413,-0.9605564725119325,0.8802571151079726
1702984130.0320058,1702984130.3487823,1702984130.190394,20,-3.030107541642672,-0.8099107385045098,-0.9217995105870965,0.8984580864388185
