1.671170561739977121e+09,-1.268135468459469672e+00,3.075434621709360883e+00,2.827273750305175781e+01,0.000000000000000000e+00
1.671170561809641123e+09,-1.248514135435745409e+00,3.080559458063207412e+00,2.783528518676757812e+01,0.000000000000000000e+00
1.671170562482647657e+09,-1.240116566613535198e+00,2.955129001286649792e+00,2.764806365966796875e+01,0.000000000000000000e+00
1.671170562545087814e+09,-1.171476078873818771e+00,2.791562525809260897e+00,2.611774253845214844e+01,0.000000000000000000e+00
1.671170562605358839e+09,-1.151601988307945135e+00,2.915926551774476572e+00,2.680636596679687500e+01,0.000000000000000000e+00
1.671170565145867825e+09,-1.202663634448158270e+00,3.098229864250225951e+00,2.799495124816894531e+01,0.000000000000000000e+00
1.671170565225596189e+09,-1.119934522324516513e+00,2.810586010372111421e+00,2.496863746643066406e+01,0.000000000000000000e+00
1.671170565280589819e+09,-1.252529582880062220e+00,3.090467094870722686e+00,2.792480850219726562e+01,0.000000000000000000e+00
1.671170565561409712e+09,-1.115616821262064962e+00,2.705552113323258290e+00,2.487237548828125000e+01,0.000000000000000000e+00
1.671170565601635695e+09,-1.254634322057347928e+00,3.095660287318704462e+00,2.797173309326171875e+01,0.000000000000000000e+00
1.671170565685125351e+09,-1.260219897057177629e+00,3.109442026272297710e+00,2.809626197814941406e+01,0.000000000000000000e+00
1.671170566412664652e+09,-9.252721539855313093e-01,2.465200565841660474e+00,2.153798294067382812e+01,0.000000000000000000e+00
1.671170566486870766e+09,-9.642545743353444498e-01,2.419891844604589171e+00,2.149779510498046875e+01,0.000000000000000000e+00
1.671170566538635731e+09,-1.208365820704013105e+00,3.032513065168655597e+00,2.694018936157226562e+01,0.000000000000000000e+00
1.671170566608283758e+09,-1.196919522413901094e+00,2.979079764815820930e+00,2.560404586791992188e+01,0.000000000000000000e+00
1.671170566685669899e+09,-1.272431011671058876e+00,3.300729933982115227e+00,2.836850547790527344e+01,0.000000000000000000e+00
1.671170566744299412e+09,-1.301899413390205096e+00,3.267244830163288150e+00,2.902549552917480469e+01,0.000000000000000000e+00
1.671170566809439182e+09,-1.281132374039263055e+00,3.269214733608176271e+00,2.856250000000000000e+01,0.000000000000000000e+00
1.671170566881274462e+09,-1.277356109672200590e+00,3.179282873683801913e+00,2.732471466064453125e+01,0.000000000000000000e+00
1.671170566946960211e+09,-1.104386921007560307e+00,2.942415645871192531e+00,2.570731925964355469e+01,0.000000000000000000e+00
1.671170567007930994e+09,-1.239459736901075804e+00,3.247655813500589517e+00,2.885147094726562500e+01,0.000000000000000000e+00
1.671170567105588913e+09,-1.078142607709782208e+00,2.824969624641238131e+00,2.509641838073730469e+01,0.000000000000000000e+00
1.671170567147569656e+09,-9.309059203482696887e-01,2.521243918939260809e+00,2.166912269592285156e+01,0.000000000000000000e+00
1.671170567213932753e+09,-9.037516663122442395e-01,2.407863577842121572e+00,2.103704071044921875e+01,0.000000000000000000e+00
1.671170567277132511e+09,-9.885834668245319090e-01,2.522683604469713625e+00,2.204020118713378906e+01,0.000000000000000000e+00
1.671170567361513376e+09,-9.787269319763755027e-01,2.564478793324740824e+00,2.278227424621582031e+01,0.000000000000000000e+00
1.671170567422821999e+09,-1.012230777885209543e+00,2.652266203194543426e+00,2.356215858459472656e+01,0.000000000000000000e+00
1.671170567483152866e+09,-8.477722038061539234e-01,2.362870378538315830e+00,2.064394378662109375e+01,0.000000000000000000e+00
1.671170567548351049e+09,-9.401963669431787629e-01,2.359515403140220791e+00,2.096142387390136719e+01,0.000000000000000000e+00
1.671170567604840755e+09,-7.936791780252865358e-01,2.248702571990782051e+00,1.932673454284667969e+01,0.000000000000000000e+00
1.671170567697775841e+09,-8.193189606569564187e-01,2.321346842806318200e+00,1.995108413696289062e+01,0.000000000000000000e+00
1.671170567751088381e+09,-9.648158595753165701e-01,2.528028738667634556e+00,2.245845985412597656e+01,0.000000000000000000e+00
1.671170567825671196e+09,-8.354259738845165595e-01,2.188998916268940942e+00,1.944659233093261719e+01,0.000000000000000000e+00
1.671170567901892185e+09,-7.454862080446640338e-01,2.178224834458045045e+00,1.903073120117187500e+01,0.000000000000000000e+00
1.671170567944394588e+09,-8.176762675426273441e-01,2.316692659688683431e+00,1.991108322143554688e+01,0.000000000000000000e+00
