person_id,person,type,trial,bag_path,nlpmp_path,memo,bag扱い,video07301,video07304
7,yoshinari,2,5,_2023-12-21-15-26-31.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_152642_20231221_07_02_05_yoshinari,途中フレームアウト　まし,,C0149.MP4,C0136.MP4
8,motoyama,2,0,_2023-12-21-16-10-53.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_161113_20231221_08_00_00_motoyama,序盤フレームアウト,,C0150.MP4,C0137.MP4
8,motoyama,2,1,_2023-12-21-16-13-41.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_161357_20231221_08_00_01_motoyama,jt,,C0151.MP4,C0138.MP4
8,motoyama,2,1,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_161415_20231221_08_00_01_motoyama,中盤フレームアウト,,C0152.MP4,C0139.MP4
8,motoyama,2,2,_2023-12-21-16-16-59.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_161715_20231221_08_00_02_motoyama,ほぼ衝突,,,
8,motoyama,2,3,_2023-12-21-16-19-05.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_161924_20231221_08_00_03_motoyama,警備員,削除済み,C0153.MP4,C0140.MP4
8,motoyama,2,4,_2023-12-21-16-21-44.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_162159_20231221_08_00_04_motoyama,jt　中盤フレームアウト,,C0154.MP4,C0141.MP4
8,motoyama,2,4,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_162216_20231221_08_00_04_motoyama,jt　中盤フレームアウト,,,
8,motoyama,1,0,_2023-12-21-16-25-02.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_162511_20231221_08_01_00_motoyama,jt完全フレームアウト,削除済み,C0155.MP4,C0142.MP4
8,motoyama,1,0,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_162528_20231221_08_01_00_motoyama,jt完全フレームアウト,削除済み,,
8,motoyama,1,1,_2023-12-21-16-28-07.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_162817_20231221_08_01_01_motoyama,aviなし？,削除済み,C0156.MP4,C0143.MP4
8,motoyama,1,2,_2023-12-21-16-31-54.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_163203_20231221_08_01_02_motoyama,中盤ややフレームアウト,,C0157.MP4,C0144.MP4
8,motoyama,1,3,_2023-12-21-16-34-23.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_163436_20231221_08_01_03_motoyama,aviなし？,,C0158.MP4,C0145.MP4
8,motoyama,1,4,_2023-12-21-16-37-02.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_163711_20231221_08_01_04_motoyama,若干中盤が怪しいがほぼOK,,C0159.MP4,C0146.MP4
8,motoyama,3,0,_2023-12-21-16-41-57.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_164206_20231221_08_03_00_motoyama,頭切れてる,,C0160.MP4,C0147.MP4
8,motoyama,3,1,_2023-12-21-16-44-23.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_164441_20231221_08_03_01_motoyama,aviなし？,削除済み,C0161.MP4,C0148.MP4
8,motoyama,3,2,_2023-12-21-16-46-48.bag.active,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_164755_20231221_08_03_02_motoyama,頭切れてる,,C0162.MP4,C0149.MP4
8,motoyama,3,3,_2023-12-21-16-47-45.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_165049_20231221_08_03_03_motoyama,jt頭切れてる,,C0163.MP4,C0150.MP4
8,motoyama,3,3,_2023-12-21-16-50-41.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_165108_20231221_08_03_03_motoyama,jt頭切れてる,,,
8,motoyama,3,4,_2023-12-21-16-53-32.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_165347_20231221_08_03_04_motoyama,ほぼ衝突,,C0164.MP4,C0151.MP4
8,motoyama,3,5,_2023-12-21-16-55-24.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_165540_20231221_08_03_05_motoyama,jt　OK,,C0165.MP4,C0152.MP4
8,motoyama,3,5,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_165611_20231221_08_03_05_motoyama,jt　OK,,,
9,konishi,0,0,_2023-12-21-18-04-53.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_180503_20231221_09_00_00_konishi,,,C0166.MP4,C0153.MP4
9,konishi,0,1,_2023-12-21-18-07-51.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_180802_20231221_09_00_01_konishi,jt,削除済み,C0167.MP4,C0154.MP4
9,konishi,0,1,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_180829_20231221_09_00_01_konishi,完全フレームアウト,削除済み,,
9,konishi,0,2,_2023-12-21-18-12-21.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_181231_20231221_08_00_02_konishi,jt,削除済み,C0168.MP4,C0155.MP4
9,konishi,0,2,,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_181250_20231221_09_00_02_konishi,完全フレームアウト,削除済み,,
9,konishi,0,3,_2023-12-21-18-19-28.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_181952_20231221_09_00_03_konishi,x0 8 -> 6 完全フレームアウト,削除済み,C0169.MP4,C0156.MP4
9,konishi,0,4,_2023-12-21-18-20-55.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_182106_20231221_09_00_04_konishi,完全フレームアウト,削除済み,C0170.MP4,C0157.MP4
9,hayashide,0,0,_2023-12-21-18-23-41.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_182352_20231221_00_00_00_hayashide,ロボット初期位置手動操作,削除済み,,
9,konishi,0,5,_2023-12-21-18-32-56.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_183306_20231221_00_00_05_konishi,aviなし,削除済み,C0171.MP4,C0158.MP4
9,konishi,0,6,_2023-12-21-18-36-56.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_183707_20231221_09_00_06_konishi,まし？,,C0172.MP4,C0159.MP4
9,konishi,0,7,_2023-12-21-18-39-58.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_184024_20231221_09_00_07_konishi,crash,削除済み,C0173.MP4,C0160.MP4
9,konishi,4,8,_2023-12-21-18-49-34.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_184945_20231221_09_00_08_konishi,初期位置y0=0でOK,,C0174.MP4,C0161.MP4
9,konishi,4,9,_2023-12-21-18-52-48.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_185300_20231221_09_00_09_konishi,完全フレームアウト,削除済み,C0175.MP4,C0162.MP4
9,konishi,4,0,_2023-12-21-19-01-05.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_190115_20231221_09_04_00_konishi,序盤フレームアウト,,C0176.MP4,C0163.MP4
9,konishi,4,1,_2023-12-21-19-04-31.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_190439_20231221_09_04_01_konishi,序盤フレームアウト,,C0177.MP4,C0164.MP4
9,konishi,4,3,_2023-12-21-19-08-15.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_190825_20231221_09_04_03_konishi,半身フレームアウト,,C0178.MP4,C0165.MP4
9,konishi,4,4,データ容量オーバーで削除,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_191121_20231221_09_04_04_konishi,緊急停止,削除済み,C0179.MP4,C0166.MP4
9,konishi,4,5,データ容量オーバーで削除,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_191412_20231221_09_04_05_konishi,crash,削除済み,C0180.MP4,C0167.MP4
9,konishi,4,6,_2023-12-21-19-18-20.bag.active,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_191830_20231221_09_04_06_konishi,crash,削除済み,C0181.MP4,C0168.MP4
9,konishi,4,7,_2023-12-21-19-23-43.bag,/home/hayashide/ytlab_ros_ws/ytlab_nlpmp/ytlab_nlpmp_modules/results/20231221/20231221_192255_20231221_09_04_07_konishi,OK,,C0182.MP4,C0169.MP4
