5.752681380797554089e-01,1.713366833006523676e-02,2.921529225706493565e-02
5.751514420598877741e-01,1.735459136353057624e-02,2.915065026592017147e-02
5.724722565091876492e-01,1.730833320135095194e-02,2.911563691364822334e-02
5.760010567325893893e-01,1.651558094745091826e-02,2.943833886833408311e-02
5.753906136577443542e-01,1.717939370717761968e-02,2.921339568189389169e-02
5.739711638693664186e-01,1.706461881261858715e-02,2.929053926080223483e-02
5.736539192296683520e-01,1.731585660338587698e-02,2.919194649232621439e-02
5.737763876546172481e-01,1.738448533372224589e-02,2.901938925853302445e-02
5.700738297027154733e-01,1.683670129211731897e-02,2.922968891295884067e-02
5.718171737328187065e-01,1.731806298903085239e-02,2.927646094660271356e-02
5.700480371785334732e-01,1.728788652159284414e-02,2.902059855849447451e-02
5.742009120059926586e-01,1.692794046905244168e-02,2.908748169750711987e-02
5.749992788662411369e-01,1.715219732682623718e-02,2.931084832085787892e-02
5.746768402944899545e-01,1.676469044588885932e-02,2.913500321425713246e-02
5.754504999163546630e-01,1.646338751319106550e-02,2.951438709503680091e-02
5.756154238996351591e-01,1.658163227680134119e-02,2.952835805926696047e-02
5.713695380282138858e-01,1.727568768346164976e-02,2.899236824439528279e-02
5.766623264634886947e-01,1.696122438361025858e-02,2.915897195400568923e-02
5.758857704788400422e-01,1.719206650993204688e-02,2.932143438675255398e-02
5.782802308568164573e-01,1.685281531094208474e-02,2.939445681072152053e-02
5.723218756083019443e-01,1.711984714405840116e-02,2.920403976782705649e-02
5.744695559442993815e-01,1.728408216528179789e-02,2.914311073616725895e-02
5.744747449861445920e-01,1.717476462571322637e-02,2.929206157035013289e-02
5.730488316078439226e-01,1.636277171287060447e-02,2.939600448220204207e-02
5.735499723242505343e-01,1.726403606996628967e-02,2.898770636136865919e-02
5.728956917077568933e-01,1.716819044063899041e-02,2.924298572211836422e-02
5.715403635637459345e-01,1.701017096184094871e-02,2.914166840136447195e-02
5.764784965530960203e-01,1.688025582767822483e-02,2.928269175649599043e-02
5.725558539899239241e-01,1.716510683751932415e-02,2.888744895888167505e-02
5.735141002728093573e-01,1.752759808277789058e-02,2.903730992153930046e-02
5.751269198666877358e-01,1.689688025075943359e-02,2.940903769624413078e-02
5.717916006973376986e-01,1.709333504047285193e-02,2.912454176091579597e-02
5.727624425954799259e-01,1.755153598496416931e-02,2.899227990985256409e-02
5.741520363205424582e-01,1.709964178725440972e-02,2.930839128452835188e-02
5.729067193719366013e-01,1.730438759168180171e-02,2.896709824217073501e-02
5.746673205396344297e-01,1.711146033987726370e-02,2.923521368950260033e-02
5.738553640845917014e-01,1.762913937524173552e-02,2.896069814069501466e-02
5.734923302390140254e-01,1.689704952132294047e-02,2.919589359096440642e-02
5.719251775551882355e-01,1.692964525383320110e-02,2.921795949317972096e-02
5.746997572284565647e-01,1.706352559889982509e-02,2.911637527978680820e-02
5.756467546230589205e-01,1.685769059308460036e-02,2.916444488214186420e-02
5.718431577537411714e-01,1.686708760124855377e-02,2.924733733531233865e-02
5.732947726913326658e-01,1.720460800556418077e-02,2.905028007558243391e-02
5.743722917964972918e-01,1.689347942418367721e-02,2.924818997489210884e-02
5.741159209015170850e-01,1.739737627312186105e-02,2.923643872963947038e-02
5.735077876141018161e-01,1.716393394233794306e-02,2.910859951845851112e-02
5.756217479990990427e-01,1.723777759835972909e-02,2.905943768812506434e-02
5.741125968788871603e-01,1.754994954738550370e-02,2.901580834296477521e-02
5.754001086678085519e-01,1.780343736431885121e-02,2.882477691938913067e-02
5.774044635941796288e-01,1.596276264944554435e-02,2.959719083827636391e-02
5.758314146217357044e-01,1.666702020609728274e-02,2.936525479463014676e-02
5.739477941831783170e-01,1.678994064279009518e-02,2.932592993331328141e-02
5.744144332075401538e-01,1.689320448181081541e-02,2.929369324094764290e-02
5.731429753466488197e-01,1.667286718074118337e-02,2.922617513666659131e-02
5.730876607136373702e-01,1.653147359435350877e-02,2.917850102359031972e-02
5.741559518693497566e-01,1.650660190522649021e-02,2.936214741906949602e-02
5.759375626022000816e-01,1.657930579600742915e-02,2.941159173109341926e-02
5.750087272029564822e-01,1.631275196080145609e-02,2.948480660536128770e-02
5.743229871839398148e-01,1.675578291812279338e-02,2.918111113241522031e-02
5.757606052091497340e-01,1.686846553783226746e-02,2.907422249433254391e-02
5.733779510743817198e-01,1.630211064712231220e-02,2.933175446002267428e-02
5.707188406645011813e-01,1.632734474330433186e-02,2.908655838574729369e-02
5.747728525071493788e-01,1.707126431097648681e-02,2.933258287975990322e-02
5.735365118157620401e-01,1.757212653698619204e-02,2.901055766215748094e-02
5.724940441082447817e-01,1.645648415641922171e-02,2.931339341566072815e-02
5.722641079212711368e-01,1.669607683985955410e-02,2.919239558230286163e-02
5.727551446220497944e-01,1.666953705122863408e-02,2.909110088592408924e-02
5.753123027950636237e-01,1.698588797623168042e-02,2.942423648089861205e-02
5.765859143521417929e-01,1.671644475574244129e-02,2.942381196447097641e-02
5.750580235543638619e-01,1.698498199297416786e-02,2.930728301835960545e-02
5.760426066415292867e-01,1.641778300245248096e-02,2.932803076739888201e-02
5.736376097974197341e-01,1.703782872214877966e-02,2.881169242209205908e-02
5.747326351220501950e-01,1.576730722962804004e-02,2.951535941396073170e-02
5.737961123249468720e-01,1.667995593756167391e-02,2.909994024535602145e-02
5.756140068149414590e-01,1.641881832607507835e-02,2.886048421200337888e-02
5.747860414783040328e-01,1.765229829935622066e-02,2.811163946234283492e-02
5.735190181965595935e-01,1.729819153540302842e-02,2.761426724448317119e-02
5.762196012326424865e-01,1.725337112333558479e-02,2.745514926429387659e-02
5.750753613968211386e-01,1.625476772044081794e-02,2.743232293653795340e-02
5.748874771784947546e-01,1.668162243583078130e-02,2.695669332316428732e-02
5.737178898145631756e-01,1.702488583438629965e-02,2.660836173300231561e-02
5.731409298536751518e-01,1.717418809199851293e-02,2.669037017579083126e-02
5.719774877063069640e-01,1.776710591582081333e-02,2.595728786969537030e-02
5.730719370663744927e-01,1.727754879089768436e-02,2.611052514323571397e-02
5.730265512034556918e-01,1.679093436890315497e-02,2.583244003402307074e-02
5.743257782427181324e-01,1.684997526540838939e-02,2.584028193089928094e-02
5.748303149102427234e-01,1.648579612856513471e-02,2.543419633820933820e-02
5.726845081517167868e-01,1.693936391620662688e-02,2.472892406537735219e-02
5.735626767298178663e-01,1.580100293525492361e-02,2.517682343834991635e-02
5.724738719575508394e-01,1.647823627813713165e-02,2.453672281015531476e-02
5.736102246083749634e-01,1.675787395078215045e-02,2.417489061512935120e-02
5.739936036839833333e-01,1.675403454342459797e-02,2.391419273024127101e-02
5.751117672625346566e-01,1.707510958599348094e-02,2.364915045788682640e-02
5.776636539505007883e-01,1.624404809809984127e-02,2.347073512582657784e-02
5.726329056308496757e-01,1.610366525093630610e-02,2.328566031122939611e-02
5.743181427530401617e-01,1.681631132125428058e-02,2.270588825583972140e-02
5.732983111752102401e-01,1.630169718527245751e-02,2.287018228596415098e-02
5.722028264425402799e-01,1.629198926385586749e-02,2.261819349387076197e-02
5.769464927148686417e-01,1.608681037232616989e-02,2.274101644451119453e-02
5.767056124362762715e-01,1.728266023742695487e-02,2.226791573295647600e-02
5.744216097618920491e-01,1.665153038454451201e-02,2.182991474415992700e-02
5.747798317392643908e-01,1.675128771334879335e-02,2.136306726119690039e-02
5.738078975641761614e-01,1.612336898900071369e-02,2.171351347029303741e-02
5.767608761369046322e-01,1.630779138254430730e-02,2.177690718158313207e-02
5.741600514675573308e-01,1.620637903541157984e-02,2.173467974504856084e-02
5.732768987075128608e-01,1.670459858400661843e-02,2.148175864869190932e-02
5.763089631127648049e-01,1.671116581456918299e-02,2.121276892599135294e-02
5.741857572084897443e-01,1.693009265518941042e-02,2.059146891792467890e-02
5.756530268062499678e-01,1.704230159889284779e-02,2.084266089476894193e-02
5.752252751246250684e-01,1.653117009648789187e-02,2.061625440212758176e-02
5.748568763492382105e-01,1.660270748771944596e-02,2.070702724260649677e-02
5.767331847141163870e-01,1.579992070847535332e-02,2.097576478099106440e-02
5.736027980420305150e-01,1.677334332816243431e-02,2.011468504315850822e-02
5.730133259261448453e-01,1.698926438726397481e-02,2.027495036174464457e-02
5.739696528131262854e-01,1.768842557319967590e-02,2.014170924955215394e-02
